time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,FPOGD,RPD,LPD
4.9,USER_42,NewMedia24,139755,3465,2879,6313,5979,2793,822,42144,204150,0.39771134228187915,0.42080812080536906,0.08118261744966443,21.95727288590604,20.63307234899329
6.0,USER_42,NewMedia24,177815,14395,4948,4755,4189,4621,1465,71359,283547,0.2199225503355705,0.03800328859060403,0.13480859060402686,18.23828798657718,16.549781073825503
6.9,USER_42,NewMedia24,20559,2331,1415,1518,1324,520,780,19408,47855,0.24494653061224483,0.04648190476190476,0.20969877551020405,18.674719727891155,16.470094829931977
7.9,USER_42,NewMedia24,38917,22515,1847,7398,3809,1800,1594,40989,118869,0.28242613333333333,0.0509024,0.1849872666666667,16.274318466666667,16.3303578
8.9,USER_42,NewMedia24,59764,8256,5706,22921,4992,5401,2361,40168,149569,0.4406022972972972,0.05077195945945946,0.13479283783783783,18.948390405405405,18.617406554054057
10.0,USER_42,NewMedia24,2547346,34556,24611,38305,17067,14153,10745,80830,2767613,0.6001763087248322,0.08005174496644296,0.17367093959731544,19.49224,18.822533489932884
10.9,USER_42,NewMedia24,100049,15966,3998,4185,5307,5357,929,20350,156141,0.3857576666666666,0.0886018,0.11059933333333333,19.615216733333334,18.421746466666665
11.9,USER_42,NewMedia24,125496,5785,7815,5520,14063,26645,15562,14889,215775,0.32498543624161075,0.08351489932885905,0.1591963087248322,20.028775302013422,17.372603624161076
13.0,USER_42,NewMedia24,112011,1306,796,1096,1465,1655,337,4398,123064,0.47731369127516776,0.09296416107382549,0.13856704697986577,19.980697986577184,19.052369731543624
13.9,USER_42,NewMedia24,110377,18683,9847,5652,5726,3207,1790,14897,170179,0.36371711409395974,0.1506106711409396,0.12335563758389263,18.503680872483223,17.0833933557047
14.9,USER_42,NewMedia24,723257,66140,9385,17481,13537,18180,5499,36345,889824,0.4122192617449664,0.09533302013422819,0.11872456375838926,21.214908187919463,19.258455100671146
15.9,USER_42,NewMedia24,134058,4241,924,938,591,1352,374,11746,154224,0.3412044295302013,0.1351401342281879,0.2418863758389262,20.85857308724832,19.338921140939597
16.9,USER_42,NewMedia24,95924,14742,3092,3893,12041,15164,2293,76807,223956,0.586443355704698,0.17615328859060403,0.18758859060402683,19.04215738255034,18.414242953020135
17.9,USER_42,NewMedia24,320906,39335,6381,9688,1476,2315,1420,67763,449284,0.5224655405405405,0.15862986486486486,0.11500358108108108,15.726626756756756,16.028656283783782
18.9,USER_42,NewMedia24,33512,1436,2072,2953,3358,2699,708,39324,86062,0.21988825503355708,0.1911476510067114,0.23226503355704697,17.067180738255033,15.925447181208055
19.9,USER_42,NewMedia24,584831,8517,77581,17640,13190,8893,9532,132487,852671,0.29902107382550336,0.14077174496644293,0.1624776510067114,15.632630000000002,16.703656577181206
20.9,USER_42,NewMedia24,12895,1775,3427,2453,3424,2995,1085,10680,38734,0.5963351351351351,0.20898966216216217,0.18540195945945945,16.141005202702704,16.526869527027028
21.9,USER_42,NewMedia24,76588,3977,5129,2940,858,919,127,14450,104988,0.6215904794520547,0.21869636986301372,0.13630808219178084,15.614339315068495,16.057038630136987
22.9,USER_42,NewMedia24,154797,1345,2765,1552,5194,2637,1220,13611,183121,0.579641812080537,0.23017711409395974,0.1394222147651007,18.37318644295302,18.4621844295302
23.9,USER_42,NewMedia24,119753,12889,9113,7282,4243,2731,1569,73338,230918,0.23420128378378377,0.25271574324324325,0.14250932432432434,20.452613716216216,18.70062135135135
24.9,USER_42,NewMedia24,295612,13872,27012,33055,29593,12543,5106,15813,432606,0.5141730405405406,0.24211614864864867,0.12222912162162163,19.468162364864863,18.848601283783786
25.9,USER_42,NewMedia24,22153,3555,846,2818,3024,2191,4081,18317,56985,0.5910116216216216,0.2937652027027027,0.13076,18.56124912162162,18.841776554054057
26.9,USER_42,NewMedia24,532291,45587,48471,19022,21560,9393,5819,105981,788124,0.2655906756756757,0.2932306081081081,0.16289128378378379,19.48465608108108,18.11676918918919
28.0,USER_42,NewMedia24,143104,13029,3895,5463,2540,6351,1386,23618,199386,0.42823255033557034,0.26725825503355705,0.12941120805369127,19.351390872483222,18.62567181208054
28.9,USER_42,NewMedia24,271772,16072,6464,6850,6329,2424,677,43211,353799,0.6859997999999999,0.3188975333333333,0.12852586666666668,18.37460913333333,18.3570084
29.9,USER_42,NewMedia24,41979,741,6632,3305,1847,1545,875,14603,71527,0.2388530872483222,0.2992004697986578,0.17759805369127518,18.055768053691274,16.43157208053691
30.9,USER_42,NewMedia24,40147,7376,9327,5183,3313,2538,733,22873,91490,0.4329208053691274,0.3225006711409396,0.12306979865771811,18.706655369127517,17.746175973154365
