time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,FPOGD,RPD,LPD
5.0,USER_35,NewMedia1,1017678,6385,9911,20425,17176,18705,14248,24339,1128867,0.6054879865771811,0.005831409395973155,0.14861369127516777,15.494076308724832,16.895434161073826
6.0,USER_35,NewMedia1,14001,30636,17871,9072,21478,8545,5474,16419,123496,0.3029345333333333,0.023634533333333336,0.20011506666666667,16.994182800000004,17.84380386666667
7.0,USER_35,NewMedia1,2492,8574,10704,6498,4028,3374,1797,3032,40499,0.2888373825503356,0.10221879194630873,0.22256281879194634,17.40510832214765,18.399245302013423
8.0,USER_35,NewMedia1,3506,2892,2499,4906,2408,2806,1373,4302,24692,0.3067530872483221,0.14753456375838925,0.21081724832214768,17.03559791946309,17.986344429530202
9.0,USER_35,NewMedia1,4295,1770,1491,1515,5103,1759,1680,3192,20805,0.304531768707483,0.17325843537414964,0.16907795918367344,16.713748843537417,17.659819115646258
10.0,USER_35,NewMedia1,450860,25734,45402,16190,15149,13930,11514,43507,622286,0.32893880000000003,0.2356905333333334,0.20253666666666664,15.971263600000002,16.945912333333332
11.0,USER_35,NewMedia1,6066,524,3407,3003,3482,6262,3581,5634,31959,0.2692930201342282,0.2766608053691275,0.22971570469798652,15.551718389261746,15.983377651006716
12.0,USER_35,NewMedia1,1007,2799,5161,10419,3857,4102,825,8001,36171,0.3912823489932887,0.29819906040268457,0.14158879194630872,15.466695973154362,16.467883557046978
13.0,USER_35,NewMedia1,3390,3445,12058,3581,4074,3123,1147,4654,35472,0.33182785234899326,0.33076671140939595,0.1589710067114094,15.044703691275169,15.916989463087248
14.0,USER_35,NewMedia1,415698,21615,18581,18522,21652,10302,4223,48515,559108,0.3588770469798658,0.3622926845637584,0.12376765100671143,14.627364362416106,15.75974744966443
15.0,USER_35,NewMedia1,7951,2092,5329,2262,3429,1461,1496,5640,29660,0.374738322147651,0.4019830201342282,0.20912557046979863,14.708839597315439,15.672183489932888
16.0,USER_35,NewMedia1,697087,15298,9532,31686,10824,8443,2028,45573,820471,0.26980154362416103,0.45598080536912744,0.16077409395973155,15.196188523489933,16.080544496644297
17.0,USER_35,NewMedia1,19352,1206,2946,2941,2884,1878,993,4933,37133,0.3643305333333333,0.4914598000000001,0.1486508666666667,15.958826399999998,16.9555792
18.0,USER_35,NewMedia1,6352,16220,5014,11640,5620,2457,514,2107,49924,0.5050375167785234,0.5605535570469797,0.16126926174496645,15.781796107382549,16.903209731543626
19.0,USER_35,NewMedia1,4388,14172,5850,3764,3279,4596,1082,2192,39323,0.34375275167785235,0.6156242281879195,0.1414380536912752,16.738621409395975,17.901895906040266
20.0,USER_35,NewMedia1,2430,4930,3577,4478,4558,2198,1279,9920,33370,0.3248295333333333,0.5940628666666666,0.16943206666666666,17.48014506666667,18.374715533333333
21.0,USER_35,NewMedia1,1421,822,1450,4227,6417,2361,495,9133,26326,0.327448255033557,0.6537540268456377,0.3027563087248322,17.81546288590604,18.486270402684564
22.0,USER_35,NewMedia1,229431,48346,50021,54306,21593,34894,8577,482568,929736,0.5381769798657717,0.6349402684563759,0.11991006711409395,15.644188859060403,17.2371622147651
23.0,USER_35,NewMedia1,6878,4315,4752,3293,4861,2550,3284,2044,31977,0.4071246979865772,0.519208255033557,0.13862348993288595,15.646905100671141,16.44113308724832
24.0,USER_35,NewMedia1,547672,31110,13810,25886,7626,7900,5910,36141,676055,0.4833878,0.47740319999999997,0.13719953333333335,15.742645733333331,17.0185006
25.0,USER_35,NewMedia1,9112,491,1104,3722,2666,2776,1071,6838,27780,0.2632465771812081,0.4366451677852349,0.11436261744966444,16.529732080536913,17.70913577181208
26.0,USER_35,NewMedia1,15372,4221,2694,3564,4039,1818,1066,36540,69314,0.2552451677852349,0.25456,0.12827288590604025,17.831465369127518,18.56755060402684
27.0,USER_35,NewMedia1,59207,3662,12707,6292,3893,3489,2329,26521,118100,0.3103910666666667,0.09126153333333333,0.18316426666666666,17.36325666666667,18.3472188
28.0,USER_35,NewMedia1,2269,3945,3044,1941,4573,3307,1795,5659,26533,0.33450702702702706,0.17596594594594595,0.1518489189189189,17.49479364864865,18.528612567567567
29.0,USER_35,NewMedia1,126292,25011,6365,8728,2925,2495,2726,80414,254956,0.34838530201342277,0.08788114093959731,0.1350574496644295,17.613015771812083,18.766560268456374
30.0,USER_35,NewMedia1,120740,6770,2559,2898,5631,2325,586,36784,178293,0.24702313333333326,0.18286153333333333,0.13265526666666666,17.55341526666667,18.557518799999997
31.0,USER_35,NewMedia1,1811,6323,1464,2597,3001,2284,1567,6890,25937,0.2853769127516779,0.1655086577181208,0.13803442953020134,17.65238590604027,18.644162147651006
32.0,USER_35,NewMedia1,2217,9051,5979,9398,5353,2149,1950,2759,38856,0.3407963087248322,0.13881543624161075,0.2748369798657718,16.8342422147651,16.967904765100673
33.0,USER_35,NewMedia1,7296,3080,535,4235,10544,2208,1311,7304,36513,0.29651489932885905,0.08917120805369128,0.6448730201342282,18.112129597315434,18.203623288590602
34.0,USER_35,NewMedia1,8417,6693,3590,1793,3275,2574,995,8147,35484,0.23436246666666663,0.044788133333333334,0.20739433333333335,17.04197793333333,16.738858933333333
35.0,USER_35,NewMedia1,251010,10360,18661,19577,17778,26911,7899,36310,388506,0.22951100671140934,0.0347103355704698,0.1349543624161074,17.431339664429533,17.082397852348993
36.0,USER_35,NewMedia1,5237,10830,2759,3647,3505,4284,859,14253,45374,0.3356919594594595,0.05515702702702702,0.26876601351351354,17.503304594594592,18.15232777027027
37.0,USER_35,NewMedia1,394624,14305,11429,25740,18567,15581,8763,53394,542403,0.3576574,0.09488826666666668,0.1598986,17.789261066666665,18.29962313333333
38.0,USER_35,NewMedia1,16635,22047,8777,8331,4591,3479,866,21621,86347,0.35451912751677855,0.10972838926174498,0.1900618120805369,17.359088389261746,18.163391879194627
39.0,USER_35,NewMedia1,20597,9358,4175,4297,3743,1695,1521,17877,63263,0.6300678523489933,0.14269791946308724,0.11781483221476513,16.425162013422817,17.70130644295302
40.0,USER_35,NewMedia1,2460,4459,5162,4078,4937,5062,2925,7722,36805,0.2780698657718121,0.1744585234899329,0.14534395973154363,17.888175234899325,18.17034080536913
41.0,USER_35,NewMedia1,4426,1783,6526,3555,3234,3933,3328,8248,35033,0.320168,0.2298382,0.191685,18.027386466666666,18.552673666666667
42.0,USER_35,NewMedia1,14122,3587,2983,4238,2062,7612,1130,7864,43598,0.30127114093959734,0.28196255033557044,0.19499013422818792,17.359663422818794,17.947673557046976
43.0,USER_35,NewMedia1,1454,19462,1599,6549,4593,2494,1685,4374,42210,0.40318108108108097,0.31153486486486487,0.21009047297297298,16.1727029054054,17.47610175675676
44.0,USER_35,NewMedia1,6260,4393,5597,3647,3370,5530,905,10701,40403,0.3431494666666667,0.3364198,0.19617020000000002,15.210777533333333,15.719380733333331
45.0,USER_35,NewMedia1,11829,4359,4039,3096,1741,3939,1156,4039,34198,0.3900809395973155,0.35323375838926174,0.17711711409395972,14.924790604026848,15.81162033557047
46.0,USER_35,NewMedia1,8431,4253,5566,4769,2847,2138,727,2580,31311,0.3484873825503356,0.4098726845637584,0.1457221476510067,15.63721912751678,16.64425711409396
47.0,USER_35,NewMedia1,3936,3545,1750,4381,6532,4081,563,10511,35299,0.30957194630872487,0.4885071812080537,0.15073724832214766,16.007704496644294,16.969679932885906
48.0,USER_35,NewMedia1,2237,11404,7266,3382,2432,2658,1511,3296,34186,0.3634533333333333,0.5782908,0.13693433333333332,16.057800999999998,17.327246866666666
49.0,USER_35,NewMedia1,6909,12691,4032,6144,4260,2550,866,5594,43046,0.4489018120805369,0.5198453020134228,0.19049120805369127,15.938137986577178,16.92500812080537
50.0,USER_35,NewMedia1,874,8245,3354,8880,2858,2479,1254,5175,33119,0.4789071140939597,0.5297243624161073,0.1295579865771812,16.389926577181207,17.212340000000005
51.0,USER_35,NewMedia1,29601,9340,9427,3047,3027,1378,860,5895,62575,0.4137516666666667,0.3569028,0.14368073333333334,16.874093400000003,17.834930466666666
52.0,USER_35,NewMedia1,118829,1509,3511,2311,3302,9212,940,7745,147359,0.3084581756756757,0.2923110135135135,0.14463520270270272,17.168310945945947,17.76107135135135
53.0,USER_35,NewMedia1,2666,7829,14273,9438,6514,6451,1829,4189,53189,0.32070818791946315,0.3713653020134228,0.1872955704697986,16.968212617449666,17.750646241610742
54.0,USER_35,NewMedia1,6520,2527,2624,2391,3860,2037,1941,5052,26952,0.33804804054054055,0.4518506756756756,0.12941047297297295,16.698002635135136,17.805429054054052
55.0,USER_35,NewMedia1,853626,6202,15039,6440,2244,2084,2256,33197,921088,0.2932674,0.2556391333333334,0.2362430666666667,17.216164066666668,18.062874800000003
56.0,USER_35,NewMedia1,4871,9113,5873,2225,3349,1984,3004,3265,33684,0.33048234899328865,0.1813389932885906,0.2975987919463088,17.30403973154362,18.084281812080537
57.0,USER_35,NewMedia1,1210744,46389,28156,11679,18276,8946,4949,243791,1572930,0.27158979865771815,0.19958946308724831,0.13502308724832215,16.89290134228188,17.40681369127517
58.0,USER_35,NewMedia1,105233,5041,6094,5667,4266,1778,2419,17320,147818,0.4260739333333333,0.4983954666666667,0.1273712,15.507143866666665,16.8416932
59.0,USER_35,NewMedia1,257671,73375,1210,18631,22521,5911,1650,97259,478228,0.5919461744966442,0.7338822147651006,0.16110181208053692,16.100539932885905,17.202906577181206
60.0,USER_35,NewMedia1,752412,158784,142904,40409,28365,23003,13841,387482,1547200,0.7255787248322147,0.7702790604026847,0.20810281879194636,19.645850872483223,19.94697234899329
61.0,USER_35,NewMedia1,1065006,115401,50964,54219,48211,33942,15722,118538,1502003,0.44810761245674735,0.27621498269896194,0.13100771626297578,17.968410692041523,18.206225916955017
