time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,FPOGD,RPD,LPD
4.9,USER_20,NewMedia21,975505,3681,2714,8951,3779,1579,592,59103,1055904,0.5127326174496645,0.48666228187919464,0.19078241610738253,19.992843959731545,21.44679046979866
5.9,USER_20,NewMedia21,79763,14543,7462,12672,6040,2130,900,81981,205491,0.543501677852349,0.21561812080536913,0.17589288590604024,19.09656644295302,21.13978798657718
7.0,USER_20,NewMedia21,6461,749,890,1593,1629,1248,357,9837,22764,0.3965120134228188,0.3192743624161074,0.18086275167785235,21.921268053691275,23.381991610738257
7.9,USER_20,NewMedia21,500712,3158,5046,17431,8687,4154,2265,14397,555850,0.3842217333333333,0.6826287999999999,0.1342774,21.51930546666667,23.397179933333334
8.9,USER_20,NewMedia21,573386,12677,3559,1624,2883,2502,957,22215,619803,0.4777310067114095,0.3106868456375839,0.210614966442953,23.728020067114095,24.866761946308728
9.9,USER_20,NewMedia21,487783,10567,4912,3654,2415,1066,526,9970,520893,0.48728590604026845,0.36460939597315434,0.12324845637583892,24.88515073825503,25.929708993288592
11.0,USER_20,NewMedia21,1024788,56707,23590,37785,17510,3264,3871,47641,1215156,0.35203959999999995,0.6903881333333334,0.14085286666666663,24.027348399999997,25.465338600000003
12.0,USER_20,NewMedia21,107037,7374,1505,3829,3823,3506,477,20167,147718,0.5415107382550336,0.469008255033557,0.1445120134228188,23.62628181208054,25.72870476510067
12.9,USER_20,NewMedia21,2008004,90997,5377,18845,20376,4566,7606,494310,2650081,0.5633988590604028,0.7053659731543626,0.3749493959731544,21.99557389261745,24.372945838926178
13.9,USER_20,NewMedia21,214620,823,15719,8165,1171,2938,1448,20352,265236,0.38556986577181207,0.322103355704698,0.13989228187919464,21.476700134228185,23.728270604026847
14.9,USER_20,NewMedia21,4349,4774,366,825,1637,1027,500,1807,15285,0.4302678666666666,0.43105340000000003,0.2740338666666667,23.171396533333333,24.52978666666667
15.9,USER_20,NewMedia21,47921,10785,17097,9425,2648,863,955,24826,114520,0.3605815436241611,0.46672664429530203,0.1883402013422819,21.08297657718121,23.576629060402684
16.9,USER_20,NewMedia21,2568099,63983,112952,104865,15877,5741,3869,382171,3257557,0.4216687919463087,0.23555691275167784,0.28880382550335565,22.423865503355707,24.153145503355706
18.0,USER_20,NewMedia21,105002,20511,6805,12345,2547,1557,635,138724,288126,0.35715646666666667,0.7056834,0.3284130666666667,21.2942732,23.34496813333333
18.9,USER_20,NewMedia21,1437969,88593,65306,51700,46393,22163,6266,356886,2075276,0.14242704697986575,0.6290867785234899,0.16651939597315435,21.985708523489933,23.414322818791952
19.9,USER_20,NewMedia21,65565,2166,1946,2393,2205,1856,440,4805,81376,0.2768582432432432,0.715974054054054,0.16284378378378375,22.195273175675673,23.82704364864865
21.0,USER_20,NewMedia21,81798,16664,3261,2708,1592,1322,560,32812,140717,0.3503362162162162,0.607039527027027,0.1614910135135135,22.827937635135136,24.457819121621622
22.0,USER_20,NewMedia21,8874,6016,2682,871,2523,495,925,14852,37238,0.5390621333333333,0.46090433333333325,0.3366345333333333,21.661153666666667,23.77993306666667
22.9,USER_20,NewMedia21,195660,16833,3843,18844,2041,1496,588,39440,278745,0.46118187919463083,0.6710383892617451,0.31042610738255033,20.30422751677852,22.373923288590603
