time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,FPOGD,RPD,LPD
2.1,USER_1,NewMedia1,45826,114685,295164,1188,476629,52910,29446,908424,1924272,0.3706595999999999,0.14935113333333336,0.16801139999999998,16.5413416,13.5168426
3.1,USER_1,NewMedia1,46489,59358,1535950,2343734,281134,44552,290039,350699,4951955,0.29682993288590603,0.1555688590604027,0.1879041610738255,16.771509664429527,14.677630201342284
4.1,USER_1,NewMedia1,22154,94051,499900,48751,40645,62521,440766,247197,1455985,0.27662966442953024,0.19484859060402682,0.12373127516778522,18.075397181208057,15.830162080536912
5.1,USER_1,NewMedia1,18703,640929,715806,63595,80342,499072,192071,58973,2269491,0.33882053691275166,0.2229020805369128,0.19566416107382548,17.641427718120806,15.565616778523491
6.1,USER_1,NewMedia1,1535383,539233,105883,91665,142472,135754,202349,149,2752888,0.2692230201342281,0.2833224832214765,0.16407691275167785,17.76767523489933,15.391788120805368
7.1,USER_1,NewMedia1,54976,305504,75764,685360,127569,52890,124014,3566,1429643,0.2801905369127517,0.3283534899328859,0.1417930201342282,17.42898510067114,15.017078053691277
8.1,USER_1,NewMedia1,280305,33229,131125,14317,663636,863217,57640,72765,2116234,0.2949035570469799,0.35177791946308723,0.16159691275167784,15.99350053691275,13.69108120805369
9.2,USER_1,NewMedia1,221905,80064,278294,358293,35600,1900309,458716,130980,3464161,0.3661309333333333,0.3728334,0.14470946666666668,15.8113254,13.75266546666667
10.2,USER_1,NewMedia1,1043031,186252,1834532,21571,36247,110653,82478,610648,3925412,0.30065234899328863,0.3957776510067114,0.16610026845637582,15.619720604026842,13.499610805369127
11.2,USER_1,NewMedia1,25552,2572545,85302,115555,129805,154226,260271,396144,3739400,0.37983375838926176,0.40965785234899327,0.1861239597315436,15.6009211409396,13.461830939597315
12.2,USER_1,NewMedia1,374434,62700,743431,559339,1722818,934431,138872,27724,4563749,0.28890275167785234,0.4794164429530201,0.1936796644295302,16.452994228187922,14.715313691275169
13.2,USER_1,NewMedia1,11654,91780,354071,26119,10983,14214,526317,241486,1276624,0.3571134899328859,0.4850175838926174,0.19468724832214765,16.59522255033557,14.947998590604028
14.2,USER_1,NewMedia1,903558,67824,601848,196170,146472,68989,1,469613,2454475,0.29823959731543626,0.5294375838926174,0.19667906040268457,16.304844161073824,14.585436711409393
15.3,USER_1,NewMedia1,690063,41299,211931,182988,33018,536471,106133,1201911,3003814,0.31488053691275164,0.5502610738255034,0.14415557046979866,15.934302550335572,14.998874832214764
16.3,USER_1,NewMedia1,108638,34155,68059,134867,196678,1267324,144839,24317,1978877,0.3634342567567567,0.595487027027027,0.14614054054054054,16.037410135135133,14.686011216216214
17.3,USER_1,NewMedia1,1360,10,108016,1133,70185,1116959,309630,1329016,2936309,0.47538335570469803,0.6073974496644295,0.11315536912751677,15.351739664429529,13.270140201342283
18.3,USER_1,NewMedia1,267893,190896,2801969,163,148857,36335,6442,250814,3703369,0.3815773825503356,0.7378152348993289,0.12349892617449665,15.093401543624163,13.748767785234897
19.3,USER_1,NewMedia1,201000,163906,13067,28628,115118,110017,104241,23794,759771,0.47388653333333347,0.7207688666666666,0.14810226666666665,15.665620600000002,13.840029199999998
20.4,USER_1,NewMedia1,211129,125104,2311773,663982,94954,1086401,293239,334316,5120898,0.4800556375838926,0.7274340268456376,0.20814006711409394,16.48322744966443,14.564838456375838
21.4,USER_1,NewMedia1,59567,42356,2004,262104,176786,85065,59106,191261,878249,0.6190840939597316,0.7087974496644295,0.1777844966442953,17.293094429530203,14.782116375838923
22.4,USER_1,NewMedia1,95884,4741,12394,190284,86502,3741,5728,166791,566065,0.3714512080536912,0.7322012080536913,0.1780759060402685,17.179805503355706,14.913962684563758
23.4,USER_1,NewMedia1,7806,328918,596654,1028195,364,160165,78801,187364,2388267,0.46385646666666674,0.6877204666666668,0.2157886666666667,17.243414066666666,15.1440272
24.4,USER_1,NewMedia1,42171,554518,294891,474965,36463,288365,375835,239404,2306612,0.42882536912751673,0.5977429530201341,0.16601463087248325,16.680192684563757,14.793957248322151
25.4,USER_1,NewMedia1,75983,136278,37123,1618043,381846,104842,506,262939,2617560,0.31083060402684565,0.2850665771812081,0.11678140939597316,17.606037449664427,14.899555704697988
26.4,USER_1,NewMedia1,45521,49045,627036,19934,20071,362074,5157,21707,1150545,0.29179593333333337,0.1529954,0.1365942,17.7433718,15.205593333333333
27.5,USER_1,NewMedia1,74479,205258,8915,211183,50624,263435,754911,35243,1604048,0.24214829931972787,0.28340340136054415,0.17023455782312927,18.140157891156463,16.03275306122449
28.5,USER_1,NewMedia1,37144,1660933,642190,7768,45644,498694,1751082,31616,4675071,0.2865661904761905,0.5359770068027211,0.1289787074829932,17.0548106122449,15.7570874829932
29.5,USER_1,NewMedia1,432649,216873,37346,2695,238695,178163,124103,1654388,2884912,0.27884228187919463,0.4856852348993288,0.1400273154362416,17.08115255033557,16.06962503355705
30.5,USER_1,NewMedia1,211468,467248,510362,72041,63416,499816,14159,86015,1924525,0.42038946308724834,0.48105288590604034,0.1487005369127517,17.030821610738254,15.06739590604027
31.5,USER_1,NewMedia1,184774,38152,635005,76189,465,556078,157938,248177,1896778,0.2994411409395973,0.4791723489932886,0.12812,17.238783288590604,15.650955838926174
32.5,USER_1,NewMedia1,38,46473,21727,1407,310568,1315125,16725,5411,1717474,0.24496684563758384,0.3882269798657718,0.1935313422818792,17.66228382550336,15.631943087248324
33.6,USER_1,NewMedia1,99958,451726,62176,386510,160214,5191,705209,922198,2793182,0.38525126666666665,0.3831986666666667,0.1378688,17.612619933333328,15.573559266666665
34.6,USER_1,NewMedia1,23957,531900,274440,277765,35182,101658,14139,96268,1355309,0.22526190476190472,0.4517746258503402,0.15322755102040814,17.526538095238095,15.648784149659862
35.6,USER_1,NewMedia1,163701,40331,363847,1289011,90380,27005,223290,1805055,4002620,0.22881939597315437,0.4472990604026846,0.14402147651006714,17.447294161073824,15.91138
36.6,USER_1,NewMedia1,1009261,174923,264368,108386,56750,336539,28195,90353,2068775,0.3021219178082192,0.316585,0.13574671232876714,17.82160253424658,15.187651027397264
37.6,USER_1,NewMedia1,2593953,367058,86830,8374,270431,250176,29471,23955,3630248,0.2886014,0.2652286,0.15267786666666666,18.1817506,15.699842799999999
38.6,USER_1,NewMedia1,257990,640846,3163,815450,70769,979142,80787,28703,2876850,0.2297734228187919,0.23402872483221476,0.19128604026845636,19.119309194630873,16.49752570469798
39.7,USER_1,NewMedia1,408382,254580,77396,249,126582,1012168,124540,417732,2421629,0.2653490604026846,0.17505114093959734,0.20108778523489934,18.527691208053692,16.76566033557047
40.7,USER_1,NewMedia1,506488,60323,50075,492301,153050,545342,131,2426,1810136,0.27152047297297294,0.1805604054054054,0.14319337837837837,18.499350405405405,16.631801891891893
41.7,USER_1,NewMedia1,23998,156661,163628,490279,2453473,16709,99185,304379,3708312,0.40735869863013696,0.39890390410958904,0.10255712328767123,18.005541986301367,16.18143869863014
42.7,USER_1,NewMedia1,192752,60107,42543,205425,347927,131887,176195,8507,1165343,0.4660012925170068,0.7458868027210885,0.14606319727891157,17.149273129251704,15.524547074829929
43.7,USER_1,NewMedia1,36270,635389,294104,288152,852555,1877887,433447,30040,4447844,0.4279724832214765,0.7296795302013424,0.14000295302013424,17.557139932885907,15.833012281879194
