time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,FPOGD,RPD,LPD
3.9,USER_47,NewMedia1,444700,90056,44035,28431,11488,7395,17876,130746,774727,0.3130611038961039,0.07920025974025975,0.11941967532467533,25.014954675324677,24.241039220779218
5.0,USER_47,NewMedia1,3442,754,921,803,1675,486,461,2184,10726,0.23165047297297298,0.036814527027027026,0.13218675675675678,24.620117635135138,23.26895135135135
5.9,USER_47,NewMedia1,190298,5976,3906,3445,1966,1164,610,41208,248573,0.4074634899328859,-0.0006926845637583879,0.132003355704698,23.928068053691273,24.765891073825504
6.9,USER_47,NewMedia1,14347,774,652,1531,2417,552,353,3726,24352,0.5728308053691274,-0.008352550335570467,0.14176026845637585,22.092215704697985,24.32505879194631
7.9,USER_47,NewMedia1,97388,3726,10052,3068,3070,1266,979,35544,155093,0.687471677852349,0.0023630201342281884,0.20583100671140941,19.25335355704698,22.478499060402683
8.9,USER_47,NewMedia1,34456,9443,4170,8789,6476,9157,2715,14621,89827,0.24562422818791949,0.33165127516778525,0.13055483221476508,20.963542818791943,20.759459597315438
9.9,USER_47,NewMedia1,18556,352,8166,2759,2066,3705,3275,29629,68508,0.2922895333333333,0.5418690666666667,0.1396948,20.932004999999997,20.879276333333333
10.9,USER_47,NewMedia1,5765,2800,814,1526,2304,1034,548,1392,16183,0.34006513698630136,0.5414888356164383,0.3346684931506849,20.951650273972607,21.442177534246575
11.9,USER_47,NewMedia1,12862,2411,7046,2026,5072,2194,1286,12969,45866,0.40380959731543625,0.5366577181208053,0.6717966442953021,21.93335208053691,21.7581489261745
12.9,USER_47,NewMedia1,14644,1331,3914,6093,2223,1057,860,20464,50586,0.5187269387755102,0.5288019047619048,0.22847931972789118,20.81179979591837,20.74472666666667
13.9,USER_47,NewMedia1,19904,87,1357,2101,3251,1167,953,8018,36838,0.36379516778523485,0.5240157046979865,0.5375409395973155,20.4569433557047,20.551310402684564
14.9,USER_47,NewMedia1,10072,5687,7366,3915,1754,2478,1264,3246,35782,0.4525529530201343,0.47107214765100675,0.37952,21.280432483221475,21.945597919463093
15.9,USER_47,NewMedia1,13430,2650,1045,3874,1340,2616,996,8431,34382,0.3028695270270271,0.09237905405405406,0.17043425675675677,21.279910945945947,21.787270067567565
16.9,USER_47,NewMedia1,23124,12425,5059,5965,3730,2035,2129,14301,68768,0.3229503355704698,0.10523127516778524,0.18203791946308723,22.63512845637584,23.597266040268458
17.9,USER_47,NewMedia1,1583625,75914,14961,38661,27447,5900,6622,49465,1802595,0.32735953020134234,0.15695812080536914,0.19856697986577182,23.368917181208058,24.66543503355705
18.9,USER_47,NewMedia1,32628,8370,4038,7365,1536,1883,1397,11990,69207,0.3136218791946309,0.16637073825503354,0.5087663087248322,23.260440469798663,23.825961476510066
19.9,USER_47,NewMedia1,270299,16701,3009,5192,3800,3014,1069,37640,340724,0.3046344594594595,0.2079837837837838,0.17714351351351354,21.634150945945944,22.853728310810812
20.9,USER_47,NewMedia1,110330,2614,4198,2007,1177,1017,868,55712,177923,0.3270834228187919,0.2528424832214765,0.17197825503355704,21.28365563758389,22.85699469798658
21.9,USER_47,NewMedia1,438448,51855,5615,23104,7786,5775,1414,93739,627736,0.27345466216216224,0.31666668918918917,0.18554054054054053,22.165683513513514,23.515694256756756
23.0,USER_47,NewMedia1,217031,7673,2347,3300,6653,7820,2209,30469,277502,0.3250720945945946,0.2921547972972973,0.1755477027027027,21.72402418918919,22.096767567567564
23.9,USER_47,NewMedia1,647931,47434,26832,18707,41278,20747,27653,114100,944682,0.4311939726027397,0.38011931506849317,0.18317246575342466,22.550113150684933,22.985233287671235
24.9,USER_47,NewMedia1,32158,4766,3807,4827,4440,3129,1366,50548,105041,0.2637327027027027,0.43188912162162163,0.1625293918918919,22.950194256756756,23.10398087837838
25.9,USER_47,NewMedia1,495127,13345,19849,38855,25963,15612,4712,78696,692159,0.3382646979865772,0.44960449664429536,0.18106140939597315,23.472595436241612,23.103656845637584
26.9,USER_47,NewMedia1,79096,1839,6020,1766,2564,5037,933,19235,116490,0.3178071333333333,0.4718860666666666,0.1591216,22.430361333333334,22.24306
27.9,USER_47,NewMedia1,19889,4546,1922,4517,2178,666,1348,29231,64297,0.3291436054421768,0.505576462585034,0.11976142857142857,22.71928306122449,22.156598367346938
29.9,USER_47,NewMedia1,760450,21991,4421,7526,13306,15553,4133,59598,886978,0.42005506756756766,0.3986251351351351,0.1521048648648649,22.08261695945946,21.62949533783784
30.9,USER_47,NewMedia1,849330,20412,5111,22785,20402,11764,9466,754644,1693914,0.3774424666666666,0.5803499333333334,0.13551000000000002,22.265507533333334,22.057270066666668
31.9,USER_47,NewMedia1,48303,10080,7086,1624,9824,5185,2194,33027,117323,0.500254149659864,0.6543839455782314,0.1585987074829932,21.812758503401362,22.077011428571428
32.9,USER_47,NewMedia1,113862,13546,9303,13329,3344,3538,1007,32252,190181,0.2442140939597315,0.04151442953020134,0.17629194630872486,18.717802147651007,18.6290144295302
33.9,USER_47,NewMedia1,2266993,77762,134732,85363,63785,33110,4808,317201,2983754,0.4259445205479452,-0.024332534246575343,0.1550227397260274,18.941891506849316,20.395128561643833
