time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,FPOGD,RPD,LPD
4.9,USER_4,NewMedia19,83002,9738,3193,798,3887,1880,803,10762,114063,0.6393353020134227,0.5103531543624161,0.14889147651006712,19.54270489932886,18.435515973154363
5.9,USER_4,NewMedia19,58914,45955,11955,11389,10927,10965,5636,48869,204610,0.4869081333333333,0.41211660000000006,0.16697593333333333,21.758125266666667,20.040480733333332
6.9,USER_4,NewMedia19,417000,16290,39619,28043,6062,6613,4604,77549,595780,0.3173659060402685,0.5290887919463086,0.12644577181208053,23.48944013422819,21.13452154362416
7.9,USER_4,NewMedia19,4227,1880,7004,6733,8979,3555,1460,24938,58776,0.35188785234899334,0.446384966442953,0.18989026845637583,23.548928859060407,21.289564765100675
8.9,USER_4,NewMedia19,62753,4952,12171,5505,9606,10208,697,41491,147383,0.3424150666666667,0.4788753333333333,0.20178400000000002,23.576256733333334,21.0654222
9.9,USER_4,NewMedia19,1176449,51969,111870,45786,26400,11014,4701,312119,1740308,0.4413806040268457,0.45289000000000007,0.1796156375838926,24.103787315436243,22.255834697986575
11.0,USER_4,NewMedia19,113199,63677,15460,7839,7375,5602,9330,36986,259468,0.4331263758389262,0.46622530201342277,0.13863771812080536,21.51187355704698,19.909703892617447
11.9,USER_4,NewMedia19,762945,35216,47919,14523,34730,16336,3824,274295,1189788,0.4331263758389262,0.46622530201342277,0.13863771812080536,21.51187355704698,19.909703892617447
12.9,USER_4,NewMedia19,146844,17589,4739,12448,5198,2192,1610,76593,267213,0.4219156666666667,0.4373989333333333,0.13786306666666667,24.137173733333334,21.608252133333334
13.9,USER_4,NewMedia19,166054,7393,1921,6067,9051,4122,1103,119903,315614,0.4614226845637583,0.2938209395973154,0.2554056375838926,23.71535429530201,21.93147288590604
14.9,USER_4,NewMedia19,86909,4455,1538,7269,3830,3004,631,22673,130309,0.5713989864864866,0.5263342567567567,0.22602614864864864,23.318907972972976,22.225568918918917
15.9,USER_4,NewMedia19,114849,5032,44181,5825,20587,18340,3460,42360,254634,0.40973526666666665,0.19347146666666665,0.11360913333333333,22.276999000000004,20.364197266666668
16.9,USER_4,NewMedia19,115113,8492,8486,5960,4255,4863,866,17528,165563,0.5655457718120805,0.5826215436241611,0.21100167785234897,22.87754979865772,22.18001100671141
17.9,USER_4,NewMedia19,570371,7194,25231,24460,22921,13839,3717,75301,743034,0.4583930201342281,0.25279026845637587,0.1569871812080537,23.702022953020133,22.49672711409396
18.9,USER_4,NewMedia19,48903,14800,4354,1396,3533,2093,651,12536,88266,0.712246577181208,0.6005379865771813,0.16177147651006712,22.673449395973154,22.042414765100673
19.9,USER_4,NewMedia19,126916,9650,8642,63238,17109,13771,1584,60201,301111,0.6749181879194632,0.5350538255033557,0.12567020134228188,22.569897114093962,21.711685436241613
20.9,USER_4,NewMedia19,403058,8909,9252,14568,11675,3144,1345,70562,522513,0.6485728859060402,0.4786251677852349,0.1301665100671141,22.71475912751678,21.18689563758389
22.0,USER_4,NewMedia19,23240,2781,11998,2323,4002,1880,1067,20471,67762,0.8154997333333334,0.7098150666666666,0.16888073333333334,23.17011293333333,22.3960294
22.9,USER_4,NewMedia19,183458,9214,9601,6456,7559,2687,1216,83530,303721,0.8154997333333334,0.7098150666666666,0.16888073333333334,23.17011293333333,22.3960294
23.9,USER_4,NewMedia19,155110,11033,3567,8466,5984,1351,446,30109,216066,0.594643355704698,0.42694912751677855,0.12732382550335575,22.31423644295302,20.588109798657715
24.9,USER_4,NewMedia19,60471,2291,2235,1256,1976,947,349,15154,84679,0.3157777852348993,0.5113304026845636,0.1227325503355705,22.112226308724832,19.65951409395973
25.9,USER_4,NewMedia19,1059578,101122,13227,9092,23134,15415,3218,36007,1260793,0.27445226666666667,0.5940179333333333,0.12419600000000003,21.26644493333333,19.198497533333335
26.9,USER_4,NewMedia19,144706,17389,15422,4598,7477,3079,1141,38681,232493,0.35281610738255037,0.47539483221476514,0.22130006711409395,20.576900268456374,18.15728208053691
27.9,USER_4,NewMedia19,116077,29676,22299,32546,34361,25581,9538,16002,286080,0.4703830201342283,0.20051302013422817,0.10696389261744968,23.173165771812087,21.82843067114094
29.0,USER_4,NewMedia19,781894,20843,33030,14827,39415,27809,3713,118677,1040208,0.6511106000000001,0.44766326666666667,0.26081580000000004,23.416801866666663,21.85526673333333
29.9,USER_4,NewMedia19,22757,16612,4078,4807,7101,2276,1477,10306,69414,0.6511106000000001,0.44766326666666667,0.26081580000000004,23.416801866666663,21.85526673333333
30.9,USER_4,NewMedia19,186564,3727,1017,2190,2422,477,454,12406,209257,0.5226302013422819,0.3604884563758389,0.32907590604026843,22.363119127516775,20.89630167785235
31.9,USER_4,NewMedia19,35431,8745,10268,8778,8527,3986,2211,24554,102500,0.5370827702702702,0.38556493243243245,0.20867270270270266,22.86867527027027,21.03549027027027
32.9,USER_4,NewMedia19,708599,117197,32724,29920,18626,19588,3433,144392,1074479,0.5531252348993289,0.3932328859060403,0.17121953020134228,23.474412751677853,22.00631973154362
33.9,USER_4,NewMedia19,378186,2656,3755,2114,7603,3701,2196,12024,412235,0.3773303333333334,0.3887742,0.11915940000000001,22.7004024,20.494895666666665
34.9,USER_4,NewMedia19,45137,6240,8335,9720,8219,3459,1383,26725,109218,0.4236657823129252,0.45024761904761906,0.18910959183673468,22.58994387755102,19.83496721088435
36.0,USER_4,NewMedia19,538858,7858,52622,15609,16363,12139,4456,103754,751659,0.45140806666666683,0.287699,0.18821126666666668,24.433915,22.191591533333337
36.9,USER_4,NewMedia19,292666,37840,3003,6937,9949,5690,3015,49400,408500,0.45140806666666683,0.287699,0.18821126666666668,24.433915,22.191591533333337
37.9,USER_4,NewMedia19,1157856,68502,18153,12291,10968,5645,1641,34710,1309766,0.411081677852349,0.4072281208053691,0.13426429530201345,24.98351523489933,22.306627583892617
38.9,USER_4,NewMedia19,1000186,1564,10495,13862,8704,5077,1263,25609,1066760,0.5058432214765102,0.24079127516778526,0.40567651006711414,24.484405033557046,22.901466979865774
39.9,USER_4,NewMedia19,105984,10162,823,5082,2776,3511,700,25723,154761,0.36289,0.6782332000000001,0.13908060000000003,24.6972972,21.3091414
40.9,USER_4,NewMedia19,5530,4319,5571,2137,5803,2090,893,21715,48058,0.39528993243243243,0.2703925,0.13131364864864867,19.71010932432433,19.15946817567568
41.9,USER_4,NewMedia19,60352,10978,8839,10701,5409,5123,1370,48930,151702,0.43533107382550335,0.7602174496644296,0.14381295302013422,23.31858241610738,20.424297785234895
