ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
45,NewMedia12,b,d
45,NewMedia20,c,c
45,NewMedia15,d,c
45,NewMedia2,a,a
45,NewMedia4,a,a
45,NewMedia24,b,b
45,NewMedia17,c,b
45,NewMedia14,a,a
45,NewMedia19,b,b
45,NewMedia16,c,b
45,NewMedia13,d,d
45,NewMedia8,b,c
45,NewMedia22,d,d
45,NewMedia6,a,a
45,NewMedia23,d,d
45,NewMedia3,a,a
45,NewMedia9,d,b
45,NewMedia18,b,a
45,NewMedia10,a,d
45,NewMedia1,a,b
45,NewMedia11,c,b
45,NewMedia7,b,b
45,NewMedia5,b,b
45,NewMedia21,b,b
