ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
,NewMedia11,c,b
,NewMedia16,b,b
,NewMedia18,c,a
,NewMedia6,a,a
,NewMedia3,b,a
,NewMedia19,d,b
,NewMedia5,c,b
,NewMedia12,c,d
,NewMedia20,d,c
,NewMedia7,b,b
,NewMedia14,b,a
,NewMedia9,c,b
,NewMedia22,d,d
,NewMedia21,b,b
,NewMedia10,a,d
,NewMedia4,a,a
,NewMedia13,d,d
,NewMedia23,d,d
,NewMedia1,b,b
,NewMedia24,a,b
,NewMedia15,d,c
,NewMedia2,b,a
,NewMedia8,a,c
,NewMedia17,b,b
