ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
21,NewMedia6,c,a
21,NewMedia21,b,b
21,NewMedia18,a,a
21,NewMedia3,a,a
21,NewMedia10,a,d
21,NewMedia16,a,b
21,NewMedia8,b,c
21,NewMedia17,b,b
21,NewMedia20,c,c
21,NewMedia13,d,d
21,NewMedia7,d,b
21,NewMedia24,d,b
21,NewMedia15,a,c
21,NewMedia1,a,b
21,NewMedia9,a,b
21,NewMedia19,a,b
21,NewMedia11,c,b
21,NewMedia22,d,d
21,NewMedia12,d,d
21,NewMedia2,a,a
21,NewMedia4,a,a
21,NewMedia5,c,b
21,NewMedia14,a,a
21,NewMedia23,d,d
