ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
,NewMedia22,d,d
,NewMedia14,a,a
,NewMedia5,b,b
,NewMedia6,a,a
,NewMedia7,a,b
,NewMedia2,a,a
,NewMedia21,b,b
,NewMedia24,b,b
,NewMedia23,c,d
,NewMedia4,a,a
,NewMedia20,c,c
,NewMedia1,b,b
,NewMedia18,c,a
,NewMedia10,a,d
,NewMedia17,a,b
,NewMedia9,b,b
,NewMedia15,c,c
,NewMedia19,b,b
,NewMedia16,b,b
,NewMedia12,b,d
,NewMedia3,a,a
,NewMedia11,b,b
,NewMedia8,c,c
,NewMedia13,b,d
