ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
,NewMedia6,a,a
,NewMedia7,b,b
,NewMedia4,a,a
,NewMedia16,b,b
,NewMedia2,a,a
,NewMedia22,d,d
,NewMedia18,a,a
,NewMedia23,d,d
,NewMedia21,c,b
,NewMedia14,d,a
,NewMedia15,a,c
,NewMedia9,b,b
,NewMedia12,d,d
,NewMedia20,d,c
,NewMedia13,d,d
,NewMedia3,a,a
,NewMedia11,a,b
,NewMedia17,b,b
,NewMedia5,b,b
,NewMedia24,b,b
,NewMedia8,b,c
,NewMedia1,a,b
,NewMedia19,c,b
,NewMedia10,a,d
