media_name,FPOGX,FPOGY,FPOGV,RPD,LPD
NewMedia11,0.2457567198952172,0.10118241789199382,1,0.2781809047883451,0.3225145015615752
NewMedia11,0.21836713404244637,0.17303915047461046,1,0.2648886421124067,0.31560338972043567
NewMedia11,0.21594847404190542,0.15831566097238414,1,0.27078131196954075,0.3183338438257728
NewMedia11,0.21548483314723305,0.16004507430216997,1,0.26077293919603745,0.3147473575132682
NewMedia11,0.1519583032288725,0.16650885443974048,1,0.26260648845879275,0.3033304931850684
NewMedia11,0.14994532901116991,0.16625061625022494,1,0.22789067801838486,0.28304853045589035
NewMedia11,0.17737355160516347,0.22004241366627797,1,0.21061315142381218,0.25832594812498
NewMedia11,0.1959230510661809,0.19519676967501112,1,0.21056661643002567,0.23349626682227667
NewMedia11,0.1994814949327914,0.19703573860034898,1,0.20350792769449075,0.23748722265591402
NewMedia11,0.23579616800800557,0.20648490871671268,1,0.2119575544450614,0.236657205624519
NewMedia11,0.23790959775288714,0.20835909194062083,1,0.19749874408397453,0.2346941042585704
NewMedia11,0.26188755935569374,0.21091017223704697,1,0.19369362699734718,0.23799632255551825
NewMedia11,0.262621657438925,0.2124987283725516,1,0.18265126076342067,0.22136104183752978
NewMedia11,0.26254052028235736,0.21126231522275,1,0.18488476419625785,0.22674789224855998
NewMedia11,0.22852086963577145,0.20069020025197787,1,0.18945400703312976,0.2330946456780533
NewMedia11,0.22650403174394662,0.20675879770559277,1,0.19696976106748454,0.23168488899970133
NewMedia11,0.226666306057082,0.2073222264827176,1,0.1926984126984127,0.2304460349359125
NewMedia11,0.17081689661967153,0.20507242407405957,1,0.21446603738663705,0.2368455782841264
NewMedia11,0.17040734716271091,0.20482592398406746,1,0.20064267646721842,0.24722316482398835
NewMedia11,0.11474725775729175,0.13808700279366767,1,0.2377115006654152,0.2670305879600628
NewMedia11,0.1145733924217896,0.1397459875263129,1,0.23814476966059422,0.26747664378407254
NewMedia11,0.11569385791724783,0.13991814631932326,1,0.2265221261556631,0.2563668344867045
NewMedia11,0.19891739851094,0.2033938758422086,1,0.20942932938490966,0.2511470888543581
NewMedia11,0.19882080665788326,0.20679009930432196,1,0.20660603015961154,0.2562031477603118
NewMedia11,0.198330120044355,0.20747482177652218,1,0.20613539215427054,0.254778389630237
NewMedia11,0.19756897624226782,0.2060114720359342,1,0.2066199554039643,0.25138768175730425
NewMedia11,0.214739144041635,0.20370689182950014,1,0.20163048747168683,0.24195100905650938
NewMedia11,0.21785712905830673,0.20590191644038217,1,0.2085231308884835,0.241428806623122
NewMedia11,0.11750978475471467,0.1285595786804811,1,0.22742409419810866,0.25654039558638303
NewMedia11,0.11661341235834807,0.1205659329050231,1,0.22553149484854096,0.25481351961211945
NewMedia11,0.11520703497784185,0.11817918600192502,1,0.21430915805152345,0.2556017604488435
NewMedia11,0.13286788939073726,0.11321005720367168,1,0.22084697214069787,0.24717227382320736
NewMedia11,0.1623438592695338,0.11825743999874792,1,0.2232266025047813,0.23788846401654948
NewMedia11,0.16408251262455523,0.11972078973933593,1,0.22252822506015177,0.2585443236880329
NewMedia11,0.1495628252730652,0.2161336265249747,0,0.2002790336938033,0.26518616896533853
NewMedia11,0.12750510970902673,0.32534881719083797,1,0.2193127274970695,0.27153520109635926
NewMedia11,0.1269719226801535,0.3224925463068026,1,0.21837480059578893,0.27187928502701314
NewMedia11,0.12041913136878385,0.30940847803801574,0,0.22005058917885123,0.28103909549221573
NewMedia11,0.11429520788498618,0.3070608581333291,1,0.2162421229828226,0.2799578516174129
NewMedia11,0.16397432974913165,0.2770504503517517,1,0.21953517886888238,0.26095177185184565
NewMedia11,0.11033107823553731,0.12391129126920157,0,0.23105135594863527,0.2678442742971773
