time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,FPOGD,RPD,LPD
5.0,USER_45,NewMedia1,-0.8590440842499409,-0.7018852193226575,-0.7958644951765159,-0.9333437264409529,-0.8553000389737277,-0.8858105040676264,-0.9524451407831467,-0.8502169606721849,-0.847922186867721,-0.3306655959812871,-0.24701108747902967,-0.5598722150544442,-0.2306840558653266,-0.5739532692453515
6.0,USER_45,NewMedia1,0.7531633696838678,-0.7552632900583315,-0.5625710128404651,-0.4229673299564092,-0.7210349908308029,-0.263581270305027,-0.3707758057313667,0.17721443921816293,0.6452776018491888,0.025779253026146698,-0.40232874599727386,-0.712042126409552,-0.0806935767040603,-0.09526936342457604
7.0,USER_45,NewMedia1,-0.9822102869709709,-0.9107125922287956,-0.896478798047957,-0.9613267846803641,-0.9670436924043925,-0.9281736922377957,-0.8809532718933806,-0.9815664222258219,-0.9825013310801252,-0.1576953974844848,-0.3847121741149597,-0.3538910475216045,0.0396307355414629,-0.43593542550266073
8.0,USER_45,NewMedia1,-0.7032501980539061,-0.6072400686904962,-0.8832494410076673,-0.8755697157500335,-0.7109378988681394,-0.835563940655264,-0.7520125797886239,-0.7202888531195591,-0.6941890550904469,-0.3853892336865463,-0.3786272958942716,-0.4658414240780969,-0.13249124685331393,-0.4357981569845254
9.0,USER_45,NewMedia1,-0.38433710842968616,-0.5061157871567123,-0.7274930423113415,-0.6380543384651427,-0.7520019085601607,-0.26238681951075526,-0.22268550588827984,-0.0626421930409996,-0.3098818183801044,0.012523549888220575,-0.4130380978012296,-0.4641983753357918,-0.04785934385594659,-0.31592100647980115
10.0,USER_45,NewMedia1,-0.9839311360846876,-0.9232721382842484,-0.9316582093703418,-0.9261121495925657,-0.9125419172007226,-0.8526844020398248,-0.9532430411055771,-0.933259253722423,-0.9749210533411717,0.3383930612852173,-0.39530807999345785,-0.5124533875374218,0.1672029542075868,-0.1483241425195151
11.0,USER_45,NewMedia1,-0.9747576773410158,-0.9534997759137406,-0.9002755641940492,-0.9653617949508411,-0.916182876012538,-0.8301490970545655,-0.5763149287894442,-0.9337812554130599,-0.9667593859731127,-0.30280284657717815,-0.2650976336724846,-0.5983093945442719,0.003666146886603938,-0.2923115676124115
12.0,USER_45,NewMedia1,-0.973338247018327,-0.92242486732019,-0.9594220618136404,-0.8894040366773829,-0.8931359820903251,-0.9264218310728638,-0.6551474806455702,-0.9686484526768072,-0.9699454397711517,-0.4128163506197694,-0.29531114077848275,-0.4770463505689313,-0.12181862762537177,-0.3091263015811049
13.0,USER_45,NewMedia1,-0.9884620249235243,-0.992100444246868,-0.9566041494395877,-0.92286318028387,-0.9511285734743953,-0.9589905227300053,-0.9751055099401708,-0.9910253444272425,-0.9932097168069077,-0.3255390866618503,-0.21565413413232482,-0.06239272058456513,0.23714975847376807,0.039850980476711984
14.0,USER_45,NewMedia1,-0.9847717462588688,-0.8787654929369497,-0.972888716738061,-0.8343811693526978,-0.9180596589052263,-0.8537992227811451,-0.8913259760849761,-0.9644158365587513,-0.9763986715015233,-0.23672770078511374,-0.20154149863257287,-0.24670058041771714,0.1921535731248296,0.01902304194610238
15.0,USER_45,NewMedia1,-0.9263205182330174,-0.8302716901117295,-0.9303234087721064,-0.9144263406274182,-0.9030453957637196,-0.9290496228202616,-0.9069648224046124,-0.9585731911298153,-0.9288000514681357,-0.5678364032259049,-0.3323936130435534,-0.6694158208363693,-0.19600843379221755,-0.543652032274436
16.0,USER_45,NewMedia1,-0.9702604129091464,-0.8531230864070671,-0.9835967837594614,-0.9391604295581338,-0.9426079791415901,-0.8732289557012979,-0.9387212552373434,-0.9718370654135894,-0.970239031876215,-0.9668356998822145,-0.45748895817911606,-0.7222106028328651,-0.2366379590672596,-0.85389771663494
