media_name,FPOGX,FPOGY,FPOGV,RPD,LPD
NewMedia12,0.5362331216309975,0.15816652687416408,1,0.8159801342011506,0.8099472947577676
NewMedia12,0.5437156428457064,0.13365674517715867,0,0.8200963615337993,0.8363125628837432
NewMedia12,0.5409083631317714,0.14333643143744473,1,0.801782634421462,0.8263143990421998
NewMedia12,0.540107808080269,0.13727926008206198,1,0.785146871307535,0.8159401037616892
NewMedia12,0.5482734696055933,0.12650692539614172,1,0.7247068958385413,0.7533345949115928
NewMedia12,0.5366173880557187,0.12900505519914765,1,0.662981020842363,0.6871457666242602
NewMedia12,0.5439824945295405,0.2387051436084601,0,0.6212908992484231,0.6681649469856087
NewMedia12,0.5481026845279394,0.23100219889828397,1,0.6143938017844328,0.6631890512494308
NewMedia12,0.4362491327320276,0.20944846190465397,1,0.6175554960065175,0.6225743503652644
NewMedia12,0.43263062389923684,0.21709246707319838,1,0.5972540200096758,0.6154807831028455
NewMedia12,0.5932646635000267,0.21355609457529526,1,0.5872374921542144,0.5869271138774234
NewMedia12,0.5840956396434861,0.22011198512910027,1,0.5733830487868481,0.5663218560938913
NewMedia12,0.4038853605166249,0.23533652211366266,1,0.5661064760777726,0.5440898181266313
NewMedia12,0.40425895287399266,0.23353206537755314,1,0.5453828113900123,0.5360158734024953
NewMedia12,0.40242301328921387,0.23426654274250222,1,0.5568174256471311,0.559435325065624
NewMedia12,0.5731120243368736,0.2347879309953982,1,0.558041278274053,0.563707203924133
NewMedia12,0.5788653466403373,0.22931562124543783,1,0.5541795331555255,0.5814444009345673
NewMedia12,0.630997491594172,0.241185138167887,0,0.5429481449775282,0.5430747784899658
NewMedia12,0.6299194107914822,0.23685534876340308,1,0.584280372856909,0.5333693695044058
NewMedia12,0.4994075892618883,0.2228776097748963,1,0.58639806053979,0.548667098850902
NewMedia12,0.4970059241073811,0.2269943100673271,1,0.569470047533321,0.5324049179068544
NewMedia12,0.5380156908790095,0.2460227143925827,1,0.6030774363299888,0.5541301386674361
NewMedia12,0.5463094412125741,0.23552240836034727,1,0.5986806491004998,0.5578661590375532
NewMedia12,0.6308160324491647,0.23588057942103235,1,0.6123485021518583,0.5799609535283283
NewMedia12,0.6357581256337728,0.2336862149479745,1,0.6130539484309327,0.5866240540505093
NewMedia12,0.6770560922239419,0.23461111237050303,1,0.6160879519307375,0.5926337257341355
NewMedia12,0.6667449431605913,0.23708203930814045,1,0.6363197375685887,0.6144156238348356
NewMedia12,0.4161285157709345,0.24784530637227123,1,0.6702836712341578,0.6156859457059185
NewMedia12,0.41676895981213646,0.24318001496157596,1,0.6694424411588561,0.6390908767281905
NewMedia12,0.40936115706890114,0.24377394418878792,1,0.6783695513379648,0.6374345868549791
NewMedia12,0.37391257938837597,0.11404801305737539,1,0.6584241705948048,0.6457989443962505
NewMedia12,0.37468111223781825,0.09961689297939383,1,0.6735591181067242,0.6379409356538879
NewMedia12,0.5993809040935049,0.10605037063904066,0,0.6644885806726603,0.626058367355351
NewMedia12,0.6057426482361105,0.10143041733729287,1,0.6484840773266237,0.6359736230216798
NewMedia12,0.6965576132785398,0.12127037381270828,1,0.682690353595393,0.6120520382295686
NewMedia12,0.6990660191065805,0.11086074399836783,1,0.6580622303432722,0.6294533868692186
NewMedia12,0.7290281261674761,0.13087298528778366,0,0.6566976481527108,0.6442087000185489
NewMedia12,0.9066339328601164,0.3449232652506064,1,0.6526218861897987,0.6425289897568589
NewMedia12,0.9025991354005445,0.3471493663999275,1,0.6871892034796622,0.666819679871394
NewMedia12,0.7395847787799542,0.34601591367624057,0,0.7062960518388363,0.662346854079738
NewMedia12,0.6639376634466563,0.33641783601205993,1,0.7205645908231735,0.6913890726088251
NewMedia12,0.6540001067406735,0.3407521592274386,1,0.7279068073542662,0.6993838564199032
NewMedia12,0.41804984789454025,0.32971686350962304,1,0.7212889209414582,0.6929830642486833
NewMedia12,0.4131504509793457,0.32957631537188586,1,0.7131742654636162,0.717789002909749
NewMedia12,0.41125046699044676,0.33292226781220957,1,0.7212381144216778,0.7323583581745587
