alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9855903671723373,-0.969196409954638,-0.9329772623226004,-0.9705517119034948,-0.9827998472883638,-0.9557552954292085,-0.981930325119135,-0.981930325119135
-0.9608032637541094,-0.9434711494354066,-0.9772928429726843,-0.9827922653893916,-0.9894910281913718,-0.9169453734671126,-0.9761027309786914,-0.9761027309786914
-0.9428526161524141,-0.9287921823379777,-0.9604862912660868,-0.9801819610228338,-0.9879639118291237,-0.9816750278706801,-0.9717161920323149,-0.9717161920323149
-0.9894878599437557,-0.9886108266649368,-0.9745053156315173,-0.9646215058668491,-0.9902746800088412,-0.945721850613155,-0.9992808500847963,-0.9992808500847963
-0.9901849724719769,-0.9924659089329484,-0.9715143191413602,-0.9737195570085405,-0.9857134245584424,-0.9245401337792643,-0.9897142274580255,-0.9897142274580255
-0.9779696597615558,-0.9749326982332418,-0.9724706241416146,-0.9417876783496795,-0.9907368336447847,-0.9599358974358975,-0.9983385157131501,-0.9983385157131501
-0.9898047292747654,-0.9753497143439641,-0.9654712854163487,-0.9730859879875313,-0.9859947354672776,-0.9736622073578596,-0.9975036405242355,-0.9975036405242355
-0.9808610924070187,-0.9900564825154412,-0.972104379673432,-0.9756962923540891,-0.972692748206643,-0.9846711259754738,-0.9916236944742559,-0.9916236944742559
-0.9941299956430467,-0.987943600887781,-0.9580039676484053,-0.9713880230112268,-0.9681716800289348,-0.9761008918617614,-0.9905132829193629,-0.9905132829193629
-0.9564463104527271,-0.9702713848178335,-0.9432524543466096,-0.9777743987429991,-0.9898527136455885,-0.9513656633221851,-0.9926128700281185,-0.9926128700281185
-0.984227829048996,-0.9932628730556624,-0.9394272343455924,-0.9325882561646266,-0.984065746378122,-0.9802814938684504,-0.9966577438806817,-0.9966577438806817
-0.9901136768724997,-0.9673893401415075,-0.9750139885039931,-0.9821840391292227,-0.9876826009202886,-0.9802814938684504,-0.9826660072162974,-0.9826660072162974
-0.9808610924070187,-0.9910943892799059,-0.9867948522305305,-0.9719709065105553,-0.9751240782044327,-0.9880852842809364,-0.9723223720374674,-0.9723223720374674
-0.974452410187349,-0.9845333358045399,-0.9818302049951676,-0.9631516257381079,-0.9946952800048224,-0.9825808249721293,-0.99016610709823,-0.99016610709823
-0.9923159187230166,-0.9463439270870498,-0.9326110178544178,-0.975620264071568,-0.9908975827355476,-0.9450250836120402,-0.9730911184985472,-0.9730911184985472
-0.9881728522200658,-0.9848484146437524,-0.9898265425504857,-0.9778250842646798,-0.9953583700042197,-0.9342251950947603,-0.9894083820917894,-0.9894083820917894
-0.9879985740880105,-0.9897506707009114,-0.925611679129152,-0.985529283560151,-0.990314867281532,-0.9701783723522854,-0.9741822425078218,-0.9741822425078218
-0.995421238166911,-0.9474930381477071,-0.9628872272241722,-0.9774702856129147,-0.9835433118331425,-0.9809782608695652,-0.9839169423178394,-0.9839169423178394
-0.9872697746266883,-0.9864979450372766,-0.9915967241467013,-0.9718441927063535,-0.9859746418309322,-0.9724080267558528,-0.9855536283317513,-0.9855536283317513
-0.9736364716599992,-0.9804651119688257,-0.979246146802991,-0.9373780379634558,-0.990696646372094,-0.979933110367893,-0.9941090324953813,-0.9941090324953813
-0.9821048045312314,-0.9691408078065415,-0.960689760415077,-0.9776223421779568,-0.9864769827395664,-0.9888517279821628,-0.9992643179028377,-0.9992643179028377
-0.978207311759813,-0.9853673680259848,-0.9866320769113384,-0.9548645429433082,-0.9942733136415697,-0.985855629877369,-0.9709088704799981,-0.9709088704799981
-0.9705866043490315,-0.9850522891867722,-0.9881377486138664,-0.9775463138954358,-0.9777965318383668,-0.9643255295429208,-0.9864215678845834,-0.9864215678845834
-0.9954133164336357,-0.9509681724037272,-0.9240449666819268,-0.9176867127904914,-0.9642534209415878,-0.9287904124860646,-0.985710684060359,-0.985710684060359
-0.9544500336673665,-0.993438946524634,-0.9689099140342845,-0.9886971286651968,-0.985371832740571,-0.945721850613155,-0.9913867331995145,-0.9913867331995145
-0.9779458945617301,-0.9936520880923366,-0.9640266544585178,-0.960668035175752,-0.9792633672915787,-0.9423076923076923,-0.9854186155124218,-0.9854186155124218
-0.9788331286885571,-0.979992493710007,-0.9519812808382929,-0.9649256189969335,-0.9913195490988004,-0.9772853957636566,-0.9993304466306724,-0.9993304466306724
-0.9821364914643324,-0.9780742196006839,-0.9741390711633349,-0.9802326465445146,-0.9904756163722949,-0.9813266443701226,-0.993883092675279,-0.993883092675279
-0.9902483463381788,-0.9706884009285559,-0.9218881937026299,-0.9752401226589624,-0.9642936082142786,-0.9627926421404682,-0.9962306625134152,-0.9962306625134152
-0.9910405196657028,-0.9917986831557926,-0.9817284704206725,-0.9654071314529005,-0.9785199027468001,-0.9165969899665551,-0.99157134256472,-0.99157134256472
-0.97152136887551,-0.9492352387880585,-0.9471794089221222,-0.9547885146607872,-0.9878835372837422,-0.9532469342251951,-0.9877331209866406,-0.9877331209866406
-0.9817562482671208,-0.9917430810076963,-0.9947504959560507,-0.9643680782584455,-0.9835232181967971,-0.9862040133779264,-0.999297382266755,-0.999297382266755
-0.971030221412445,-0.9806504524624802,-0.9952591688285264,-0.9673078385159279,-0.9701408563907811,-0.9557552954292085,-0.9924585696631706,-0.9924585696631706
-0.9625064364082861,-0.9865535471853729,-0.9704155857368126,-0.9607440634582731,-0.9936303172785179,-0.9767279821627648,-0.9918992308402343,-0.9918992308402343
-0.9723293856695845,-0.963663996219054,-0.924146701256422,-0.9692338883397957,-0.9904756163722949,-0.97979375696767,-0.9747829117856548,-0.9747829117856548
-0.9578880659088208,-0.8990821012051766,-0.9314308967902741,-0.9634810816290327,-0.9717282536620653,-0.9787486064659978,-0.9751769287890039,-0.9751769287890039
-0.9870400443617063,-0.9739225925428252,-0.9944452922325653,-0.9774702856129147,-0.9865774509212932,-0.941541248606466,-0.9807482741090876,-0.9807482741090876
-0.9881015566205886,-0.9804002427960467,-0.9628872272241722,-0.9839073468663676,-0.9788614945646714,-0.979654403567447,-0.9874961597118992,-0.9874961597118992
-0.9823186913296629,-0.9634415876266686,-0.9802634925479424,-0.9669783826250031,-0.9848895854682822,-0.9329710144927537,-0.984663645869641,-0.984663645869641
-0.9865885055650176,-0.996191252855402,-0.9914949895722062,-0.9761524620492157,-0.9863363272851488,-0.9765886287625418,-0.9900310942789007,-0.9900310942789007
-0.996181724561334,-0.9961634517813538,-0.9260186174271327,-0.955472769203477,-0.9827395663793277,-0.967391304347826,-0.9908301497402381,-0.9908301497402381
-0.988838277815186,-0.9868686260245854,-0.9854519558471947,-0.9832230923236778,-0.9917616090983985,-0.9579152731326644,-0.9824510888508342,-0.9824510888508342
-0.9050104962965897,-0.9881845435295317,-0.9654102446716517,-0.9771408297219899,-0.9942130327325336,-0.9744286510590858,-0.9953021049600679,-0.9953021049600679
