alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
0.04415476970692245,-0.45878615179914717,-0.7441384726847652,-0.7200467203540911,-0.8794388213306148,-0.8713025428126622,-0.38067669587935504,-0.38067669587935504
-0.6280224175353171,-0.7996979438732176,-0.882489391107404,-0.7880371303866724,-0.9029466734629481,-0.8702174836061707,-0.575886039851095,-0.575886039851095
-0.9420323803305815,-0.9013592525705209,-0.9197194503467296,-0.888255363619598,-0.9553144493798393,-0.9901165259234798,-0.8580067093102413,-0.8580067093102413
-0.9929677318069341,-0.9879293501734938,-0.9939603894087635,-0.9922849941599557,-0.9949027889026433,-0.9958720573666084,-0.9950799413701957,-0.9950799413701957
-0.9800644416922298,-0.9772037487426406,-0.9703803371710026,-0.9765322431917379,-0.9958736862545208,-0.9940321743642968,-0.9952746585549839,-0.9952746585549839
-0.9731218835115489,-0.9893497676602825,-0.9938507997004548,-0.9888731788283027,-0.9972450787640477,-0.9935604094919093,-0.9979347712763021,-0.9979347712763021
-0.9216383041817325,-0.9394264412164571,-0.9317256117236634,-0.9612251798118892,-0.992487681739848,-0.9827569939142331,-0.8397891534862042,-0.8397891534862042
-0.9907150137181561,-0.9749658664981491,-0.98608819536192,-0.9820188110899367,-0.9931187650185684,-0.9943388215313488,-0.9910690740047958,-0.9910690740047958
-0.9795560849553817,-0.9920630549411686,-0.9942587169480483,-0.9733970615356242,-0.9929974028495837,-0.9900929376798604,-0.9930883065431106,-0.9930883065431106
-0.9924394395117782,-0.9938603178836359,-0.978550858757131,-0.9763785578164382,-0.9854365397218379,-0.9843374062367316,-0.9878156104920365,-0.9878156104920365
-0.9884423600710702,-0.9953561044615603,-0.9976133796857211,-0.9846314624700313,-0.9938833466831719,-0.9943152332877294,-0.9924443599477484,-0.9924443599477484
-0.9930424901505882,-0.991378935498552,-0.9886818184585598,-0.9953740702034795,-0.9917109638583461,-0.9949992923526915,-0.9880287261509779,-0.9880287261509779
-0.8603962690602627,-0.9465169334056104,-0.921491150631054,-0.9472551791971476,-0.9875725138959683,-0.9840071708260603,-0.9156705937187609,-0.9156705937187609
-0.9997906766377684,-0.9992347138438527,-0.9952998191769813,-0.9934683715497633,-0.9980339328624481,-0.9968627635986225,-0.9965303544159404,-0.9965303544159404
-0.9709239882081173,-0.9814939893149819,-0.9945205145845637,-0.9738427491239934,-0.989429355081434,-0.993112232863141,-0.9983318716767756,-0.9983318716767756
-0.9949014809627877,-0.9840159550568311,-0.9672265888985625,-0.9636226716665642,-0.9806548702638413,-0.9720007548237958,-0.9929610504302177,-0.9929610504302177
-0.9806824439997708,-0.9849609675072253,-0.9908614359904778,-0.978407204770394,-0.9982766572004175,-0.9992687644477992,-0.9858439073452842,-0.9858439073452842
-0.9977622335799528,-0.9976751534195827,-0.9916833588027933,-0.9530337493084158,-0.99057015946989,-0.9951172335707883,-0.9975254052263932,-0.9975254052263932
-0.9880536166840688,-0.9927645672509704,-0.9959999756467315,-0.9836478760681133,-0.9939076191169689,-0.9910364674246356,-0.9930407771515483,-0.9930407771515483
-0.913624209742009,-0.9422962643020097,-0.9301182960018022,-0.9026095776725886,-0.993494987742421,-0.9652309289050337,-0.8989663123938255,-0.8989663123938255
-0.9851181057232496,-0.9914658998344779,-0.9742646834988341,-0.9815116493514477,-0.990024029709459,-0.9891965844223239,-0.9913404514985558,-0.9913404514985558
-0.9895338318884207,-0.9933675199800561,-0.9949527851006703,-0.9747187557632015,-0.9936042136945071,-0.9916025852715007,-0.993897839405852,-0.993897839405852
-0.9883227467212237,-0.9948749018027707,-0.9885904937016359,-0.9849849388332206,-0.9899754848418651,-0.991130820399113,-0.9916087625799567,-0.9916087625799567
-0.9533607613389717,-0.9933327342456858,-0.9555065784266571,-0.9377113173910371,-0.970411903201534,-0.9817191111949805,-0.994000564219874,-0.994000564219874
-0.9562115461769829,-0.9929558887900072,-0.9916894471199216,-0.9804358517243499,-0.9923663195708634,-0.9966268811624286,-0.9488031792563336,-0.9488031792563336
-0.9659251469624439,-0.9756094025840003,-0.9871719158107507,-0.9685406036761541,-0.9935920774776087,-0.9901401141670991,-0.9930975057801873,-0.9930975057801873
-0.9944628986800168,-0.9686348628427481,-0.9878111891092183,-0.9959734431671482,-0.9927061336440205,-0.9935839977355286,-0.9912024629424067,-0.9912024629424067
-0.951960288367851,-0.963417002687198,-0.9762068566627499,-0.9710149382184792,-0.9917959173766353,-0.9894324668585177,-0.9629838032099205,-0.9629838032099205
-0.9915423393879286,-0.9846652887650774,-0.9867152920261311,-0.981880494252167,-0.9868079322313649,-0.9898334670000472,-0.9918448763315896,-0.9918448763315896
-0.9940093647285151,-0.9742527589435572,-0.9941552155568679,-0.9809276449253089,-0.9914561033034782,-0.9920507619002689,-0.9936141962626566,-0.9936141962626566
-0.954636637070669,-0.9908397566158118,-0.9929923469853698,-0.9866140038113973,-0.9945751110463846,-0.9971929990092938,-0.989936034638194,-0.989936034638194
-0.9536298913761266,-0.9604544176433245,-0.9646999372903335,-0.957306202741747,-0.9924027282215587,-0.9870500542529603,-0.9013811121264343,-0.9013811121264343
-0.9595108810769188,-0.977342891680122,-0.9960791237693989,-0.9926231019856151,-0.9950120148547295,-0.9823559937727037,-0.9957284875840964,-0.9957284875840964
-0.9645147062121692,-0.9975128199925211,-0.9919634213906934,-0.9598727485092519,-0.9885070025971504,-0.9649242817379818,-0.9966468780855774,-0.9966468780855774
-0.99349602410209,-0.9836970858251031,-0.9972724339265384,-0.9848466219954509,-0.9919900968470109,-0.9945511157239232,-0.9959722673666264,-0.9959722673666264
-0.9842808122743233,-0.9933443294904759,-0.9893028268056426,-0.9890576012786623,-0.9860433505667613,-0.9899749964617635,-0.9970317128366154,-0.9970317128366154
-0.9654118063360189,-0.9936168177430436,-0.9893150034398992,-0.9706460933177599,-0.9920265054977062,-0.9932301740812379,-0.9654875289009365,-0.9654875289009365
-0.985432090766597,-0.9844159910020901,-0.991001467284428,-0.9853998893465298,-0.9913104687006966,-0.9897862905128084,-0.9943930650018091,-0.9943930650018091
-0.973979112518783,-0.9722989601964235,-0.9878416306948596,-0.9683869183008544,-0.9889924512730891,-0.9887248195499363,-0.9977538529471289,-0.9977538529471289
-0.9666527948406776,-0.9889555293374187,-0.9939238595059939,-0.9841550378066023,-0.9896720794194034,-0.9930886446195216,-0.9891341678063499,-0.9891341678063499
-0.9986094948080331,-0.992416709907267,-0.9976255563199776,-0.9841704063441323,-0.9906065681205855,-0.9843845827239703,-0.9944053306512447,-0.9944053306512447
-0.9879888261195685,-0.9704321257852155,-0.9979177955421342,-0.9819112313272269,-0.990776475157164,-0.9913431145916876,-0.9866427077647694,-0.9866427077647694
-0.9931621035004349,-0.9923645313057116,-0.98780510079209,-0.9775773037437757,-0.9915046481710721,-0.9927819974524696,-0.9905508503161471,-0.9905508503161471
-0.9106587954437282,-0.9505926619493346,-0.9576131361530359,-0.9628542447900658,-0.98502390834729,-0.9936311742227674,-0.9445240008095328,-0.9445240008095328
-0.9957138549638295,-0.9799576193802921,-0.9880547217943488,-0.9812503842134382,-0.9941139348042428,-0.9948105864037364,-0.9843873614748216,-0.9843873614748216
-0.9958235005345222,-0.9903643515794173,-0.9939543010916353,-0.9754871826397,-0.9963348624966626,-0.9924753502854178,-0.9921331190933232,-0.9921331190933232
-0.9693739985496881,-0.9905208873840838,-0.989729009004621,-0.9883967541648737,-0.9931430374523653,-0.9804689342831533,-0.9851309664718473,-0.9851309664718473
-0.9779163852845676,-0.9812852749087599,-0.9918112134624868,-0.9882123317145141,-0.9933736255734362,-0.9880407604849742,-0.989282888805755,-0.989282888805755
-0.9991078837657272,-0.9918137571781812,-0.9890349408519991,-0.9842165119567222,-0.9908250200247579,-0.978652639524461,-0.9933274867071025,-0.9933274867071025
-0.9237066183561637,-0.8915902588348519,-0.9249310498085224,-0.92647691645663,-0.9629359935920775,-0.9616691041185074,-0.9561043070827993,-0.9561043070827993
-0.9903262703311545,-0.9799054407787366,-0.9974063769033601,-0.9847390422327411,-0.992924585548193,-0.9964381752134736,-0.9970501113107686,-0.9970501113107686
-0.9650280468385942,-0.989494708220159,-0.9940273608971744,-0.984339460256962,-0.9960193208573024,-0.9963202339953767,-0.9767627271444955,-0.9767627271444955
-0.9875203404993359,-0.9635155622679139,-0.9902526042776516,-0.97551791971476,-0.9873661982086944,-0.992616879747134,-0.9879873295841332,-0.9879873295841332
-0.9104594398606505,-0.9596369528856216,-0.9734914672235447,-0.9603645417102109,-0.9890288599237845,-0.9810586403736378,-0.9781656107986778,-0.9781656107986778
-0.9972738124014124,-0.9861610753430018,-0.9874458900815226,-0.9625468740394664,-0.9925969076919343,-0.9958484691229891,-0.9953865826060825,-0.9953865826060825
-0.9907449170556177,-0.9946661873965487,-0.9972906988779231,-0.9866293723489272,-0.9952668754095974,-0.9953295277633627,-0.9959124723256284,-0.9959124723256284
-0.977881498057529,-0.9885554933921599,-0.9980882684217256,-0.9780383598696748,-0.9871962911721158,-0.9917677029768364,-0.9819326983815475,-0.9819326983815475
-0.9457005230592112,-0.9725540555818059,-0.9940030076286613,-0.9719985246203972,-0.9901818005291391,-0.9849978770580743,-0.9741363449591247,-0.9741363449591247
-0.9885370539730322,-0.9839289907209053,-0.990167367837856,-0.9855382061842995,-0.9891016772251754,-0.9932537623248573,-0.9961286543969287,-0.9961286543969287
