alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9842179393644618,-0.9787030295355978,-0.9522693356460321,-0.9445835585328726,-0.9293604689805521,-0.9801050601768735,-0.9194857100645778,-0.9194857100645778
-0.9288413991569391,-0.9623286587103106,-0.96444225675644,-0.96233506716318,-0.8807608970183578,-0.9630028592326617,-0.8626933738710543,-0.8626933738710543
-0.9899633187418937,-0.9902893412263762,-0.9897334927220308,-0.9907473980155995,-0.9897908995440466,-0.9812221557284394,-0.9636832303690773,-0.9636832303690773
-0.8877016455901426,-0.9868704295799171,-0.9437920446288353,-0.9661035438556476,-0.955760564690869,-0.9595717800385664,-0.9217309658682239,-0.9217309658682239
-0.959944471465629,-0.9563297350343474,-0.822508184297088,-0.9543716808893605,-0.8600236617172026,-0.9391714874659219,-0.9233269442360104,-0.9233269442360104
-0.8266962548638133,-0.8067127797651081,-0.7023103547961154,-0.8346233754642416,-0.6273412471586,-0.7161779373628565,-0.8442822762811566,-0.8442822762811566
-0.9208819714656291,-0.9698470986735889,-0.96889576447976,-0.9512478120521835,-0.8611934544777806,-0.9772591262716936,-0.9618520347266231,-0.9618520347266231
-0.9724637240596627,-0.9396387983158695,-0.9584651806014579,-0.86441417542259,-0.2952264479508687,-0.5880577166034976,-0.9724679151973686,-0.9724679151973686
-0.9951564526588845,-0.9951881984235018,-0.9930306510715765,-0.9893490948218155,-0.9596155635609556,-0.9930048540461467,-0.9928618360943824,-0.9928618360943824
-0.9071163667315175,-0.9235572509417835,-0.9574338419707944,-0.9470925706465416,-0.9183537825514775,-0.9543586674645921,-0.9724523636420187,-0.9724523636420187
-0.6666767996108949,-0.9272135870081357,-0.8650118369547383,-0.8696305405284792,-0.5202786233666103,-0.8557084912560675,-0.930758643748858,-0.930758643748858
-0.9802863570038911,-0.9941751875652917,-0.994265132159795,-0.9980165912144908,-0.9676711818894812,-0.9920207460602434,-0.9785777325054722,-0.9785777325054722
-0.9270833333333334,-0.9770173161543575,-0.9711772105415309,-0.8844664382440882,-0.6004625998644104,-0.9409801183589335,-0.8521027646777524,-0.8521027646777524
-0.8024835846303502,-0.9509876855867548,-0.9258998820211112,-0.9892400073386125,-0.9420686721522857,-0.9641997473236252,-0.8696837980008476,-0.8696837980008476
-0.9944978112840467,-0.9850897464307196,-0.9785215916992867,-0.9705761306669708,-0.9318595716963325,-0.9831371766739809,-0.924967633325428,-0.924967633325428
-0.9586221222438391,-0.3875003957073665,-0.8637695426950753,-0.8730717547713378,-0.7671846544458771,-0.7484407207926058,-0.7438639394422435,-0.7438639394422435
-0.9927802772373541,-0.9743660767988856,-0.9824281774214971,-0.9699216057677528,-0.9239900567615351,-0.9731099142230202,-0.9806499772558503,-0.9806499772558503
-0.9816239056420234,-0.9608961980436228,-0.9786231629280642,-0.995368740485836,-0.9791830061015327,-0.9985903318039764,-0.9733213067971961,-0.9733213067971961
-0.9949588602464332,-0.9796052423311913,-0.9894678448929205,-0.9523684380159962,-0.9335079160407832,-0.9695192499501296,-0.97495227616452,-0.97495227616452
-0.9364715061608301,-0.9293662350818322,-0.9446983725163881,-0.9617995467910925,-0.931008813325003,-0.9602367178668795,-0.8588463078663655,-0.8588463078663655
-0.9314911640726329,-0.7877109120263383,-0.7433295048793256,-0.7104024832277995,-0.6701450277161125,-0.8661613139171487,-0.9706717105544518,-0.9706717105544518
-0.9837619568741893,-0.9947924910570135,-0.9795763698442835,-0.9738884233387711,-0.9453653608411874,-0.8934237648779839,-0.9658040737299239,-0.9658040737299239
-0.7708080009727627,-0.6178812244768749,-0.8529717397588855,-0.7900660970977771,-0.7538915548938546,-0.8471972870536605,-0.7953901302053972,-0.7953901302053972
-0.9357622000648509,-0.9706622558485549,-0.9589105313737899,-0.9786882725997035,-0.8347667725683597,-0.9651040627701309,-0.955499224366177,-0.955499224366177
-0.9203449254215305,-0.9503308113583843,-0.948073662580378,-0.9411125931582314,-0.9391707764499448,-0.9839616995810891,-0.917411521369781,-0.917411521369781
-0.9980190094033723,-0.9490012346069835,-0.9757713553508505,-0.9855607840414929,-0.9625400454624005,-0.9786953919808498,-0.9730238833011287,-0.9730238833011287
-0.9644029669260701,-0.9276726075532622,-0.9610982193782278,-0.9710223976437103,-0.9361399497520837,-0.9824722388456679,-0.9569474629581392,-0.9569474629581392
-0.9684510781452659,-0.9935816265155593,-0.9646297728711061,-0.9819906482275763,-0.9778271099472264,-0.9052862557350888,-0.9757998359310911,-0.9757998359310911
-0.9256596546692607,-0.9513517363639241,-0.9540038597066935,-0.8691148542442468,-0.8400574261900647,-0.8981847197287054,-0.8953788553277685,-0.8953788553277685
-0.9340142671854734,-0.9915318623571496,-0.9774199345256233,-0.9823575788528955,-0.941643292966621,-0.9814881308597646,-0.9609403247942335,-0.9609403247942335
-0.9529223411154345,-0.9638165184083067,-0.9501363398417051,-0.9813460403722858,-0.9469605327874301,-0.9847330274619324,-0.9450233078935807,-0.9450233078935807
-0.9504752350843061,-0.8914416410775903,-0.9553086593379119,-0.9856103692611307,-0.9449665678546266,-0.9478688742602567,-0.9221897367510468,-0.9221897367510468
-0.9466956468871596,-0.8873421127607711,-0.8473775090046801,-0.8645232629057931,-0.8840841719063635,-0.9016955914621982,-0.4492902658927176,-0.4492902658927176
-0.9718861462386511,-0.9762179872740511,-0.9600121885474533,-0.9877722848373357,-0.9583925984021694,-0.9853181727508478,-0.9700049376188236,-0.9700049376188236
-0.9675948443579766,-0.9776583620880687,-0.954996132480135,-0.9475487546672088,-0.9814694192244806,-0.9871268036438593,-0.9852921165278042,-0.9852921165278042
-0.9937125081063554,-0.9910253569280446,-0.9869285641734836,-0.9825063345118087,-0.9643479070014755,-0.9732960968149478,-0.9966233685446466,-0.9966233685446466
-0.95010031614786,-0.9747063851340656,-0.9751228621209636,-0.9773792228012674,-0.8884177223603228,-0.9757962630494049,-0.9856206431345715,-0.9856206431345715
-0.9907790207522698,-0.9401532178923043,-0.937197727929744,-0.9674621788737213,-0.9411115689845402,-0.9861692931710885,-0.9791298127203947,-0.9791298127203947
-1.0,-0.9072461932951343,-0.9517146004734782,-0.9487983022020796,-0.9356348119691068,-0.9845734423831372,-0.9719430502043086,-0.9719430502043086
-0.9642813715953308,-0.96879451707873,-0.9882177374618131,-0.9823476618089679,-0.9686016988581228,-0.964545514994348,-0.9777146211835511,-0.9777146211835511
-0.9517367866407264,-0.8619693564215392,-0.6867933963074953,-0.8786352164146911,-0.8547861804937057,-0.9357404082718266,-0.8418931685905237,-0.8418931685905237
-0.9843851329442282,-0.9863006109721738,-0.9855690723421544,-0.981802224392953,-0.9676711818894812,-0.9774719063767537,-0.9405911146188508,-0.9405911146188508
-0.9879823281452659,-0.9256307575421824,-0.9883740008907016,-0.9730454746049297,-0.9675914232921691,-0.9759558481282,-0.9803719932039703,-0.9803719932039703
-0.8664781939040207,-0.9913577511158947,-0.9834595160521608,-0.9661927972509954,-0.965810147952198,-0.9658753906509742,-0.9665583241643955,-0.9665583241643955
-0.9843243352788587,-0.9922124790275095,-0.9865847846299292,-0.9755247355868163,-0.971685697954192,-0.9839882970942216,-0.9809823917514551,-0.9809823917514551
-0.8838916585603113,-0.9405172686694736,-0.9715366164279743,-0.9691381592974766,-0.9542451513419384,-0.9942283396502427,-0.9059869600208391,-0.9059869600208391
-0.9319015483138781,-0.8909905346797936,-0.9762792114947378,-0.957941816703277,-0.9598016669546838,-0.9348626903384534,-0.8999898914890225,-0.8999898914890225
-0.8863539640077821,-0.809838867960366,-0.8344623366070522,-0.6380576477763509,-0.7961104390710783,-0.7060442848593657,-0.5575057637952016,-0.5575057637952016
-0.9867461089494164,-0.9950615720662256,-0.9807874114181687,-0.96985218646026,-0.948715221928297,-0.980796595518319,-0.9705492420560712,-0.9705492420560712
-0.905510295071336,-0.9039143372693026,-0.9608091320347842,-0.9591120278867276,-0.9723503529317931,-0.9404215705831505,-0.8556096404091614,-0.8556096404091614
-0.9608767023346303,-0.6863781696160056,-0.971810077428529,-0.8678950578411587,-0.6680181317877889,-0.9279207394108651,-0.9529934800104195,-0.9529934800104195
-0.9467513780804151,-0.9702823767767261,-0.9796935674159498,-0.9776370659433836,-0.9322849508819971,-0.9764877983908504,-0.9631680850981109,-0.9631680850981109
-0.9848360489623865,-0.9877647282281807,-0.974239973747744,-0.9858087101396815,-0.9757268002180068,-0.9950262650442183,-0.9852979483610604,-0.9852979483610604
-0.9288920638780804,-0.8976305042894679,-0.9452687340318309,-0.9690588229460563,-0.9597750807555798,-0.9857969279872332,-0.8647364594551512,-0.8647364594551512
-0.9194886916342413,-0.9892763303681661,-0.9891943838923658,-0.9661332949874302,-0.9654379411647414,-0.9794933173748255,-0.9346912433079714,-0.9346912433079714
