alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9286023524502517,-0.9804923270151865,-0.9815279191598183,-0.9490662537537538,-0.956262571750969,-0.9681761032215512,-0.9896925335277259,-0.9896925335277259
-0.6941918994340557,-0.8023415188472829,-0.8639090961756503,-0.7874436936936937,-0.8873325810724624,-0.9328895026485562,-0.8451962732547109,-0.8451962732547109
-0.6442010275669614,-0.850746863770254,-0.6920161216906258,-0.7567332957957957,-0.8601775989795417,-0.8603376136199683,-0.8903526028300097,-0.8903526028300097
-0.9224160863782177,-0.9603666286215541,-0.9706035702758398,-0.9317286036036037,-0.9892802825884315,-0.9876332007337634,-0.9871720873568268,-0.9871720873568268
-0.716965287014579,-0.7791954704718425,-0.5806870753366271,-0.6602618243243243,-0.9058038561546387,-0.7952882494795639,-0.8623261201705595,-0.8623261201705595
-0.9830790496309626,-0.8518134560080542,-0.9118107108275194,-0.9155405405405406,-0.9834666143354757,-0.9746068388399942,-0.9770243956022009,-0.9770243956022009
0.41857444644394026,-0.31507832475241604,-0.5423359899363573,-0.30285754504504503,-0.49109552077711816,-0.7481707442752026,-0.2734264686791624,-0.2734264686791624
-0.9640612367316068,-0.992434172817847,-0.8887040577335287,-0.9547438063063063,-0.9708335377520483,-0.9215944926520601,-0.97572622602131,-0.97572622602131
-0.9490389380069374,-0.9736143023041383,-0.9874866549147155,-0.9316582207207207,-0.9594515037040671,-0.9816146917575282,-0.9839566211641585,-0.9839566211641585
-0.8478679289570457,-0.9613634437970684,-0.9453782555801078,-0.9589902402402403,-0.9488053770298779,-0.9669806459591483,-0.9834892801150378,-0.9834892801150378
-0.5424458180111102,-0.9397624589436749,-0.8468439390553748,-0.7774493243243243,-0.924643084923711,-0.9510274749057032,-0.7217742982394824,-0.7217742982394824
-0.9654382807813682,-0.9776713400684812,-0.9504928371030613,-0.9650197072072072,-0.9616101653338567,-0.9535420574231712,-0.9944138764342277,-0.9944138764342277
-0.9408809952272905,-0.9906797781089419,-0.9574943516150657,-0.9904513888888888,-0.9892802825884315,-0.9839643836181132,-0.9917835851449456,-0.9917835851449456
-0.9268601830842658,-0.9394534462392655,-0.9690311261182974,-0.9714949324324325,-0.9869744394838836,-0.9665684193169405,-0.9701201306158317,-0.9701201306158317
-0.9985394987351016,-0.9218397220879291,-0.9710339234136935,-0.9548376501501501,-0.9476524554776039,-0.9723808149720716,-0.9849452272296062,-0.9849452272296062
-0.9541402602821897,-0.9826155433390318,-0.9509066381971514,-0.9805743243243243,-0.9670313496541235,-0.9846239462456459,-0.9861035939325551,-0.9861035939325551
-0.9700075633101218,-0.8969392790035835,-0.915005255273895,-0.9628847597597597,-0.9794927145169995,-0.9900241152585691,-0.9569806572732448,-0.9569806572732448
-0.9874605534256579,-0.9765947796789258,-0.9347021873525834,-0.9498873873873874,-0.989059510376294,-0.9834697116474638,-0.9923447938406846,-0.9923447938406846
-0.9863964739326605,-0.9555320750203101,-0.9693952710810967,-0.9583333333333334,-0.9755924054359024,-0.9830987076694767,-0.9845278157797506,-0.9845278157797506
-0.9444800876300758,-0.9888855107930163,-0.9641979293393251,-0.9151417042042043,-0.9784379139478978,-0.9796360038749304,-0.9960196123465913,-0.9960196123465913
-0.9835172000104322,-0.9751793021296956,-0.9823555213479984,-0.9761636636636637,-0.9498847078447726,-0.9424943834119999,-0.9996305209654387,-0.9996305209654387
0.03302297681454247,-0.7130966561834937,-0.6250465526230851,-0.9142267267267268,-0.7753029485355443,-0.7332893624914978,-0.40400435386105593,-0.40400435386105593
-0.9754531465978145,-0.9100773030168612,-0.92347990168086,-0.9223911411411412,-0.9787813373890006,-0.9386606756394665,-0.9809668367601682,-0.9809668367601682
