alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.8494207041829672,-0.794380724482218,-0.5527758264409839,-0.7958960315354584,-0.8647162096741267,-0.8608517983584035,-0.732151480090964,-0.732151480090964
-0.9219557902224168,-0.6682482052974668,-0.9339411248929613,-0.9710609104347496,-0.9862698093288305,-0.9790749286645295,-0.8184755597316938,-0.8184755597316938
-0.9918713922249883,-0.9793299777209341,-0.9916009906523846,-0.9929310540878596,-0.9918342111556341,-0.9883045055835418,-0.9845018189589034,-0.9845018189589034
-0.8352836976445162,-0.4030695601947355,-0.803700076401245,-0.8906208543380207,-0.9302641632691152,-0.8912530383626308,-0.9454692950657214,-0.9454692950657214
-0.9877438240363308,-0.8458536182853371,-0.9571281336047543,-0.9663893416214987,-0.9806937420893921,-0.9694578504244901,-0.9716945873304342,-0.9716945873304342
-0.9869265176592893,-0.8284346893308029,-0.9758900232280295,-0.9843838835613842,-0.974359423028691,-0.9579032655793145,-0.9663392861646771,-0.9663392861646771
-0.9692945859436982,-0.9619193002722997,-0.9540208078021567,-0.9718947807300156,-0.974674389169831,-0.942227075774122,-0.9806002174587954,-0.9806002174587954
-0.9830862035947802,-0.9800561102401188,-0.9936315203847751,-0.9943571618087405,-0.9973519513318985,-0.9924261105435587,-0.9871414073738801,-0.9871414073738801
-0.9890330479030449,-0.9932667711857414,-0.9975797726422012,-0.9965839745290528,-0.9967803461127929,-0.9790044738788882,-0.9971742279685396,-0.9971742279685396
-0.8221452411566766,-0.8220067662348378,-0.9728185906277721,-0.9714588939847629,-0.9635572509288585,-0.9624828266459999,-0.9644380120909292,-0.9644380120909292
-0.9553285640029546,-0.8545342024919548,-0.7509268137604282,-0.9108327331994087,-0.9034570450343254,-0.14122661781801527,-0.8553389986348063,-0.8553389986348063
-0.9186763056383881,-0.9876392441620596,-0.9478420493993016,-0.9543740287306219,-0.9871680461017107,-0.9261986120407228,-0.9666447006685642,-0.9666447006685642
-0.9646061882745602,-0.9259757405726545,-0.974726057952139,-0.9583586021301596,-0.9658553372179157,-0.9555078028675098,-0.9604685407010685,-0.9604685407010685
-0.888723223811999,-0.8826800891162637,-0.7788619803818011,-0.9201948224235303,-0.8649611833394577,-0.562863282488463,-0.9508548625336656,-0.9508548625336656
-0.6745034607282576,-0.927906592953214,-0.7892043502561237,-0.9427140582951142,-0.962425705903282,-0.9655123824285765,-0.8717314113314284,-0.8717314113314284
-0.8527001887669958,-0.4879445498803532,-0.8378396394271445,-0.8571997119357162,-0.8032161542634166,-0.8928382710395604,-0.6961446692558113,-0.6961446692558113
-0.8814358602577079,-0.8059575872596749,-0.9107233505791624,-0.8604451730280862,-0.9047985674873285,-0.9339134110684468,-0.8923886211544027,-0.8923886211544027
-0.9163372363417503,-0.42180047858734215,-0.8505714710572599,-0.8522675586551947,-0.859151807847323,-0.9031246697431923,-0.67878190056786,-0.67878190056786
-0.956395507892649,-0.7111972935060649,-0.9156202088984376,-0.9433868400106129,-0.9227166412943941,-0.9111917426991228,-0.9570649574460377,-0.9570649574460377
-0.9760895138565918,-0.9463899661688258,-0.979187070242997,-0.9710609104347496,-0.9733095358915583,-0.9402895691689858,-0.9657091967827838,-0.9657091967827838
-0.8272303230924958,-0.9421321891245152,-0.8680001845936121,-0.9630396467422204,-0.9386515949535424,-0.91961108958326,-0.9459306268839054,-0.9459306268839054
-0.9657244275435669,-0.9351596666391616,-0.9923239822995237,-0.984279649774476,-0.9734611862558108,-0.9338429562828054,-0.9814293307065851,-0.9814293307065851
-0.9923809263261565,-0.9917567456060731,-0.9774949621326715,-0.9915238979645984,-0.9988334587365192,-0.9931658857927925,-0.9986490223296524,-0.9986490223296524
-0.9198048039832571,-0.8109662513408697,-0.8304866605477302,-0.9217014744342948,-0.7091695976015912,-0.8920280410046852,-0.8192973356941049,-0.8192973356941049
-0.7797513200010943,-0.830332535687763,-0.8285227896196858,-0.8879344653754312,-0.8837308322688644,-0.6748159368725121,-0.14968933475126378,-0.14968933475126378
-0.9984850764643121,-0.9921693209010645,-0.9814483419904318,-0.9916897244437706,-0.9987634662607103,-0.9868249550850742,-0.9929204367702554,-0.9929204367702554
-0.9228278116707247,-0.7461176664741316,-0.9602713526096922,-0.954378766630027,-0.8743051788599392,-0.8854405185472223,-0.6684161506491434,-0.6684161506491434
-0.9743078543484803,-0.9366944467365295,-0.9889551488798757,-0.9495887503316529,-0.9044019434577449,-0.8754711663789763,-0.9825005743718711,-0.9825005743718711
-0.8545707602659153,-0.6156448551860715,-0.7743702024889372,-0.7815828374331957,-0.6959410196737184,-0.695388734279776,-0.807164217159801,-0.807164217159801
-0.9315959018411621,-0.9371647825728195,-0.9160714377278577,-0.9373697077663647,-0.804662665430133,-0.9273258886109839,-0.913326482143111,-0.913326482143111
-0.9918713922249883,-0.9523723079462002,-0.9716341149505443,-0.9831283402190805,-0.9403080835476852,-0.9493782365167154,-0.9754210111421264,-0.9754210111421264
