alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9071112403476462,-0.9429778517475356,-0.9407955297879557,-0.9463559008509064,-0.9685776450943683,-0.97082774049217,-0.9496894801551024,-0.9496894801551024
-0.4344609221026784,-0.729330431442837,-0.9310519317625146,-0.9007584165741769,-0.8292263320346102,-0.8225801640566741,-0.798474196904259,-0.798474196904259
-0.8310393848340926,-0.9378056586864678,-0.9825261219941538,-0.9442594647922062,-0.9125132823963973,-0.9637285607755406,-0.8604079316541092,-0.8604079316541092
-0.9226519337016574,-0.8935091537575215,-0.9590338226665159,-0.9359045504994451,-0.9503111875727369,-0.9459507829977629,-0.9725544591910722,-0.9725544591910722
-0.9789667539013279,-1.0,-0.996037962349876,-0.9998766802318412,-0.9980772149977231,-0.99779269202088,-0.986129062765991,-0.986129062765991
-0.7622047752899744,-0.8923313276149021,-0.8616409080387375,-0.8248550992724134,-0.920710418458736,-0.977330350484713,-0.8175404306295514,-0.8175404306295514
-0.8189234596620465,-0.9491230316220715,-0.9780472968244484,-0.9546491552595882,-0.9431766432221829,-0.9890231170768083,-0.8596513350777087,-0.8596513350777087
-0.767099609059481,-0.9340801433875304,-0.6989928026571491,-0.8395918115673943,-0.8432930223144259,-0.9208351976137211,-0.7898899782478485,-0.7898899782478485
-0.9005847953216375,-0.9488285750864166,-0.9251842401339341,-0.8466826982365273,-0.9049233415979355,-0.9464876957494407,-0.9617067557769301,-0.9617067557769301
-0.9660592549513748,-0.9608628856740494,-0.9712106285966527,-0.968645948945616,-0.9530941658655062,-0.9690976882923191,-0.9874058194886668,-0.9874058194886668
-0.7407999741526929,-0.8743182691076686,-0.8719551256170497,-0.8308977679121963,-0.9484896017811061,-0.9885458612975392,-0.8086188959994955,-0.8086188959994955
-0.8936706406901231,-0.7704903341441557,-0.7902380990832405,-0.7889382167961524,-0.8280119415068563,-0.928351976137211,-0.904662526402068,-0.904662526402068
-0.9485800135698362,-0.9484445013442581,-0.9640079025424869,-0.8170859538784068,-0.9613925011384912,-0.9667710663683818,-0.9866681378266763,-0.9866681378266763
-0.5173500048463701,-0.9605300217641787,-0.9137072506365638,-0.8465285485263288,-0.664727015129282,-0.8987024608501119,-0.7381450773935248,-0.7381450773935248
-0.9061419663338826,-0.9875816156702086,-0.9771429186651809,-0.9527068689110865,-0.938066083084552,-0.9667114093959731,-0.9910469405125942,-0.9910469405125942
-0.9641530160576395,-0.9624247855588273,-0.9676900136195045,-0.9338081144407449,-0.965187471537722,-0.9882475764354959,-0.9868446770278364,-0.9868446770278364
-0.9765274143000227,-0.9120727179618486,-0.968572858965456,-0.9167283265507461,-0.9131710772655973,-0.9741088739746457,-0.9179281863749567,-0.9179281863749567
-0.915705469936351,-0.8934067340929458,-0.985282322098588,-0.9282278949315576,-0.9680716490411375,-0.973214019388516,-0.9490495255508968,-0.9490495255508968
-0.9567703789861394,-0.9573678146204071,-0.9583447726404074,-0.824885929214453,-0.9577493295552295,-0.9596718866517524,-0.9943223731912613,-0.9943223731912613
-0.97268262737876,-0.9948150044808604,-0.9793392656234019,-0.9464483906770256,-0.9816829428730456,-0.9811483967188666,-0.9825762113426437,-0.9825762113426437
-0.9566249878840748,-0.9907310203559083,-0.9719750434693669,-0.9597669256381798,-0.9658958660122451,-0.9828784489187173,-0.9791683742631064,-0.9791683742631064
-0.9106490904978838,-0.9782998335680451,-0.9782949241775811,-0.9778024417314095,-0.9870465010372919,-0.9963609246830724,-0.9490968128369219,-0.9490968128369219
-0.41252302025782683,-0.823198054026373,-0.819587323632801,-0.8216796152423234,-0.9672620553559682,-0.9709470544369874,-0.8622773556949654,-0.8622773556949654
-0.9312300087234662,-0.9186019715785431,-0.954630362343416,-0.936644469108398,-0.9305773414967363,-0.9615809097688293,-0.9710097411809212,-0.9710097411809212
-0.9091951794772382,-0.9657406221994623,-0.9634911150229055,-0.9578862991737576,-0.9692354399635683,-0.981923937360179,-0.9811229154188077,-0.9811229154188077
-0.9444444444444444,-0.9686851875560107,-0.972567195835554,-0.9343013935133802,-0.9636188837727065,-0.9598508575689784,-0.9762680873869046,-0.9762680873869046
-0.7063422829633937,-0.903315836640635,-0.8571513164623741,-0.842582315945246,-0.9390274755856904,-0.9528709917971663,-0.7833328079190441,-0.7833328079190441
-0.9270944395980744,-0.9795160670848803,-0.9533922255777523,-0.9438895054877297,-0.9708546273339068,-0.9779269202087995,-0.9903092588506037,-0.9903092588506037
-0.9722626086394623,-0.8187171937011906,-0.8520695725198236,-0.7191392280182514,-0.44745230987198303,-0.7928113348247576,-0.830847072916995,-0.830847072916995
-0.9969629414235405,-0.9523108436819869,-0.9864989260509359,-0.9675977309162659,-0.9775337752365532,-0.9787621178225205,-0.9713218372686864,-0.9713218372686864
-0.9817453394074505,-0.9786839073102036,-0.9787471132572149,-0.9567147613762486,-0.9805697515559378,-0.9860999254287844,-0.9706251379212509,-0.9706251379212509
-0.9327485380116959,-0.9530789911663039,-0.9459849377970855,-0.9148785300283635,-0.9652886707483681,-0.9859209545115586,-0.9665269064657482,-0.9665269064657482
-0.9328939291137605,-0.966816028677506,-0.9817078750881499,-0.8557775311382414,-0.9741942012852299,-0.9649813571961223,-0.9494152138961571,-0.9494152138961571
-0.9419243320086589,-0.9950198438100115,-0.9808896281821461,-0.9224318658280922,-0.9731316095734454,-0.9714243102162565,-0.9778979225119007,-0.9778979225119007
-0.7042744984006979,-0.8036230956343617,-0.8733655248892406,-0.7320261437908497,-0.9262763750442746,-0.967427293064877,-0.9138803946912141,-0.9138803946912141
-0.9954767212691028,-0.9923057226987582,-0.9712429278166266,-0.932729066469355,-0.9871982998532611,-0.9682028337061894,-0.9929069070962454,-0.9929069070962454
-0.9032179897256954,-0.9374087824862374,-0.9201778610379893,-0.9364286595141201,-0.9499569903354754,-0.9821625652498136,-0.9678383405315091,-0.9678383405315091
-0.5959581273626053,-0.9261170144667776,-0.8829368604081544,-0.8875632013811814,-0.9534483631027678,-0.9746457867263236,-0.8244160020175909,-0.8244160020175909
-0.8635100642951763,-0.9677122007425426,-0.9686374574054036,-0.9468491799235418,-0.9717148206243992,-0.963489932885906,-0.9854670407616406,-0.9854670407616406
-0.9810506930309199,-0.9307002944565357,-0.9377594031104148,-0.9218769268713775,-0.958761321661691,-0.9908128262490679,-0.9821884555972384,-0.9821884555972384
-0.9191787018190042,-0.9655229804122392,-0.9549533545431544,-0.968645948945616,-0.981935940899661,-0.9736316181953766,-0.9792850162353015,-0.9792850162353015
-0.9804852831895576,-0.9416335936499808,-0.9670870948466594,-0.9241275126402763,-0.9547639528411679,-0.9835346756152126,-0.9764225591879196,-0.9764225591879196
-0.9328131562792802,-0.9485085136346179,-0.9270791277057325,-0.8862991737575533,-0.9484896017811061,-0.9567486950037286,-0.9228113867784749,-0.9228113867784749
-0.9680139575457982,-0.9549609525028806,-0.9861651674445395,-0.9906893575040079,-0.9951930374943075,-0.9909321401938852,-0.9715803410989565,-0.9715803410989565
-0.9083874511324351,-0.957662271156062,-0.9397511883421349,-0.9383709458626218,-0.9419116530891058,-0.9494705443698732,-0.989284700986728,-0.989284700986728
-0.8745436334851863,-0.9682883113557803,-0.957634189800983,-0.9644222468861758,-0.9480848049385214,-0.960089485458613,-0.9934869644714858,-0.9934869644714858
-0.9654776905431165,-0.9125592113685828,-0.9619192196508455,-0.911980515476631,-0.9256185801750746,-0.9808501118568232,-0.9293307272784591,-0.9293307272784591
-0.7927853704242189,-0.9334912303162207,-0.9193380813186695,-0.9109939573313602,-0.9291099529423671,-0.950365398956003,-0.9807383121591374,-0.9807383121591374
-0.7571645504184032,-0.9230572269875816,-0.9661504174674181,-0.9148477000863239,-0.9801649547133532,-0.9838329604772558,-0.956965417231487,-0.956965417231487
-0.9758004587896999,-0.9393419536551018,-0.9414092149674586,-0.8904303859908743,-0.8937408288215352,-0.9439224459358687,-0.9810377983039626,-0.9810377983039626
