alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9977401839239195,-0.9846718389599497,-0.9934542590783801,-0.9564943355366291,-0.9853282337450624,-1.0,-0.9961872091730589,-0.9961872091730589
-0.8899072010713203,-0.9674879429649822,-0.9459362710754959,-0.9511288524007305,-0.8996623164909578,-0.8893277672738165,-0.9931519684914321,-0.9931519684914321
-0.026019271209315464,-0.5000314531348291,-0.14486031491150464,-0.15057291077460122,-0.4042259702802684,-0.23832344296972985,-0.55295440468817,-0.55295440468817
-0.9155498362679556,-0.8476724680226463,-0.9196510301871161,-0.9449553145756905,-0.9368522880968803,-0.96304685598757,-0.8622313275207648,-0.8622313275207648
-0.7096345584465857,-0.37259383518557354,-0.6508358604325303,-0.6360683291045137,-0.6735128937774872,-0.6140699002227672,-0.9176330458811759,-0.9176330458811759
-0.8408608225312033,-0.4316418536380793,-0.5789758983773722,-0.6616513405627293,-0.7047732504500954,-0.7012298994739699,-0.7959705877681961,-0.7959705877681961
-0.8337256625132085,-0.8610610190815684,-0.8995944708944653,-0.7466425327666176,-0.6882204885214478,-0.6724760852880061,-0.9045735067575079,-0.9045735067575079
-0.8934329326344643,-0.9751520234850073,-0.9780308570318134,-0.9080110541881474,-0.9116111175801438,-0.944027405979146,-0.9408083599345689,-0.9408083599345689
-0.9589257503949447,-0.982973369679178,-0.9865710033904892,-0.983063173715597,-0.9809571580842507,-0.9920253093468616,-0.9815522416503883,-0.9815522416503883
-0.8371258487387925,-0.669647724889914,-0.8429431287618834,-0.7368165877466587,-0.7223471243158999,-0.17224208614912295,-0.8227643051122017,-0.8227643051122017
-0.30013705366016974,-0.805693017404068,-0.7283312963123955,-0.7286552353863309,-0.8994115170677964,-0.7462700537262024,-0.7546918227007797,-0.7546918227007797
-0.8528399401567224,-0.9190081778150556,-0.910405171135328,-0.8385345120157732,-0.9169674766890893,-0.8582152417679103,-0.8725224323852177,-0.8725224323852177
-0.8730422773924233,-0.9492556091423778,-0.945332835584284,-0.899073969326244,-0.9736302320790376,-0.8088320634980063,-0.9890418790795178,-0.9890418790795178
-0.8944686816693345,-0.9736527573914867,-0.9537502493006796,-0.987184252630218,-0.9760486550880934,-0.9504670622812108,-0.9814391665475567,-0.9814391665475567
-0.818775305232102,-0.9601908156846299,-0.850746879266877,-0.8020104400665837,-0.7610418924607902,-0.9136262378554447,-0.8711604491241444,-0.8711604491241444
-0.9928543778705419,-0.9873558397986999,-0.9606335049885705,-0.9536823052184171,-0.9666974194530781,-0.9297253786106067,-0.9673822796067781,-0.9673822796067781
-0.9471349507757656,-0.9471063115957223,-0.9467544886906984,-0.9543449100635131,-0.9445912417258583,-0.9405080589303432,-0.9813184684040847,-0.9813184684040847
-0.3183202033834468,-0.2602327531977354,-0.5589909331260515,-0.47188777736477205,-0.43152727891582987,-0.48557629307924144,-0.6765238934680071,-0.6765238934680071
-0.9357730977265832,-0.9826378695743342,-0.9644893555002122,-0.9623123292984469,-0.8723072651218616,-0.9870458076714278,-0.9888856067463909,-0.9888856067463909
-0.9794942615318624,-0.9840951981547494,-0.989434765043698,-0.9328991386137013,-0.9373538869432029,-0.9205151725041651,-0.9850626518652628,-0.9850626518652628
-0.8894468681669334,-0.8617425036695324,-0.8577835507576184,-0.8872117264896489,-0.9035138790609353,-0.9485950691701455,-0.9590807883494529,-0.9590807883494529
-0.8284946067815406,-0.9670371146990984,-0.98022981687267,-0.9630072563311085,-0.9755828847307937,-0.8997734888335611,-0.9910950180253149,-0.9910950180253149
-0.7923584737871797,-0.9685783183057245,-0.9273934143709697,-0.9438240380108925,-0.9476366632928173,-0.9666410827608154,-0.9401985166833421,-0.9401985166833421
-0.21573920048544193,-0.8016460473893898,-0.8169442640388245,-0.5467782859543934,-0.697571724156463,-0.6139950204983246,-0.6263299823717186,-0.6263299823717186
-0.899846206961489,-0.8911302159781925,-0.8827698711818642,-0.6590655655574769,-0.5669231389339233,-0.8221232145865703,-0.9122257690536313,-0.9122257690536313
-0.9969973740100228,-0.9895365904801845,-0.98682669639524,-0.8824603649174976,-0.9535662782261315,-0.9619985398453734,-0.9932599615671701,-0.9932599615671701
-0.820459705177699,-0.9423883413713566,-0.9846277365543833,-0.9588053719475734,-0.9514703116182833,-0.9732304985117655,-0.9259675703146093,-0.9259675703146093
-0.9455133234989486,-0.9421996225623821,-0.990457537062701,-0.9383939104998626,-0.9307256164739393,-0.8783204477807521,-0.9957196626804516,-0.9957196626804516
-0.9808020254647793,-0.9915181379744181,-0.9709021360593617,-0.926014512662217,-0.9223775785315693,-0.954997285609989,-0.9964590976225642,-0.9964590976225642
-0.9486414948264859,-0.9292304466345146,-0.9076232312436396,-0.8838017357014722,-0.9294537051136211,-0.9414440554858758,-0.9922994584464878,-0.9922994584464878
-0.985844763190107,-0.9880268400083875,-0.9768648969301498,-0.895987200413724,-0.9564146431034637,-0.911230086673281,-0.996324423904585,-0.996324423904585
-0.5937352876557547,-0.8505661564269239,-0.810838315085376,-0.7883381547263119,-0.8268229983071039,-0.809880379640203,-0.9476004891451077,-0.9476004891451077
-0.9830199930950064,-0.9733382260431956,-0.9799536684275392,-0.9519530681836547,-0.9486040324964395,-0.9508040210412025,-0.9961173313005225,-0.9961173313005225
-0.9796198068694224,-0.9403963094988467,-0.9924723979401372,-0.9660778641498456,-0.9748663149503327,-0.9254946741795991,-0.9939269776231995,-0.9939269776231995
-0.9539353232269336,-0.9064478926399664,-0.9781740451144738,-0.9121806163841168,-0.9137787411660382,-0.9292386604017298,-0.9978744421681198,-0.9978744421681198
-0.9551384660452172,-0.8303627594883624,-0.9035935094887674,-0.8417182474909902,-0.9497326299006655,-0.9707594676051592,-0.9074994838566233,-0.9074994838566233
-0.9782178839333354,-0.9951352484797652,-0.9886574583092556,-0.9679525510286536,-0.9725374631638347,-0.9650686085475205,-0.9951911318627218,-0.9951911318627218
-0.9653704110563593,-0.9795030404697002,-0.9704623440911904,-0.9499490925545842,-0.9537633349157583,-0.9345551208371553,-0.9935420140708625,-0.9935420140708625
-0.9935239530041953,-0.9488152652547703,-0.9702680174075797,-0.9662717972752396,-0.9794702757897943,-0.9474718733035062,-0.9902704591293853,-0.9902704591293853
-0.9662701526422063,-0.9805095407842315,-0.9747682142911934,-0.9601467427315481,-0.979326961833702,-0.9713585054007001,-0.9743357631775375,-0.9743357631775375
-0.9641986545724658,-0.9830467603271126,-0.9892302106398974,-0.9661263474311942,-0.9726091201418808,-0.9721821823695689,-0.9950640811853828,-0.9950640811853828
-0.723455007689652,-0.8193541622981757,-0.9355858182431845,-0.5350130096804953,-0.7976765224868554,-0.5858402441079017,-0.9125484777740721,-0.9125484777740721
-0.9732379188767877,-0.9277416649192702,-0.9672508399515206,-0.9284709989172067,-0.9754753992637245,-0.9705348284318314,-0.9914621944828244,-0.9914621944828244
-0.9826433570823263,-0.8809708534283917,-0.8182329567827683,-0.8146807375923202,-0.6944188171224349,-0.9257193133529269,-0.9820795019613449,-0.9820795019613449
-0.969534331418767,-0.991486684839589,-0.97693649097148,-0.9184834429594195,-0.9606424048081832,-0.9442146052902525,-0.9956142106182604,-0.9956142106182604
0.006967766234581507,-0.3787481652338016,-0.7224708126435078,-0.23950740986149943,-0.5831892729503865,-0.7379209644508509,-0.9246525958041514,-0.9246525958041514
-0.914126989108942,-0.8828685258964144,-0.8549606999851698,-0.9203258076506617,-0.9103571204643373,-0.9751399314850522,-0.9362358060571411,-0.9362358060571411
-0.9474802004540557,-0.9129062696582093,-0.95055920060139,-0.8022528564733261,-0.9819245272878729,-0.961699020947603,-0.884385154128353,-0.884385154128353
-0.9833024701045165,-0.9542252044453764,-0.9470920034569694,-0.9663364416503709,-0.9527063944895784,-0.9035923547801344,-0.9883316657931933,-0.9883316657931933
-0.9077032526704539,-0.9079681274900399,-0.9587516044736049,-0.9405433359729787,-0.914423653968453,-0.913064639922125,-0.9715736814521893,-0.9715736814521893
-0.9408681460092276,-0.9650765359614175,-0.9847606969168538,-0.9615204357030884,-0.9383212561468252,-0.9756640895561505,-0.9986278526847396,-0.9986278526847396
-0.8851783266898925,-0.8868211365066052,-0.9800048070284894,-0.9039869418362235,-0.969742841020037,-0.9501301035212191,-0.9169660298251465,-0.9169660298251465
-0.6126821715158554,-0.8936988886559027,-0.8315596761903787,-0.6150912293744041,-0.6857841512678806,-0.622344109773676,-0.8908583861387711,-0.8908583861387711
-0.934925666698053,-0.735846089326903,-0.8258014697233913,-0.48501058551642773,-0.7334181274240212,-0.7074449166027069,-0.6776343163879492,-0.6776343163879492
-0.9355429312743898,-0.8871042147200671,-0.9761489565168476,-0.946215879890751,-0.9219118081742698,-0.9246709972107303,-0.9688484444232693,-0.9688484444232693
-0.9894751158678845,-0.9779198993499686,-0.9617074156085238,-0.9551691258464373,-0.9712297233144935,-0.9559707220277429,-0.9910391157272858,-0.9910391157272858
-0.9772867560130986,-0.9971377647305515,-0.9769160355311,-0.9485269163016953,-0.9785387350751951,-0.9946460997023531,-0.991454571442184,-0.991454571442184
-0.755824780557212,-0.8546550639547075,-0.7694569591965104,-0.812175768055982,-0.6986107503381314,-0.8013440910537449,-0.8149405244016708,-0.8149405244016708
-0.8918845401378906,-0.8221325225414133,-0.7953024081167187,-0.8381951290463339,-0.6874322617629408,-0.6829218068477507,-0.9419823081931805,-0.9419823081931805
-0.9896529717627611,-0.9917068567833928,-0.9713726111881031,-0.9741584110412592,-0.960051234739303,-0.964881409236414,-0.9901739006146076,-0.9901739006146076
-0.9821725620664763,-0.95,-0.9697668591182682,-0.8607883381547263,-0.9519719104646059,-0.9465733166101948,-0.9938431241761557,-0.9938431241761557
-0.7655963926639675,-0.9857202767875864,-0.9805059653178009,-0.9593548491361895,-0.943623872522236,-0.9284898631573035,-0.9929537694347833,-0.9929537694347833
-0.9367879225385267,-0.933854057454393,-0.952891120804717,-0.8527724356384441,-0.961591859767294,-0.9760384881783635,-0.9599015357250623,-0.9599015357250623
-0.9947480200454055,-0.9804990564059551,-0.9876755971710126,-0.9183864763967226,-0.9640640255098842,-0.9632340552986765,-0.986672383947147,-0.986672383947147
-0.9558289654017974,-0.9736108198783812,-0.9720987793215953,-0.9472663509866348,-0.9557697303010488,-0.9958816151556562,-0.9842723966522147,-0.9842723966522147
-0.9607566199010285,-0.991769763053051,-0.9304310472674089,-0.8891833799311537,-0.9620755443691051,-0.9160598288998296,-0.9952000254101354,-0.9952000254101354
-0.942814098741408,-0.9143845669951772,-0.9846891028755236,-0.9327052054883075,-0.9365298316956728,-0.9259065126640333,-0.9650077024473137,-0.9650077024473137
-0.9988596298504965,-0.984367791989935,-0.9650314246702839,-0.9025001212082033,-0.8539451644975502,-0.8510267882214193,-0.9915689170517891,-0.9915689170517891
-0.9513825680298797,-0.9831306353533236,-0.9853232215273054,-0.9124876771659906,-0.9643506534220686,-0.9744285741028473,-0.9704124382613115,-0.9704124382613115
-0.915623071048199,-0.9445690920528412,-0.9687543148194552,-0.9290851204809542,-0.9654971650708061,-0.9302869765439263,-0.986538980735941,-0.986538980735941
-0.4179927392946444,-0.28099182218494445,-0.5834658675407958,-0.6624432341580878,-0.5693594761874905,-0.5777532338680993,-0.6577178522082996,-0.6577178522082996
-0.996976449787096,-0.9750786328370727,-0.9784195103990345,-0.8311004088756727,-0.9531184221133434,-0.9146745539976413,-0.9844845712833706,-0.9844845712833706
-0.9718987686094808,-0.8819983224994757,-0.9350232936327328,-0.827981317775587,-0.9822111552000573,-0.9542859282277841,-0.9637969094922737,-0.9637969094922737
-0.96819518115146,-0.9583770182428182,-0.9615437720854833,-0.8853047174232752,-0.9772847379593884,-0.9713210655384789,-0.9926920450394651,-0.9926920450394651
-0.9949886486090623,-0.8432585447682952,-0.88800646391916,-0.7248088950660181,-0.8164506507349318,-0.8555944514124187,-0.9592307081487128,-0.9592307081487128
-0.5549836267955599,-0.8613021597819249,-0.9371404317120692,-0.5476025017373176,-0.6892774289476278,-0.8354143656751343,-0.9891333555672018,-0.9891333555672018
-0.8888505278135234,-0.7443594044873139,-0.7084588359831652,-0.5764177319520984,-0.6732800085988373,-0.7518111533349557,-0.9051096606158782,-0.9051096606158782
-0.6273395896759884,-0.2557454392954498,-0.5898275094989951,-0.4696252242351763,-0.6060657631916018,-0.7228701398378854,-0.24121651023552015,-0.24121651023552015
1.0,-0.33746068358146364,-0.521894991996809,-0.19391696430014382,-0.5640568598120796,-0.6581366180572455,-0.26816141788555914,-0.26816141788555914
-0.970130671772177,-0.9015936254980079,-0.8870450582212972,-0.6568999789905781,-0.740189711849377,-0.5640128044328797,-0.9447266028237014,-0.9447266028237014
-0.5756044484897942,-0.8040784231495073,-0.8032493467043729,-0.8136302664964364,-0.865302795517856,-0.8136243658623337,-0.9823996696682389,-0.9823996696682389
-0.8382766809997594,-0.7413818410568254,-0.8624883020450327,-0.8225996735459056,-0.9493564307659236,-0.8975645369625039,-0.9167259040449759,-0.9167259040449759
-0.9366833014238933,-0.8291360872300273,-0.7616429809713265,-0.6626210061896989,-0.7191225603038256,-0.813062767929014,-0.6899798307049725,-0.6899798307049725
-0.976146385863595,-0.9221639756762424,-0.9135348535134775,-0.9527126395914476,-0.9035317933054469,-0.8959920627492091,-0.972672669811171,-0.972672669811171
-0.9701725202180304,-0.9741035856573705,-0.9460896868783464,-0.9621507183606186,-0.9131159141191119,-0.9452254815702278,-0.9675639620753728,-0.9675639620753728
