alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9769044406725567,-0.738485038187054,-0.8888986939639958,-0.8689783521630541,-0.9187172171486239,-0.9424476135040745,-0.8595521465291966,-0.8595521465291966
-0.9123007065036051,-0.9101740328033053,-0.8856946971136875,-0.8094935001141544,-0.8206894833235737,-0.8754729336437719,-0.5478728385088146,-0.5478728385088146
-0.9702078890484688,-0.9568699136096156,-0.9857042004941758,-0.9688669650825718,-0.9581127044840089,-0.9815192083818394,-0.9878582516603591,-0.9878582516603591
-0.9311137224180702,-0.976026042318768,-0.9594137771864564,-0.9048851191011547,-0.9281362520713156,-0.9473588474970897,-0.8938777694219409,-0.8938777694219409
-0.7840217028622826,-0.8158056842368849,-0.8102582204241223,-0.4241495492628389,-0.7999078030973176,-0.6039726426076834,-0.4024963983628763,-0.4024963983628763
-0.9320015667841755,-0.9779541755352448,-0.9759021423334872,-0.9660442365833916,-0.9931226094215267,-0.9934880675203726,-0.9922657132870021,-0.9922657132870021
-0.8053299676488083,-0.9503393013647177,-0.9661136604306388,-0.960301921254177,-0.9552969612399238,-0.9604190919674039,-0.9330703280354226,-0.9330703280354226
-0.7287664476070272,-0.9554526104920495,-0.798453664231991,-0.7115697276205367,-0.9079775238902109,-0.9508512805587893,-0.8503184620762296,-0.8503184620762296
-0.9003583293438366,-0.7432427695004382,-0.6004439436313774,-0.22561764482050073,-0.6340032144325529,-0.7441792782305006,-0.7854011703212306,-0.7854011703212306
-0.9738289013651332,-0.911986978840616,-0.8178134079122431,-0.9486927584560783,-0.9127617955969749,-0.984029394644936,-0.811013070583945,-0.811013070583945
-0.9752215984100042,-0.9839789658194567,-0.981061120312797,-0.9529683619180717,-0.9869429251336233,-0.9951251455180442,-0.9843720646730144,-0.9843720646730144
-0.4878356617487052,-0.5836684612495304,0.4676138369219909,-0.5348862952380293,-0.7203194498087537,-0.8562281722933643,-0.2560172203911113,-0.2560172203911113
-0.9777052414733575,-0.7961186928759234,-0.6360748323332157,-0.8242159664039961,-0.8775276279232025,-0.9675494761350407,-0.9714032629640034,-0.9714032629640034
-0.9935123529326428,-0.6598272192312508,-0.9536370794754134,-0.6678727835008752,-0.9376300412394254,-0.9832654249126892,-0.9682741862219423,-0.9682741862219423
-0.8523915219567393,-0.90998372355077,-0.8053639794726981,-0.7269978760351734,-0.841919689022339,-0.8981009895227008,-0.9135351180703019,-0.9135351180703019
-0.8841508174841508,-0.9408639038437461,-0.940698905753618,-0.7956565957064086,-0.8261714613209075,-0.9105064027939465,-0.8943837725382221,-0.8943837725382221
-0.9669176422799611,-0.9833679729560536,-0.9308153900458878,-0.8289896984246684,-0.8258724443392348,-0.9325887660069849,-0.9680927230354138,-0.9680927230354138
-0.991771481626554,-0.997736321522474,-0.9563659073013114,-0.9632768557018424,-0.9421402140463228,-0.9732246798603027,-0.9827202843853836,-0.9827202843853836
-0.9665694680187433,-0.7801577563540754,-0.5988147926905427,-0.6452771186030262,-0.8098750358197426,-0.8732901629802096,-0.8036789334617535,-0.8036789334617535
-0.07580624102363231,-0.21004131714035312,0.1418718944310191,-0.5268193799683134,-0.5980464223864047,-0.875873108265425,-0.6191157508301068,-0.6191157508301068
-0.698835066951009,-0.8462351320896457,-0.9144899399929404,-0.6211870680291405,-0.8962161892777494,-0.9190555878928988,-0.6011357734315794,-0.6011357734315794
-0.9936458197327762,-0.97027669963691,-0.9461022563740531,-0.9631523235621726,-0.9736615875309919,-0.9941065192083819,-0.9566291351941453,-0.9566291351941453
-0.7640713176945061,-0.8618454989357707,-0.5792242526270059,-0.8141565368995648,-0.8654423582472621,-0.9561626891734575,-0.9191465181460279,-0.9191465181460279
-0.5588109848979415,-0.5047502191060473,-0.6090648673599609,-0.802492026483835,-0.9415670981647832,-0.8831490104772992,-0.8813428508448217,-0.8813428508448217
-0.9617356486921704,-0.9644021534994366,-0.9615113090227809,-0.9516815298081513,-0.9731383078130645,-0.9777357392316647,-0.9709693798321116,-0.9709693798321116
-0.961741451596524,-0.9020558407412045,-0.9352955551331831,-0.7015518088293287,-0.7564257503457383,-0.8951178696158324,-0.9003546093103411,-0.9003546093103411
-0.9592694143418781,-0.9535695505195944,-0.914238779222895,-0.8857625172096498,-0.8030973175684936,-0.7794674039580908,-0.9950330268815609,-0.9950330268815609
-0.5921370646008327,-0.6580643545761863,-0.588299980993239,-0.5356611618848631,-0.8102986432104456,-0.8274519790454016,-0.827027196795081,-0.827027196795081
-0.9789876833355095,-0.9893877551020408,-0.9782033180374161,-0.9748306708823102,-0.9822832438358895,-0.9812645518044237,-0.9933033104817673,-0.9933033104817673
-0.8894778836807822,-0.9211468636534368,-0.9405835075619756,-0.8749697317716081,-0.942638575682444,-0.9567447613504074,-0.9427111414325239,-0.9427111414325239
-0.9427717572645109,-0.9308726680856392,-0.9368093078823753,-0.9735576756767976,-0.9897586683777083,-0.9939973806752037,-0.9645704760558744,-0.9645704760558744
-0.6247493870682277,-0.4264980593464379,-0.4245431589236742,-0.21781363073453208,-0.8772784471051418,-0.9445212456344587,-0.7605918956912381,-0.7605918956912381
-0.7190175682929306,-0.7041091774132966,-0.9814887724347661,-0.8495375014701712,-0.9410438184468559,-0.9724243306169965,-0.9360191048165099,-0.9360191048165099
-0.9383151267209238,-0.9237961687742582,-0.9520418691791794,-0.9209636020229555,-0.9563933568393905,-0.972569848661234,-0.8885083202615862,-0.8885083202615862
-0.9935761848805327,-0.979927381995743,-0.9745173640337778,-0.9701122864792688,-0.983279967108132,-0.9786088474970897,-0.9270157390233674,-0.9270157390233674
-0.9339977658818238,-0.9920570927757606,-0.9792215373754378,-0.9769615541611031,-0.97690093816578,-0.9864304423748544,-0.9854050089655609,-0.9854050089655609
-0.9010836923880402,-0.985561537498435,-0.95253740259035,-0.9709978483613646,-0.9723160111134644,-0.9651120488940629,-0.9381687456415393,-0.9381687456415393
-0.9868796332564449,-0.9749793414298235,-0.9788889190583507,-0.9643561342456466,-0.9676563298157308,-0.9015570430733411,-0.9548854600876956,-0.9548854600876956
-0.8360273316795056,-0.8564317015149618,-0.9429661408129463,-0.8070858787472066,-0.8238540797129437,-0.7399592549476135,-0.9469266708426464,-0.9469266708426464
-0.7077831454643049,-0.9085564041567548,-0.7410939748567704,-0.6951591589929501,-0.9656628832712458,-0.918109720605355,-0.9432159813232505,-0.9432159813232505
-0.9950153051602327,-0.9862877175410041,-0.9836270330446116,-0.9844058087324704,-0.9800156983915378,-0.9869761350407451,-0.9947957288684084,-0.9947957288684084
-0.875092483788136,-0.9672868411168148,-0.8791577289635885,-0.7721200213088328,-0.8565216849606917,-0.799075960419092,-0.9545155543613106,-0.9545155543613106
-0.985266425846136,-0.9833078752973582,-0.988534850253876,-0.9547394856822632,-0.9343159363592191,-0.9614740977881258,-0.9876256065494252,-0.9876256065494252
-0.9899493696595146,-0.9937047702516589,-0.9857585055255369,-0.9567458368213864,-0.965338948207767,-0.9397919091967404,-0.9981493081425207,-0.9981493081425207
-0.9800844322583453,-0.9687492174784024,-0.7730185451682099,-0.8406680457448059,-0.7543077133922231,-0.8443320721769499,-0.8669898107257539,-0.8669898107257539
-0.9566406986696842,-0.9791861775385,-0.9784409025496212,-0.9430611383621257,-0.9059093231003077,-0.9548530267753201,-0.9948841340105633,-0.9948841340105633
-0.9952996474735605,-0.9825266057343183,-0.9950853946618154,-0.9019378584623048,-0.9591592639198634,-0.9428477881257276,-0.9938674748757821,-0.9938674748757821
-0.9586601093847471,-0.9609515462626769,-0.9548996714545602,-0.9583370808282771,-0.9731632258948706,-0.979918509895227,-0.9129360569096471,-0.9129360569096471
-0.8363580972276624,-0.8696832352572931,-0.819829482201526,-0.9270241661535481,-0.959383526656118,-0.9854118160651921,-0.9627116416195124,-0.9627116416195124
-0.8078078078078078,0.19462626768498814,-0.2765755247223656,0.6156246324572268,0.09345526581363761,-0.46482101280558785,0.4289830442427023,0.4289830442427023
-0.797623710667189,-0.9046450482033304,-0.8999633441038313,-0.8465072194048747,-0.9212090253292302,-0.850225552968568,-0.9611343077673805,-0.9611343077673805
-0.9626176901539221,-0.9956829848503819,-0.9778978522360097,-0.9688808019869795,-0.9314005207879097,-0.9321885913853318,-0.9900614008609032,-0.9900614008609032
-0.9888410149279715,-0.9888869412795793,-0.9850525401178419,-0.9589182308134024,-0.9464510421987715,-0.9838838766006985,-0.9752965788954825,-0.9752965788954825
-0.8585832209020615,-0.9714285714285714,-0.9152773629476771,-0.9296808517998354,-0.91557753884106,-0.8442593131548312,-0.9220173588149523,-0.9220173588149523
-0.8223847035441239,-0.932760736196319,-0.9618778679844687,-0.9097557094526812,-0.9342162640319949,-0.9188373108265425,-0.8156904005392713,-0.8156904005392713
-0.7661081371226299,-0.9587679979967447,-0.9034660186266258,-0.8027410907631745,-0.7871995813762257,-0.8833309080325961,-0.8101871804401297,-0.8101871804401297
-0.9172273722998361,-0.9217578565168398,-0.8989519128947296,-0.8681619748029971,-0.8231812915041801,-0.661634167636787,-0.9846477491294711,-0.9846477491294711
0.11101246173709933,-0.6119043445599098,-0.7745662385620028,-0.20072505379096583,-0.6342025590870015,-0.8625945867287543,-0.37697174001676204,-0.37697174001676204
-0.9379553466509988,-0.9729810942782021,-0.9735195090825165,-0.9412346669803031,-0.9807881589275258,-0.970023282887078,-0.9592999010676666,-0.9592999010676666
-0.785188086637362,-0.9575710529610617,-0.9576013467647777,-0.8661694605682817,-0.8678843302642563,-0.8708163562281723,-0.9347535154130294,-0.9347535154130294
-0.9592810201505854,-0.9804832853386753,-0.9919424909717885,-0.9706934364643942,-0.944233332918032,-0.9742433061699651,-0.9955471725767249,-0.9955471725767249
-0.9967271619445532,-0.9849054713910104,-0.9523880637541068,-0.9391868051279568,-0.9286096956256308,-0.953761641443539,-0.9792503825558043,-0.9792503825558043
