alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.8542479717335368,-0.9620764437532052,-0.9619146266159393,-0.9504123630876499,-0.9240835568560514,-0.817095273083517,-0.9705995950232789,-0.9705995950232789
-0.9057333152769399,-0.9358510677522399,-0.9555604246758161,-0.9554595832140906,-0.9298816006935977,-0.8909625275532697,-0.9619667712237052,-0.9619667712237052
-0.9131692663769436,-0.8709781220566004,-0.7239806386072545,-0.8803496630850483,-0.890487414993633,-0.8305167768797452,-0.8314207637027089,-0.8314207637027089
-0.7647210902778633,-0.6143958007220023,-0.015218214050953138,-0.6224211046647761,-0.5355062450892736,-0.7752632867989224,-0.6222452775609606,-0.6222452775609606
-0.944808992083913,-0.9728092727351955,-0.9280720275680736,-0.9391211592996331,-0.8982903898778076,-0.9625765368601519,-0.9902715089342131,-0.9902715089342131
-0.9345168478461595,-0.9619490710170042,-0.9691851084596538,-0.9269974243567396,-0.8916253488309085,-0.9342640215527798,-0.9968212721052487,-0.9968212721052487
-0.9734817240572716,-0.9221752581811844,-0.9391470629245264,-0.92689335796238,-0.9441870546479179,-0.9251530737203038,-0.9911619405915634,-0.9911619405915634
-0.6119270685855689,-0.8549693802646001,-0.8715813795988288,-0.5576657907745142,-0.7589205884743558,-0.6295860886602989,-0.9621493824347407,-0.9621493824347407
-0.9362527238479816,-0.944673305691215,-0.9469752803617314,-0.9451570101724901,-0.8642065620851282,-0.9664952240999265,-0.9497334361127406,-0.9497334361127406
-0.9607889002425302,-0.97265508468611,-0.9546242256438858,-0.9614694174883576,-0.9429407461594733,-0.9375949057065883,-0.9967113821729441,-0.9967113821729441
-0.986617750255457,-0.9706640477044416,-0.9078142740473677,-0.8823269245778806,-0.9344333360426996,-0.8096497673279451,-0.9904605842589136,-0.9904605842589136
-0.9691358784640575,-0.9646507137901098,-0.9260004382208235,-0.920883523688113,-0.9017583787152185,-0.7607641440117561,-0.9667324390232078,-0.9667324390232078
-0.9204697945264506,-0.9744114876800397,-0.9037109336095452,-0.9011369253583786,-0.937251076973096,-0.9047759000734754,-0.9902100998543958,-0.9902100998543958
-0.9805606510150565,-0.9632362060354566,-0.9753002808597095,-0.8978848505346411,-0.8445365628979382,-0.9067352436933627,-0.9661862214185174,-0.9661862214185174
-0.9804744727738314,-0.980143260809085,-0.9703603370316515,-0.9476025704399407,-0.9316697824378878,-0.9568944403624786,-0.9793617010961521,-0.9793617010961521
-0.9795511344749899,-0.9636786586980495,-0.9542258430771069,-0.9391992090954029,-0.9192066975534423,-0.9636541758510899,-0.9959502327888934,-0.9959502327888934
-0.9074815024560798,-0.9557614375689237,-0.9348445312033146,-0.9547311184535734,-0.9050096182502912,-0.9569924075434729,-0.989972543677208,-0.989972543677208
-0.882108166003915,-0.955084350918592,-0.9867139413979245,-0.978068007388714,-0.916497331274215,-0.9651236835660054,-0.9951793872343452,-0.9951793872343452
-0.904416019303926,-0.9722662626492858,-0.9679302033743004,-0.9491375497567448,-0.9675417919748571,-0.8583394562821455,-0.9959777052719695,-0.9959777052719695
-0.9841678259691974,-0.9886101958523414,-0.9894229428520208,-0.949892031115852,-0.9386057601127097,-0.9036982610825374,-0.9954137113547005,-0.9954137113547005
-0.9311189629064227,-0.9904470447849244,-0.9136306595223394,-0.935530868694227,-0.8975859546452085,-0.9162380602498164,-0.9870362200448932,-0.9870362200448932
-0.9228704741034385,-0.9840918156313163,-0.9711571021652092,-0.9384187111377058,-0.8501178574331464,-0.9422973303943178,-0.9931641997992893,-0.9931641997992893
-0.9830967535425412,-0.9607759010783108,-0.9611776188673984,-0.9581392928688504,-0.9142756509252485,-0.8812637766348274,-0.9940400872008933,-0.9940400872008933
-0.9607519667105765,-0.969859588317909,-0.9865545883712129,-0.8894814891901033,-0.9596304424395135,-0.8616703404359539,-0.9974757636138274,-0.9974757636138274
-0.8349317345217724,-0.9707579012995371,-0.916220146206402,-0.9294429846241903,-0.937359451624265,-0.8992897379377909,-0.9898384133186598,-0.9898384133186598
-0.7499722998510348,-0.7765412939058849,-0.7353942991454694,-0.5261336732835549,-0.18751524018532062,-0.766348273328435,-0.8337769331335922,-0.8337769331335922
-0.968101739569355,-0.9754170619132055,-0.9111606876083103,-0.9475505372427608,-0.9245170554607277,-0.8063188831741367,-0.9911522444210659,-0.9911522444210659
-0.9437625420118926,-0.9498620687343508,-0.9660578053104396,-0.964487342924786,-0.8578124576661519,-0.8697036492774921,-0.9779428281466901,-0.9779428281466901
-0.9410540830019575,-0.966306559360723,-0.9869728900663307,-0.9675573015583943,-0.921970251158254,-0.9078128826843007,-0.9880510858902943,-0.9880510858902943
-0.9764979625001539,-0.9590999440230343,-0.9554010716491046,-0.9596742721856545,-0.9077189845295186,-0.8503061474406074,-0.9899773917624568,-0.9899773917624568
-0.9674615583488249,-0.9925989736438994,-0.9774515467203155,-0.8515232718474387,-0.823674442547888,-0.8735243693362723,-0.9812831588830658,-0.9812831588830658
-0.7126201878685658,-0.7710374509363572,-0.6676493436647213,-0.5322735905507714,-0.4300577095017475,-0.563948077394073,-0.7846625975071145,-0.7846625975071145
-0.8993191918943209,-0.9387270100590942,-0.6421528593908731,-0.8283424825038375,-0.5414126635779891,-0.6890521675238794,-0.8955673956570852,-0.8955673956570852
-0.9036650374875349,-0.977347764440884,-0.9543652769754796,-0.9229388349767151,-0.8659947438294183,-0.8972324271369091,-0.9261264930082531,-0.9261264930082531
-0.7563125561697466,-0.9363069280712751,-0.9664362687488796,-0.9277258891172568,-0.8059551870817416,-0.9317168748469262,-0.9425421096604563,-0.9425421096604563
-0.9717212257008138,-0.9586038607346725,-0.9786267752923132,-0.9603507037489919,-0.8565119618521227,-0.945236345824149,-0.9686765212079489,-0.9686765212079489
-0.9355756090954979,-0.9907151979137686,-0.9497639583291835,-0.935244686109738,-0.9627191199978326,-0.9536615233896645,-0.9739237654754921,-0.9739237654754921
-0.9690743225774681,-0.9435135434089637,-0.7242993446606776,-0.7612456747404844,-0.6414424666070606,-0.8478569679157482,-0.9332305539260602,-0.9332305539260602
-0.3176283748014823,-0.9355158763411846,-0.43527279246260187,-0.8022218175195774,-0.35365358042753803,-0.46216017634092577,-0.8356903107784247,-0.8356903107784247
