alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9688100657489753,-0.948139704225108,-0.9597116675573862,-0.9667672257753107,-0.9662170669200996,-0.9278914723539753,-0.8177471853783751,-0.8177471853783751
-0.9824715082063447,-0.9939427694654901,-0.9839879035937276,-0.977024254857005,-0.9658677843708243,-0.9705462867756808,-0.9451179411485087,-0.9451179411485087
-0.996450446149682,-0.9967752561590874,-0.9904219403782734,-0.9997264792244882,-0.9986840983027305,-0.9968821519785067,-0.9724256760531492,-0.9724256760531492
-0.9910484546078531,-0.9941876592867421,-0.9867930184965522,-0.9771529705160693,-0.992998103314529,-0.9814587548509072,-0.9930392816993483,-0.9930392816993483
-0.9232620262836011,-0.9726156833509596,-0.9206225478055712,-0.8300148827480793,-0.9492971704052083,-0.8501774519884573,-0.8836476045700419,-0.8836476045700419
-0.9888967945518689,-0.9768915029733525,-0.9727570160459872,-0.973806363380395,-0.9878725849751644,-0.9812265746790938,-0.8956519523236861,-0.8956519523236861
-0.9796939937391718,-0.9879158792628167,-0.9854738845366737,-0.9903543702988616,-0.9792379954430812,-0.9834157020133337,-0.9900715183912135,-0.9900715183912135
-0.9844541418885042,-0.992328230378474,-0.9801764928242762,-0.9854470857970314,-0.9819510273374517,-0.9913927493449203,-0.971931702239642,-0.971931702239642
-0.9819644290848707,-0.9923932453752665,-0.968173937979848,-0.9868227344032823,-0.978839975793907,-0.973713887691134,-0.9722668987559505,-0.9722668987559505
-0.9867428503556978,-0.9942548414500945,-0.9883572089628113,-0.9636941394151483,-0.9892778380222484,-0.9832664433314537,-0.9156069262185422,-0.9156069262185422
-0.8983511934061441,-0.9781657969104873,-0.8468083997028037,-0.9210248984353002,-0.954650128544101,-0.8773922849845766,-0.6089628804161926,-0.6089628804161926
-0.9886660963930001,-0.9889907938764542,-0.9918609956072317,-0.988841961304855,-0.9958492236586128,-0.9968987362764934,-0.9029615886354659,-0.9029615886354659
-0.8055557141764018,-0.8783547738344978,-0.6088793878801309,-0.9044688467881421,-0.9363412246820919,-0.7828452021625925,-0.675763037625319,-0.675763037625319
-0.9949429136263809,-0.9944585551067113,-0.9817093994812102,-0.9818591368006114,-0.9761025753495871,-0.9652393114199476,-0.945558989196283,-0.945558989196283
-0.9943718785796759,-0.9954272785589209,-0.9753327163470938,-0.9739994368689916,-0.9802533516909743,-0.9346578659325351,-0.9754973306792042,-0.9754973306792042
-0.972768480692734,-0.9654336933719379,-0.9795403887013309,-0.9333172438759503,-0.9891641181224845,-0.9712428272911208,-0.826501499073309,-0.826501499073309
-0.9742348986926723,-0.9910799424400561,-0.951228541262041,-0.9652306825952295,-0.9833806489344852,-0.9776277820159872,-0.973423424747892,-0.973423424747892
-0.9905733534489946,-0.9907787062882505,-0.9714900217683173,-0.97124813965649,-0.9838355285335413,-0.9677103718199609,-0.9534743314936729,-0.9534743314936729
-0.9862015091314215,-0.9152941278454897,-0.9438142784519729,-0.8892079964603193,-0.9056774659957193,-0.9588709409930678,-0.6608536533970011,-0.6608536533970011
-0.994511211131072,-0.9397982801366181,-0.9916524368783972,-0.9734282611318933,-0.923799544308116,-0.9714750074629341,-0.9347836953357699,-0.9347836953357699
-0.9989607162149969,-0.9863143431751591,-0.9793683277500423,-0.9842323317646112,-0.9834375088843672,-0.9836312978871604,-0.9880015328869927,-0.9880015328869927
-0.991391075635876,-0.9972758716343904,-0.9824393550321311,-0.993869916737058,-0.9799852976415305,-0.9843444227005871,-0.9786728766231794,-0.9786728766231794
-0.9949109356637654,-0.9967145754954143,-0.9935972470247794,-0.9802582357909979,-0.9744211454030761,-0.9714915917609208,-0.9756404262680376,-0.9756404262680376
-0.9911032739723368,-0.984524263596803,-0.9901560279990094,-0.9801053859458589,-0.9760782067996377,-0.9751733059139607,-0.9944604365199545,-0.9944604365199545
-0.9727661965525473,-0.9925059380363738,-0.9861881981829321,-0.9819395840875267,-0.9887823441732766,-0.9888387674549737,-0.99264527877667,-0.99264527877667
-0.9926290796171324,-0.9881130914197541,-0.9845040864475931,-0.9928160572784683,-0.9736088604047616,-0.9875617765100003,-0.9806174084604777,-0.9806174084604777
-0.9489403302638296,-0.9705828811179112,-0.9458320841534471,-0.9602027271630265,-0.9788562214938733,-0.9705628710736675,-0.9179082169211514,-0.9179082169211514
-0.9974988664954323,-0.994926663083618,-0.9774548014129854,-0.9803628172639878,-0.9673136516678241,-0.9712759958870941,-0.9431459663215711,-0.9431459663215711
-0.9924509166825605,-0.992170027219612,-0.9816468318625597,-0.9785205743936286,-0.9801640003411597,-0.9616736873528143,-0.9914750312899088,-0.9914750312899088
-0.9789539323186421,-0.9985328282390471,-0.9959591746288307,-0.9803869514500624,-0.9646656025733189,-0.9593187170387077,-0.9965892284305452,-0.9965892284305452
-0.9985267295795012,-0.9985414969052862,-0.9943219886074794,-0.9879168175053297,-0.9677360398669477,-0.9736973033931474,-0.9908830467991183,-0.9908830467991183
-0.9854500270099578,-0.9970938296433711,-0.9833830832801074,-0.9929528176662242,-0.946307961611411,-0.9880095525556403,-0.9941722851287419,-0.9941722851287419
-0.9655003466182733,-0.9949461675826557,-0.9840713270852615,-0.9920920316962311,-0.9739256515541043,-0.9591694583568278,-0.8756460128766428,-0.8756460128766428
-0.9842691265333718,-0.9793295653530748,-0.8942815803537677,-0.8596597079763485,-0.8367713295886995,-0.9308932302895618,-0.9375025115236054,-0.9375025115236054
-0.9930699186731886,-0.9948659824199448,-0.9533871241054785,-0.9397208479144041,-0.9637395976752403,-0.987827125277787,-0.9901989322716817,-0.9901989322716817
-0.9964047633459456,-0.9956808370464121,-0.990552289583795,-0.9710872450826595,-0.9850620788809962,-0.9848917045341471,-0.9919376416866853,-0.9919376416866853
-0.9950799620375901,-0.9768199864768806,-0.9669955811619328,-0.9437432122601666,-0.9774834598467218,-0.9730173471756941,-0.9755071317469325,-0.9755071317469325
