alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9690115298285954,-0.97022267181806,-0.9778669625437731,-0.987580734124513,-0.9910559337872114,-0.9897407659648462,-0.9661027786472487,-0.9661027786472487
-0.9957990761726796,-0.9829906519275068,-0.9948688970190932,-0.9957712814855672,-0.9946519156320919,-0.9919143324977178,-0.9611630274043184,-0.9611630274043184
-0.9227575102086208,-0.9358627161817938,-0.960526804238522,-0.9667455473907087,-0.9658006274195702,-0.9456898175653157,-0.9510589907710517,-0.9510589907710517
-0.9893018979341542,-0.954178600592329,-0.9235449157121468,-0.9320736141012639,-0.9792751301561874,-0.8927127559374592,-0.8962979374828532,-0.8962979374828532
-0.9918393687023344,-0.9802947019463979,-0.9850191591425613,-0.9927228083910111,-0.9996162061140035,-0.9974207010476591,-0.9848283317484593,-0.9848283317484593
-0.983024007292879,-0.9852917159258492,-0.9631006050906811,-0.9761815798682159,-0.9738102389534108,-0.956296822245729,-0.8735337436905533,-0.8735337436905533
-0.9830929262520147,-0.998410705797755,-0.9908432085067418,-0.9955221844622766,-0.9977472967561073,-0.9955369433858371,-0.9793919288152404,-0.9793919288152404
-0.992835560929842,-0.988255798364392,-0.988013677441708,-0.9930608686369055,-0.9952943532238686,-0.967715291765081,-0.9846127194877052,-0.9846127194877052
-0.9987813874952814,-0.9915416397518556,-0.9741959965847643,-0.9916078026677105,-0.9881524496061941,-0.980408920317051,-0.9970691602348538,-0.9970691602348538
-0.9770092617683038,-0.9695791539202184,-0.9525991676394039,-0.9744141771791541,-0.9781237484981978,-0.964556375070641,-0.9782752060026454,-0.9782752060026454
-0.9987281319359492,-0.9892308254823338,-0.9887808680803323,-0.9763772989579441,-0.9892871445734882,-0.9814522322528293,-0.9772075535666357,-0.9772075535666357
-0.9868239480852277,-0.9952711184779827,-0.9780154510544746,-0.9845797080820122,-0.9944600186890936,-0.9925808929011317,-0.97773097091688,-0.97773097091688
-0.8995067595401852,-0.9654889151604529,-0.978328926799289,-0.9542729035816594,-0.9879021492457616,-0.9498051035342192,-0.9180911326112058,-0.9180911326112058
-0.9823034909019143,-0.986466623602969,-0.9710694884983274,-0.9932803112526615,-0.9885028701107996,-0.9393430032893307,-0.9905695658089512,-0.9905695658089512
-0.9500274892666553,-0.9372033784689636,-0.7165436824325717,-0.7801778078275774,-0.9166499799759712,-0.9102172117488516,-0.6254577113725059,-0.6254577113725059
-0.9856335297001555,-0.9928969274457946,-0.9869082629731525,-0.9894015147471369,-0.9879188359364571,-0.9868426772543507,-0.9940193619810157,-0.9940193619810157
-0.9629591921444918,-0.9909176223963729,-0.965517668070433,-0.9694796837653981,-0.9842811373648378,-0.9888133775774877,-0.8516989130911586,-0.8516989130911586
-0.9897717999282616,-0.9836341698253482,-0.9745012229678729,-0.9929007348362187,-0.9739937925510612,-0.9901754792714205,-0.974206825689383,-0.974206825689383
-0.9380261923371516,-0.9617253104851978,-0.8439468246144455,-0.9268781619012034,-0.9612201308236551,-0.9337786729651795,-0.9125997113769668,-0.9125997113769668
-0.9911533117909375,-0.9748881765774111,-0.9168299352837574,-0.9532943081330179,-0.9727506340942464,-0.9752503224123691,-0.9384107294608875,-0.9384107294608875
-0.9908149823551802,-0.9880705432119831,-0.9458676884876033,-0.9835892508703569,-0.990530303030303,-0.9612815348277811,-0.9400032862282501,-0.9400032862282501
