alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9101824202573839,-0.9318475990311543,-0.9344785992432212,-0.8588132422319831,-0.9745422606580636,-0.9482680381182877,-0.9537542009203247,-0.9537542009203247
-0.8945244682911853,-0.8473256355380127,-0.8872212338688801,-0.863246299007646,-0.721991757313695,-0.8700952957192558,-0.9115164676076728,-0.9115164676076728
-0.9613668178611764,-0.8699320355585174,-0.5572128068561735,-0.6656702456482837,-0.753989595297615,-0.7899863863258206,-0.8589773021043379,-0.8589773021043379
-0.9862791896169211,-0.5801241386970135,-0.9160383126146322,-0.8805718236538149,-0.8465509087223836,-0.8130388746029344,-0.9003422780621477,-0.9003422780621477
-0.9895759852923439,-0.9461325199813749,-0.9501980072593482,-0.9914999186595087,-0.9694344976690764,-0.9781576160943881,-0.9605873532909364,-0.9605873532909364
-0.9843712879067541,-0.9660818563562344,-0.9589995538640331,-0.9717748495200911,-0.9742990338490642,-0.952019361669944,-0.9906230287989246,-0.9906230287989246
-0.9615641870036075,-0.9911829913752227,-0.9856795862501997,-0.9590857328778266,-0.9669752043780826,-0.9453637876266828,-0.9929745101080606,-0.9929745101080606
-0.9839399997807009,-0.9824514188805303,-0.9635159920466625,-0.9385269237026191,-0.9830822241740423,-0.9505672364241415,-0.9906664598521276,-0.9906664598521276
-0.9749048790383006,-0.9771800096542826,-0.9818681530521759,-0.9697413372376769,-0.9772988311600568,-0.980456814400242,-0.9807869293211313,-0.9807869293211313
-0.9969590532129138,-0.9934812232745106,-0.9816588546973711,-0.9490401822027005,-0.9214107154921964,-0.9975797912569959,-0.9759640142702032,-0.9759640142702032
-0.9752484475454954,-0.9824685061065473,-0.8388953453147462,-0.9056450300959817,-0.9433011283021417,-0.8695507487520798,-0.9641962669975699,-0.9641962669975699
-0.9513302314701443,-0.9900637780711085,-0.9706101047042559,-0.9432650073206442,-0.9598946017161003,-0.954923612161549,-0.9825055581407373,-0.9825055581407373
-0.985460473174244,-0.9731388807012598,-0.977098353703204,-0.9216081015129332,-0.9556516451591108,-0.9604900922704583,-0.9487203350395533,-0.9487203350395533
-0.9304675821183557,-0.9845958657456652,-0.9663139805793158,-0.9281560110623068,-0.9703803797040741,-0.950869762517017,-0.9831156610309705,-0.9831156610309705
-0.9560378510155373,-0.9832972365683724,-0.9706321361100249,-0.9726492598015292,-0.9533545030741166,-0.8912721222205415,-0.9596194612481257,-0.9596194612481257
-0.9392322340359431,-0.9789058194820007,-0.9775720289272358,-0.9392793232471124,-0.9701641780960746,-0.9453032824081077,-0.9969701670027403,-0.9969701670027403
-0.8932890836589316,-0.8207806299205871,-0.9246856393789347,-0.794147551651212,-0.9666238767650834,-0.9662985932536681,-0.9038994881340159,-0.9038994881340159
-0.994049685854115,-0.9360254257923133,-0.9625576258957144,-0.9642305189523345,-0.9734342274170664,-0.8262290122523068,-0.9703696809885735,-0.9703696809885735
-0.9345026845858355,-0.9696616302067982,-0.9063665254820747,-0.8927118919798276,-0.9321667454901695,-0.9598245348661322,-0.955460420867587,-0.955460420867587
-0.9915277468119401,-0.9308138218571251,-0.9726480097378813,-0.948958841711404,-0.9069252077562326,-0.9042807442141885,-0.9000403288351171,-0.9000403288351171
-0.9969371233081993,-0.9010393305224846,-0.9618305895053398,-0.9725679193102327,-0.9657590703330856,-0.9771895325971865,-0.9793888630370715,-0.9793888630370715
-0.9861914699980628,-0.9735746049646935,-0.9457586789969101,-0.9327314136977387,-0.9798392000540505,-0.9860837997277265,-0.9868052324078382,-0.9868052324078382
-0.9919955847791841,-0.9533176985215278,-0.9753138098359211,-0.9635391247763136,-0.9665968515640835,-0.9652094993193163,-0.9963373145132103,-0.9963373145132103
-0.9951388711216049,-0.9957623679477814,-0.9824850324137058,-0.9849113388644868,-0.9466252280251335,-0.9725911359854787,-0.9915247401892353,-0.9915247401892353
-0.9602557026889719,-0.9905080459475507,-0.9290919205327194,-0.8948877501220107,-0.9760556719140598,-0.9566782635002269,-0.9864929424538545,-0.9864929424538545
-0.9897294946253459,-0.9431080809763641,-0.973474187454216,-0.9654912965674313,-0.9767313019390582,-0.9652700045378914,-0.968762732020061,-0.968762732020061
-0.9313520882751765,-0.9504214137116446,-0.9591207265957623,-0.9424312672848544,-0.9850280386460374,-0.9681742550294963,-0.9622604829119488,-0.9622604829119488
-0.927017277109931,-0.9714643325515927,-0.9814715877483352,-0.9812103465104929,-0.955597594757111,-0.9861443049463016,-0.9871795667235407,-0.9871795667235407
-0.9821198176893922,-0.9775986466916995,-0.9902621186501358,-0.9637628111273792,-0.9481656644821296,-0.9676902132808954,-0.9902776485186908,-0.9902776485186908
-0.9489544917927332,-0.9890043700580539,-0.9739478626782478,-0.9579062957540263,-0.9491115465171273,-0.9738617455755559,-0.9839181014425314,-0.9839181014425314
-0.9904312515762119,-0.9942416048322675,-0.9767128041022477,-0.9590857328778266,-0.9484359164921289,-0.8480713961579186,-0.9647670751253813,-0.9647670751253813
-0.9916593262402275,-0.9979666201039757,-0.9893478153107255,-0.9751911501545469,-0.9241132355921897,-0.9844501588261988,-0.9916839873843131,-0.9916839873843131
-0.9623609735415699,-0.9212791497396334,-0.9359877505383924,-0.9600821538962095,-0.9749746638740626,-0.9485100589925881,-0.9817155266015201,-0.9817155266015201
-0.982697305180209,-0.9845104296155801,-0.9790040703022158,-0.9429396453554579,-0.9929464225390177,-0.9784601421872636,-0.9788263274908227,-0.9788263274908227
-0.9821417475941067,-0.9780941762461928,-0.961478087013037,-0.9556490971205466,-0.9610026349570975,-0.9581908939646044,-0.9915661030970477,-0.9915661030970477
-0.9862280198392538,-0.9874152580384719,-0.9794116513089409,-0.9801529201236375,-0.972812647794068,-0.9610951444562094,-0.9788201230546507,-0.9788201230546507
-0.9363594165183352,-0.9733866454785064,-0.9760188148205267,-0.8860419716935091,-0.967164380785082,-0.9250340341854485,-0.9914751046998604,-0.9914751046998604
-0.9377994802612583,-0.9930882170761193,-0.9624474688668697,-0.9677891654465594,-0.9513005877981218,-0.8618665859930419,-0.9969101907864123,-0.9969101907864123
-0.9671563127058213,-0.9390327775713071,-0.9687594666196664,-0.9459899137790793,-0.9486521181001284,-0.9643019210406898,-0.9796391086293367,-0.9796391086293367
-0.9699487205728091,-0.9906618309817039,-0.9847873143165583,-0.8901496665039856,-0.9711100601310723,-0.9270912116170019,-0.9806959309239439,-0.9806959309239439
-0.969634391938567,-0.9419888676722499,-0.987144674733833,-0.9119895884171141,-0.9404905073981488,-0.9589774618060808,-0.9568584871516468,-0.9568584871516468
-0.9801022664556522,-0.980093381690183,-0.9971469329529244,-0.9589027167724093,-0.9768934531450577,-0.9457873241567085,-0.9972907295382866,-0.9972907295382866
-0.9308988702444088,-0.9918921112549286,-0.9834874613761918,-0.9488978363429315,-0.9508411593811229,-0.9409469066707004,-0.9974417041518019,-0.9974417041518019
