alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9794298900583811,-0.9944861708356437,-0.9874786049447796,-0.9866366349371635,-0.9961589086002367,-0.9985099491934065,-0.9934656430148311,-0.9934656430148311
-0.9919534393187767,-0.9955098353218533,-0.9560124172670298,-0.9680743096663686,-0.9685924552355566,-0.9929015635185894,-0.965787981013225,-0.965787981013225
-0.9891590773196961,-0.9904613081966832,-0.9937197784676259,-0.9951632315046425,-0.9919204629177394,-0.9896731201043035,-0.983117132169185,-0.983117132169185
-0.8581065042531392,-0.9210149788481448,-0.9612708825500953,-0.8784469521190101,-0.8920686429523423,-0.9248973003176706,-0.9607756424430622,-0.9607756424430622
-0.9615760201674814,-0.9907715095561407,-0.9621689867692328,-0.9757784292198164,-0.9442876182749858,-0.965977173249449,-0.9910186745790035,-0.9910186745790035
-0.8979486979174491,-0.9897788652058768,-0.9697247766128455,-0.9718094117025652,-0.9724501030637671,-0.9735515981829658,-0.9390534846783648,-0.9390534846783648
-0.9790152427940014,-0.9943776003598336,-0.9526868284555862,-0.9833316355596805,-0.9545691603407312,-0.987748471145787,-0.9840572618949432,-0.9840572618949432
-0.9636552658700231,-0.9978208354498114,-0.9921448420833414,-0.9924845219635319,-0.9693043816587885,-0.9908113533593402,-0.9943146945109681,-0.9943146945109681
-0.9198468809812117,-0.9878207191243016,-0.9727184573433036,-0.9764801756629806,-0.9903476022152501,-0.9915770739127285,-0.9974346298656647,-0.9974346298656647
-0.9670445565527789,-0.9318061086402711,-0.9742803777244121,-0.9599400874542072,-0.9655129595443671,-0.9867551039413913,-0.9854355791032134,-0.9854355791032134
-0.9717018265512465,-0.8756053773405662,-0.8247395172364422,-0.6738539084635903,-0.8572173610708698,-0.9369004873707847,-0.9563897196966286,-0.9563897196966286
-0.8538819096609808,-0.8614601953493062,-0.7766258614967102,-0.8953341407190261,-0.9062409457031929,-0.9433159838991733,-0.3861964871126835,-0.3861964871126835
-0.8285163139661011,-0.9257028968929456,-0.8121530421653422,-0.6492852372921643,-0.9488571925264282,-0.9656253556978922,-0.7304215960650157,-0.7304215960650157
-0.9266074342047936,-0.84909091614094,-0.882582635350163,-0.9175862940619424,-0.9623672381393886,-0.940791175588001,-0.873136121980061,-0.873136121980061
-0.9238491284895722,-0.9587083215392191,-0.905555880955635,-0.942668070159553,-0.9190556213213685,-0.9405842240870852,-0.9455645661159638,-0.9455645661159638
-0.7833798559551459,-0.8660899506392087,-0.8005297513292593,-0.8188135957714118,-0.8585749882035447,-0.8431514574559452,-0.9087659254079419,-0.9087659254079419
-0.889583640062137,-0.8220529901472293,-0.6608159732390975,-0.5989556805620009,-0.4106739294199455,-0.886507796897797,-0.859650472114123,-0.859650472114123
-0.9305315597647928,-0.9455014986603179,-0.9133654828611778,-0.9575254760368681,-0.9505459482280483,-0.9702403741683137,-0.9748188934703488,-0.9748188934703488
-0.8992407147557337,-0.9758430691322505,-0.9232185972653377,-0.9737486464971157,-0.9378306111805561,-0.9830506720749992,-0.9807966612744982,-0.9807966612744982
-0.9921457394993585,-0.9541987692761064,-0.973349733497335,-0.9741108382097166,-0.9422511775759733,-0.9820573048706036,-0.9696102307163353,-0.9696102307163353
-0.9473097505205625,-0.9250475965210918,-0.9388117690700717,-0.9008349273541518,-0.7773822630982045,-0.9221034550553078,-0.9506386354862034,-0.9506386354862034
-0.9738291472989337,-0.9927723083246413,-0.9818491835712008,-0.9868856417395766,-0.9566552703250855,-0.9703231547686799,-0.9957304549914159,-0.9957304549914159
-0.9317995390805047,-0.9913686471730963,-0.9860143045874903,-0.9873459270410069,-0.9830793301269051,-0.9845407228815927,-0.9933917684508049,-0.9933917684508049
-0.9946216043243503,-0.9944280080807454,-0.9922750021151006,-0.9602117312386579,-0.9833276765536139,-0.9826160739230761,-0.9876386602797215,-0.9876386602797215
-0.9682704702039884,-0.9925125146860956,-0.988656553232199,-0.9680969466484062,-0.9610261674351609,-0.9876656905454206,-0.9882468604575264,-0.9882468604575264
-0.9325867679447618,-0.9944241305637522,-0.9725622653051927,-0.9855726967813985,-0.970761347362147,-0.9916598545130949,-0.9942347480649671,-0.9942347480649671
-0.9651275641276031,-0.9909459978208355,-0.9908692737721028,-0.9773554723017661,-0.9844369572595799,-0.9937914549725272,-0.9901918866501073,-0.9901918866501073
-0.9654761082049078,-0.9939084208036542,-0.9783608947200583,-0.9780572187449302,-0.9673672795304596,-0.9846855889322337,-0.9900785448532451,-0.9900785448532451
-0.9614378044126882,-0.9912949743502251,-0.9796429710328849,-0.9855576054600401,-0.9548506196243346,-0.9692056166637348,-0.9941881969698273,-0.9941881969698273
-0.9674652131978018,-0.9825162758775791,-0.9854741404556903,-0.9682101315585939,-0.9670361509615146,-0.987355263294047,-0.9965471231170209,-0.9965471231170209
-0.9716297139835283,-0.981147512378973,-0.9676552321078766,-0.979596533523484,-0.8950653565012956,-0.9822642563715194,-0.9726937347791833,-0.9726937347791833
-0.9110251101970175,-0.9818726080567048,-0.933846163858464,-0.9746239431359012,-0.7670179388902226,-0.9758073695429477,-0.8480703812079301,-0.8480703812079301
-0.9930471465958361,-0.9877819439543694,-0.9769942143865883,-0.9873157443982902,-0.9364564276194339,-0.9776492379010979,-0.989572554688682,-0.989572554688682
-0.997127516052558,-0.9838501417232461,-0.9901338695926641,-0.9901604584743429,-0.9884105000869212,-0.9807949007150174,-0.9853080695817434,-0.9853080695817434
-0.9066562904694228,-0.9793987522150316,-0.8625444984608577,-0.9317645904781308,-0.7973327593771471,-0.9384319284775613,-0.9513794050871239,-0.9513794050871239
-0.9951624485822369,-0.9917253787364723,-0.973753229595788,-0.9758614314872874,-0.9879469200903981,-0.9867964942415745,-0.9808452363302962,-0.9808452363302962
-0.9533551874476057,-0.9929545516233225,-0.9891511613528834,-0.9703229165487657,-0.9693043816587885,-0.9631833279870863,-0.9906472777982142,-0.9906472777982142
-0.9465525685595214,-0.9101656863011203,-0.96446631132978,-0.8796467121670005,-0.7728292452752092,-0.9051748222803986,-0.9560932094601945,-0.9560932094601945
-0.9261747587984844,-0.9807597606796512,-0.979636463031297,-0.9896850818515542,-0.9798673830081375,-0.9821607806210615,-0.9956454486437692,-0.9956454486437692
-0.9924281803895881,-0.9866690965773157,-0.9811007633885863,-0.988168404055038,-0.9829634351277743,-0.9790772032574167,-0.9950139729183944,-0.9950139729183944
-0.9514742513062892,-0.957692412086996,-0.9819858516045478,-0.9882212236797924,-0.9806455351451585,-0.9767386512970685,-0.9756193699106877,-0.9756193699106877
-0.8167198997635309,-0.9407554178606188,-0.9285811905738105,-0.9175183831158297,-0.9737083916257585,-0.9393632102316822,-0.9401008843190106,-0.9401008843190106
-0.9917250828543356,-0.988274388612508,-0.957496241629083,-0.9836485533082063,-0.9560095696156425,-0.986134249438644,-0.996989358520849,-0.996989358520849
-0.9876807696814728,-0.9917292562534655,-0.98305967186656,-0.9848105850528007,-0.972963352345632,-0.9793255450585155,-0.9918879656817231,-0.9918879656817231
-0.9694362900487661,-0.9836019806356802,-0.9746838738228653,-0.9842597518232202,-0.9896522322204654,-0.9692883972641012,-0.988058632116309,-0.988058632116309
-0.9601758344776196,-0.9970918622550863,-0.9853049324144035,-0.9891342486219737,-0.9750991316153279,-0.9779182748522883,-0.9916612820879988,-0.9916612820879988
-0.9627057837284,-0.989018871875206,-0.9910124498070377,-0.9891719769253696,-0.9779468373082558,-0.9790151178071419,-0.9874170365876428,-0.9874170365876428
-0.9416188670514674,-0.9970453320511677,-0.9826822077744587,-0.9827053457233081,-0.9756289373256402,-0.9886176674496332,-0.9895664828067072,-0.9895664828067072
-0.9952826361951006,-0.9660213185884288,-0.9933943783882283,-0.9866517262585219,-0.9905462793566172,-0.9918668060140107,-0.9787656167539416,-0.9787656167539416
-0.9873322256041681,-0.9901472293202325,-0.9814717194790995,-0.9840182906814864,-0.974453430905885,-0.9863205057894683,-0.9975914868166793,-0.9975914868166793
-0.988894664571396,-0.9719112669011272,-0.9908237177609871,-0.9877232100749661,-0.9675328438149322,-0.9903767552074172,-0.9983120168110172,-0.9983120168110172
-0.976779753194737,-0.9953353470571584,-0.9880968650956351,-0.9704964667443869,-0.9400326161640411,-0.9841061247296696,-0.9948095528919109,-0.9948095528919109
-0.9988041332520063,-0.9800152774169533,-0.982649667766519,-0.9765103583056973,-0.9697514052268644,-0.988679752899908,-0.9894915962623518,-0.9894915962623518
-0.9871519441848726,-0.9798756868051974,-0.9787578828169234,-0.993306998977563,-0.9825826372734874,-0.9781252263532041,-0.9939959207072933,-0.9939959207072933
-0.8918672047065469,-0.9671264109314959,-0.9008571038091333,-0.9179560314352224,-0.8821016730270946,-0.893295806127834,-0.9720248157816308,-0.9720248157816308
-0.9821641582510299,-0.9807946583325902,-0.977859778597786,-0.9867045458832762,-0.9888244107981027,-0.9887418383501826,-0.9977169723774909,-0.9977169723774909
-0.9906854600030648,-0.9936486271651086,-0.9920407140579343,-0.9515040388148785,-0.9368372254737208,-0.9607413002762802,-0.9962556727822325,-0.9962556727822325
-0.9749589108598522,-0.9949398403238502,-0.9674274520522983,-0.9888097852127687,-0.9824667422743566,-0.9818710485197794,-0.9926176034990232,-0.9926176034990232
-0.9403448783551124,-0.9928614912154853,-0.9898475175227943,-0.9866894545619178,-0.9711255887879866,-0.9881209838474354,-0.9977007806922249,-0.9977007806922249
-0.9853731675144901,-0.9913919122750555,-0.9905113336847654,-0.9632073585282943,-0.984834311542314,-0.9861963348889188,-0.9952234528465236,-0.9952234528465236
-0.884523741560576,-0.9916206857776554,-0.9830206238570323,-0.9919638713766681,-0.9865230672439341,-0.9709440092714272,-0.992439494961097,-0.992439494961097
-0.971719854693176,-0.9904302880607374,-0.963509635096351,-0.980290734305969,-0.9581950181706802,-0.98555478523608,-0.9884614002873012,-0.9884614002873012
-0.9670325377914926,-0.9791661011954385,-0.9815042594870393,-0.9812414875515463,-0.983658805122559,-0.9708405335209693,-0.9889137554944207,-0.9889137554944207
-0.9409758633226466,-0.9769016312713991,-0.9885068691956761,-0.9887569655880145,-0.9647016945504516,-0.9838163926283875,-0.990838542080419,-0.990838542080419
-0.9436620564701499,-0.9932027127108884,-0.9553616171082345,-0.9881382214123213,-0.9791389001564582,-0.9843130762305854,-0.9914295385926288,-0.9914295385926288
-0.9695865245648457,-0.9876307207916338,-0.9970453672790696,-0.982984535168438,-0.972963352345632,-0.9933775519706957,-0.9892487209833615,-0.9892487209833615
-0.9760766556594844,-0.9957114662055007,-0.9838080920491744,-0.9815885879427888,-0.9844204008311327,-0.9875622147949628,-0.9900431255417257,-0.9900431255417257
-0.9649112264244486,-0.9692823103797252,-0.9888452852782497,-0.9826374347771955,-0.985347560824179,-0.9803189122629112,-0.9870972508036389,-0.9870972508036389
-0.9790392803165742,-0.9767465305916703,-0.9700306526874792,-0.9865159043662965,-0.9502313760875504,-0.9764696143458781,-0.9922978177150192,-0.9922978177150192
-0.9750430421888568,-0.9844201367212492,-0.983463167965013,-0.977634661746896,-0.9813574615683904,-0.9870241408925818,-0.9898295976922801,-0.9898295976922801
-0.9088136581203259,-0.9528338832944936,-0.9696271565890262,-0.9726017060738795,-0.9821521701338587,-0.9766558706967022,-0.9715380532433211,-0.9715380532433211
-0.9535895532926899,-0.996642070283873,-0.9913508658896113,-0.9750314088125771,-0.9606950388662158,-0.985699651286721,-0.9922300150329678,-0.9922300150329678
-0.9903429253064033,-0.9786465139183472,-0.9910580058181534,-0.986697000222597,-0.954353926770917,-0.9585890046667563,-0.9823460031583906,-0.9823460031583906
-0.5720299387343644,-0.9287273601476559,-0.9034017324300228,-0.8242389257997457,-0.872532057384581,-0.8900880578636396,-0.6574891857252079,-0.6574891857252079
-0.9718099954028238,-0.9876966385805186,-0.9625920068724497,-0.9637808287399124,-0.9531287510658201,-0.9592926397698699,-0.9796156802304077,-0.9796156802304077
-0.6477000597933373,-0.93274446775263,-0.8640608628308506,-0.8772622833923781,-0.4948468116457918,-0.7959458200970603,-0.8008149477590455,-0.8008149477590455
-0.9131644497059911,-0.9634350147539521,-0.981413147464808,-0.9348884939993134,-0.9357776140530965,-0.9610517275276539,-0.9588629996210134,-0.9588629996210134
-0.910748678687431,-0.9655521390322493,-0.9583487898371047,-0.9436490060478471,-0.9320689740809113,-0.921896503554392,-0.9868705672099146,-0.9868705672099146
-0.9412282573096604,-0.9709031124828904,-0.9631256630026618,-0.978781602170132,-0.9735759401981805,-0.9492141016752724,-0.9802835872476311,-0.9802835872476311
-0.950194253229291,-0.9891933601399008,-0.9763303982246172,-0.9515342214575953,-0.9816389208519938,-0.9691849215136433,-0.9922846619707406,-0.9922846619707406
-0.9548214763245426,-0.9965102347061036,-0.9907586377451076,-0.9630262626719939,-0.9647348074073461,-0.9785184342049441,-0.995979402152381,-0.995979402152381
-0.9349845108213922,-0.9893717259215888,-0.971976545162277,-0.9604230097376751,-0.9587579367378869,-0.977690628201281,-0.9589975930047872,-0.9589975930047872
-0.8886581954430867,-0.8925772692198823,-0.8413739692952485,-0.7655185943943287,-0.8525318918202965,-0.8954481017373579,-0.8773550679721888,-0.8773550679721888
-0.9906674318611353,-0.9929235314873768,-0.9459380308088795,-0.9855198771566441,-0.9847515294000778,-0.9830092817748161,-0.9927511849024678,-0.9927511849024678
-0.9692860555326865,-0.9866962391962683,-0.9729722694052337,-0.9936012797440512,-0.9845197394018163,-0.9759108452934054,-0.9858737665857251,-0.9858737665857251
-0.9509394164290458,-0.9157997184922663,-0.8532640881964375,-0.923653005248007,-0.9651321616900802,-0.9920530623648348,-0.9644784784673356,-0.9644784784673356
-0.9119445454354247,-0.9746953241022579,-0.9818621995743767,-0.9290556982943035,-0.9486254025281666,-0.8961517368404714,-0.9644885982706268,-0.9644885982706268
-0.9135009750220093,-0.9587936269130699,-0.976486590262728,-0.9633960000452739,-0.9369696769012988,-0.9879554226467028,-0.9549962227834216,-0.9549962227834216
-0.8607866880199992,-0.9419613256455096,-0.8127843183193737,-0.7537926376988753,-0.8092037185738292,-0.9219378938545751,-0.9566609304248344,-0.9566609304248344
-0.9727594775444469,-0.9915198703358318,-0.9794542389868344,-0.9786835085813026,-0.9601817895843509,-0.9766972609968854,-0.9859395453071184,-0.9859395453071184
-0.945068251540655,-0.9959712598440462,-0.9536239806842512,-0.9900170909214383,-0.9880628150895289,-0.9871897020933145,-0.9891758583996644,-0.9891758583996644
-0.9857036834498653,-0.9710504581286328,-0.9770788184072317,-0.9810377547132083,-0.9711918145017757,-0.9758487598431308,-0.997157347255484,-0.997157347255484
-0.9361262931435972,-0.985874205593706,-0.9577110056814854,-0.989881269029213,-0.9814899129959685,-0.9679432125081487,-0.9802340002115039,-0.9802340002115039
-0.9928548464152542,-0.9886156101079113,-0.9646940913853583,-0.9865762696517301,-0.9648507024064769,-0.9934396374209704,-0.9937034583921758,-0.9937034583921758
-0.960518369174281,-0.9930553670651462,-0.984133492128572,-0.9898737233685339,-0.9672182716744344,-0.9843751616808601,-0.9817539946658517,-0.9817539946658517
-0.9974219757040741,-0.9548579471649534,-0.9767273863214823,-0.9823884279747824,-0.9652315002607638,-0.9816227067186805,-0.9796288359746863,-0.9796288359746863
-0.9408015912839943,-0.9881037778648065,-0.982102995633131,-0.9907641113286777,-0.9481452661031962,-0.992239318715659,-0.9878147448569895,-0.9878147448569895
-0.9758062335305412,-0.9890615245621314,-0.9784520067422896,-0.9775818421221416,-0.988195266517107,-0.9778147991018304,-0.9955563943748061,-0.9955563943748061
