alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.6756085230456916,-0.6250059590967598,-0.6673366952310423,-0.7937689831814678,-0.8629579561126814,0.9010138740661686,-0.7172773593149705,-0.7172773593149705
-0.9814905532455216,-0.963085381938375,-0.9640888199268846,-0.9834421324629403,-0.9482473748173638,-0.9461935254357879,-0.9962817060284755,-0.9962817060284755
-0.7004745911501096,-0.7514579923405743,-0.953050980945328,-0.8256380615621741,-0.8748105362336651,-0.5896478121664888,-0.8419011344626317,-0.8419011344626317
-0.9867145829985853,-0.9962497417724737,-0.9724112799896557,-0.9815608141801532,-0.9633225458468176,-0.974119530416222,-0.9923510375885402,-0.9923510375885402
-0.9945133971085602,-0.9767595226366222,-0.9763609220533437,-0.9751008658597398,-0.9872461868283424,-0.9377445748843828,-0.984421810509751,-0.984421810509751
-0.7015366407098096,-0.7112618983298638,-0.7157315653983143,-0.8595811233510132,-0.9244329742056177,-0.7964247598719317,-0.9286404378395599,-0.9286404378395599
-0.9866479599634749,-0.9452954917446647,-0.9785238212786966,-0.962067636792239,-0.9590348613330056,-0.9340092493774458,-0.9839779130552853,-0.9839779130552853
-0.9824036807267398,-0.9680751322919481,-0.9848597054225294,-0.9841334602656512,-0.9861810932230005,-0.9598897189612238,-0.998683974605584,-0.998683974605584
-0.9968883123601406,-0.9906164089688378,-0.9921947549693785,-0.9825581395348837,-0.9863995739625578,-0.9624688722874422,-0.997308762883906,-0.997308762883906
-0.9922168618982862,-0.9827027284717698,-0.9691434213774377,-0.989879414298019,-0.9648792211161634,-0.8237282106012096,-0.9972704658486188,-0.9972704658486188
-0.9774735761285747,-0.9730251553337889,-0.9873987610349002,-0.9677569246112698,-0.9661354853686179,-0.9489505514051939,-0.9821344330385042,-0.9821344330385042
-0.9971587235026473,-0.9857061132387294,-0.9708478800061126,-0.9761888571558094,-0.9649884614859421,-0.958110992529349,-0.9971834271320569,-0.9971834271320569
-0.9745225675733931,-0.8863242702092835,-0.9839428242291732,-0.9627589645949499,-0.972689907555337,-0.9442369263607258,-0.9415326125367086,-0.9415326125367086
-0.9926910611481893,-0.9946844856902223,-0.9971200526618942,-0.9760075252731312,-0.982985812406975,-0.9579331198861615,-0.9975524712902794,-0.9975524712902794
-0.993486618567448,-0.9997695815919528,-0.9836842167130985,-0.9851421188630491,-0.9870823262736744,-0.9230700818214159,-0.9978101058913026,-0.9978101058913026
