alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9165013068524525,-0.9611522317280272,-0.9895055532434043,-0.9610773487195252,-0.9512338598194064,-0.9495320855614974,-0.9792763736050527,-0.9792763736050527
-0.599910836822644,-0.8488512928962799,-0.8166491215185122,-0.8778405731987041,-0.6840201182387717,-0.6264705882352941,-0.8922937509558342,-0.8922937509558342
-0.8592270776331548,-0.49428690441859724,-0.544838054202267,-0.9353614415096124,-0.812023883055384,-0.6954545454545454,-0.8268290957066782,-0.8268290957066782
-0.9851919193685149,-0.9123073472395783,-0.8926400143625399,-0.900872567334295,-0.901967704932498,-0.9056149732620321,-0.9469183905920808,-0.9469183905920808
-0.958338068305987,-0.8460828607132558,-0.9126822859287912,-0.8934592920144718,-0.706285478984676,-0.9566176470588236,-0.9091346932999163,-0.9091346932999163
-0.5473395281344791,0.4317408439873114,-0.2552533437788169,-0.6948970181371041,-0.6825788993793935,-0.6889705882352941,-0.29140217165526516,-0.29140217165526516
-0.44499418691049586,-0.8039283540004486,-0.8745889130984732,-0.9198373099387548,-0.8417600517662285,-0.3795454545454545,-0.9194177571736069,-0.9194177571736069
-0.6937856761978024,-0.3879073344227627,-0.7654988942476395,-0.5964080493745418,-0.5260448836730491,-0.7475935828877005,-0.3777388215905537,-0.3777388215905537
-0.8478718847522225,-0.9413374347143453,-0.7993651104528281,-0.945576863959895,-0.9420571193270391,-0.8955882352941177,-0.8290112508816501,-0.8290112508816501
-0.9370000961563677,-0.9774552212502804,-0.9035098456843016,-0.9000212821301048,-0.8852907438454072,-0.9294786096256684,-0.7301523171703199,-0.7301523171703199
-0.9626825878301004,-0.9823640616488833,-0.8838919218873683,-0.9617512828395091,-0.9181740639430571,-0.9610294117647059,-0.9520884548926156,-0.9520884548926156
-0.9576387492679004,-0.43581659136787465,-0.9074595441525694,-0.7636264749698503,-0.4671019735874584,-0.7719251336898396,-0.9071511233762232,-0.9071511233762232
-0.9273932008706522,-0.8933128264282739,-0.9052561999657258,-0.956726335453664,-0.8634959851760347,-0.9453208556149733,-0.9638323757872079,-0.9638323757872079
-0.9387396522636083,-0.6786952481655932,-0.6033164410279008,-0.7360306462673509,-0.5994882202417718,-0.7547459893048128,-0.8319603559925952,-0.8319603559925952
-0.8722518947175188,-0.9462719087442725,-0.9797455545490897,-0.9652628343067937,-0.9449689696755788,-0.959692513368984,-0.9752270605502409,-0.9752270605502409
-0.9172705577943477,-0.8913134031849786,0.0295819358418814,-0.8047482796944831,-0.6014882790670314,-0.8973262032085562,-0.8664274513294941,-0.8664274513294941
-0.9237480003846255,-0.883495145631068,-0.7647644461853584,-0.8689966657996169,-0.9140562957734051,-0.9133021390374332,-0.8427775457145531,-0.8427775457145531
-0.9773158387020638,-0.8483001698228075,-0.964615924466097,-0.9597176570739436,-0.9512338598194064,-0.9318850267379679,-0.9571147160801554,-0.9571147160801554
-0.92108184655192,-0.879022076964978,-0.8971609502125819,-0.9176618033058243,-0.9274978675843407,-0.9219251336898395,-0.813176930328533,-0.813176930328533
-0.9051810799234246,-0.9563587426703836,-0.8643556034306885,-0.9362836671474851,-0.9667931409747346,-0.9733957219251337,-0.9351151223810144,-0.9351151223810144
-0.9815991678103447,-0.9734307411323657,-0.9820305040761867,-0.9836718768474071,-0.9786758434071591,-0.979879679144385,-0.9692512422991151,-0.9692512422991151
-0.11766916964605711,-0.8325483033740267,-0.8541386148309545,-0.7335122608716215,-0.553133915703403,-0.7881016042780749,-0.9216524118977674,-0.9216524118977674
-0.8496201823474392,-0.8044153929956103,-0.9274854946507699,-0.918631322566152,-0.915968116709315,-0.9269385026737968,-0.9155487686573126,-0.9155487686573126
-0.7422135195853038,-0.7162741516870134,-0.47134428476999535,-0.6007708860460167,-0.25412512132709786,-0.3656417112299465,-0.9673156067464204,-0.9673156067464204
-0.8194270828780474,-0.5787369028164953,-0.7605372895602288,-0.5410153940741091,-0.18859378217006384,-0.7550133689839572,-0.7329507714009846,-0.7329507714009846
-0.8564123185048559,-0.9498093498670256,-0.924074391428175,-0.9230769230769231,-0.9395864584252478,-0.9044786096256685,-0.9803172342324452,-0.9803172342324452
-0.9690463910766891,-0.9890416226088629,-0.9667866265168392,-0.9783986379436733,-0.9924997794052767,-0.972860962566845,-0.9755237971326116,-0.9755237971326116
-0.9251816044127031,-0.8704732609183248,-0.8592634301988722,-0.9062167466717113,-0.8892908614959264,-0.8554144385026738,-0.9477949048046218,-0.9477949048046218
