alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.913410166670382,-0.9730592455272424,-0.9187148959546879,-0.9124253175241688,-0.8325465335851092,-0.8955252300856871,-0.9362578243982609,-0.9362578243982609
0.15345861477072598,-0.8488312144181301,-0.048750224950037446,-0.4622861740151145,-0.6327218775289991,-0.3398920977467471,-0.7815283952384533,-0.7815283952384533
-0.6114492075168863,-0.7101784715290195,-0.37512194659922904,0.14026457050157615,-0.2626787159428109,0.19086004443033966,-0.36163238533049336,-0.36163238533049336
-0.8464299248757217,-0.982920702477979,-0.9371655348127942,-0.8989198243230767,-0.9293229026166712,-0.8943827356394796,-0.9504040284156233,-0.9504040284156233
-0.9246156475475007,-0.9356317804372388,-0.8551605906477614,-0.8795848115957321,-0.8848799568384138,-0.8358616312281815,-0.7670940848500443,-0.7670940848500443
-0.9659674387153823,-0.9285126641290875,-0.9376959433220622,-0.8846757494625499,-0.7419746425681144,-0.8918438590923516,-0.9465499262067172,-0.9465499262067172
-0.8128134822443657,-0.8996961486568016,-0.9219731196544767,-0.9294126956911674,-0.8055705422174265,-0.8409393843224373,-0.9382292692517117,-0.9382292692517117
-0.954464730228791,-0.9888002808156818,-0.9474895575824738,-0.9818783714274409,-0.989546803345023,-0.9685179308156141,-0.9809124999207255,-0.9809124999207255
-0.9631957912570499,-0.9056744512576375,-0.9469402059121605,-0.8483797364846151,-0.7364445643377394,-0.7857188194224056,-0.9525023125519249,-0.9525023125519249
-0.946907718257949,-0.7237146649408203,-0.895339035224808,-0.9619894224555202,-0.8001753439438899,-0.9389400190415741,-0.9695712560441183,-0.9695712560441183
-0.9678919874867177,-0.9094150038941238,-0.9618105873327082,-0.9938539454768468,-0.9434852980847046,-0.973341796255157,-0.9739309033946723,-0.9739309033946723
-0.9809700023035139,-0.8984017638735013,-0.9450648329686775,-0.9145619287532478,-0.8261397356352846,-0.6375753728974929,-0.8349820930112462,-0.8349820930112462
-0.9242812664868439,-0.9273499116966313,-0.9581356140899232,-0.9211827857717518,-0.9563663339627732,-0.6590288797207235,-0.978460877782197,-0.978460877782197
-0.7706666072211448,-0.907594089707447,-0.8833290711220981,-0.9264319911370201,-0.8473158888589156,-0.9000952078705173,-0.9780151283024646,-0.9780151283024646
-0.8752461416140945,-0.8314776828318506,-0.9092622585930914,-0.9150367312485986,-0.8910169948745617,-0.8349730244366868,-0.9249419483782239,-0.9249419483782239
-0.7629609814455665,-0.9531169443743625,-0.9583818751835119,-0.8721726170849764,-0.8554086862692204,-0.9410980641066328,-0.9734253582530245,-0.9734253582530245
-0.8519063435802552,-0.8465495870034992,-0.6134458557099423,-0.7360361905013123,-0.5399244672241705,-0.7727705490320533,-0.7624553910772188,-0.7624553910772188
-0.07555525832794607,-0.401478670074482,-0.7258545733526554,-0.5273868717110035,-0.6103992446722417,-0.671088543319581,-0.8899324943216771,-0.8899324943216771
-0.8859834890062938,-0.9670370654761252,-0.948777692533553,-0.9367457564526978,-0.8146074993256003,-0.624119327197715,-0.9633452592459042,-0.9633452592459042
-0.8056874503072591,-0.8410978138060398,-0.8105683895471637,-0.8353490457788739,-0.8750337199892096,-0.7859727070771184,-0.9656084344499116,-0.9656084344499116
-0.9588414067782757,-0.952491690707853,-0.9110808020534387,-0.9242953799079411,-0.6268545994065282,-0.902253252935576,-0.9824961789666041,-0.9824961789666041
-0.9284573143999346,-0.9507695007843094,-0.957927239318425,-0.8455572994289181,-0.9179929862422445,-0.7972707077118375,-0.9376222526837833,-0.9376222526837833
-0.9434227245368823,-0.741814113181883,-0.8508983794125726,-0.9337386739821422,-0.9137442676018344,-0.800317359568391,-0.8955079867978426,-0.8955079867978426
-0.40591631556655294,-0.7299233241556333,0.09156176891237844,-0.5931470173171021,-0.514971675209064,-0.6849254205014281,-0.55089833922079,-0.55089833922079
-0.34803866931199234,-0.6964557989535228,-0.10432945945689953,-0.6661083341026892,-0.43903425950903696,-0.6670263408441764,-0.8991518981951676,-0.8991518981951676
