alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.205490459245393,-0.3483735727878211,-0.5128342894777891,-0.8180375204741561,-0.8082504888056619,-0.19978377404387582,-0.8345437771175999,-0.8345437771175999
-0.9940221278399308,-0.9893405090390105,-0.9916806766383001,-0.9837388764120836,-0.9985129292539862,-0.9842785711068066,-0.9976929021843826,-0.9976929021843826
-0.947912159716029,-0.9449631303520457,-0.9458897343016102,-0.9788250789415917,-0.9798419298873682,-0.9775665570521195,-0.9481702480828119,-0.9481702480828119
-0.9938455289578016,-0.9933396764985728,-0.9790630362063886,-0.9712095371574273,-0.9966953983421915,-0.9891436551196,-0.9957360568424232,-0.9957360568424232
-0.96777953395555,-0.8535918173168411,-0.9524238695252786,-0.9601830431772513,-0.977033018478231,-0.9609441866750754,-0.9553580379770128,-0.9553580379770128
-0.9172987434989537,-0.9410382968601332,-0.8532679342080177,-0.9026696610999476,-0.7597279211301737,-0.8827424658768412,-0.9819099673478401,-0.9819099673478401
-0.9975717653707252,-0.8816305899143673,-0.9577794339393729,-0.9771364887455464,-0.9098669897832732,-0.8575161043290238,-0.9628643545773303,-0.9628643545773303
-0.9759560621981263,-0.9909312559467174,-0.9791496958247395,-0.9731176440789585,-0.9834219150166607,-0.9803594756520564,-0.9986979745000971,-0.9986979745000971
-0.9793909104555368,-0.8982813986679353,-0.9704837339896355,-0.926377467452424,-0.9514774323245119,-0.9471147348979684,-0.984006406066982,-0.984006406066982
-0.988927250090507,-0.9448441960038059,-0.8999948004228989,-0.9744854021377551,-0.9827885330322474,-0.9663047885039867,-0.9744950209580421,-0.9744950209580421
-0.9999117005589354,-0.9828585870599429,-0.9691838397143699,-0.9571266949224093,-0.9797593148459229,-0.9621154106040812,-0.9902893770708995,-0.9902893770708995
-0.9504640135627942,-0.8935240247383445,-0.9377437301766123,-0.9824048901572078,-0.9436565417343651,-0.9481057705302041,-0.9963451915792199,-0.9963451915792199
-0.9772805538140944,-0.987497026641294,-0.9384543390470909,-0.9893956535688354,-0.9398562498278853,-0.9601783864138024,-0.989765267391114,-0.989765267391114
