alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.94110884075739,-0.9775495122672184,-0.9663968604365956,-0.9643413266895048,-0.9790380210719194,-0.9059768003537776,-0.969708398525749,-0.969708398525749
-0.9801770875902466,-0.936299142772687,-0.8825116507235713,-0.8110142219453961,-0.8393403573064591,-0.9543490832397864,-0.8379630839777892,-0.8379630839777892
-0.5822367524860373,-0.9062370676913982,-0.46240427329463385,0.35549672999065707,-0.5691800274851122,-0.7006497261625335,-0.764638886918076,-0.764638886918076
-0.9057567088952458,-0.9659399940880875,-0.8401057422396643,-0.7636769438388872,-0.9139532753092076,-0.9246181583154743,-0.8686915835502265,-0.8686915835502265
-0.9207737365481542,-0.9786949453148094,-0.9312402910636907,-0.3389909685456244,-0.9257901969766377,-0.914140898731163,-0.9630839777891462,-0.9630839777891462
-0.96558507015393,-0.9510641442506651,-0.886763142833783,-0.7964808470881346,-0.9479248740265689,-0.8548151171888287,-0.9693424496913707,-0.9693424496913707
-0.7264786813785588,-0.948625480342891,-0.781320687869621,-0.7746807848022423,-0.9434539624370133,-0.9603360887165358,-0.7649861648935574,-0.7649861648935574
-0.8894319574989783,-0.9555498078628436,-0.8682855040470935,-0.7920689297207516,-0.899551076500229,-0.9750994999489744,-0.9533639286474457,-0.9533639286474457
-0.9741833537665168,-0.956724800472953,-0.8599460387539858,-0.6338108585072149,-0.9504901511681173,-0.9002619314896078,-0.9831290119008055,-0.9831290119008055
-0.7404168369431958,-0.9656813479160509,-0.9094922737306843,-0.7993875220595869,-0.869244159413651,-0.9580229275096098,-0.9217280253326213,-0.9217280253326213
-0.9363901375834355,-0.9796334614247709,-0.9404246041479302,-0.786774628879892,-0.8391571232249199,-0.8121577031669898,-0.9549920275432511,-0.9549920275432511
-0.5492276256640785,-0.6441176470588235,-0.8300220750551877,-0.22505969064673514,-0.7760146587265231,-0.6507126577541926,-0.5337027673947057,-0.5337027673947057
-0.8495463833265222,-0.9441767661838605,-0.7870983566347804,-0.7172739541160593,-0.8425652771415484,-0.941082423376535,-0.9187406879091252,-0.9187406879091252
-0.8418090178449802,-0.9465415311853385,-0.39696944921374644,-0.49563998754282157,-0.7708108108108108,-0.9401299452325067,-0.7826637340970959,-0.7826637340970959
-0.6289224901239613,-0.7357079515223175,-0.6402038535960537,-0.5020761964081801,-0.7158772331653688,-0.8264448753274144,-0.79847048323917,-0.79847048323917
-0.8332870181174227,-0.831163168785102,-0.3490311503556537,0.18343195266272194,-0.7734493815849748,-0.8630472497193591,-0.5879154732876022,-0.5879154732876022
-0.8729437406347909,-0.9814661543009163,-0.9051862753113673,-0.9173673829544275,-0.9470819972514888,-0.9427152430520122,-0.9512690582792189,-0.9512690582792189
-0.7647731916632612,-0.5595477386934673,-0.3773199247812934,-0.3595972178968131,-0.5974347228584517,-0.4933496615300881,-0.5852081987475588,-0.5852081987475588
-0.9772020160741044,-0.9530002955956252,-0.9489820946774589,-0.6241565452091768,-0.8028767750801649,-0.8490322141715141,-0.9465191917758601,-0.9465191917758601
-0.9142460155292195,-0.9188220514336388,-0.8437031586406126,-0.7626907505450016,-0.9406321575813101,-0.9620369425451577,-0.892713510606915,-0.892713510606915
-0.9789020569404713,-0.9859665976943541,-0.9954487231897092,-0.9624727499221426,-0.9563536417773706,-0.9751675341021193,-0.9763477559494692,-0.9763477559494692
-0.8926685737637924,-0.9576633165829146,-0.5200174420189136,-0.4242188311014222,-0.8787723316536876,-0.8771983535734938,-0.857067106801047,-0.857067106801047
-0.8629178586023702,-0.8582027785988767,-0.9569945221159349,-0.8101318384719194,-0.9272927164452588,-0.9328502908460047,-0.9194277755165293,-0.9194277755165293
-0.9405421604686011,-0.9642698788057936,-0.8600550513721963,-0.8357209592027406,-0.7645075584058635,-0.9364561009626833,-0.9657053663782641,-0.9657053663782641
-0.9442146846478682,-0.961764705882353,-0.9464475513040634,-0.7864112945084605,-0.9269995419147962,-0.9210803823519407,-0.9914039365638898,-0.9914039365638898
-0.8729982291240975,-0.930911912503695,-0.7964189354917832,-0.8000103809820409,-0.9143197434722858,-0.8061706976902405,-0.45787294107103516,-0.45787294107103516
-0.9269636289333878,-0.30155187703222,-0.7717548306216444,1.0,0.31400824553366924,0.5280470796339762,0.7308521006583344,0.7308521006583344
-0.6692330745130091,-0.9116981968666864,-0.2597498160412067,-0.5773902211149174,-0.5507833256985799,-0.4983841888628091,-0.5766644137163598,-0.5766644137163598
-0.8910339190845934,-0.9904153118533846,-0.8374349330935056,-0.2753036437246964,-0.8762437013284471,-0.8233833384358948,-0.9320828836768149,-0.9320828836768149
