alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9574378201404657,-0.7662177760677183,-0.69493719295149,-0.9027516019600452,-0.7164985078868836,-0.7792754844144903,-0.5916576208580057,-0.5916576208580057
-0.31631198183450393,-0.48046684622290625,-0.1586503103580149,-0.4151526573690162,0.7257353986073611,0.708508845829823,0.18912856709246273,0.18912856709246273
-0.8992448645508793,-0.7052712581762216,-0.9404583296561057,-0.8197512250282699,-0.8317464828762257,-0.8615557427688851,-0.9283160391190497,-0.9283160391190497
-0.9710619422294978,-0.9698345517506733,-0.8889771423528373,-0.8232943837165473,-0.914878499360523,-0.7796967144060657,-0.9761910886352061,-0.9761910886352061
-0.9586259703226487,-0.9026805181480057,-0.969111287618039,-0.857745947983415,-0.8291885746767088,-0.8730693625386128,-0.9973557086340743,-0.9973557086340743
-0.9087236626709616,-0.9035013466717968,-0.8420262995322566,-0.7527327553712778,-0.8128463834020179,-0.6112047177759057,-0.9302298064111204,-0.9302298064111204
-0.960632623963669,-0.917814544055406,-0.9248668843585444,-0.8319638145495665,-0.5752451328691204,-0.7027520359449593,-0.9187163354443079,-0.9187163354443079
-0.9809367904103079,-0.8320892651019622,-0.8200806048304062,-0.8276667923105918,-0.9121784851499218,-0.7660769446784611,-0.8481230161384086,-0.8481230161384086
-0.9008026614564081,-0.8139284340130819,-0.8970376253934633,-0.9277798718431964,-0.7952252380275686,-0.8859870822802584,-0.950242050406161,-0.950242050406161
-0.9612399007234514,-0.6494036167756829,-0.6386314829523725,0.06287222012815685,0.5689924683814125,-0.5270991294580174,-0.4228962707260483,-0.4228962707260483
-0.953820562919153,-0.9102731819930743,-0.9214544170858706,-0.9353938937052394,-0.6772772488276254,-0.8857062622858748,-0.9178726315843626,-0.9178726315843626
-0.8942282304483287,-0.38191612158522503,-0.8390845174006413,0.0762156049754994,-0.05996873667756142,-0.726762145464757,-0.7226272115072976,-0.7226272115072976
-0.973755082642446,-0.8873925868923945,-0.8698555584973378,-0.7096871466264606,-0.567145090237317,-0.9028362819432744,-0.9486781115438238,-0.9486781115438238
-0.9319057928922215,-0.775811209439528,-0.8991557085282265,-0.7926121372031663,-0.7213301122637488,-0.8597304128053918,-0.8932097272881608,-0.8932097272881608
-0.6146168875745894,-0.7779658843144799,-0.606095372576707,-0.49732378439502445,-0.4729288048884468,-0.7517551249648975,-0.20640391807841296,-0.20640391807841296
-0.9382425938638644,-0.6142618956008721,-0.7118818580295942,-0.752657369016208,-0.7545829188574676,-0.8501825329963493,-0.8274625606412149,-0.8274625606412149
-0.98568939113904,-0.8520456585866358,-0.9245138705027506,-0.94082171127026,-0.9195679977263038,-0.913647851727043,-0.920815306022708,-0.920815306022708
-0.8826371653376986,-0.7697575990765679,-0.7811902450504515,-0.7454202789295137,-0.8438254938183885,-0.7514743049705139,-0.8325762291581996,-0.8325762291581996
-0.9121032898558378,-0.7384635116070284,-0.9634042302827053,-0.759140595552205,-0.6070768793519966,-0.7441729851165403,-0.7592563059146727,-0.7592563059146727
-0.9479590220203834,-0.7588303193535976,-0.9222781160827229,-0.9458725970599322,-0.28051726588034676,-0.7766076944678462,-0.8948559787222002,-0.8948559787222002
-0.9745735861012832,-0.7134795434141337,-0.8402023946106552,-0.8820203543158688,-0.7852778172516698,-0.9480483010390339,-0.9344894819966972,-0.9344894819966972
-0.9349157733537519,-0.9939976914197768,-0.8076074485923572,-0.7434602336977008,-0.9226943299701578,-0.9361134512777309,-0.9132734166405153,-0.9132734166405153
-0.6387759412789777,-0.7086571758368603,-0.43635454358250225,-0.15506973237843946,0.32840699161574527,-0.3574838528503229,-0.5578580211028856,-0.5578580211028856
-0.9070602524159054,-0.9373605232781839,-0.9248668843585444,-0.8378439502450057,-0.7558618729572261,-0.7333614153327717,-0.958627643648299,-0.958627643648299
-0.8973966309341501,-0.8528151853276902,-0.8193745771188186,-0.8620429702223897,-0.5942873383544124,-0.8802302723953945,-0.8937241808612981,-0.8937241808612981
-0.931668162855785,-0.9500320636142106,-0.9319271614744212,-0.887900490011308,-0.49467102458433987,-0.9081718618365627,-0.914333191001178,-0.914333191001178
-0.9924222421714105,-0.8911376170321919,-0.8086664901597388,-0.7331323030531474,-0.7083984652550803,-0.9637742207245156,-0.9754399864184257,-0.9754399864184257
-0.9600517505412685,-0.9568552007182249,-0.9325743535433766,-0.8287975876366378,-0.8878783572545119,-0.8830384723392306,-0.9732072579110098,-0.9732072579110098
-0.9497016422875851,-0.9386430678466077,-0.8631482952372547,-0.912099509988692,-0.7997726303822652,-0.7819432743611345,-0.9122650876371662,-0.9122650876371662
-0.9795374135290701,-0.8955495703475695,-0.9327508604712735,-0.839728609121749,-0.8748046042347591,-0.9233361415332771,-0.9660563532444014,-0.9660563532444014
-0.9455563183186355,-0.9616775682954982,-0.964110257994293,-0.8484734263098379,-0.7483302543697599,-0.8921651221566975,-0.9663341581738956,-0.9663341581738956
-0.9258066219570154,-0.8885725278953444,-0.8783867266790222,-0.9218997361477572,-0.8743782862015064,-0.7087896658242067,-0.9435232867409881,-0.9435232867409881
-0.8883402862121772,-0.8190586122867769,-0.9212190745153414,-0.7020731247644176,-0.4763393491544692,-0.8652064026958719,-0.7731362633179168,-0.7731362633179168
-0.9653588213550193,-0.8753879697319482,-0.8807989880269467,-0.7365246890312853,-0.8163990336791246,-0.9320415613591688,-0.9497275968330238,-0.9497275968330238
-0.9874848180810054,-0.8270103886110043,-0.8343188303474245,-0.788993592159819,-0.7400881057268722,-0.9055040718899185,-0.96421460945257,-0.96421460945257
-0.9758937529703755,-0.9295626523021675,-0.964698614420616,-0.8049754994346023,-0.7695040500213159,-0.8879528222409435,-0.9406629248743447,-0.9406629248743447
-0.9575170301526112,-0.8154674874951905,-0.7667166769629041,-0.7056916698077649,-0.869972999857894,-0.9279696714406066,-0.8872729330541566,-0.8872729330541566
-0.4845540476316207,-0.6201616006156214,-0.6712264289706704,-0.8637768563889936,-0.7633934915446924,-0.8604324627913508,-0.6491632412632922,-0.6491632412632922
-0.8773036911865659,-0.906374246505066,-0.20701320860177097,-0.6687523558235959,-0.8554781867272986,-0.9524010109519798,-0.8307962197951446,-0.8307962197951446
-0.9864550879231134,-0.9299217647813262,-0.883917277086459,-0.7586128910667169,-0.744209180048316,-0.9161752316764954,-0.9239534728188454,-0.9239534728188454
-0.8804984950097692,-0.9657304091317174,-0.8422616421027859,-0.8831511496419148,-0.8323149069205628,-0.9590002808199943,-0.9638853591657621,-0.9638853591657621
-0.9518139092781328,-0.8370655380274464,-0.889683170064425,-0.9347908028646815,-0.6516981668324571,-0.8682954226340915,-0.9422474418796076,-0.9422474418796076
-0.9749168294872472,-0.9602924201616007,-0.924984555643809,-0.9139841688654353,-0.6531192269432997,-0.871524852569503,-0.9606545907264599,-0.9606545907264599
-0.9684216084913133,-0.9468513530845197,-0.9213955814432383,-0.9530343007915567,-0.8790677845672872,-0.962089300758214,-0.9316085419871284,-0.9316085419871284
-0.9222685747478481,-0.941413364114403,-0.9701114935427883,-0.8720693554466641,-0.836720193264175,-0.9556304408873911,-0.9899064208950463,-0.9899064208950463
-0.8897660664307968,-0.8479928177504168,-0.9549907333862854,-0.8263852242744063,-0.8772204064231917,-0.9345689413086211,-0.952958365272326,-0.952958365272326
-0.9668902149231663,-0.8919071437732461,-0.8953313917571265,-0.8676215604975499,-0.8486570981952537,-0.8542544229149116,-0.9654184308137113,-0.9654184308137113
-0.9803031103131435,-0.9597794023342311,-0.9309857911923043,-0.8742555597436864,-0.908057410828478,-0.8497613030047739,-0.9620744825883188,-0.9620744825883188
-0.7559275492422242,-0.9016031807105297,-0.5687347395051923,-0.12506596306068607,-0.23149069205627393,-0.6251053074978938,-0.3291319624860455,-0.3291319624860455
-0.9624016475682526,-0.8821598050532256,-0.9062748212867355,-0.8328684508104033,-0.8109990052579223,-0.8621173827576524,-0.9767261203512689,-0.9767261203512689
-0.837751491788562,-0.862203411568552,-0.8863295384343836,-0.8522427440633246,-0.8432570697740515,-0.9597023308059534,-0.8948148224363492,-0.8948148224363492
-0.43723926704335425,-0.6684365781710915,-0.48330538640308296,-0.35039577836411606,-0.3906494244706551,-0.7594776748104465,-0.35681985379229453,-0.35681985379229453
-0.9995775466018905,-0.9760933692445812,-0.9215720883711352,-0.9569543912551828,-0.8796362086116243,-0.9623701207525975,-0.89369331364691,-0.89369331364691
-0.9550879231134816,-0.9717327177119405,-0.8153737534198218,-0.8230682246513381,-0.7452039221259059,-0.8615557427688851,-0.9501185815486082,-0.9501185815486082
-0.9331203464117864,-0.8792356034372194,-0.9531079928220516,-0.7592913682623446,-0.7126616455876084,-0.7881213142375737,-0.8378956791044392,-0.8378956791044392
-0.9022548450124096,-0.8154161857124536,-0.8745624099079222,-0.7819072747832643,-0.8000568424044336,-0.7684639146307217,-0.9173787561541509,-0.9173787561541509
-0.9905212018799177,-0.9666025394382455,-0.9122172211925985,-0.7142103279306445,-0.7987778883046752,-0.9215108115697838,-0.9342837005674423,-0.9342837005674423
-0.7551618524581507,-0.9108375016031807,-0.9014502985908863,-0.9543912551828119,-0.9384680972005116,-0.9841336703173266,-0.9037148692516244,-0.9037148692516244
-0.9088028726831071,-0.941310760548929,-0.8993910510987556,-0.8876743309460987,-0.6880773056700298,-0.8426003931479922,-0.9245708171066103,-0.9245708171066103
-0.9654380313671648,-0.8315762472745928,-0.9333392168975966,-0.9173011684885036,-0.8463834020179053,-0.8345970233080595,-0.9664679161029113,-0.9664679161029113
-0.7012726408618049,-0.6325766320379633,-0.7493601623863737,-0.6582736524689031,-0.408554781867273,-0.8316484133670318,-0.9235624881032611,-0.9235624881032611
-0.8830332153984264,-0.7073233294856996,-0.9680522460506575,-0.8594044477949492,-0.7206195822083274,-0.7979500140409997,-0.9424120670230115,-0.9424120670230115
-0.9339916565453873,-0.9247402847248942,-0.767069690818698,-0.7890689785148888,-0.5627398038937047,-0.8483572030328559,-0.902233242960989,-0.902233242960989
-0.9377673337909912,-0.7797614467102731,-0.9781719765834143,-0.3383339615529589,-0.5580503055279238,-0.8861274922774501,-0.9288099145492615,-0.9288099145492615
-0.8537255109045784,-0.9097601641657047,-0.8740328891242315,-0.8292499057670562,-0.788546255506608,-0.7719741645605167,-0.9260318652543201,-0.9260318652543201
-0.7863705972434916,-0.9255098114659485,-0.9547553908157562,-0.947606483226536,-0.8395623134858604,-0.8986239820275204,-0.9780945668558141,-0.9780945668558141
-0.963352167713999,-0.7721174810824676,-0.9569323095931516,-0.8939313984168865,-0.7425039079153049,-0.8725077225498455,-0.9434615523122116,-0.9434615523122116
-0.9462164017531816,-0.9155059638322431,-0.9495190186214809,-0.9054655107425555,-0.7865567713514281,-0.9217916315641673,-0.8363214511706392,-0.8363214511706392
-0.8903997465279612,-0.8647171989226625,-0.8162562880593063,-0.8544289483603468,-0.8649992894699445,-0.8803706823925863,-0.8032420864179113,-0.8032420864179113
-0.8424248825051487,-0.8760548929075286,-0.8901538552054835,-0.929287598944591,-0.9199943157595566,-0.9699522606009547,-0.8401901420406316,-0.8401901420406316
-0.963352167713999,-0.8953956649993587,-0.9596387491542376,-0.8499811534112326,-0.8200937899673156,-0.888374052232519,-0.9398706663717132,-0.9398706663717132
-0.8444315361461688,-0.9658843144799282,-0.9108640014120555,-0.8568413117225782,-0.8495097342617592,-0.8657680426846391,-0.929561016766042,-0.929561016766042
-0.9751280561863019,-0.9807105296909068,-0.9854675962698203,-0.7874104787033547,-0.8249253943441808,-0.6759337264813254,-0.9409098625894506,-0.9409098625894506
-0.9812008237841263,-0.7477491342824163,-0.7916629894390022,-0.8238220882020354,-0.6444507602671593,-0.9373771412524572,-0.9616526306583463,-0.9616526306583463
-0.7001372973543856,-0.6910606643580864,-0.9037448886535463,-0.8379947229551451,-0.9222680119369049,-0.8945520921089581,-0.9328123633482697,-0.9328123633482697
-0.8831388287479538,-0.6033859176606386,-0.9375165475244903,-0.8612891066716925,-0.862583487281512,-0.9696714406065712,-0.9249515127507318,-0.9249515127507318
-0.9819665205681998,-0.8939079132999872,-0.9414585355808549,-0.9510742555597437,-0.8401307375301975,-0.9230553215388936,-0.9756869241335315,-0.9756869241335315
-0.9509954058192955,-0.9536231884057971,-0.9372223693113289,-0.9267998492272899,-0.8391359954526076,-0.7423476551530469,-0.9298799779813871,-0.9298799779813871
-0.9251729418598511,-0.93423111453123,-0.8982143382461095,-0.9226535996984546,-0.9131732272275117,-0.8944116821117664,-0.9694105905412566,-0.9694105905412566
-0.934044463220151,-0.9083237142490701,-0.9604036125084576,-0.9293629852996608,-0.8507886883615177,-0.933305251333895,-0.964173453166719,-0.964173453166719
-0.9903099751808628,-0.780941387713223,-0.9032742035124879,-0.9083301922352054,-0.8036094926815405,-0.9338668913226622,-0.9498099094047258,-0.9498099094047258
