alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9948189200661718,-0.9809546682677874,-0.935436173192695,-0.9827673050337045,-0.989587012947121,-0.9905323497627214,-0.9928624197306359,-0.9928624197306359
-0.951116947209318,-0.9864497148003603,-0.9462549766036488,-0.987375550578174,-0.9404555297875935,-0.9867969741107927,-0.9910623969994885,-0.9910623969994885
-0.9528267829302062,-0.983169018312819,-0.9666711056210939,-0.978837793329118,-0.9778992796916036,-0.984189259033031,-0.9871682673182929,-0.9871682673182929
-0.9840283094842326,-0.971434404082858,-0.9932680960099922,-0.9675851007205296,-0.9723702600175086,-0.987642719541418,-0.9815423083480138,-0.9815423083480138
-0.9261160546036633,-0.9919543680576404,-0.9754326832561109,-0.9935913236381563,-0.978836141358603,-0.9921298689094582,-0.9923268170710917,-0.9923268170710917
-0.9661722292528693,-0.979638546982888,-0.9748173523320582,-0.9925767951616994,-0.9446637280950991,-0.9884649720434149,-0.999599363527874,-0.999599363527874
-0.9940175585450131,-0.9940774542179526,-0.9696283676740032,-0.9926839636627336,-0.9926433321558569,-0.9859042428229103,-0.9971287719497641,-0.9971287719497641
-0.9409214070638828,-0.9828519963974782,-0.9587728280884791,-0.9755298589305298,-0.9690221314370844,-0.9848000751773716,-0.9899911916804001,-0.9899911916804001
-0.8891145748618445,-0.9869732812969079,-0.9620790837998062,-0.9831030996702782,-0.9894641458432523,-0.9943147112719072,-0.9871256464170028,-0.9871256464170028
-0.9965247886508166,-0.9862864004803362,-0.9662853757881057,-0.9773731571483176,-0.9782218058392591,-0.9808062773105295,-0.9870553219298744,-0.9870553219298744
-0.9734638256681649,-0.9890723506454518,-0.9801073614701817,-0.9862181307670049,-0.9864078266345164,-0.9923882911243715,-0.9973226970506336,-0.9973226970506336
-0.9882176053572208,-0.9754500150105073,-0.9619413231451676,-0.9838818574444599,-0.9765630999370306,-0.9790208147347649,-0.9939037904188214,-0.9939037904188214
-0.9363036604766117,-0.9872951065746022,-0.9865637441509122,-0.9901047750711778,-0.9867149943941884,-0.9903913921909505,-0.9844440813775075,-0.9844440813775075
-0.9508709847622296,-0.888,-0.8989387837571005,-0.9300261133914187,-0.820429727695781,-0.8934125828125734,-0.9353078649769847,-0.9353078649769847
-0.958103074133875,-0.9523890723506454,-0.9724846052468441,-0.980752537214262,-0.9701740105358542,-0.9915425456937462,-0.987619338523612,-0.987619338523612
-0.9745746238163058,-0.9812861002701891,-0.9884097369230699,-0.9856894328285697,-0.9973737156548049,-0.9875722407555326,-0.9849001250213104,-0.9849001250213104
-0.9907526054167278,-0.9814446112278595,-0.9073789198646272,-0.9830245094361865,-0.9931655173472992,-0.9924352769816285,-0.9871569017446156,-0.9871569017446156
-0.9554926984857441,-0.9496271389972981,-0.9782062644361686,-0.9624910246380384,-0.9872986131375651,-0.9851054832495418,-0.9725706086264704,-0.9725706086264704
-0.9418695526260459,-0.9927421194836386,-0.9751296098159058,-0.9861181068327064,-0.9918446959807099,-0.9763191279424893,-0.990515428766267,-0.990515428766267
-0.969607769239619,-0.9886640648453918,-0.9886026018395639,-0.981802788524397,-0.9831364899940103,-0.9747920875816379,-0.9950943342615218,-0.9950943342615218
-0.948185233525475,-0.9825109576703692,-0.9846442790296139,-0.9829387746353592,-0.9925511818279553,-0.9928111638396843,-0.9830993919418083,-0.9830993919418083
-0.9753997881549246,-0.9639363554488142,-0.9696926559795012,-0.9926268071288487,-0.9816160095836342,-0.9917539820514025,-0.9848518213331818,-0.9848518213331818
-0.9221528854965466,-0.9944377063944762,-0.9529593284627289,-0.9909192556790375,-0.9792047426702093,-0.9921298689094582,-0.9859393646644314,-0.9859393646644314
-0.9747412435385269,-0.9898312818973282,-0.9763694557076535,-0.9712002514887491,-0.9828293222343383,-0.9924352769816285,-0.9900572540773995,-0.9900572540773995
-0.9858849292461251,-0.9977952566796757,-0.9723835807667758,-0.9867754069723826,-0.9829061141742562,-0.9862566367523375,-0.995374921861681,-0.995374921861681
-0.9540089895307274,-0.9935779045331732,-0.9528858561135882,-0.9929983245991005,-0.9865306937383852,-0.9887703801155852,-0.9769626925044042,-0.9769626925044042
-0.9900464551654098,-0.9829720804563195,-0.9502867717627395,-0.9548963501980832,-0.971970941929935,-0.98219236009961,-0.99237654145593,-0.99237654145593
-0.891621804967648,-0.9954127889522666,-0.9195018574728268,-0.9915122547180932,-0.9836893919614197,-0.9664051120612696,-0.9939819287378531,-0.9939819287378531
-0.9757885675067739,-0.991891924347043,-0.9789318038839321,-0.9861681187998557,-0.9765784583250142,-0.9909552224780341,-0.9903825936239131,-0.9903825936239131
-0.9965922299669537,-0.9348760132092465,-0.9833309607887256,-0.972950670338974,-0.9836279584094854,-0.9620824131936287,-0.9826305620276183,-0.9826305620276183
-0.964549670529335,-0.9491852296607626,-0.9373189021394229,-0.8233791657289423,-0.8320099522354134,-0.7582577644129117,-0.8738897255213957,-0.8738897255213957
-0.9928234505357617,-0.9747487241068749,-0.9727784946434066,-0.9407000960944226,-0.9826296631905516,-0.973922849222384,-0.9951824174575211,-0.9951824174575211
-0.9082599743722999,-0.9614818372861003,-0.9707855571729677,-0.9779304333536953,-0.9682234952619373,-0.9820279095992106,-0.9860253168153662,-0.9860253168153662
-0.9341852097226575,-0.9657280096067247,-0.9782889208289518,-0.9929697463321581,-0.9778378461396692,-0.9797725884508763,-0.9948442916406206,-0.9948442916406206
-0.9685921823613188,-0.9904365055538877,-0.9780960559124577,-0.9802881403764472,-0.9521893382070618,-0.9708452755720528,-0.9890997044950844,-0.9890997044950844
-0.9858135207937446,-0.9734277994596218,-0.965284315031065,-0.9846463260851703,-0.978836141358603,-0.991871446694545,-0.9978916860828551,-0.9978916860828551
-0.5285653645203137,-0.8730375262683878,-0.8853096629915185,-0.9376350769648452,-0.8702216215386033,-0.8943288070290842,-0.9730373074955958,-0.9730373074955958
-0.9844448587897854,-0.9768622035424798,-0.9714100721406628,-0.9906477621430843,-0.9860392253229101,-0.9931165719118545,-0.9841698869125419,-0.9841698869125419
-0.9874281452447922,-0.9663716601621135,-0.9724111328977035,-0.9779304333536953,-0.9841040684369768,-0.9583470375416999,-0.9838260783088026,-0.9838260783088026
-0.9241761249806602,-0.9796529570699489,-0.9810625020090096,-0.9849392533213305,-0.9912917940133004,-0.9935629375557957,-0.9764192760129567,-0.9764192760129567
-0.9647083559790693,-0.9766556589612729,-0.9617668263159587,-0.9713074199897833,-0.9422063860177236,-0.9799605318799042,-0.984655054838893,-0.984655054838893
-0.9692864312039068,-0.9594932452716902,-0.9728611510361898,-0.9784091193249813,-0.8624195604429359,-0.9828971479584645,-0.9967579701085413,-0.9967579701085413
-0.9673068302184702,-0.9561356949864905,-0.9773613324210517,-0.9672921734843695,-0.9705426118474605,-0.9687544049241178,-0.9932502699323749,-0.9932502699323749
-0.8698937997627653,-0.7315208646052236,-0.9496989929696146,-0.9080708598128838,-0.8879912764356254,-0.9378377108490344,-0.9044190771154174,-0.9044190771154174
-0.9308766180956952,-0.9403326328429901,-0.9554849404644371,-0.9545391218613025,-0.9788822165225538,-0.9785274632335667,-0.9789928681025175,-0.9789928681025175
-0.9696712434195127,-0.9856715700990694,-0.9527940156771625,-0.9501666470191081,-0.9718480748260663,-0.9790208147347649,-0.9583622208330965,-0.9583622208330965
-0.9795533798017225,-0.997670369258481,-0.9121546225587664,-0.9802024055756199,-0.9583326934005006,-0.9722313583611333,-0.9859677785986247,-0.9859677785986247
-0.9897568542196444,-0.992545181627139,-0.986545376063627,-1.0,-0.990201348466465,-0.9867734811821641,-0.993488236631244,-0.993488236631244
-0.9989764788492131,-0.9898264785349745,-0.98598514940143,-0.9984924964187859,-0.9966672298075594,-0.9971573556359535,-0.9979243621071774,-0.9979243621071774
-0.9902011734789008,-0.96524767337136,-0.9659731183042581,-0.9814669938878231,-0.9883429835204497,-0.9933045153408824,-0.9761820196624424,-0.9761820196624424
-0.9870592015741597,-0.8432086460522366,-0.7760103596012289,-0.9105643136036123,-0.8984196218764878,-0.9224263496687497,-0.8730777973518213,-0.8730777973518213
-0.9930932158003102,-0.999140198138697,-0.9955181867024232,-0.9867825515391183,-0.9783907481070787,-0.9873842973265047,-0.9757139000966074,-0.9757139000966074
-0.9748047177184206,-0.9661074752326628,-0.9313033535535361,-0.9578327671264195,-0.9829368309502234,-0.9941032749142508,-0.9910240381883275,-0.9910240381883275
-0.9892292250992776,-0.9481765235664965,-0.9754602353870385,-0.9754298349962313,-0.9781757306753083,-0.9901564629046657,-0.990694436551685,-0.990694436551685
-0.9303648575203018,-0.8705637946562594,-0.9594891834925999,-0.9842105075142981,-0.958317335012517,-0.991777474980031,-0.9822675740182986,-0.9822675740182986
-0.9661047879367322,-0.9751329930951667,-0.9784174974399479,-0.9927339756298829,-0.9738600236519175,-0.9832260489592632,-0.9860466272660112,-0.9860466272660112
-0.7631421305901909,-0.8700546382467728,-0.971253943398739,-0.8365680359228815,-0.8779315323063691,-0.9431001268618145,-0.9866696027731999,-0.9866696027731999
-0.9844369245172987,-0.9426430501350945,-0.9871974431622499,-0.9850178435554222,-0.9859777917709757,-0.9854343842503407,-0.9637381371824743,-0.9637381371824743
-0.9395606793324103,-0.8498564995496848,-0.7990531251004505,-0.9325695791492964,-0.8416243031131452,-0.9451440116524926,-0.9392446155594704,-0.9392446155594704
