alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9937696834315368,-0.92111086838831,-0.9840217576066632,-0.953444488670706,-0.9626085332835402,-0.9619206793748306,-0.9915789369419044,-0.9915789369419044
0.3174688199248563,-0.8342815352322699,-0.21592098553369654,-0.7640676366960034,-0.8631313602838204,-0.8419459752461831,-0.802531766772377,-0.802531766772377
-0.9491621363907472,-0.979294689752771,-0.9351566064575002,-0.9705747939793316,-0.9818177574456166,-0.9645406089077604,-0.9611881606555915,-0.9611881606555915
-0.8672942570917338,-0.8955806509825525,-0.7191729962335722,-0.8957144752554067,-0.9825179721781346,-0.8872075164874875,-0.9323211328896909,-0.9323211328896909
-0.7483939839455379,-0.4574258930352275,-0.7008150156114407,-0.5918505742042959,-0.6324106059191485,-0.8612340771524076,-0.8219822598032499,-0.8219822598032499
-0.9424683450531667,-0.9451404256935804,-0.8168496202259856,-0.9230463048958472,-0.9227663150032677,-0.912774415032975,-0.9748688800365831,-0.9748688800365831
-0.9757701469063059,-0.8010200689543818,-0.8361738103545452,-0.9187710996122831,-0.9527821865372047,-0.9674315656337519,-0.9871628727034403,-0.9871628727034403
-0.9393455888219003,-0.9032169213673102,-0.9567710709716668,-0.7951144723069892,-0.9310055083558958,-0.9356762128466889,-0.8923734983318008,-0.8923734983318008
-0.9607034179364735,-0.8963024874865843,-0.9624788641670469,-0.9643831173617561,-0.9638922602931566,-0.9888878850844701,-0.9690528821628974,-0.9690528821628974
-0.7934802016495143,-0.6801314502265237,-0.5103464934646662,-0.6969026874824937,-0.8354028568761087,-0.46838016080946787,-0.7538642625667982,-0.7538642625667982
-0.979819852675807,-0.9308176697977908,-0.9534609087737191,-0.9489334099921867,-0.9726682849407151,-0.974975155840636,-0.9781375930056146,-0.9781375930056146
-0.9588419209129693,-0.9548472271030611,-0.9010529894343201,-0.8656701015729807,-0.990663803566427,-0.963998554521637,-0.9510782625634964,-0.9510782625634964
-0.8668611741107553,-0.8101759951371015,-0.829464022115462,-0.8417584361593915,-0.9700074689571468,-0.9738910470683892,-0.9550601492712256,-0.9550601492712256
