alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.8675311528356914,-0.8761222016556431,-0.7040479078229229,-0.7106726648011052,-0.7790167590436522,-0.7448731317344456,-0.9004915211455059,-0.9004915211455059
-0.9823471281544506,-0.3433982285945122,-0.7741964827167981,-0.400995359710956,-0.8404775179561181,0.2183987950411308,-0.6520489226462287,-0.6520489226462287
-0.8940249222685531,-0.7623977281634179,-0.6479684657368101,-0.7743438064538982,-0.8137811157390705,-0.7419186652763294,-0.8347516005415452,-0.8347516005415452
-0.5880739473113356,-0.7220858932695032,-0.8832171012734991,-0.7849350005313308,-0.6499622839526418,-0.4629822732012513,-0.8940682438789325,-0.8940682438789325
-0.232664079635566,-0.6228558336398222,0.16466040024257134,-0.3999326980978357,-0.7125381260043948,-0.7750550341791218,-0.5027843686179123,-0.5027843686179123
-0.7502374123261587,-0.9923307427482712,-0.8142813826561552,-0.7451914562006305,-0.6009970155127742,-0.7050167999073109,-0.6805176805342023,-0.6805176805342023
-0.7707536937501507,-0.7962943981863895,-0.6795330503335355,-0.6841946796075237,-0.8034501984192057,-0.8411539798401112,-0.9322958305605911,-0.9322958305605911
-0.7366530887705175,-0.8575881632972983,-0.919602789569436,-0.7903014416775884,-0.8379849791741826,-0.9633298574904414,-0.8426379678285413,-0.8426379678285413
-0.9501265395647039,-0.9645115973398771,-0.9220891449363251,-0.9763557791080727,-0.8637630776294645,-0.9743366933147956,-0.9786961609949747,-0.9786961609949747
0.11343247607799656,-0.8866855182476471,-0.6060794420861129,-0.6115617583507491,-0.6142796234954577,-0.44890510948905105,-0.6958167924917965,-0.6958167924917965
-0.9015642700474824,-0.9188939869887915,-0.7768647665251668,-0.8154688108816549,-0.5699386704273393,-0.7025837098829799,-0.879727391633585,-0.879727391633585
-0.9748270625949047,-0.9859155778773281,-0.9907216494845361,-0.9381530941163969,-0.9358171263651569,-0.978160120495887,-0.989914408315932,-0.989914408315932
-0.978326785413001,-0.9591214118186149,-0.9600060642813827,-0.9607169423683185,-0.8616968941654914,-0.8915537017726799,-0.9909332476651598,-0.9909332476651598
-0.9180216442912579,-0.9490524970305745,-0.9634323832625834,-0.968633771386065,-0.9389983929684169,-0.9103232533889468,-0.9696165584341082,-0.9696165584341082
-0.9624768010798043,-0.9150714169435116,-0.9157822922983626,-0.9334419609648967,-0.9168935095601981,-0.8611400764685436,-0.9233116868216342,-0.9233116868216342
-0.9420665718624214,-0.9120929475391452,-0.9327016373559733,-0.8997378768020969,-0.8897051588993473,-0.9408527401228131,-0.7934197664012483,-0.7934197664012483
-0.9888741594157487,-0.9737484700675884,-0.9910400242571256,-0.9944210265311183,-0.9787478272277066,-0.9882979955972657,-0.9878565364051493,-0.9878565364051493
