alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,delta
-0.9480674200666146,-0.9438294105714795,-0.9833166499833167,-0.9136739595127722,-0.964829900137222,-0.9674978011413611,-0.9545276623979074,-0.9545276623979074
-0.9530005956725647,-0.9722650799407436,-0.9501450168116835,-0.9696269630517236,-0.988792207689196,-0.9707909754750558,-0.9909339482506185,-0.9909339482506185
-0.9686474876880353,-0.9859481322572119,-0.9829470496137163,-0.9576950612081178,-0.9797418955684405,-0.9750250567612346,-0.9975406150167404,-0.9975406150167404
-0.8643880093629659,-0.9418132195742641,-0.8202920869587537,-0.3748902011160137,-0.8933475050169346,-0.8364049172615516,-0.9812427495384213,-0.9812427495384213
-0.9363217638619717,-0.9726216015195196,-0.9620646287312954,-0.9121812024310615,-0.974808246016197,-0.9017774959602365,-0.9805039394914572,-0.9805039394914572
-0.9113119059005143,-0.9152093334890554,-0.8929493596160263,-0.7339236662926312,-0.921783411198274,-0.9063797582278222,-0.7610205240010258,-0.7610205240010258
-0.8721904809846216,-0.8816102481513126,-0.872980672980673,-0.6547059928611685,-0.8404178531485726,-0.8645093988422754,-0.8367059301582972,-0.8367059301582972
-0.8651598667706997,-0.9379775391405372,-0.9825261158594492,-0.9740646150565369,-0.9832319370523427,-0.9686432530835157,-0.9224277866458663,-0.9224277866458663
-0.980560938981316,-0.9154060350497594,-0.9574240907574241,-0.9281344090662145,-0.9882528376416838,-0.9641841723086993,-0.9971371110680138,-0.9971371110680138
-0.9463894691802371,-0.9764941634958785,-0.9819717153050487,-0.9362988763702647,-0.9542011374362472,-0.9102661130315612,-0.994680567661858,-0.994680567661858
-0.9209601234971853,-0.8791883601851453,-0.9050743050743051,-0.7408492467669623,-0.7441958230548968,-0.7042279449364888,-0.9815055954205143,-0.9815055954205143
-0.9470019212537649,-0.985579316830892,-0.9236672570005904,-0.9650369888957152,-0.9579291362940519,-0.8948025118124732,-0.9951025418617587,-0.9951025418617587
-0.9772050372085609,-0.9639913205436339,-0.989753856420523,-0.9667023777487802,-0.9843979281844646,-0.9698909775205057,-0.9943750981232093,-0.9943750981232093
-0.9549973572273539,-0.87717216918793,-0.9703909037242371,-0.939558570405837,-0.9543597756855156,-0.9808341344678763,-0.9859768169931994,-0.9859768169931994
-0.9139211195288314,-0.942059096525144,-0.9865198531865198,-0.956598341719514,-0.9391780952305411,-0.8759230092658881,-0.9551741211890011,-0.9551741211890011
-0.9779181663352714,-0.9458947769588709,-0.9540258206924873,-0.9265096394534681,-0.960459416369881,-0.938370594612285,-0.9716609515447169,-0.9716609515447169
-0.9856954686936313,-0.9211718495478938,-0.9591796925130258,-0.9479058242913212,-0.9732615230858312,-0.8196117736096055,-0.9858006392127695,-0.9858006392127695
-0.9993204298910171,-0.9338713940608423,-0.9622083622083623,-0.9539682459088809,-0.9841679027230256,-0.8945775123238356,-0.9937598966802565,-0.9937598966802565
-0.7506313290209996,-0.9142135318379917,-0.9155565822232489,-0.8281196845915989,-0.9434137364860041,-0.7799709546114668,-0.9656851148956183,-0.9656851148956183
-0.9732282936078461,-0.916672301346791,-0.9853597186930521,-0.987986859675757,-0.9900851094207325,-0.9948863752582381,-0.9897362235014056,-0.9897362235014056
-0.976600974889465,-0.9711463398142399,-0.9736351736351736,-0.9977050129219959,-0.9909814155290982,-0.9877682096177054,-0.9849339581961385,-0.9849339581961385
-0.996937739632361,-0.9956602718169691,-0.980246913580247,-0.9523739407263736,-0.9655120446090757,-0.983697764323263,-0.9900686880225393,-0.9900686880225393
-0.9852088629365818,-0.9744042094133991,-0.9518082184748852,-0.918070992277267,-0.9288428132907125,-0.9488637525823805,-0.9748463594779738,-0.9748463594779738
-0.978765531532892,-0.949128058862942,-0.971674238340905,-0.9340749729628182,-0.9806382016768063,-0.9680296181145043,-0.999620649456655,-0.999620649456655
-0.9905111877375349,-0.9714536860028399,-0.9653499653499653,-0.914740214571137,-0.9626010327350027,-0.9723659718955184,-0.9989685075113539,-0.9989685075113539
-0.9761311486412793,-0.9675565363313929,-0.980667847334514,-0.9837726134926962,-0.9868568210481229,-0.9849659432592198,-0.9870779281208863,-0.9870779281208863
-0.9679427483157568,-0.8667961618607968,-0.9368496701830035,-0.9572279399444532,-0.9394557121667605,-0.9431774018695412,-0.9887132557440705,-0.9887132557440705
-0.9961742719790592,-0.9614342002544827,-0.980667847334514,-0.9814979360348514,-0.9510363043633451,-0.9876863916218372,-0.9915548328477789,-0.9915548328477789
-0.7645918803956608,-0.8681484850906364,-0.8287415620748955,-0.7399150042396332,-0.726920117709581,-0.7953936468326208,-0.8363507330203336,-0.8363507330203336
-0.9008498821239502,-0.9788668760718698,-0.954939554939555,-0.9654939553493,-0.9684627160454657,-0.9598273640287182,-0.9601284108693166,-0.9601284108693166
-0.6575302240903409,-0.6746925001383057,-0.8694489361156028,-0.7263989520235998,-0.882512512591911,-0.9213933604696353,-0.7361908232688223,-0.7361908232688223
-0.984076246088277,-0.9541685363559806,-0.9571571571571571,-0.9479464435316398,-0.9673284525631975,-0.969195524555626,-0.9759829903194572,-0.9759829903194572
-0.9355918552263975,-0.992476165303074,-0.9546007546007546,-0.958294195002818,-0.9755459138752944,-0.9557773732332426,-0.965267403061373,-0.965267403061373
-0.9248026310269899,-0.960229403195171,-0.9854521187854521,-0.9250981208523947,-0.9152951068032014,-0.9573319151547383,-0.9682766332142002,-0.9682766332142002
-0.8931900363276367,-0.7134795891396151,-0.9692307692307692,-0.7060690222441115,-0.6541606846826838,-0.7119188365480987,-0.9269302655666922,-0.9269302655666922
-0.9178894733751143,-0.9864890615491477,-0.9686969020302354,-0.9556234799518663,-0.9726111062638313,-0.9568000981815951,-0.9930168242676368,-0.9930168242676368
-0.9182670123245492,-0.9867841138902036,-0.9707091707091707,-0.9716883894978954,-0.967376044037978,-0.9870318476548917,-0.9955927139121484,-0.9955927139121484
-0.9863750388026142,-0.913230024034472,-0.969703036369703,-0.8650831932815777,-0.9721907149032704,-0.9540182863220765,-0.9225371873643591,-0.9225371873643591
-0.9967951138070189,-0.9232126282401972,-0.967013167013167,-0.9700839295053084,-0.9464516589594917,-0.951216019963591,-0.991426961878112,-0.991426961878112
-0.9348283875730957,-0.880343981854281,-0.8539667873001207,-0.9162329716528477,-0.9372903000642485,-0.9577205506351122,-0.85982642226262,-0.85982642226262
-0.9120502042905204,-0.872992261022971,-0.8328276994943662,-0.7523648013973019,-0.6454435128853918,-0.791200474544376,-0.9467445827108504,-0.9467445827108504
