,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/14 14:32:25.179),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,22,NewMedia23,0,0.0,8199459650,0.03655,0.2219,0.0,0.0,1,1,0.06458,0.12343,1,1.36667,0.1287,0,,0.30351,0.57361,20.39749,0.99046,1,0.53632,0.57847,23.98552,0.97588,1,0,0.0,26,,
15,22,NewMedia23,15,0.10065,8200466099,0.06809,0.16655,0.00668,0.09396,2,1,0.05917,0.17607,1,1.36719,0.12778,0,,0.30207,0.57478,20.33111,0.96292,1,0.53558,0.5794,24.33184,0.96292,1,0,0.0,26,,
30,22,NewMedia23,30,0.20096,8201468970,0.1069,0.15789,0.00668,0.18759,2,0,0.22751,0.17326,1,1.36771,0.12685,0,,0.30707,0.57356,22.07147,0.98351,1,0.54109,0.57868,23.53162,0.99037,1,0,0.0,26,,
45,22,NewMedia23,45,0.30322,8202491860,0.0,0.0,0.00668,0.18759,2,0,0.36349,0.6288,0,1.36771,0.12685,0,,0.31375,0.57558,14.73665,1.04414,0,0.5465,0.58661,6.96529,1.04414,0,106,0.0,26,,
60,22,NewMedia23,60,0.40192,8203478696,0.46458,0.32368,0.36179,0.04013,3,1,0.46457,0.35813,1,1.36771,0.12685,0,,0.31764,0.57555,20.54509,1.02098,1,0.55201,0.58264,23.77468,1.02098,1,0,0.0,27,,
75,22,NewMedia23,75,0.50235,8204483062,0.47114,0.34261,0.36179,0.14056,3,1,0.47795,0.33122,1,1.36771,0.12685,0,,0.31829,0.57696,19.83451,1.01325,1,0.55246,0.58359,22.63745,1.02098,1,0,0.0,27,,
90,22,NewMedia23,90,0.60342,8205493618,0.44344,0.68745,0.36179,0.20758,3,0,0.44687,0.69185,1,1.36771,0.12685,0,,0.31828,0.58385,18.53898,1.03651,1,0.55126,0.59106,23.56927,1.03651,1,0,0.0,27,,
105,22,NewMedia23,105,0.70358,8206495186,0.43184,0.71578,0.59653,0.10706,4,1,0.36353,0.70621,1,1.36771,0.12685,0,,0.31689,0.58431,17.41992,1.04414,1,0.5499,0.59188,23.04223,1.04414,1,0,0.0,27,,
120,22,NewMedia23,120,0.8038,8207497625,0.26494,0.79518,0.75024,0.05356,5,1,0.28239,0.79637,1,1.36771,0.12685,0,,0.31257,0.58637,17.9897,1.02098,1,0.54569,0.59331,22.53199,1.02098,1,0,0.0,27,,
135,22,NewMedia23,135,0.90433,8208502649,0.26275,0.80219,0.75024,0.15408,5,1,0.28066,0.82848,1,1.36771,0.12685,0,,0.31121,0.58767,17.1696,1.05473,1,0.54444,0.594,22.16414,1.06245,1,0,0.0,26,,
