,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/29 10:17:10.256),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
15,4,NewMedia5,11,0.07349,11167386082745,0.44024,0.46212,0.0,0.07349,1,1,0.43922,0.44078,1,1.3,0.05926,0,,0.40786,0.49562,20.46933,1.06037,1,0.68912,0.53624,18.65557,1.05195,1,0,0.0,10,,
30,4,NewMedia5,26,0.17404,11167387088301,0.44291,0.46485,0.07986,0.09418,2,1,0.43626,0.47939,1,1.3,0.05926,0,,0.40869,0.49492,19.99999,1.03622,1,0.68975,0.53617,19.27766,1.03622,1,0,0.0,10,,
45,4,NewMedia5,41,0.27484,11167388096281,0.44373,0.46059,0.07986,0.19498,2,1,0.44085,0.45346,1,1.3,0.05926,0,,0.40885,0.49505,19.5515,1.03549,1,0.68981,0.5362,18.4101,1.03549,1,0,0.0,10,,
60,4,NewMedia5,56,0.37485,11167389096235,0.25734,0.15281,0.33475,0.0401,3,1,0.24724,0.16117,1,1.3,0.05926,0,,0.40231,0.49106,19.21016,1.02124,1,0.68213,0.53123,18.64629,1.01375,1,0,0.0,10,,
75,4,NewMedia5,71,0.47552,11167390103017,0.2572,0.14883,0.33475,0.14078,3,1,0.23453,0.09842,1,1.3,0.05926,0,,0.40138,0.49019,18.22899,1.02124,1,0.6814,0.53061,18.05692,1.02873,1,0,0.0,10,,
90,4,NewMedia5,86,0.57578,11167391105364,0.2247,0.01029,0.5159,0.05988,4,1,0.23087,0.02433,1,1.3,0.05926,0,,0.39961,0.48811,15.60436,1.00162,1,0.67984,0.52847,16.58598,1.00911,1,0,0.0,10,,
105,4,NewMedia5,101,0.67679,11167392115511,0.22959,0.02191,0.5159,0.16089,4,1,0.22015,-0.0043,1,1.3,0.05926,0,,0.39971,0.48839,14.91816,1.00626,1,0.67997,0.52972,16.21744,1.00626,1,0,0.0,10,,
120,4,NewMedia5,116,0.77679,11167393115662,0.25184,-0.0108,0.5159,0.25418,4,0,0.27475,-0.00248,1,1.3,0.05926,0,,0.40033,0.48898,15.00385,1.00626,1,0.68079,0.53012,15.31701,1.00626,1,0,0.0,10,,
135,4,NewMedia5,131,0.87823,11167394130129,0.26708,-0.00018,0.77679,0.10144,5,1,0.2672,-0.00253,1,1.3,0.05926,0,,0.40013,0.48823,14.86185,0.98664,1,0.68038,0.52957,15.43425,0.98664,1,0,0.0,10,,
150,4,NewMedia5,146,0.97824,11167395130097,0.2584,0.00303,0.77679,0.20145,5,1,0.23221,0.02676,1,1.3,0.05926,0,,0.39807,0.48983,14.42135,1.03345,1,0.67793,0.53016,14.74895,1.04188,1,0,0.0,10,,
