,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/29 11:00:15.656),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,22,NewMedia23,0,0.0,11193233263725,0.49262,0.4421,0.0,0.0,1,1,0.4812,0.43113,1,1.36719,0.1287,0,,0.36605,0.79394,17.22511,1.03666,1,0.61879,0.80895,18.46441,1.04406,1,0,0.0,17,,
15,22,NewMedia23,15,0.10059,11193234268785,0.49228,0.47399,0.0,0.10059,1,1,0.50321,0.47063,1,1.36719,0.1287,0,,0.36563,0.79477,17.64029,1.02926,1,0.61859,0.80983,18.50137,1.02926,1,0,0.0,16,,
30,22,NewMedia23,30,0.20093,11193235273716,0.49273,0.4649,0.0,0.20093,1,1,0.50073,0.47833,1,1.36719,0.1287,0,,0.36509,0.79551,17.55809,1.04424,1,0.61842,0.81066,18.4158,1.04424,1,0,0.0,16,,
45,22,NewMedia23,45,0.30151,11193236278545,0.49319,0.46958,0.0,0.30151,1,1,0.48688,0.41946,1,1.37083,0.09537,0,,0.36405,0.79536,17.84709,1.06921,1,0.61727,0.81023,18.39505,1.06088,1,0,0.0,16,,
60,22,NewMedia23,60,0.4021,11193237285686,0.33673,0.16482,0.34155,0.06055,2,1,0.34606,0.15533,1,1.37292,0.05926,0,,0.35859,0.79086,18.78962,1.0679,1,0.6114,0.80553,18.74827,1.0605,1,0,0.0,16,,
75,22,NewMedia23,75,0.50293,11193238291962,0.32971,0.15363,0.34155,0.16138,2,1,0.21587,0.10125,1,1.37188,0.05926,0,,0.35452,0.79027,17.87294,1.05328,1,0.60666,0.803,17.33787,1.04588,1,0,0.0,16,,
90,22,NewMedia23,90,0.60278,11193239292686,0.14492,0.03498,0.5293,0.07349,3,1,0.16154,0.03045,1,1.37188,0.05926,0,,0.34931,0.78893,15.50237,1.00803,1,0.60164,0.80185,15.88299,1.00141,1,0,0.0,16,,
105,22,NewMedia23,105,0.70337,11193240297472,0.0913,0.06136,0.68335,0.02002,4,1,0.09631,0.07949,1,1.37188,0.05926,0,,0.3462,0.78892,14.1956,0.98745,1,0.59832,0.80101,15.11784,0.97488,1,0,0.0,16,,
120,22,NewMedia23,120,0.80396,11193241302139,0.09484,0.07774,0.68335,0.12061,4,1,0.0801,0.06321,1,1.37188,0.05926,0,,0.34378,0.78878,13.5133,0.98017,1,0.59598,0.79946,14.99961,0.98679,1,0,0.0,16,,
135,22,NewMedia23,136,0.91772,11193242440440,0.08482,0.07342,0.68335,0.23438,4,1,0.06833,0.05284,1,1.37188,0.05926,0,,0.3407,0.78775,12.99656,0.98041,1,0.59269,0.79691,14.6093,0.97379,1,0,0.0,16,,
