,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/11 09:43:49.574),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,21,NewMedia22,0,0.0,1638204415320,0.41687,0.14641,0.0,0.0,1,1,0.43296,0.14593,1,1.36354,0.15185,0,,0.39355,0.30971,18.33809,0.98038,1,0.64142,0.34378,19.095,0.99549,1,0,0.0,9,,
15,21,NewMedia22,15,0.10071,1638205422213,0.41901,0.14798,0.0,0.10071,1,1,0.42146,0.14563,1,1.36354,0.15185,0,,0.39212,0.30963,18.26164,0.96029,1,0.64061,0.34385,19.16024,0.96739,1,0,0.0,9,,
30,21,NewMedia22,30,0.20166,1638206432892,0.42133,0.14134,0.0,0.20166,1,1,0.43729,0.14792,1,1.36354,0.15185,0,,0.39135,0.31065,18.25322,0.97409,1,0.63972,0.34452,18.97466,0.97409,1,0,0.0,9,,
45,21,NewMedia22,45,0.30176,1638207433670,0.42509,0.13906,0.0,0.30176,1,1,0.43552,0.20156,1,1.36354,0.15185,0,,0.39026,0.31111,18.25719,0.95277,1,0.63861,0.34473,18.66242,0.94566,1,0,0.0,9,,
60,21,NewMedia22,60,0.40259,1638208441988,0.37885,0.07071,0.35522,0.04736,2,1,0.2994,-0.03685,1,1.36354,0.15185,0,,0.38529,0.30849,15.98516,0.93896,1,0.63276,0.34052,16.75194,0.93896,1,0,0.0,9,,
75,21,NewMedia22,75,0.50256,1638209441144,0.2577,-0.04485,0.4425,0.06006,3,1,0.25672,-0.07651,1,1.36354,0.15185,0,,0.38193,0.30752,14.5607,0.95906,1,0.62992,0.3386,15.60795,0.95906,1,0,0.0,9,,
90,21,NewMedia22,90,0.60315,1638210446645,0.12233,-0.13457,0.4425,0.12708,3,0,0.12304,-0.10403,1,1.36354,0.15185,0,,0.37541,0.30698,14.17642,0.94607,1,0.62322,0.33633,14.46187,0.9326,1,0,0.0,9,,
105,21,NewMedia22,105,0.70374,1638211452967,0.12959,-0.07509,0.59644,0.1073,4,1,0.11327,-0.07972,1,1.36354,0.15185,0,,0.37204,0.30608,13.29341,0.93896,1,0.62023,0.33458,14.08036,0.9326,1,0,0.0,9,,
120,21,NewMedia22,120,0.80408,1638212456061,0.13145,-0.07906,0.59644,0.20764,4,1,0.1259,-0.09116,1,1.36354,0.15185,0,,0.36834,0.30694,13.2076,0.93896,1,0.61649,0.33443,13.92233,0.9326,1,0,0.0,9,,
135,21,NewMedia22,135,0.90454,1638213461149,0.13902,-0.07706,0.59644,0.30811,4,1,0.20713,-0.03762,1,1.36354,0.15185,0,,0.36715,0.30754,13.24402,0.92699,1,0.61517,0.33391,13.75742,0.91988,1,0,0.0,9,,
