,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/07 09:59:21.390),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
1320,12,NewMedia13,1323,8.86874,2389050476704,0.56299,0.31996,8.5816,0.28714,37,1,0.50236,0.309,1,1.3625,0.30185,0,,0.34248,0.4518,22.90766,1.05485,1,0.59554,0.48138,22.73781,1.05485,1,0,0.0,8,,
1335,12,NewMedia13,1338,8.96921,2389051481399,0.50983,0.3212,8.87573,0.09348,38,1,0.50133,0.31064,1,1.3625,0.30185,0,,0.34234,0.45211,23.12786,1.06175,1,0.59548,0.48169,23.44454,1.05485,1,0,0.0,8,,
1350,12,NewMedia13,1353,9.06976,2389052486939,0.50061,0.32797,8.87573,0.19403,38,1,0.49228,0.33913,1,1.3625,0.30185,0,,0.34227,0.45255,23.12748,1.06175,1,0.59537,0.48187,22.89132,1.05485,1,0,0.0,8,,
1365,12,NewMedia13,1369,9.1769,2389053558265,0.43471,0.37021,9.13725,0.03964,39,1,0.44332,0.36463,1,1.3625,0.30185,0,,0.33995,0.45316,23.1691,1.06947,1,0.59288,0.48198,22.84332,1.07718,1,0,0.0,8,,
1380,12,NewMedia13,1384,9.27757,2389054565089,0.43309,0.37515,9.13725,0.14032,39,1,0.41935,0.36261,1,1.3625,0.30185,0,,0.33947,0.45329,23.63071,1.07754,1,0.59273,0.48192,23.06234,1.07754,1,0,0.0,8,,
1395,12,NewMedia13,1399,9.37834,2389055572654,0.42937,0.36457,9.13725,0.24109,39,1,0.42601,0.3627,1,1.3625,0.30185,0,,0.33864,0.453,23.96488,1.06175,1,0.592,0.48156,23.3245,1.06175,1,0,0.0,8,,
1410,12,NewMedia13,1414,9.4783,2389056572271,0.42599,0.10857,9.43144,0.04686,40,1,0.43228,0.11351,1,1.3625,0.30185,0,,0.33841,0.44965,25.62468,1.05485,1,0.59088,0.47854,24.6111,1.04794,1,0,0.0,8,,
1425,12,NewMedia13,1429,9.57858,2389057575106,0.42712,0.11801,9.43144,0.14714,40,1,0.41667,0.10452,1,1.3625,0.30185,0,,0.33703,0.44967,25.5186,1.07799,1,0.59009,0.47832,24.65775,1.06337,1,0,0.0,8,,
1440,12,NewMedia13,1444,9.67946,2389058583876,0.51444,0.12103,9.43144,0.23441,40,0,0.56198,0.11434,1,1.3625,0.30185,0,,0.34048,0.44923,25.13755,1.00728,1,0.59294,0.47809,24.73416,1.00728,1,0,0.0,8,,
1455,12,NewMedia13,1459,9.77972,2389059586615,0.55347,0.07534,9.6727,0.10703,41,1,0.56128,0.04941,1,1.3625,0.30185,0,,0.34044,0.44941,25.49117,1.06341,1,0.59333,0.47852,24.39709,1.06341,1,0,0.0,8,,
1470,12,NewMedia13,1474,9.88026,2389060591887,0.55753,0.06787,9.6727,0.20757,41,1,0.55714,0.05304,1,1.3625,0.30185,0,,0.34139,0.44893,25.18154,1.04762,1,0.59447,0.47828,24.43301,1.04762,1,0,0.0,7,,
1485,12,NewMedia13,1489,9.9809,2389061598199,0.55529,0.06663,9.6727,0.3082,41,1,0.52155,0.10292,1,1.3625,0.30185,0,,0.34202,0.44932,24.69591,1.06175,1,0.59463,0.47892,24.19356,1.06175,1,0,0.0,7,,
1500,12,NewMedia13,1504,10.08119,2389062601176,0.52589,0.12494,10.01465,0.06654,42,1,0.54078,0.13539,1,1.3625,0.30185,0,,0.34311,0.44914,24.80067,1.04875,1,0.59614,0.4794,24.00847,1.06337,1,0,0.0,7,,
1515,12,NewMedia13,1519,10.18143,2389063603586,0.5307,0.11272,10.01465,0.16678,42,1,0.52187,0.10842,1,1.3625,0.30185,0,,0.34315,0.44964,24.24637,1.06175,1,0.59629,0.47967,24.13825,1.06175,1,0,0.0,7,,
1530,12,NewMedia13,1535,10.28879,2389064677253,0.5296,0.11997,10.01465,0.27414,42,1,0.51249,0.1678,1,1.3625,0.30185,0,,0.34271,0.45011,24.85488,1.02674,1,0.59573,0.48005,23.91885,1.01984,1,0,0.0,7,,
1545,12,NewMedia13,1550,10.38934,2389065682779,0.50445,0.12035,10.30235,0.08699,43,1,0.44505,0.0797,1,1.3625,0.30185,0,,0.33928,0.44947,25.09494,1.04794,1,0.59167,0.47887,24.70798,1.04104,1,0,0.0,7,,
1560,12,NewMedia13,1565,10.48982,2389066687526,0.43246,0.05309,10.4229,0.06693,44,1,0.43541,0.02224,1,1.3625,0.30185,0,,0.33849,0.44998,25.1538,1.07718,1,0.59125,0.47924,24.72584,1.0849,1,0,0.0,7,,
1575,12,NewMedia13,1580,10.59024,2389067691666,0.43069,0.04463,10.4229,0.16734,44,1,0.42541,0.06198,1,1.3625,0.30185,0,,0.33825,0.44967,25.18583,1.06175,1,0.59104,0.47893,24.76851,1.06175,1,0,0.0,7,,
1590,12,NewMedia13,1595,10.69093,2389068698660,0.42766,0.08992,10.63042,0.06052,45,1,0.4276,0.15636,1,1.3625,0.30185,0,,0.33807,0.4502,24.82301,1.06175,1,0.59061,0.47916,23.84069,1.06175,1,0,0.0,7,,
