,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/11 12:56:09.967),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,18,NewMedia19,0,0.0,1753606249833,0.39362,0.64649,0.0,0.0,1,1,0.38842,0.62785,1,1.38125,0.17407,0,,0.47712,0.60124,13.11572,1.16451,1,0.69893,0.60899,14.67877,1.16451,1,0,0.0,11,,
15,18,NewMedia19,15,0.10043,1753607254058,0.39661,0.64048,0.0,0.10044,1,1,0.41187,0.6193,1,1.38125,0.17407,0,,0.47683,0.60117,12.83967,1.16451,1,0.69873,0.60882,14.61903,1.16451,1,0,0.0,11,,
30,18,NewMedia19,30,0.20123,1753608262131,0.39891,0.64132,0.0,0.20124,1,1,0.39854,0.63513,1,1.38125,0.17407,0,,0.47724,0.60104,12.98852,1.16451,1,0.69898,0.60886,14.16272,1.16451,1,0,0.0,11,,
45,18,NewMedia19,45,0.30148,1753609264605,0.40017,0.6468,0.0,0.30149,1,1,0.38448,0.68699,1,1.38125,0.17407,0,,0.47802,0.60113,12.76012,1.16451,1,0.69989,0.60903,14.94271,1.16451,1,0,0.0,11,,
60,18,NewMedia19,60,0.40222,1753610271962,0.39474,0.41144,0.0,0.36219,1,0,0.39753,0.46678,1,1.38125,0.17407,0,,0.47944,0.59854,12.71979,1.19011,1,0.70054,0.60685,14.62098,1.16451,1,0,0.0,11,,
75,18,NewMedia19,75,0.50253,1753611275036,0.38679,0.47227,0.40887,0.09366,2,1,0.38978,0.50805,1,1.38125,0.17407,0,,0.48006,0.59821,11.8018,1.1338,1,0.7012,0.60646,13.9253,1.1338,1,0,0.0,11,,
90,18,NewMedia19,91,0.61691,1753612418890,0.20286,0.47204,0.56934,0.04758,3,1,0.19215,0.54899,1,1.38125,0.17407,0,,0.4761,0.59927,10.53804,1.15535,1,0.69584,0.60654,13.17517,1.15535,1,0,0.0,11,,
105,18,NewMedia19,106,0.71725,1753613422359,0.21106,0.48911,0.56934,0.14792,3,1,0.30706,0.46891,1,1.38125,0.17407,0,,0.47694,0.59977,10.03903,1.16451,1,0.6969,0.60678,12.63559,1.16451,1,0,0.0,11,,
120,18,NewMedia19,122,0.82391,1753614489109,0.44007,0.45767,0.75946,0.06445,4,1,0.43448,0.51035,1,1.38125,0.17407,0,,0.47982,0.59886,10.81386,1.20682,1,0.70106,0.6064,12.1944,1.19658,1,0,0.0,11,,
135,18,NewMedia19,137,0.92496,1753615499491,0.3929,0.48552,0.75946,0.15881,4,0,0.29094,0.43621,1,1.38125,0.17407,0,,0.47599,0.59959,9.58345,1.19658,1,0.69698,0.60664,11.70166,1.20682,1,0,0.0,11,,
150,18,NewMedia19,152,1.02533,1753616503091,0.26256,0.47805,0.94504,0.08029,5,1,0.28175,0.52567,1,1.38125,0.17407,0,,0.47575,0.6001,8.9895,1.16451,1,0.69652,0.60689,11.71684,1.16451,1,0,0.0,11,,
165,18,NewMedia19,167,1.12552,1753617505098,0.24954,0.48288,0.94504,0.18048,5,1,0.17881,0.43294,1,1.38125,0.17407,0,,0.4739,0.60097,9.46448,1.24384,1,0.69393,0.60738,11.66894,1.24384,1,0,0.0,11,,
