,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/04 16:23:45.497),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
15,11,NewMedia12,13,0.08728,27404294412,0.53541,0.4351,0.0,0.08728,1,1,0.53304,0.39816,1,1.37083,0.14074,0,,0.35725,0.601,18.43969,1.08026,1,0.60459,0.59753,17.86755,1.07204,1,0,0.0,16,,
30,11,NewMedia12,28,0.18762,27405297776,0.53847,0.43785,0.0,0.18762,1,1,0.55553,0.46416,1,1.37083,0.14074,0,,0.36022,0.59938,18.01255,1.04829,1,0.60771,0.59814,18.37651,1.04098,1,0,0.0,16,,
45,11,NewMedia12,43,0.28857,27406307788,0.53983,0.43541,0.0,0.28857,1,1,0.52908,0.4216,1,1.37083,0.14074,0,,0.36035,0.59908,18.19146,1.05559,1,0.60783,0.59856,17.8757,1.05559,1,0,0.0,16,,
60,11,NewMedia12,58,0.38867,27407308203,0.53371,0.43857,0.0,0.38867,1,1,0.39962,0.48924,1,1.37083,0.14074,0,,0.35514,0.59941,16.39921,1.02636,1,0.60226,0.60046,16.95406,1.02636,1,0,0.0,16,,
75,11,NewMedia12,73,0.48901,27408311472,0.38113,0.45277,0.41553,0.07349,2,1,0.38065,0.47474,1,1.37083,0.14074,0,,0.35233,0.60004,15.11402,1.04089,1,0.59917,0.60178,15.29236,1.04089,1,0,0.0,16,,
90,11,NewMedia12,88,0.5896,27409317553,0.38406,0.45604,0.41553,0.17407,2,1,0.38795,0.41191,1,1.37083,0.14074,0,,0.3513,0.6004,14.19157,1.07498,1,0.59754,0.60378,14.63335,1.09051,1,0,0.0,16,,
105,11,NewMedia12,103,0.69019,27410323088,0.38232,0.44437,0.41553,0.27466,2,1,0.38865,0.45475,1,1.37083,0.14074,0,,0.35053,0.60214,14.18501,1.05844,1,0.59608,0.60574,14.90218,1.07397,1,0,0.0,16,,
120,11,NewMedia12,118,0.79065,27411328803,0.42738,0.40431,0.75745,0.0332,3,1,0.41685,0.39215,1,1.37083,0.14074,0,,0.35116,0.6024,14.42493,1.12157,1,0.59644,0.60718,14.59738,1.12157,1,0,0.0,16,,
135,11,NewMedia12,133,0.89111,27412332495,0.42423,0.44215,0.75745,0.13367,3,1,0.42175,0.49584,1,1.37083,0.14074,0,,0.35203,0.60114,14.64904,1.01897,1,0.59762,0.60706,14.87893,1.02627,1,0,0.0,16,,
150,11,NewMedia12,149,0.99817,27413403744,0.37036,0.47144,0.89771,0.10046,4,1,0.36131,0.4579,1,1.37083,0.14074,0,,0.34942,0.59901,15.05242,1.07488,1,0.59464,0.60503,15.79917,1.09041,1,0,0.0,16,,
165,11,NewMedia12,164,1.09924,27414413849,0.36599,0.46639,0.89771,0.20154,4,1,0.37144,0.45802,1,1.37083,0.14074,0,,0.34689,0.59834,16.28352,1.05742,1,0.59286,0.60417,16.29518,1.07295,1,0,0.0,16,,
