,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/01 10:09:40.956),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,16,NewMedia17,0,0.0,13755042763131,0.52276,1.09535,0.0,0.0,1,0,0.52951,1.14885,1,1.38594,0.12593,0,,0.39146,0.55204,21.82393,1.04969,1,0.63026,0.54045,17.01535,1.04969,1,0,0.0,15,,
15,16,NewMedia17,15,0.09985,13755043761351,0.50381,1.26729,0.01306,0.08679,2,1,0.50856,1.2807,1,1.38594,0.12593,0,,0.39158,0.55406,21.42787,1.06389,1,0.63169,0.54279,18.59847,1.07197,1,0,0.0,15,,
30,16,NewMedia17,30,0.20056,13755044768762,0.49854,1.22516,0.01306,0.18079,2,0,0.50742,1.19098,1,1.38594,0.12593,0,,0.39136,0.55292,21.92112,1.03908,1,0.63179,0.54165,18.6359,1.03908,1,0,0.0,15,,
45,16,NewMedia17,46,0.30774,13755045840507,0.47366,1.19871,0.20056,0.10718,3,1,0.46932,1.19014,1,1.38594,0.12593,0,,0.39153,0.55301,21.93388,1.01702,1,0.63226,0.54151,18.37163,1.01702,1,0,0.0,15,,
60,16,NewMedia17,61,0.40833,13755046846158,0.46881,1.18558,0.20056,0.20776,3,1,0.45026,1.18158,1,1.38594,0.12593,0,,0.39067,0.5521,20.79489,1.04932,1,0.63192,0.54096,15.9842,1.04932,1,0,0.0,14,,
75,16,NewMedia17,76,0.50891,13755047852301,0.45816,1.15173,0.20056,0.30151,3,0,0.46313,1.13665,1,1.38594,0.12593,0,,0.38964,0.55193,20.03745,1.04877,1,0.63104,0.54051,15.80702,1.03352,1,0,0.0,14,,
90,16,NewMedia17,91,0.60962,13755048859003,0.45743,1.15193,0.50891,0.10071,4,1,0.42796,1.08715,1,1.38594,0.12593,0,,0.38702,0.55056,19.18717,1.04109,1,0.6285,0.53909,14.01749,1.03391,1,0,0.0,14,,
105,16,NewMedia17,107,0.71631,13755049926001,0.40673,0.52358,0.67627,0.04004,5,1,0.40746,0.5315,1,1.38594,0.12593,0,,0.38679,0.53863,19.81287,1.03908,1,0.62648,0.52687,17.34088,1.03908,1,0,0.0,14,,
120,16,NewMedia17,122,0.81689,13755050931631,0.40372,0.50097,0.67627,0.14063,5,1,0.40278,0.45446,1,1.38385,0.12593,0,,0.38679,0.53905,19.45779,1.09567,1,0.62658,0.5272,16.95603,1.10374,1,0,0.0,14,,
135,16,NewMedia17,138,0.92407,13755052003943,0.37729,0.47138,0.84363,0.08044,6,1,0.35389,0.45798,1,1.31458,0.11852,0,,0.38531,0.53904,19.16401,1.07066,1,0.6247,0.52704,16.27735,1.06348,1,0,0.0,14,,
150,16,NewMedia17,153,1.02441,13755053007600,0.36596,0.52155,0.84363,0.17407,6,0,0.32711,0.60097,1,1.31615,0.05926,0,,0.38373,0.54126,17.62945,1.0319,1,0.62294,0.52898,15.45993,1.03908,1,0,0.0,14,,
165,16,NewMedia17,168,1.12488,13755054012571,0.32888,0.63868,1.04468,0.0802,7,1,0.33248,0.64653,1,1.31615,0.05926,0,,0.38369,0.54135,17.32882,0.98831,1,0.62349,0.52923,14.84084,0.99549,1,0,0.0,14,,
180,16,NewMedia17,183,1.22534,13755055017176,0.32502,0.62441,1.04468,0.18066,7,1,0.31495,0.59709,1,1.31615,0.05926,0,,0.38364,0.54117,17.03861,1.04643,1,0.62351,0.52927,14.68724,1.04643,1,0,0.0,14,,
195,16,NewMedia17,198,1.32605,13755056023526,0.32,0.62064,1.04468,0.28137,7,1,0.31067,0.63275,1,1.31615,0.05926,0,,0.3827,0.54161,17.05705,1.05451,1,0.62224,0.52921,14.62662,1.03925,1,0,0.0,14,,
210,16,NewMedia17,213,1.42786,13755057041438,0.31484,0.61243,1.04468,0.38318,7,1,0.33961,0.60259,1,1.31615,0.05926,0,,0.38359,0.54185,16.36653,1.07138,1,0.62357,0.52931,13.16597,1.05613,1,0,0.0,13,,
225,16,NewMedia17,228,1.52686,13755058031247,0.39933,0.60372,1.46008,0.06677,8,1,0.41272,0.60697,1,1.31615,0.05926,0,,0.38564,0.54193,15.94619,1.0249,1,0.62503,0.52951,13.32,1.01772,1,0,0.0,13,,
240,16,NewMedia17,243,1.62732,13755059035805,0.41391,0.60278,1.46008,0.16724,8,1,0.46747,0.59463,1,1.31615,0.05926,0,,0.38801,0.5415,16.16994,1.01702,1,0.62777,0.52949,13.18183,1.02509,1,0,0.0,13,,
255,16,NewMedia17,258,1.72778,13755060041025,0.46965,0.6039,1.64063,0.08716,9,1,0.46815,0.59724,1,1.31615,0.05926,0,,0.38753,0.5424,15.61465,1.02599,1,0.62732,0.52971,13.24761,1.02599,1,0,0.0,13,,
270,16,NewMedia17,273,1.82849,13755061048397,0.55251,0.58726,1.80835,0.02014,10,1,0.56213,0.60918,1,1.31615,0.05926,0,,0.39074,0.54211,15.61259,1.02509,1,0.63058,0.52993,12.37286,1.01702,1,0,0.0,13,,
285,16,NewMedia17,289,1.93542,13755062117683,0.5731,0.57138,1.80835,0.12708,10,1,0.56125,0.54815,1,1.31615,0.05926,0,,0.39122,0.5421,16.11636,1.07105,1,0.63048,0.53042,12.41947,1.07913,1,0,0.0,13,,
300,16,NewMedia17,304,2.03589,13755063122265,0.56508,0.57441,1.80835,0.22754,10,1,0.55228,0.59836,1,1.31615,0.05926,0,,0.39112,0.54193,15.97921,1.01772,1,0.63056,0.5301,12.39655,1.01772,1,0,0.0,13,,
315,16,NewMedia17,319,2.13647,13755064127936,0.56637,0.57885,1.80835,0.32813,10,1,0.56693,0.58091,1,1.31615,0.05926,0,,0.39085,0.54217,16.03591,1.04643,1,0.63036,0.52995,12.77005,1.04643,1,0,0.0,12,,
330,16,NewMedia17,334,2.23682,13755065131549,0.6458,0.57365,2.21667,0.02014,11,1,0.65985,0.57413,1,1.31615,0.05926,0,,0.39409,0.54228,15.95972,1.07066,1,0.63355,0.53053,13.99583,1.06258,1,0,0.0,12,,
345,16,NewMedia17,350,2.34399,13755066203526,0.65684,0.59608,2.21667,0.12732,11,1,0.66143,0.58498,1,1.31615,0.05926,0,,0.39416,0.54251,15.41814,1.06258,1,0.63374,0.53035,13.71944,1.07066,1,0,0.0,12,,
360,16,NewMedia17,365,2.4447,13755067210753,0.66049,0.5979,2.21667,0.22803,11,1,0.6728,0.62472,1,1.31615,0.05926,0,,0.39444,0.54237,15.63769,1.01772,1,0.63389,0.53053,14.25216,1.01772,1,0,0.0,12,,
375,16,NewMedia17,380,2.54504,13755068213392,0.6655,0.59552,2.21667,0.32837,11,1,0.66293,0.61365,1,1.31615,0.05926,0,,0.39439,0.5434,15.90368,1.04643,1,0.63377,0.53141,14.18831,1.04643,1,0,0.0,12,,
390,16,NewMedia17,395,2.646,13755069222645,0.66603,0.59876,2.21667,0.42932,11,1,0.65837,0.59982,1,1.31615,0.05926,0,,0.3947,0.54363,15.86907,1.05689,1,0.63385,0.53135,13.75256,1.06407,1,0,0.0,12,,
405,16,NewMedia17,410,2.74609,13755070224393,0.66405,0.60213,2.21667,0.52942,11,1,0.67248,0.60379,1,1.31615,0.05926,0,,0.39584,0.54307,15.72291,1.04643,1,0.63491,0.5314,14.7665,1.04643,1,0,0.0,12,,
420,16,NewMedia17,425,2.84705,13755071233640,0.65959,0.60628,2.21667,0.63037,11,1,0.64904,0.60406,1,1.31615,0.05926,0,,0.3963,0.5424,16.03269,1.04643,1,0.63578,0.53143,14.72101,1.04643,1,0,0.0,12,,
435,16,NewMedia17,440,2.94702,13755072233560,0.6594,0.59907,2.21667,0.73035,11,1,0.65166,0.62861,1,1.31615,0.05926,0,,0.39583,0.54197,15.96625,1.01829,1,0.63495,0.53089,14.20664,1.01111,1,0,0.0,12,,
450,16,NewMedia17,455,3.04736,13755073237284,0.65936,0.59686,2.21667,0.83069,11,1,0.66732,0.60647,1,1.31615,0.05926,0,,0.39615,0.54255,16.49406,1.02437,1,0.63522,0.53128,14.67245,1.02437,1,0,0.0,12,,
465,16,NewMedia17,470,3.14783,13755074242006,0.65784,0.59576,2.21667,0.93115,11,1,0.65834,0.61666,1,1.31615,0.05926,0,,0.3969,0.54255,16.63337,1.03208,1,0.63627,0.53108,13.97197,1.03925,1,0,0.0,12,,
480,16,NewMedia17,485,3.24841,13755075247124,0.44033,0.36724,2.21667,0.99817,11,0,0.42645,0.35156,1,1.31615,0.05926,0,,0.39273,0.53766,17.94382,1.06516,1,0.63093,0.52763,15.92906,1.07234,1,0,0.0,12,,
495,16,NewMedia17,500,3.34937,13755076256589,0.43556,0.36728,3.2417,0.10767,12,1,0.43408,0.34285,1,1.31615,0.05926,0,,0.39259,0.5385,18.14451,1.05689,1,0.63133,0.52766,15.72109,1.04971,1,0,0.0,12,,
510,16,NewMedia17,515,3.44934,13755077256674,0.36485,0.22398,3.41602,0.03333,13,1,0.37147,0.23972,1,1.31615,0.05926,0,,0.39072,0.53593,17.16895,1.03208,1,0.62884,0.52392,15.58211,1.0249,1,0,0.0,12,,
525,16,NewMedia17,530,3.54993,13755078262221,0.36189,0.2279,3.41602,0.13391,13,1,0.37241,0.22036,1,1.31615,0.05926,0,,0.39079,0.53621,17.33542,1.04643,1,0.62899,0.52404,15.33527,1.04643,1,0,0.0,12,,
540,16,NewMedia17,545,3.65039,13755079266746,0.36251,0.28101,3.41602,0.21436,13,0,0.35793,0.40284,0,1.31615,0.05926,0,,0.38995,0.53889,14.19362,1.07125,0,0.62827,0.52502,8.40519,1.07125,0,0,0.0,12,,
555,16,NewMedia17,560,3.75061,13755080269858,0.0,0.0,3.41602,0.21436,13,0,0.35793,0.40284,0,1.31615,0.05926,0,,0.38995,0.53889,14.19362,1.07952,0,0.62827,0.52502,8.40519,1.07952,0,142,0.0,12,,
