,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/10 10:05:20.874),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,3,NewMedia4,0,0.0,787007113859,0.6339,0.25354,0.0,0.0,1,0,0.63126,0.26498,1,1.35417,0.13796,0,,0.34115,0.54586,16.85116,0.96672,1,0.56399,0.56096,16.60443,0.96672,1,0,0.0,19,,
15,3,NewMedia4,15,0.10059,787008121013,0.64101,0.21604,0.0,0.10059,2,1,0.6313,0.20967,1,1.35417,0.13796,0,,0.34023,0.5456,16.24672,0.9813,1,0.56268,0.56067,16.36109,0.98911,1,0,0.0,19,,
30,3,NewMedia4,30,0.20166,787009130761,0.0,0.0,0.0,0.12744,2,0,0.64293,0.47336,0,1.35417,0.13796,0,,0.3398,0.54793,13.96449,1.0563,0,0.56233,0.56193,14.00446,1.0563,0,609,0.0,19,,
45,3,NewMedia4,46,0.30811,787010194105,0.47652,0.27245,0.25708,0.05103,3,1,0.48504,0.26335,1,1.35417,0.13796,0,,0.33485,0.54866,16.11329,1.0176,1,0.55725,0.56376,16.43455,1.00979,1,0,0.0,19,,
60,3,NewMedia4,61,0.40967,787011210405,0.48105,0.27251,0.25708,0.15259,3,1,0.452,0.32037,1,1.35417,0.13796,0,,0.33489,0.54979,16.22897,1.00198,1,0.55731,0.56485,16.50308,1.00979,1,0,0.0,19,,
75,3,NewMedia4,76,0.50928,787012207389,0.27189,0.29692,0.45508,0.0542,4,1,0.27149,0.32346,1,1.35417,0.13796,0,,0.32871,0.55121,16.35484,1.00961,1,0.5513,0.56639,16.66573,1.00961,1,0,0.0,19,,
90,3,NewMedia4,91,0.60938,787013208554,0.26188,0.29347,0.45508,0.1543,4,1,0.25805,0.21621,1,1.35417,0.13796,0,,0.327,0.54802,14.10351,0.99417,1,0.54968,0.56462,16.13555,0.99417,1,0,0.0,19,,
105,3,NewMedia4,106,0.70996,787014213894,0.23399,0.221,0.61597,0.09399,5,1,0.24559,0.21708,1,1.35417,0.13796,0,,0.32481,0.5487,12.86529,1.00198,1,0.547,0.56293,13.99639,1.00979,1,0,0.0,19,,
120,3,NewMedia4,121,0.81055,787015219870,0.23336,0.21377,0.61597,0.19458,5,1,0.2381,0.19414,1,1.35417,0.13796,0,,0.32294,0.54854,12.64543,0.99588,1,0.54519,0.56241,13.59243,0.99588,1,0,0.0,19,,
135,3,NewMedia4,136,0.91113,787016225135,0.2336,0.21746,0.61597,0.29517,5,1,0.22145,0.19228,1,1.35417,0.13796,0,,0.32256,0.54947,12.59459,1.00198,1,0.54469,0.56349,13.45042,1.00979,1,0,0.0,19,,
150,3,NewMedia4,151,1.01196,787017233428,0.23106,0.19923,0.98462,0.02734,6,1,0.23904,0.21099,1,1.35417,0.13796,0,,0.32075,0.5505,12.12214,0.98825,1,0.54299,0.56348,13.03015,0.99607,1,0,0.0,19,,
165,3,NewMedia4,166,1.11182,787018232475,0.30561,0.15144,0.98462,0.11377,6,0,0.30945,0.14656,1,1.35417,0.13796,0,,0.31869,0.55062,12.84636,1.00961,1,0.54114,0.56185,13.02531,1.00961,1,0,0.0,19,,
180,3,NewMedia4,181,1.21289,787019242903,0.30234,0.14525,1.10522,0.10767,7,1,0.29912,0.11216,1,1.35417,0.13796,0,,0.31377,0.55074,12.76003,1.03305,1,0.53636,0.5603,12.8875,1.02523,1,0,0.0,19,,
195,3,NewMedia4,196,1.31348,787020247758,0.29399,0.15217,1.10522,0.20825,7,1,0.24162,0.14873,1,1.35417,0.13796,0,,0.30685,0.5499,12.30429,0.96816,1,0.52959,0.55851,12.80659,0.96816,1,0,0.0,19,,
210,3,NewMedia4,211,1.41357,787021249095,0.22639,0.10402,1.32666,0.08691,8,1,0.23635,0.09743,1,1.35417,0.13796,0,,0.30211,0.55075,12.66777,1.00388,1,0.52502,0.55828,13.03091,0.99607,1,0,0.0,19,,
225,3,NewMedia4,226,1.51367,787022251664,0.22567,0.1044,1.32666,0.18701,8,1,0.2263,0.12633,1,1.35417,0.13796,0,,0.2966,0.552,12.43711,0.98044,1,0.51963,0.55748,13.36114,0.98044,1,0,0.0,19,,
