,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/11 11:38:34.809),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,9,NewMedia10,0,0.0,1707054617296,0.51749,0.4059,0.0,0.0,1,1,0.52028,0.40195,1,1.38542,0.16759,0,,0.41367,0.31409,25.9394,0.89728,1,0.64406,0.33309,22.44359,0.89728,1,0,0.0,10,,
15,9,NewMedia10,16,0.10754,1707055692709,0.51995,0.39825,0.0,0.10754,1,1,0.51556,0.41269,1,1.38542,0.16759,0,,0.41406,0.31424,25.86595,0.88368,1,0.64437,0.33349,22.5423,0.88368,1,0,0.0,10,,
30,9,NewMedia10,32,0.2142,1707056759395,0.51825,0.40089,0.0,0.2142,1,1,0.52092,0.39724,1,1.38542,0.16759,0,,0.41289,0.31447,25.71095,0.90928,1,0.64329,0.33386,23.04287,0.90928,1,0,0.0,10,,
45,9,NewMedia10,48,0.32135,1707057830721,0.51715,0.39957,0.0,0.32135,1,1,0.46931,0.43572,1,1.38542,0.16759,0,,0.41031,0.31663,26.0711,0.91648,1,0.64039,0.33546,22.58794,0.91648,1,0,0.0,10,,
60,9,NewMedia10,63,0.422,1707058837460,0.47659,0.46793,0.35535,0.06665,2,1,0.46717,0.47982,1,1.38542,0.16759,0,,0.40961,0.31807,24.45541,0.90288,1,0.63957,0.33723,20.93884,0.90288,1,0,0.0,10,,
75,9,NewMedia10,79,0.52921,1707059909402,0.4556,0.48164,0.35535,0.17386,2,1,0.4092,0.51446,1,1.38542,0.16759,0,,0.40898,0.31827,21.16437,0.91751,1,0.63857,0.33814,18.62745,0.9105,1,0,0.0,10,,
90,9,NewMedia10,94,0.62952,1707060912662,0.39586,0.50523,0.56973,0.05978,3,1,0.37361,0.51792,1,1.38542,0.16759,0,,0.4097,0.31774,20.44483,0.8922,1,0.63941,0.33836,18.04758,0.89842,1,0,0.0,10,,
105,9,NewMedia10,109,0.72998,1707061917231,0.39336,0.49682,0.56973,0.16025,3,1,0.45889,0.48328,1,1.38542,0.16759,0,,0.41271,0.31692,19.24002,0.91751,1,0.64207,0.33886,17.76372,0.9105,1,0,0.0,10,,
120,9,NewMedia10,124,0.83047,1707062922163,0.54993,0.48125,0.77719,0.05328,4,1,0.54125,0.52491,1,1.38542,0.16759,0,,0.41628,0.31709,19.96347,0.91172,1,0.6452,0.33837,16.49603,0.91172,1,0,0.0,10,,
135,9,NewMedia10,140,0.93759,1707063993383,0.59491,0.50627,0.77719,0.14706,4,0,0.59122,0.51117,1,1.38542,0.16759,0,,0.4179,0.31742,19.02178,0.87763,1,0.64694,0.33854,16.30917,0.88386,1,0,0.0,10,,
150,9,NewMedia10,155,1.03812,1707064998438,0.61393,0.50804,0.93094,0.10718,5,1,0.66089,0.51635,1,1.38542,0.16759,0,,0.41903,0.31744,19.07723,0.90444,1,0.64797,0.33855,16.30506,0.8912,1,0,0.0,10,,
165,9,NewMedia10,171,1.14529,1707066070353,0.62278,0.52123,0.93094,0.21436,5,1,0.57805,0.52298,1,1.38542,0.16759,0,,0.41687,0.31799,19.458,0.89848,1,0.64586,0.33893,16.03281,0.91172,1,0,0.0,10,,
180,9,NewMedia10,186,1.24579,1707067075255,0.5802,0.49851,1.19901,0.04678,6,1,0.55886,0.47331,1,1.38542,0.16759,0,,0.41484,0.31858,19.1869,0.91648,1,0.64392,0.33895,16.17105,0.92349,1,0,0.0,10,,
195,9,NewMedia10,201,1.34625,1707068079778,0.55625,0.48876,1.19901,0.14725,6,1,0.53109,0.48017,1,1.38542,0.16759,0,,0.41328,0.31885,18.6638,0.95191,1,0.64223,0.33917,15.97703,0.95191,1,0,0.0,10,,
210,9,NewMedia10,217,1.4534,1707069151417,0.54402,0.48402,1.19901,0.25439,6,1,0.51614,0.4816,1,1.38542,0.16759,0,,0.41018,0.31922,18.58696,0.93031,1,0.63925,0.33894,16.08736,0.9233,1,0,0.0,10,,
225,9,NewMedia10,232,1.55417,1707070158947,0.61975,0.51527,1.53375,0.02042,7,1,0.64038,0.50908,1,1.38542,0.16759,0,,0.41218,0.32027,19.64195,0.93069,1,0.64097,0.33929,16.21807,0.9377,1,0,0.0,10,,
240,9,NewMedia10,249,1.66815,1707071298748,0.63389,0.4981,1.53375,0.1344,7,1,0.64279,0.48887,1,1.38542,0.16759,0,,0.41069,0.32087,19.62784,0.91026,1,0.63973,0.33985,16.45662,0.92349,1,0,0.0,10,,
255,9,NewMedia10,264,1.76819,1707072299343,0.67165,0.27317,1.74167,0.02652,8,1,0.66434,0.29575,1,1.38542,0.16759,0,,0.4104,0.31765,19.94311,0.865,1,0.6392,0.33749,16.84004,0.85877,1,0,0.0,10,,
270,9,NewMedia10,279,1.86905,1707073307772,0.66965,0.2695,1.74167,0.12738,8,1,0.6648,0.25343,1,1.38542,0.16759,0,,0.41035,0.317,19.92709,0.90929,1,0.63931,0.33622,16.4248,0.90929,1,0,0.0,10,,
285,9,NewMedia10,294,1.96915,1707074308744,0.66871,0.26102,1.74167,0.22748,8,1,0.68758,0.25198,1,1.38542,0.16759,0,,0.4113,0.31582,20.13337,0.865,1,0.64062,0.33416,15.87846,0.85877,1,0,0.0,10,,
300,9,NewMedia10,310,2.07687,1707075386156,0.68587,0.29691,2.04306,0.03381,9,1,0.69192,0.29881,1,1.38542,0.16759,0,,0.41027,0.31509,20.09831,0.85877,1,0.63973,0.33391,16.01813,0.85877,1,0,0.0,10,,
315,9,NewMedia10,325,2.17679,1707076385225,0.48184,0.23639,2.04306,0.1138,9,0,0.43024,0.21407,1,1.38542,0.16759,0,,0.40049,0.31384,20.11401,0.8922,1,0.62946,0.33268,17.21611,0.89843,1,0,0.0,10,,
330,9,NewMedia10,340,2.27753,1707077392622,0.39028,0.15395,2.18353,0.09399,10,1,0.40175,0.10706,1,1.38542,0.16759,0,,0.40123,0.31376,19.72531,0.91789,1,0.63016,0.33259,15.99745,0.9249,1,0,0.0,10,,
345,9,NewMedia10,355,2.37796,1707078396853,0.39678,0.1521,2.18353,0.19443,10,1,0.41758,0.15893,1,1.38542,0.16759,0,,0.40265,0.31625,20.16199,0.91088,1,0.63147,0.33603,16.12286,0.91088,1,0,0.0,10,,
360,9,NewMedia10,370,2.47858,1707079403004,0.3933,0.15986,2.18353,0.29504,10,1,0.37547,0.15337,1,1.38542,0.16759,0,,0.40048,0.31689,20.3244,0.93848,1,0.62945,0.33765,18.05335,0.92524,1,0,0.0,10,,
375,9,NewMedia10,385,2.57925,1707080409863,0.2448,0.25591,2.18353,0.36859,10,0,0.25683,0.26054,1,1.38542,0.16759,0,,0.39487,0.31862,20.79367,0.85877,1,0.6236,0.3383,18.97443,0.85877,1,0,0.0,10,,
390,9,NewMedia10,400,2.67923,1707081409570,0.25058,0.26385,2.57925,0.09998,11,1,0.25716,0.29366,1,1.38542,0.16759,0,,0.39257,0.31819,20.63892,0.85877,1,0.62185,0.33693,18.15795,0.85877,1,0,0.0,10,,
405,9,NewMedia10,415,2.77969,1707082414341,0.25234,0.26791,2.57925,0.20044,11,1,0.2461,0.28095,1,1.38542,0.16759,0,,0.39159,0.31753,20.12728,0.85877,1,0.62113,0.3365,18.26204,0.85877,1,0,0.0,10,,
420,9,NewMedia10,431,2.88684,1707083485886,0.24934,0.2642,2.57925,0.30759,11,1,0.22624,0.26033,1,1.38542,0.16759,0,,0.39338,0.31754,20.41516,0.87763,1,0.62298,0.3371,18.35779,0.8714,1,0,0.0,10,,
435,9,NewMedia10,447,2.99429,1707084560250,0.2295,0.29452,2.95419,0.0401,12,1,0.23269,0.28029,1,1.38542,0.16759,0,,0.39351,0.317,20.43764,0.85877,1,0.62312,0.33599,17.6207,0.85877,1,0,0.0,10,,
450,9,NewMedia10,462,3.09497,1707085566994,0.23256,0.28764,2.95419,0.14078,12,1,0.22973,0.29051,1,1.38542,0.16759,0,,0.39429,0.31648,20.1067,0.85877,1,0.62379,0.33607,18.22544,0.85877,1,0,0.0,10,,
