,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/11 10:57:21.597),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,21,NewMedia22,0,0.0,1682322996806,0.54909,0.31493,0.0,0.0,1,0,0.55064,0.30601,1,1.375,0.13611,0,,0.25187,0.45567,31.77033,1.03805,1,0.49929,0.46492,30.1021,1.03805,1,0,0.0,11,,
15,21,NewMedia22,15,0.10037,1682324000573,0.54974,0.28659,0.0,0.10037,2,1,0.54243,0.22801,1,1.375,0.13611,0,,0.25139,0.45611,31.68745,1.1099,1,0.49902,0.46513,30.34923,1.1099,1,0,0.0,11,,
30,21,NewMedia22,30,0.20174,1682325014222,0.39562,0.46681,0.0,0.16737,2,0,0.41067,0.46226,1,1.375,0.13611,0,,0.24538,0.46003,31.63148,1.05432,1,0.49359,0.46837,30.44802,1.05432,1,0,0.0,11,,
45,21,NewMedia22,45,0.30188,1682326015643,0.40505,0.44824,0.19414,0.10774,3,1,0.40379,0.42814,1,1.375,0.13611,0,,0.24369,0.45952,32.00098,1.07162,1,0.49218,0.46752,30.53359,1.07162,1,0,0.0,11,,
60,21,NewMedia22,60,0.40184,1682327015270,0.40803,0.44608,0.19414,0.2077,3,1,0.40797,0.46218,1,1.375,0.13611,0,,0.24207,0.45937,30.51682,1.05432,1,0.49062,0.46696,29.23417,1.05432,1,0,0.0,11,,
75,21,NewMedia22,75,0.5023,1682328019919,0.41199,0.48267,0.19414,0.29477,3,0,0.40893,0.4853,1,1.375,0.13611,0,,0.24093,0.45923,28.47297,1.02922,1,0.48913,0.46636,27.47689,1.03745,1,0,0.0,11,,
90,21,NewMedia22,90,0.60281,1682329024949,0.26642,0.13899,0.49556,0.08057,4,0,0.27042,0.15894,1,1.375,0.13611,0,,0.23655,0.45168,26.45671,1.0416,1,0.4839,0.45873,26.0478,1.0322,1,0,0.0,11,,
105,21,NewMedia22,105,0.70334,1682330030172,0.17244,0.14376,0.60281,0.09401,5,0,0.07361,0.12879,1,1.375,0.13611,0,,0.2294,0.45148,25.66303,1.02159,1,0.47644,0.45764,25.92419,1.02982,1,0,0.0,11,,
120,21,NewMedia22,120,0.80388,1682331035568,0.08921,0.11166,0.70334,0.10054,6,1,0.07465,0.0759,1,1.375,0.13611,0,,0.22928,0.45172,26.0984,1.08026,1,0.47609,0.4578,25.1827,1.08026,1,0,0.0,11,,
135,21,NewMedia22,135,0.90422,1682332039044,0.09744,0.12164,0.70334,0.20088,6,1,0.14706,0.11152,1,1.375,0.13611,0,,0.23067,0.45139,26.08273,0.99871,1,0.47725,0.45737,25.05409,1.00694,1,0,0.0,11,,
