,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/09 12:55:48.444),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,9,NewMedia10,0,0.0,25232389746,0.53802,0.40654,0.0,0.0,1,1,0.53232,0.38619,1,1.38281,0.13611,0,,0.38461,0.33542,16.88754,1.00524,1,0.6169,0.34615,15.36814,1.00524,1,0,0.0,5,,
15,9,NewMedia10,15,0.1001,25233390895,0.53881,0.41027,0.0,0.1001,1,1,0.53508,0.43248,1,1.38281,0.13611,0,,0.38497,0.33614,17.12015,1.02045,1,0.6171,0.34706,15.23671,1.02045,1,0,0.0,5,,
30,9,NewMedia10,30,0.20044,25234394725,0.53781,0.41816,0.0,0.20044,1,1,0.54426,0.39792,1,1.38281,0.13611,0,,0.38444,0.33584,17.01845,1.01316,1,0.61664,0.34634,14.83054,1.02107,1,0,0.0,5,,
45,9,NewMedia10,45,0.30103,25235399455,0.53695,0.42099,0.0,0.30103,1,1,0.54613,0.42116,1,1.38281,0.13611,0,,0.3842,0.33621,16.53536,0.98024,1,0.61619,0.34604,14.1154,0.98816,1,0,0.0,5,,
60,9,NewMedia10,60,0.40137,25236403903,0.34895,0.30582,0.0,0.36133,1,0,0.33799,0.30454,1,1.38281,0.13611,0,,0.3784,0.33533,15.93198,0.98878,1,0.61012,0.34488,13.31776,0.98878,1,0,0.0,5,,
75,9,NewMedia10,75,0.50171,25237406738,0.34457,0.32463,0.38818,0.11353,2,1,0.34233,0.29144,1,1.38281,0.13611,0,,0.37779,0.33541,14.45319,1.01304,1,0.60954,0.34527,12.84125,1.02209,1,0,0.0,5,,
90,9,NewMedia10,90,0.60254,25238415155,0.33824,0.3111,0.38818,0.21436,2,1,0.29401,0.30749,1,1.38281,0.13611,0,,0.3772,0.33576,14.10531,0.97232,1,0.60809,0.34492,11.07304,0.97232,1,0,0.0,5,,
105,9,NewMedia10,105,0.70288,25239418433,0.29014,0.30514,0.65601,0.04688,3,1,0.29219,0.2862,1,1.38281,0.13611,0,,0.3768,0.33596,13.34675,0.9967,1,0.6086,0.34509,10.99061,1.00462,1,0,0.0,5,,
120,9,NewMedia10,120,0.80347,25240423192,0.27745,0.28155,0.65601,0.14746,3,1,0.29614,0.24445,1,1.38281,0.13611,0,,0.37694,0.3357,12.95116,1.02045,1,0.6083,0.34495,10.37641,1.02045,1,0,0.0,5,,
135,9,NewMedia10,135,0.90381,25241428379,0.28457,0.27435,0.81689,0.08691,4,1,0.30375,0.27801,1,1.38281,0.13611,0,,0.37642,0.33546,12.45563,0.9967,1,0.60782,0.34488,10.8212,1.00462,1,0,0.0,5,,
150,9,NewMedia10,150,1.00439,25242433686,0.4978,0.32046,0.96411,0.04028,5,1,0.50444,0.32869,1,1.38281,0.13611,0,,0.3824,0.33542,12.18266,0.97232,1,0.61344,0.34558,10.24351,0.97232,1,0,0.0,5,,
