,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/10 09:26:39.534),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
15,8,NewMedia9,10,0.06677,763797490739,0.07155,0.60144,0.0,0.06677,1,1,0.06693,0.59926,1,1.37865,0.15093,0,,0.33586,0.46052,20.65501,0.9389,1,0.59157,0.46517,21.45745,0.9389,1,0,0.0,25,,
30,8,NewMedia9,26,0.17407,763798563306,0.06505,0.6007,0.0,0.17407,1,1,0.05401,0.60159,1,1.37865,0.15093,0,,0.33552,0.46095,21.6506,0.91434,1,0.59087,0.46481,21.58491,0.91434,1,0,0.0,24,,
45,8,NewMedia9,41,0.2746,763799569105,0.20222,0.48187,0.0,0.26129,1,0,0.31104,0.39374,1,1.37865,0.15093,0,,0.3434,0.45877,20.70314,0.98265,1,0.5989,0.463,21.84282,0.98265,1,0,0.0,24,,
60,8,NewMedia9,56,0.375,763800572928,0.33455,0.39848,0.28809,0.08691,2,1,0.34352,0.43698,1,1.37865,0.15093,0,,0.34279,0.45961,20.60323,0.96635,1,0.59812,0.46313,21.262,0.96635,1,0,0.0,24,,
75,8,NewMedia9,71,0.47583,763801581013,0.38471,0.38302,0.28809,0.18225,2,0,0.47153,0.37085,1,1.37865,0.15093,0,,0.34839,0.45983,19.58274,0.95348,1,0.60316,0.46418,20.30187,0.95348,1,0,0.0,24,,
90,8,NewMedia9,86,0.57587,763802581738,0.46626,0.37465,0.47583,0.10004,3,1,0.47003,0.38845,1,1.37865,0.15093,0,,0.3488,0.4591,18.77502,0.95965,1,0.60378,0.46383,19.35668,0.9666,1,0,0.0,24,,
105,8,NewMedia9,101,0.68158,763803638863,0.40192,-0.03334,0.65778,0.0238,4,1,0.40716,-0.037,1,1.37865,0.15093,0,,0.34563,0.45289,18.91827,0.96635,1,0.59912,0.45529,17.64124,0.96635,1,0,0.0,24,,
120,8,NewMedia9,116,0.77716,763804594234,0.39829,-0.04227,0.65778,0.11938,4,1,0.38209,-0.13178,1,1.37865,0.15093,0,,0.34505,0.4514,16.63824,1.03291,1,0.59918,0.45458,17.28797,1.04073,1,0,0.0,24,,
135,8,NewMedia9,131,0.87787,763805601630,0.35718,-0.01411,0.797,0.08087,5,1,0.25433,0.08162,1,1.37865,0.15093,0,,0.34027,0.45206,16.15483,0.92647,1,0.59426,0.45515,16.78422,0.92026,1,0,0.0,24,,
150,8,NewMedia9,146,0.97797,763806602327,0.25735,0.09462,0.89868,0.07928,6,1,0.25156,0.11561,1,1.37865,0.15093,0,,0.34025,0.45223,16.32096,0.88948,1,0.59438,0.45543,16.5984,0.88948,1,0,0.0,24,,
165,8,NewMedia9,161,1.07825,763807605368,0.25402,0.10315,0.89868,0.17957,6,1,0.26002,0.0845,1,1.37865,0.15093,0,,0.34103,0.45262,16.35699,0.95279,1,0.59511,0.45579,16.85908,0.95973,1,0,0.0,24,,
180,8,NewMedia9,176,1.17896,763808612657,0.25415,0.0995,0.89868,0.28027,6,1,0.25156,0.07769,1,1.37865,0.15093,0,,0.34246,0.45365,16.32443,0.95279,1,0.59679,0.45859,18.48772,0.94584,1,0,0.0,24,,
195,8,NewMedia9,191,1.2793,763809615612,0.32443,0.07418,1.23926,0.04004,7,1,0.32589,0.10087,1,1.37865,0.15093,0,,0.34616,0.45487,16.74951,0.95279,1,0.60024,0.46044,18.82574,0.94584,1,0,0.0,24,,
210,8,NewMedia9,206,1.37976,763810620612,0.3277,0.08204,1.23926,0.1405,7,1,0.33353,0.06324,1,1.37865,0.15093,0,,0.345,0.45726,17.79349,0.97338,1,0.59872,0.46139,18.86169,0.96643,1,0,0.0,24,,
225,8,NewMedia9,221,1.48053,763811628231,0.38076,0.07624,1.45374,0.02679,8,1,0.38064,0.10751,1,1.37865,0.15093,0,,0.34542,0.45763,19.04938,0.96737,1,0.59885,0.46131,19.68503,0.96043,1,0,0.0,24,,
240,8,NewMedia9,236,1.58069,763812629558,0.38225,0.12048,1.45374,0.12695,8,1,0.37996,0.10992,1,1.37865,0.15093,0,,0.3454,0.45792,18.73316,0.95949,1,0.59897,0.46067,20.25448,0.95949,1,0,0.0,24,,
255,8,NewMedia9,251,1.68286,763813651314,0.34857,0.03731,1.63477,0.0481,9,1,0.34211,0.00988,1,1.37865,0.15093,0,,0.34498,0.45873,19.44011,0.96095,1,0.59816,0.46141,19.99727,0.97411,1,0,0.0,24,,
270,8,NewMedia9,266,1.78162,763814639007,0.34383,0.0278,1.63477,0.14685,9,1,0.35138,0.01269,1,1.37865,0.15093,0,,0.34546,0.45982,19.3945,0.95949,1,0.59849,0.46246,20.31955,0.95949,1,0,0.0,24,,
285,8,NewMedia9,281,1.88226,763815645602,0.3398,0.0175,1.63477,0.2475,9,1,0.33497,0.01144,1,1.37865,0.15093,0,,0.34477,0.46023,19.43562,0.96635,1,0.59813,0.46261,20.37671,0.96635,1,0,0.0,24,,
