obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 5.0, 242437, 25539, 7853, 4371, 4063, 6612, 1532, 584, NA, NA, NA, 292991,  6*
2, 6.0, 63024, 14571, 6932, 8240, 4728, 2106, 2402, 1046, NA, NA, NA, 103049,  6*
3, 7.0, 214925, 196381, 18320, 78947, 45816, 39313, 31435, 10869, NA, NA, NA, 636006,  6*
4, 8.0, 1850678, 71566, 58031, 9943, 38468, 121994, 38024, 6195, 51, 30, NA, 2194899,  6*
5, 9.0, 69931, 36658, 41366, 9930, 25677, 10526, 5719, 4322, 48, 44, NA, 204129,  6*
6, 10.0, 1129313, 141216, 28661, 10986, 10767, 17188, 11298, 873, 43, 29, NA, 1350302,  6*
7, 11.0, 147403, 23232, 1005, 5299, 2697, 1766, 600, 304, 30, 16, NA, 182306,  6*
8, 12.0, 864869, 36590, 5644, 15932, 9436, 4254, 5801, 924, 11, 24, NA, 943450,  6*
9, 13.0, 1216079, 102403, 59856, 38635, 45671, 32030, 13715, 6014, 13, 20, NA, 1514403,  6*
10, 14.0, 7207, 12485, 14526, 6815, 4627, 8598, 1336, 1534, 21, 51, NA, 57128,  6*
11, 15.0, 6711, 8588, 8453, 5188, 4682, 5306, 2299, 1271, 35, 78, NA, 42498,  6*
12, 16.0, 358492, 200044, 15095, 26235, 11321, 10708, 8353, 2919, 29, 60, NA, 633167,  6*
13, 17.0, 185364, 27705, 7362, 6312, 4486, 2585, 2186, 798, 21, 50, NA, 236798,  6*
14, 18.0, 8135, 15000, 5866, 5297, 17740, 3531, 3375, 679, 16, 24, NA, 59623,  6*
15, 19.0, 16211, 30259, 2928, 4232, 3603, 4068, 3762, 570, 10, 1, NA, 65633,  6*
16, 20.0, 82469, 4425, 4261, 1935, 2877, 606, 597, 324, 11, 27, NA, 97494,  6*
17, 21.0, 353333, 51094, 12008, 17940, 10122, 7524, 6660, 1546, 14, 34, NA, 460227,  6*
18, 22.0, 5125, 17999, 3251, 5418, 3821, 4077, 3455, 972, 16, 38, NA, 44118,  6*
19, 23.0, 198252, 40405, 5913, 13021, 6193, 4978, 2535, 726, 13, 57, NA, 272023,  6*
20, 24.0, 320720, 69634, 22986, 10021, 24083, 5046, 2837, 1729, 11, 38, NA, 457056,  6*
21, 25.0, 88841, 50202, 7730, 10538, 7689, 5464, 1524, 1065, 10, 27, NA, 173053,  6*
22, 26.0, 21986, 31738, 2588, 2487, 9324, 8769, 1470, 825, 14, 11, NA, 79187,  6*
23, 27.0, 116593, 43413, 24679, 6226, 2370, 5406, 1840, 1250, 13, 24, NA, 201777,  6*
24, 28.0, 30525, 11463, 1280, 7035, 2817, 4055, 1807, 662, 26, 37, NA, 59644,  6*
25, 29.0, 10173, 10508, 4011, 4274, 6201, 3133, 1216, 596, 34, 53, NA, 40112,  6*
26, 30.0, 20762, 5972, 5794, 14820, 2233, 4384, 4802, 1091, 29, 94, NA, 59858,  6*
27, 31.0, 32563, 38252, 8286, 17759, 7091, 6589, 3645, 2609, 30, 87, NA, 116794,  6*
28, 32.0, 89876, 32780, 1552, 4934, 3872, 2320, 2355, 291, 21, 66, NA, 137980,  6*
29, 33.0, 144220, 17778, 1157, 3482, 2641, 2759, 505, 303, 20, 51, NA, 172845,  6*
30, 34.0, 688005, 91093, 32264, 48927, 23553, 19732, 18517, 3893, 14, 35, NA, 925984,  6*
31, 35.0, 78877, 9129, 11072, 6885, 7842, 8350, 3933, 1316, 26, 40, NA, 127404,  6*
32, 36.0, 18222, 3162, 4271, 20674, 18774, 7406, 2271, 1135, 38, 64, NA, 75915,  6*
33, 37.0, 241768, 96831, 31043, 7850, 31554, 36487, 26775, 4265, 44, 66, NA, 476573,  6*
34, 38.0, 2871090, 113139, 88443, 23724, 23480, 14602, 13006, 5476, 40, 69, NA, 3152960,  6*
35, 39.0, 898603, 181764, 55101, 62401, 23250, 57813, 15831, 10760, 37, 63, NA, 1305523,  6*
36, 40.0, 412133, 13607, 4119, 11272, 3084, 9069, 2420, 1945, 38, 57, NA, 457649,  6*
37, 41.0, 370167, 566871, 128462, 35581, 64075, 27042, 13232, 7558, 21, 60, NA, 1212988,  6*
38, 42.0, 813517, 67811, 32916, 67612, 59616, 32219, 17565, 4347, 30, 57, NA, 1095603,  6*
39, 43.0, 310743, 750617, 73882, 34715, 54085, 35676, 21043, 14700, 17, 41, NA, 1295461,  6*
40, 44.0, 301351, 88548, 1981, 8212, 9977, 10603, 6741, 1265, 8, 13, NA, 428678,  6*
41, 45.0, 349447, 10279, 3587, 4897, 3475, 2380, 459, 360, 20, 24, NA, 374884,  6*
42, 46.0, 150367, 30507, 17800, 8471, 4802, 5995, 2383, 2222, 13, 23, NA, 222547,  6*
43, 47.0, 257274, 69761, 39324, 59983, 75344, 33405, 20519, 15118, 27, 44, NA, 570728,  6*
44, 48.0, 171846, 315597, 45891, 27781, 30940, 38333, 19647, 6400, 27, 54, NA, 656435,  6*
45, 49.0, 64068, 133907, 16168, 4322, 19206, 11535, 3713, 2152, 23, 35, NA, 255071,  6*
