obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 5.0, 109352, 3401, 410, 1732, 862, 3331, 1231, 131, NA, NA, NA, 120450,  9*
2, 6.0, 17583, 5790, 10717, 3371, 5508, 3663, 6013, 3087, NA, NA, NA, 55732,  9*
3, 7.0, 648720, 352264, 93290, 47957, 83832, 53199, 33669, 20475, NA, NA, NA, 1333406,  9*
4, 8.0, 404760, 108836, 8266, 14799, 8078, 4045, 3937, 1118, 30, 30, NA, 553839,  9*
5, 9.0, 99336, 65230, 27948, 60112, 34361, 23158, 18637, 10439, 35, 40, NA, 339221,  9*
6, 10.0, 315831, 160989, 15405, 54480, 41387, 21575, 16892, 8111, 34, 40, NA, 634670,  9*
7, 11.0, 175552, 75509, 16087, 13522, 10039, 16316, 17816, 8879, 37, 37, NA, 333720,  9*
8, 12.0, 125534, 46989, 10380, 2640, 2370, 6331, 5346, 1626, 44, 38, NA, 201216,  9*
9, 13.0, 36225, 14920, 4120, 1894, 1535, 1687, 1475, 344, 41, 27, NA, 62200,  9*
10, 14.0, 139054, 139900, 15762, 31779, 15578, 16924, 15911, 22240, 41, 26, NA, 397148,  9*
11, 15.0, 1493688, 193479, 67089, 18803, 26784, 17429, 6027, 6908, 35, 27, NA, 1830207,  9*
12, 16.0, 1949686, 100736, 14260, 7995, 8982, 10630, 5047, 3918, 34, 24, NA, 2101254,  9*
13, 17.0, 43442, 9025, 12329, 5110, 5567, 6884, 1884, 5237, 41, 38, NA, 89478,  9*
14, 18.0, 54074, 15009, 10281, 2783, 4744, 1432, 1749, 1454, 38, 48, NA, 91526,  9*
15, 19.0, 836506, 101808, 17516, 4067, 14815, 12890, 13751, 2438, 41, 38, NA, 1003791,  9*
16, 20.0, 36443, 26073, 877, 1476, 4071, 3505, 2271, 2008, 43, 29, NA, 76724,  9*
17, 21.0, 108569, 15104, 5247, 5315, 5428, 3464, 3505, 1720, 40, 23, NA, 148352,  9*
18, 22.0, 1116035, 255004, 65351, 70829, 43341, 33317, 32145, 13871, 43, 20, NA, 1629893,  9*
19, 23.0, 91854, 9148, 6333, 1926, 3694, 2971, 7540, 477, 47, 38, NA, 123943,  9*
20, 24.0, 7176, 12157, 2154, 1787, 1255, 4791, 3909, 2254, 53, 53, NA, 35483,  9*
21, 25.0, 72451, 32607, 10761, 13457, 14127, 7618, 5798, 1504, 53, 53, NA, 158323,  9*
22, 26.0, 9565, 7409, 16587, 3414, 2155, 2928, 1775, 2808, 53, 69, NA, 46641,  9*
23, 27.0, 25745, 47469, 20041, 3267, 7321, 4115, 3335, 1022, 47, 64, NA, 112315,  9*
24, 28.0, 1129542, 294511, 75156, 19189, 18120, 28683, 17294, 10441, 38, 66, NA, 1592936,  9*
25, 29.0, 719132, 69486, 9767, 10654, 11684, 21735, 24587, 4882, 41, 56, NA, 871927,  9*
26, 30.0, 47366, 5705, 481, 1268, 1510, 7912, 3004, 1146, 57, 24, NA, 68392,  9*
27, 31.0, 105503, 58670, 17355, 5765, 1725, 3188, 3121, 846, 54, 23, NA, 196173,  9*
28, 32.0, 2156, 3769, 5402, 5783, 1155, 4451, 4279, 3381, 63, 41, NA, 30376,  9*
29, 33.0, 16623, 3187, 2029, 1079, 3067, 5217, 4745, 1333, 70, 44, NA, 37280,  9*
30, 34.0, 12330, 6461, 5103, 7020, 9254, 7829, 4350, 1695, 64, 64, NA, 54042,  9*
31, 35.0, 4066, 3293, 1547, 1412, 2484, 7075, 2845, 2502, 88, 57, NA, 25224,  9*
32, 36.0, 77206, 41643, 39026, 14523, 18717, 13736, 10079, 5209, 83, 53, NA, 220139,  9*
33, 37.0, 6599, 3456, 1817, 2813, 2182, 3612, 3281, 1445, 78, 60, NA, 25205,  9*
34, 38.0, 4944, 5180, 2142, 5955, 958, 2738, 1815, 2121, 74, 67, NA, 25853,  9*
35, 39.0, 29673, 2073, 4597, 9193, 2356, 6073, 5225, 2021, 66, 90, NA, 61211,  9*
36, 40.0, 246018, 73206, 4482, 16450, 9648, 10433, 3218, 912, 64, 75, NA, 364367,  9*
37, 41.0, 23332, 4185, 2276, 734, 1331, 2622, 1945, 1064, 63, 70, NA, 37489,  9*
38, 42.0, 21514, 5483, 3504, 2225, 3110, 3736, 2993, 1879, 66, 63, NA, 44444,  9*
39, 43.0, 24398, 8058, 813, 5152, 3129, 2726, 1558, 1534, 63, 48, NA, 47368,  9*
40, 44.0, 21348, 20600, 3418, 2129, 2689, 3105, 1566, 896, 63, 48, NA, 55751,  9*
41, 45.0, 13194, 4285, 3616, 1887, 1275, 2735, 1941, 874, 61, 53, NA, 29807,  9*
42, 46.0, 228926, 69232, 26627, 17500, 6520, 29411, 11706, 11193, 60, 53, NA, 401115,  9*
43, 47.0, 65813, 7120, 2752, 7162, 3424, 5065, 1781, 918, 61, 56, NA, 94035,  9*
44, 48.0, 41785, 14505, 1853, 11623, 17994, 12106, 17470, 2115, 69, 63, NA, 119451,  9*
45, 49.0, 7746, 3852, 3106, 1082, 2477, 5683, 2609, 1621, 77, 56, NA, 28176,  9*
46, 50.0, 3736395, 59705, 96443, 59525, 27357, 47696, 23679, 7131, 75, 69, NA, 4057931,  9*
47, 51.0, 850049, 50588, 8402, 11442, 14403, 5569, 5416, 795, 66, 60, NA, 946664,  9*
48, 52.0, 54164, 91399, 5214, 8577, 5056, 12875, 1421, 1154, 57, 48, NA, 179860,  9*
49, 53.0, 39566, 9584, 1790, 4636, 5395, 2722, 3052, 2706, 48, 47, NA, 69451,  9*
50, 54.0, 107980, 22774, 9016, 9048, 4255, 4318, 5189, 2453, 43, 38, NA, 165033,  9*
51, 55.0, 33124, 1480, 5846, 3601, 1712, 3020, 3855, 781, 53, 60, NA, 53419,  9*
52, 56.0, 34048, 65755, 11169, 11065, 2177, 6580, 2101, 1463, 50, 69, NA, 134358,  9*
53, 57.0, 197947, 86304, 37215, 10409, 16691, 24456, 17952, 10218, 50, 69, NA, 401192,  9*
54, 58.0, 425990, 254130, 6414, 25465, 17254, 32505, 15293, 7945, 50, 48, NA, 784996,  9*
55, 59.0, 19400, 24919, 6355, 11038, 2554, 3967, 4771, 2143, 41, 37, NA, 75147,  9*
56, 60.0, 11916, 7453, 1200, 2376, 3966, 3413, 2018, 1307, 51, 34, NA, 33649,  9*
57, 61.0, 3866, 7126, 2365, 543, 2479, 3824, 1610, 274, 57, 26, NA, 22087,  9*
58, 62.0, 105406, 146058, 23533, 14133, 22763, 12261, 17236, 5437, 54, 35, NA, 346827,  9*
59, 63.0, 70691, 46065, 10528, 17235, 20236, 10651, 17860, 8600, 56, 29, NA, 201866,  9*
60, 64.0, 2953, 8134, 1183, 1061, 3021, 2238, 2642, 1069, 53, 26, NA, 22301,  9*
61, 65.0, 15686, 5246, 1898, 5039, 3178, 9253, 3093, 1558, 60, 34, NA, 44951,  9*
62, 66.0, 11166, 5946, 22599, 1632, 2128, 3154, 3559, 2041, 63, 61, NA, 52225,  9*
63, 67.0, 145441, 31961, 6236, 6579, 4828, 9749, 2556, 771, 66, 56, NA, 208121,  9*
64, 68.0, 5099, 10890, 696, 2130, 1427, 5689, 2418, 1113, 69, 56, NA, 29462,  9*
65, 69.0, 20236, 12779, 4416, 2787, 2950, 3902, 2881, 241, 61, 54, NA, 50192,  9*
66, 70.0, 3529, 4178, 3945, 1055, 7024, 7496, 2529, 2373, 75, 29, NA, 32129,  9*
67, 71.0, 49931, 27942, 5660, 8436, 1719, 4803, 3955, 2110, 70, 34, NA, 104556,  9*
68, 72.0, 170192, 7036, 303, 1761, 3641, 6672, 8565, 4110, 75, 29, NA, 202280,  9*
69, 73.0, 1129, 23688, 4841, 1879, 1657, 6054, 2402, 814, 75, 23, NA, 42464,  9*
70, 74.0, 32823, 10995, 8259, 5557, 3277, 5027, 2338, 1993, 63, 35, NA, 70269,  9*
71, 75.0, 1224191, 269806, 55824, 68849, 40948, 21526, 24451, 11409, 57, 35, NA, 1717004,  9*
72, 76.0, 17781, 12612, 483, 2647, 2332, 11090, 3029, 2410, 56, 35, NA, 52384,  9*
73, 77.0, 107904, 28895, 2880, 11525, 6575, 11283, 1405, 1352, 60, 40, NA, 171819,  9*
74, 78.0, 5965, 6152, 3234, 4240, 3982, 7736, 1680, 897, 67, 35, NA, 33886,  9*
75, 79.0, 156312, 32489, 673, 15220, 11172, 17667, 10658, 3988, 81, 29, NA, 248179,  9*
76, 80.0, 178212, 8953, 42730, 13499, 6368, 28632, 17757, 4527, 78, 57, NA, 300678,  9*
77, 81.0, 649025, 75087, 10818, 24653, 28727, 26849, 18650, 6760, 78, 56, NA, 840569,  9*
78, 82.0, 844026, 597629, 35814, 71257, 40326, 33457, 22402, 7533, 61, 44, NA, 1652444,  9*
79, 83.0, 2349797, 576421, 191360, 63463, 46968, 50517, 24747, 9262, 48, 50, NA, 3312535,  9*
80, 84.0, 2051873, 43905, 3049, 9656, 11266, 21869, 14915, 11776, 48, 24, NA, 2168309,  9*
81, 85.0, 722882, 14253, 40759, 18957, 19459, 12171, 7931, 5109, 44, 43, NA, 841521,  9*
82, 86.0, 279117, 65944, 15652, 24937, 13667, 11616, 3239, 2867, 50, 54, NA, 417039,  9*
83, 87.0, 232731, 244413, 6246, 16567, 23527, 21515, 16091, 5124, 50, 35, NA, 566214,  9*
84, 88.0, 28282, 21909, 2474, 7694, 8676, 3565, 5797, 2909, 41, 41, NA, 81306,  9*
85, 89.0, 13200, 25930, 3045, 2740, 5493, 2981, 5262, 1594, 38, 16, NA, 60245,  9*
86, 90.0, 18183, 10882, 2572, 10610, 4803, 5965, 3368, 2290, 43, 21, NA, 58673,  9*
87, 91.0, 22404, 8034, 1884, 2059, 3019, 3961, 5731, 1323, 54, 35, NA, 48415,  9*
88, 92.0, 1074253, 152953, 23585, 12966, 16687, 26383, 10499, 6243, 56, 30, NA, 1323569,  9*
