obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.9, 12519, 1977, 1567, 1724, 1520, 7050, 8643, 1391, NA, NA, NA, 36391,  X*
2, 5.9, 4172, 5990, 1138, 4208, 2474, 2482, 1666, 610, NA, NA, NA, 22740,  X*
3, 6.9, 3296, 15979, 7172, 3973, 1003, 10485, 2612, 1424, NA, NA, NA, 45944,  X*
4, 7.9, 13309, 13688, 4588, 420, 3137, 4553, 2415, 3293, 30, 30, NA, 45403,  X*
5, 8.9, 15293, 6644, 6264, 2194, 1622, 5000, 2803, 916, 29, 54, NA, 40736,  X*
6, 9.9, 5332, 4205, 486, 4014, 2602, 4626, 4052, 2939, 34, 61, NA, 28256,  X*
7, 10.9, 11425, 27618, 3311, 2363, 4797, 6692, 2468, 793, 23, 43, NA, 59467,  X*
8, 12.0, 24560, 26568, 9186, 4263, 2610, 3279, 3858, 799, 11, 61, NA, 75123,  X*
9, 12.9, 479730, 173918, 31355, 33769, 15429, 27034, 15851, 3280, 1, 38, NA, 780366,  X*
10, 13.9, 14671, 7538, 4651, 5341, 4451, 2734, 4206, 3975, 1, 51, NA, 47567,  X*
11, 14.9, 1325161, 136507, 20196, 21988, 39010, 12424, 16970, 3221, 1, 61, NA, 1575477,  X*
12, 15.9, 24322, 5815, 3078, 3129, 2830, 8774, 2353, 842, 3, 57, NA, 51143,  X*
13, 16.9, 17589, 8634, 4100, 1029, 2695, 7890, 4232, 844, 23, 54, NA, 47013,  X*
14, 17.9, 11979, 9524, 1633, 3358, 3261, 5535, 1944, 1189, 34, 30, NA, 38423,  X*
15, 19.0, 12314, 2182, 4005, 4828, 1618, 2717, 2026, 2552, 48, 61, NA, 32242,  X*
16, 19.9, 3065, 4455, 2509, 5332, 3375, 5326, 1555, 1994, 40, 66, NA, 27611,  X*
17, 20.9, 8696, 11356, 5781, 7181, 1523, 4410, 1812, 908, 27, 80, NA, 41667,  X*
18, 21.9, 453741, 49073, 7246, 19835, 15095, 24684, 12828, 3926, 26, 78, NA, 586428,  X*
19, 22.9, 4259, 14751, 3772, 1280, 3880, 2927, 1813, 1012, 21, 43, NA, 33694,  X*
20, 23.9, 32487, 16971, 8224, 6165, 12874, 6692, 2486, 1227, 13, 37, NA, 87126,  X*
21, 24.9, 371313, 365915, 11630, 5736, 9550, 20166, 27750, 2493, 1, 7, NA, 814553,  X*
22, 25.9, 104215, 37839, 2671, 3017, 4568, 4168, 2996, 1627, 1, 4, NA, 161101,  X*
23, 26.9, 18566, 9554, 11250, 5292, 1985, 9628, 2407, 2784, 4, 34, NA, 61466,  X*
24, 27.9, 70506, 38122, 25755, 37148, 8321, 15627, 15273, 6429, 4, 51, NA, 217181,  X*
25, 28.9, 17136, 20654, 8778, 1149, 2559, 6248, 2457, 709, 20, 75, NA, 59690,  X*
26, 30.0, 6262, 3031, 3523, 3430, 732, 3419, 2983, 1051, 30, 97, NA, 24431,  X*
27, 30.9, 106002, 58101, 1249, 4024, 3119, 4690, 3640, 1348, 14, 69, NA, 182173,  X*
28, 31.9, 7221, 10597, 3160, 9846, 2532, 5240, 2674, 1933, 17, 64, NA, 43203,  X*
29, 32.9, 232621, 50252, 23056, 16705, 28259, 3722, 11437, 5158, 3, 69, NA, 371210,  X*
30, 33.9, 58234, 37002, 720, 6466, 5941, 6277, 3090, 2536, 1, 48, NA, 120266,  X*
31, 34.9, 786276, 53874, 24605, 32148, 21920, 14352, 10651, 6357, 4, 74, NA, 950183,  X*
