obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 5.0, 138261, 39881, 1641, 4610, 5305, 1543, 2130, 1654, NA, NA, NA, 195025,  X*
2, 5.9, 491600, 115766, 25923, 10180, 14420, 8011, 12279, 12250, NA, NA, NA, 690429,  X*
3, 6.9, 11132, 7161, 3845, 5798, 1132, 2644, 1319, 1068, NA, NA, NA, 34099,  X*
4, 7.9, 1212, 2508, 1125, 641, 2007, 2597, 734, 1651, 53, 38, NA, 12475,  X*
5, 8.9, 5569, 451, 1596, 1950, 645, 2140, 1337, 986, 64, 51, NA, 14674,  X*
6, 9.9, 10337, 6975, 3486, 1934, 2805, 3533, 1452, 2851, 74, 54, NA, 33373,  X*
7, 10.9, 4824, 8094, 1520, 1655, 1397, 2482, 3124, 2199, 78, 54, NA, 25295,  X*
8, 12.0, 5250, 14955, 751, 3326, 3178, 2539, 753, 1748, 66, 53, NA, 32500,  X*
9, 12.9, 11337, 5030, 3786, 3680, 1870, 1211, 1576, 894, 53, 51, NA, 29384,  X*
10, 13.9, 572080, 56283, 1497, 6887, 6262, 14352, 11176, 3450, 51, 38, NA, 671987,  X*
11, 14.9, 5527, 8176, 1778, 1802, 1455, 1110, 2406, 896, 47, 40, NA, 23150,  X*
12, 16.0, 776986, 27152, 4035, 12101, 2855, 14529, 6750, 2028, 54, 47, NA, 846436,  X*
13, 16.9, 16188, 5182, 1023, 2248, 2332, 4104, 3181, 774, 66, 34, NA, 35032,  X*
14, 17.9, 7776, 10573, 2608, 4423, 1834, 3004, 2096, 1081, 64, 48, NA, 33395,  X*
15, 18.9, 110838, 77324, 14625, 4381, 6815, 6921, 3844, 1850, 63, 43, NA, 226598,  X*
16, 19.9, 15590, 16963, 2368, 7572, 5017, 3534, 1862, 1149, 54, 43, NA, 54055,  X*
17, 20.9, 3175, 7890, 571, 2937, 1403, 1038, 701, 697, 41, 44, NA, 18412,  X*
18, 22.0, 137624, 16466, 4474, 4541, 3839, 3630, 1234, 1852, 41, 43, NA, 173660,  X*
19, 23.0, 33415, 23592, 3358, 5151, 742, 3448, 2900, 1904, 43, 48, NA, 74510,  X*
20, 23.9, 110393, 10413, 2000, 4754, 1441, 971, 5198, 1673, 38, 51, NA, 136843,  X*
21, 24.9, 5604, 6561, 992, 5638, 2836, 1818, 1646, 452, 41, 57, NA, 25547,  X*
22, 25.9, 9812, 8623, 2494, 170, 3390, 3656, 679, 537, 47, 50, NA, 29361,  X*
23, 27.0, 71939, 43166, 13710, 5732, 9700, 11461, 9483, 4658, 51, 48, NA, 169849,  X*
24, 28.0, 3560, 4215, 3549, 1274, 1397, 2404, 1853, 1981, 63, 50, NA, 20233,  X*
25, 28.9, 20930, 10523, 3915, 2922, 3190, 2083, 2990, 935, 61, 44, NA, 47488,  X*
