obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 5.0, 33394, 16473, 5814, 4710, 5653, 1937, 691, 506, NA, NA, NA, 69178,  X*
2, 6.0, 66195, 64440, 35072, 21398, 6558, 3416, 3445, 2991, NA, NA, NA, 203515,  X*
3, 7.0, 30337, 44794, 10523, 5114, 1777, 2005, 1799, 625, NA, NA, NA, 96974,  X*
4, 8.0, 8368, 9220, 4852, 8574, 3959, 2276, 1052, 923, 51, 51, NA, 39224,  X*
5, 9.0, 36836, 4914, 1366, 256, 522, 201, 108, 54, 44, 38, NA, 44257,  X*
6, 10.0, 190492, 58392, 14784, 8666, 13005, 5878, 1637, 397, 53, 26, NA, 293251,  X*
7, 11.0, 103367, 45034, 11273, 4230, 2193, 1668, 1193, 201, 47, 17, NA, 169159,  X*
8, 12.0, 663133, 67163, 14481, 5405, 28112, 5400, 3167, 1344, 38, 1, NA, 788205,  X*
9, 13.0, 6811, 12661, 6218, 4253, 7103, 5170, 1949, 914, 67, 1, NA, 45079,  X*
10, 14.0, 3268, 4509, 2165, 3313, 2828, 1214, 997, 535, 75, 17, NA, 18829,  X*
11, 15.0, 77914, 61222, 16109, 10073, 12047, 5682, 1088, 209, 88, 17, NA, 184344,  X*
12, 16.0, 47704, 30756, 6646, 18183, 19637, 7043, 3469, 1218, 97, 35, NA, 134656,  X*
13, 17.0, 1571, 4743, 3247, 4283, 3497, 6130, 833, 574, 97, 40, NA, 24878,  X*
14, 18.0, 417539, 83577, 29941, 3339, 8169, 5175, 6696, 1715, 77, 29, NA, 556151,  X*
15, 19.0, 6356, 3354, 5874, 1226, 2277, 1731, 1294, 575, 81, 51, NA, 22687,  X*
16, 20.0, 981, 4687, 2283, 3191, 3155, 2344, 758, 214, 81, 57, NA, 17613,  X*
17, 21.0, 27990, 26548, 1517, 7124, 3073, 2898, 1786, 451, 60, 44, NA, 71387,  X*
18, 22.0, 8148, 16676, 5282, 8582, 1521, 2525, 701, 466, 66, 56, NA, 43901,  X*
19, 23.0, 1614, 2315, 2740, 3586, 4023, 5877, 905, 693, 80, 44, NA, 21753,  X*
20, 24.0, 5760, 6041, 1755, 661, 2073, 1934, 432, 333, 77, 27, NA, 18989,  X*
21, 25.0, 1974, 7122, 2749, 980, 2757, 1502, 744, 304, 81, 30, NA, 18132,  X*
22, 26.0, 16823, 16661, 5595, 1951, 2170, 917, 326, 78, 74, 20, NA, 44521,  X*
23, 27.0, 115317, 44201, 36430, 14066, 16911, 5981, 717, 504, 48, 26, NA, 234127,  X*
24, 28.0, 22682, 9710, 4321, 6614, 4368, 2252, 1442, 661, 38, 47, NA, 52050,  X*
25, 29.0, 7519, 6502, 5685, 2932, 3545, 1563, 678, 320, 37, 64, NA, 28744,  X*
26, 30.0, 8340, 8042, 3503, 2702, 2702, 2328, 789, 690, 53, 70, NA, 29096,  X*
27, 31.0, 115583, 69243, 18242, 7808, 13422, 5303, 1275, 807, 51, 51, NA, 231683,  X*
28, 32.0, 9000, 3588, 4577, 1856, 4483, 2017, 646, 387, 60, 51, NA, 26554,  X*
29, 33.0, 600973, 54171, 1781, 14416, 13894, 9307, 10990, 3490, 61, 23, NA, 709022,  1*
30, 34.0, 2435, 9611, 252, 3981, 1408, 1248, 514, 373, 54, 17, NA, 19822,  0*
31, 35.0, 90005, 9832, 1194, 1921, 2128, 1601, 454, 250, 63, 13, NA, 107385,  0*
32, 36.0, 2620, 11132, 4227, 3921, 5171, 2958, 756, 253, 60, 3, NA, 31038,  0*
33, 37.0, 122595, 16560, 4218, 2848, 1853, 4875, 580, 604, 64, 10, NA, 154133,  0*
34, 38.0, 2316, 7525, 3659, 645, 1929, 2713, 601, 496, 75, 10, NA, 19884,  0*
35, 39.0, 116890, 27832, 18370, 15595, 11916, 8889, 1527, 563, 77, 37, NA, 201582,  0*
36, 40.0, 11987, 2764, 344, 857, 2825, 2379, 323, 550, 91, 20, NA, 22029,  0*
37, 41.0, 4389, 10716, 6055, 5145, 7568, 2259, 1059, 316, 84, 35, NA, 37507,  0*
38, 42.0, 116447, 56211, 25075, 6027, 11027, 3844, 990, 442, 66, 43, NA, 220063,  0*
39, 43.0, 10672, 5124, 8513, 2778, 3067, 1921, 629, 629, 64, 54, NA, 33333,  0*
40, 44.0, 6305, 6164, 1237, 5669, 5935, 2731, 885, 171, 51, 77, NA, 29097,  0*
41, 45.0, 8622, 7085, 5067, 2949, 4338, 1214, 427, 459, 50, 81, NA, 30161,  0*
42, 46.0, 3121, 7993, 1272, 4815, 3211, 2658, 964, 293, 64, 80, NA, 24327,  0*
43, 47.0, 123733, 24999, 4223, 4278, 6927, 3885, 1088, 742, 64, 48, NA, 169875,  0*
44, 48.0, 50854, 9529, 2044, 3774, 1439, 499, 165, 169, 44, 50, NA, 68473,  0*
45, 49.0, 2560, 3913, 5735, 3563, 5750, 2196, 1218, 864, 53, 56, NA, 25799,  0*
46, 50.0, 3688, 2580, 7830, 2733, 4089, 1351, 1096, 686, 47, 77, NA, 24053,  0*
47, 51.0, 11095, 22931, 2201, 7086, 3691, 3052, 1540, 338, 43, 81, NA, 51934,  0*
48, 52.0, 15162, 6624, 12891, 5451, 7646, 3084, 1471, 849, 57, 94, NA, 53178,  0*
49, 53.0, 9616, 14165, 15096, 6266, 3298, 2959, 462, 288, 50, 100, NA, 52150,  0*
50, 54.0, 5563, 6529, 1562, 4994, 5596, 3751, 2170, 957, 61, 78, NA, 31122,  0*
51, 55.0, 121352, 87114, 13741, 8380, 5779, 11290, 4483, 1343, 63, 67, NA, 253482,  0*
52, 56.0, 284911, 17832, 1805, 4359, 2601, 5236, 1056, 748, 69, 41, NA, 318548,  0*
53, 57.0, 23241, 11720, 11565, 4597, 6382, 3550, 2728, 1277, 75, 35, NA, 65060,  0*
54, 58.0, 4958, 9679, 8774, 2582, 3064, 2311, 528, 396, 64, 48, NA, 32292,  0*
55, 59.0, 4953, 16269, 2716, 2930, 3931, 3969, 1110, 497, 70, 53, NA, 36375,  0*
56, 60.0, 210758, 6233, 5604, 4227, 8950, 3950, 1443, 647, 74, 66, NA, 241812,  0*
57, 61.0, 1712, 3183, 4886, 3899, 3119, 3843, 1954, 330, 84, 69, NA, 22926,  0*
58, 62.0, 2055, 10399, 1678, 1509, 1954, 1784, 715, 504, 84, 44, NA, 20598,  0*
