obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.9, 83002, 10762, 9738, 3193, 798, 3887, 1880, 803, NA, NA, NA, 114063,  4*
2, 5.9, 58914, 48869, 45955, 11955, 11389, 10927, 10965, 5636, NA, NA, NA, 204610,  4*
3, 6.9, 417000, 77549, 16290, 39619, 28043, 6062, 6613, 4604, NA, NA, NA, 595780,  4*
4, 7.9, 4227, 24938, 1880, 7004, 6733, 8979, 3555, 1460, 53, 30, NA, 58776,  4*
5, 8.9, 62753, 41491, 4952, 12171, 5505, 9606, 10208, 697, 61, 29, NA, 147383,  4*
6, 9.9, 1176449, 312119, 51969, 111870, 45786, 26400, 11014, 4701, 56, 30, NA, 1740308,  4*
7, 11.0, 113199, 36986, 63677, 15460, 7839, 7375, 5602, 9330, 53, 54, NA, 259468,  4*
8, 11.9, 762945, 274295, 35216, 47919, 14523, 34730, 16336, 3824, 43, 57, NA, 1189788,  4*
9, 12.9, 146844, 76593, 17589, 4739, 12448, 5198, 2192, 1610, 29, 51, NA, 267213,  4*
10, 13.9, 166054, 119903, 7393, 1921, 6067, 9051, 4122, 1103, 34, 30, NA, 315614,  4*
11, 14.9, 86909, 22673, 4455, 1538, 7269, 3830, 3004, 631, 43, 1, NA, 130309,  4*
12, 15.9, 114849, 42360, 5032, 44181, 5825, 20587, 18340, 3460, 51, 17, NA, 254634,  4*
13, 16.9, 115113, 17528, 8492, 8486, 5960, 4255, 4863, 866, 63, 38, NA, 165563,  4*
14, 17.9, 570371, 75301, 7194, 25231, 24460, 22921, 13839, 3717, 77, 56, NA, 743034,  4*
15, 18.9, 48903, 12536, 14800, 4354, 1396, 3533, 2093, 651, 74, 81, NA, 88266,  4*
16, 19.9, 126916, 60201, 9650, 8642, 63238, 17109, 13771, 1584, 74, 57, NA, 301111,  4*
17, 20.9, 403058, 70562, 8909, 9252, 14568, 11675, 3144, 1345, 74, 43, NA, 522513,  4*
18, 22.0, 23240, 20471, 2781, 11998, 2323, 4002, 1880, 1067, 66, 51, NA, 67762,  4*
19, 22.9, 183458, 83530, 9214, 9601, 6456, 7559, 2687, 1216, 63, 29, NA, 303721,  4*
20, 23.9, 155110, 30109, 11033, 3567, 8466, 5984, 1351, 446, 56, 43, NA, 216066,  4*
21, 24.9, 60471, 15154, 2291, 2235, 1256, 1976, 947, 349, 53, 47, NA, 84679,  4*
22, 25.9, 1059578, 36007, 101122, 13227, 9092, 23134, 15415, 3218, 56, 61, NA, 1260793,  4*
