obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 3.9, 325469, 48881, 29588, 7394, 7711, 3960, 3204, 7132, NA, NA, NA, 433339,  2*
2, 4.9, 165104, 42343, 9897, 4051, 2144, 5932, 2903, 1137, NA, NA, NA, 233511,  2*
3, 5.9, 181356, 50562, 12393, 1895, 5719, 3122, 1031, 2646, NA, NA, NA, 258724,  2*
4, 6.9, 14788, 10660, 1598, 1057, 3498, 7213, 2340, 663, 51, 30, NA, 41817,  2*
5, 7.9, 2570, 4421, 4008, 2677, 4153, 4298, 3307, 1725, 63, 43, NA, 27159,  2*
6, 9.0, 286828, 35184, 2450, 3868, 16702, 7222, 3645, 1569, 64, 34, NA, 357468,  2*
7, 9.9, 163875, 124395, 24014, 11511, 10706, 7523, 3096, 2581, 57, 34, NA, 347701,  2*
8, 10.9, 2278584, 859181, 64772, 68930, 40919, 21795, 24092, 12410, 29, 37, NA, 3370683,  2*
9, 11.9, 208338, 158180, 20392, 53484, 29705, 65451, 68089, 10030, 24, 27, NA, 613669,  2*
10, 12.9, 49742, 8804, 5268, 2218, 4009, 4183, 2870, 1014, 29, 47, NA, 78108,  2*
11, 13.9, 29382, 11048, 1480, 4338, 3224, 2520, 2900, 786, 38, 50, NA, 55678,  2*
12, 14.9, 3172, 8211, 490, 1350, 1124, 2900, 1600, 306, 61, 50, NA, 19153,  2*
13, 16.0, 2010, 10484, 982, 5227, 2090, 3022, 1060, 599, 56, 54, NA, 25474,  2*
14, 16.9, 176755, 31156, 4136, 3466, 1982, 739, 381, 120, 34, 44, NA, 218735,  2*
15, 17.9, 49382, 36851, 25230, 64991, 18256, 16603, 11574, 2813, 34, 63, NA, 225700,  2*
16, 18.9, 120799, 28926, 2590, 2449, 4099, 4066, 2116, 567, 24, 60, NA, 165612,  2*
17, 20.0, 1778302, 102548, 44792, 84873, 25447, 13520, 5376, 2587, 16, 70, NA, 2057445,  2*
18, 20.9, 109397, 4144, 1366, 655, 1193, 422, 317, 145, 27, 78, NA, 117639,  2*
19, 22.0, 208231, 51731, 2925, 13032, 12487, 8420, 2513, 913, 26, 54, NA, 300252,  2*
20, 22.9, 129675, 33029, 16501, 24742, 43629, 9861, 4589, 3374, 27, 74, NA, 265400,  2*
21, 23.9, 104311, 17013, 12617, 6090, 4289, 5671, 1361, 1513, 37, 69, NA, 152865,  2*
22, 25.0, 2529, 4949, 1332, 2086, 3387, 2055, 895, 740, 48, 69, NA, 17973,  2*
23, 25.9, 275479, 104446, 39675, 5579, 12155, 2250, 3470, 1191, 29, 77, NA, 444245,  2*
24, 27.0, 39930, 10649, 2821, 3149, 2552, 1827, 649, 396, 27, 74, NA, 61973,  2*
25, 27.9, 9935, 4710, 3961, 2754, 1155, 4359, 1603, 786, 35, 74, NA, 29263,  2*
26, 28.9, 75706, 11112, 2703, 5414, 6178, 1164, 553, 1672, 23, 77, NA, 104502,  2*
27, 29.9, 2879, 5318, 1129, 3382, 3333, 2456, 2471, 560, 48, 77, NA, 21528,  2*
28, 30.9, 85425, 82321, 24783, 25619, 25946, 16238, 7263, 3595, 48, 77, NA, 271190,  2*
29, 34.0, 32263, 19793, 14400, 4887, 7965, 3919, 3111, 3082, 37, 75, NA, 89420,  2*
30, 34.9, 937317, 15506, 4322, 3613, 10283, 4764, 1868, 814, 48, 69, NA, 978487,  2*
31, 35.9, 418105, 94609, 29960, 20844, 7849, 15556, 16248, 2308, 41, 69, NA, 605479,  2*
32, 36.9, 73619, 15876, 6393, 4037, 2902, 5023, 1820, 1049, 44, 70, NA, 110719,  2*
33, 37.9, 77347, 4891, 3899, 338, 1763, 1019, 404, 142, 47, 70, NA, 89803,  2*
34, 38.9, 26316, 12854, 2834, 1334, 2474, 2042, 842, 1475, 40, 69, NA, 50171,  2*
35, 39.9, 5438, 13520, 2201, 3430, 3261, 2821, 639, 293, 43, 64, NA, 31603,  2*
36, 41.0, 20780, 12971, 7330, 2024, 1207, 2480, 1394, 1797, 38, 67, NA, 49983,  2*
37, 41.9, 5671, 3322, 1316, 2621, 1128, 3230, 3042, 1037, 50, 64, NA, 21367,  2*
38, 42.9, 56918, 16890, 1214, 3839, 2753, 2757, 1914, 466, 50, 63, NA, 86751,  2*
39, 43.9, 4984, 6990, 2520, 4818, 2258, 1253, 883, 394, 47, 74, NA, 24100,  2*
40, 45.0, 12112, 4897, 1074, 3127, 562, 1622, 1571, 328, 50, 75, NA, 25293,  2*
41, 45.9, 855, 1575, 188, 3236, 948, 1365, 407, 532, 47, 81, NA, 9106,  2*
42, 46.9, 57142, 37997, 7058, 1527, 11846, 7206, 1466, 582, 48, 77, NA, 124824,  2*
43, 47.9, 4906, 5723, 2616, 4433, 1661, 2115, 840, 1461, 54, 77, NA, 23755,  2*
44, 48.9, 20335, 12194, 394, 1511, 1429, 1073, 648, 419, 48, 54, NA, 38003,  2*
45, 49.9, 1194403, 66958, 48476, 30427, 56216, 13002, 10949, 6260, 38, 48, NA, 1426691,  2*
46, 50.9, 7903, 15994, 13522, 3856, 3819, 3643, 1461, 712, 35, 69, NA, 50910,  2*
47, 52.0, 393755, 112375, 23952, 20713, 88087, 40187, 37268, 7336, 37, 51, NA, 723673,  2*
48, 52.9, 1596013, 53464, 20032, 4690, 9661, 11412, 3380, 1689, 43, 63, NA, 1700341,  2*
49, 53.9, 77704, 205596, 152521, 37670, 25903, 23802, 3440, 3796, 38, 66, NA, 530432,  2*
50, 54.9, 184551, 39246, 6218, 2963, 2425, 2388, 3634, 1053, 34, 50, NA, 242478,  2*
51, 55.9, 46969, 64979, 15605, 42184, 25651, 31741, 18513, 6784, 34, 63, NA, 252426,  2*
52, 57.0, 624200, 89726, 10219, 20759, 24152, 11098, 3249, 2360, 27, 60, NA, 785763,  2*
53, 57.9, 5980, 4633, 5904, 4899, 4036, 2715, 672, 367, 38, 63, NA, 29206,  2*
54, 59.0, 156, 4954, 3751, 237, 1765, 1493, 1664, 451, 48, 74, NA, 14471,  2*
55, 59.9, 3691, 12931, 10387, 5853, 2834, 4840, 1201, 1125, 43, 80, NA, 42862,  2*
56, 60.9, 88533, 10465, 4436, 1338, 3220, 3544, 2186, 1059, 51, 83, NA, 114781,  2*
57, 61.9, 20221, 12188, 7277, 3450, 2094, 4518, 3284, 798, 53, 77, NA, 53830,  2*
