obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 5.0, 18539, 23128, 9926, 6124, 3002, 2517, 1176, 425, NA, NA, NA, 64837,  X*
2, 6.0, 264334, 26450, 1375, 3505, 941, 1136, 745, 350, NA, NA, NA, 298836,  X*
3, 7.0, 26769, 33245, 24691, 13172, 5104, 6030, 4203, 1945, NA, NA, NA, 115159,  X*
4, 8.0, 226073, 70072, 3449, 9415, 9587, 11876, 2588, 3773, 51, 30, NA, 336833,  X*
5, 9.0, 162236, 10535, 2639, 4058, 2135, 1650, 150, 160, 57, 38, NA, 183563,  X*
6, 10.0, 103900, 85381, 5453, 3033, 4792, 4439, 3243, 1579, 54, 24, NA, 211820,  X*
7, 11.0, 80901, 14191, 5431, 342, 1429, 1178, 374, 225, 56, 26, NA, 104071,  X*
8, 12.0, 21521, 10680, 2321, 2425, 1772, 1593, 668, 1185, 51, 37, NA, 42165,  X*
9, 13.0, 3007, 2303, 423, 1751, 3447, 1838, 1524, 747, 67, 30, NA, 15040,  X*
10, 14.0, 88717, 14942, 7373, 6256, 6065, 4737, 2726, 1294, 83, 50, NA, 132110,  X*
11, 15.0, 12849, 15660, 440, 2225, 1679, 4406, 1388, 711, 100, 40, NA, 39358,  X*
12, 16.0, 98456, 15308, 4240, 986, 2984, 3023, 768, 327, 100, 37, NA, 126092,  X*
13, 17.0, 421205, 55416, 32113, 7095, 2946, 8133, 1554, 1803, 81, 43, NA, 530265,  X*
14, 18.0, 127082, 6674, 5683, 2792, 3826, 1556, 1482, 2164, 75, 47, NA, 151259,  X*
15, 19.0, 86003, 252213, 15986, 12897, 34680, 37487, 10094, 3169, 66, 43, NA, 452529,  X*
16, 20.0, 12138, 4354, 4620, 1473, 1906, 2210, 1552, 525, 74, 53, NA, 28778,  X*
17, 21.0, 117563, 100065, 11858, 1879, 4499, 5569, 1988, 457, 64, 38, NA, 243878,  X*
18, 22.0, 8589, 17678, 3299, 3373, 3410, 1620, 3221, 410, 57, 26, NA, 41600,  X*
19, 23.0, 196114, 59109, 19817, 7867, 19236, 12752, 4752, 2356, 60, 40, NA, 322003,  X*
20, 24.0, 145807, 41751, 2858, 5167, 10401, 8298, 3370, 925, 57, 23, NA, 218577,  X*
21, 25.0, 45570, 40680, 2966, 2463, 6881, 3190, 1239, 1407, 63, 21, NA, 104396,  X*
22, 26.0, 149193, 85087, 14904, 6589, 5531, 4621, 3421, 4068, 56, 17, NA, 273414,  X*
23, 27.0, 70454, 33457, 7259, 2812, 4396, 2634, 1202, 489, 44, 16, NA, 122703,  X*
24, 28.0, 206533, 43002, 1629, 1524, 7988, 3793, 2286, 2022, 35, 7, NA, 268777,  X*
25, 29.0, 78015, 72425, 16091, 2969, 10812, 4692, 1570, 1264, 30, 14, NA, 187838,  X*
26, 30.0, 11791, 5840, 3340, 7020, 3332, 1734, 2605, 773, 43, 30, NA, 36435,  X*
27, 31.0, 845346, 249529, 63173, 9945, 21348, 32854, 5450, 4383, 51, 29, NA, 1232028,  X*
28, 32.0, 977634, 68529, 16140, 4939, 9700, 5940, 1450, 1225, 48, 47, NA, 1085557,  X*
29, 33.0, 113093, 89167, 22894, 21524, 41032, 23461, 2291, 2340, 63, 48, NA, 315802,  X*
30, 34.0, 234926, 34906, 5034, 6175, 2699, 1197, 1078, 1214, 44, 35, NA, 287229,  X*
31, 35.0, 9623, 11571, 1405, 4816, 4650, 3502, 3059, 655, 51, 38, NA, 39281,  X*
32, 36.0, 164197, 11105, 768, 1943, 904, 2420, 509, 241, 64, 35, NA, 182087,  X*
33, 37.0, 13271, 11001, 3652, 1036, 1845, 2623, 3024, 600, 64, 35, NA, 37052,  X*
34, 38.0, 114963, 4912, 1410, 1247, 441, 1533, 901, 423, 91, 38, NA, 125830,  X*
35, 39.0, 92724, 72075, 23612, 7236, 6319, 14262, 1417, 1572, 87, 40, NA, 219217,  X*
36, 40.0, 36723, 6839, 337, 1216, 2252, 2484, 1982, 742, 91, 38, NA, 52575,  X*
37, 41.0, 151246, 164740, 30602, 19335, 9462, 4171, 2316, 3032, 64, 38, NA, 384904,  X*
38, 42.0, 1306, 1527, 1255, 882, 646, 2049, 1705, 828, 74, 40, NA, 10198,  X*
39, 43.0, 67808, 79251, 16325, 3638, 3113, 6155, 2095, 1262, 61, 35, NA, 179647,  X*
40, 44.0, 10636, 2775, 2132, 1932, 2090, 3965, 1183, 453, 66, 48, NA, 25166,  X*
41, 45.0, 105630, 58333, 9210, 2418, 2823, 5402, 2450, 1512, 81, 41, NA, 187778,  X*
42, 46.0, 258542, 37396, 9330, 13766, 4719, 4429, 2826, 1700, 57, 41, NA, 332708,  X*
43, 47.0, 62739, 38726, 6468, 11347, 5927, 3443, 1448, 730, 57, 48, NA, 130828,  X*
44, 48.0, 145433, 14104, 2828, 2939, 1333, 1856, 535, 689, 37, 43, NA, 169717,  X*
45, 49.0, 198892, 31918, 4886, 2007, 7774, 4259, 1300, 523, 43, 43, NA, 251559,  X*
46, 50.0, 58511, 10703, 8718, 2229, 3662, 2347, 2180, 1521, 48, 44, NA, 89871,  X*
47, 51.0, 118047, 36918, 6358, 6103, 17981, 8365, 1331, 5103, 60, 38, NA, 200206,  X*
48, 52.0, 163016, 60644, 9878, 9763, 2630, 8502, 1441, 1081, 63, 37, NA, 256955,  X*
49, 53.0, 174813, 28781, 4186, 10428, 5045, 7660, 3118, 2915, 67, 44, NA, 236946,  X*
50, 54.0, 91738, 21370, 2989, 1683, 3204, 1497, 711, 801, 60, 34, NA, 123993,  X*
51, 55.0, 28002, 33938, 4145, 1476, 1319, 4404, 1260, 1057, 54, 29, NA, 75601,  X*
52, 56.0, 525910, 28924, 5398, 10254, 9787, 8623, 7490, 3360, 61, 30, NA, 599746,  X*
53, 57.0, 2016757, 431817, 86969, 30902, 68009, 33423, 23817, 12161, 48, 26, NA, 2703855,  X*
54, 58.0, 179870, 30704, 3139, 13207, 9962, 3293, 4471, 2062, 51, 34, NA, 246708,  X*
55, 60.0, 76892, 39293, 21415, 6747, 7295, 7404, 2863, 1393, 50, 48, NA, 163302,  X*
56, 61.0, 172321, 7480, 2431, 2922, 557, 2170, 464, 333, 48, 54, NA, 188678,  X*
