obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.9, 104837, 55048, 13851, 10316, 20007, 17137, 6994, 4569, NA, NA, NA, 232759,  0*
2, 3.9, 153082, 190384, 1942, 54494, 15380, 34622, 5120, 21197, NA, NA, NA, 476221,  0*
3, 4.9, 343847, 90859, 11103, 19747, 23706, 13542, 5934, 4620, NA, NA, NA, 513358,  0*
4, 5.9, 1017345, 58547, 42837, 23090, 8189, 12944, 10929, 9435, 30, 51, NA, 1183316,  0*
5, 6.9, 450627, 271694, 79701, 31319, 77307, 34682, 9021, 4048, 23, 48, NA, 958399,  0*
6, 8.9, 529849, 174876, 26017, 679, 12736, 15188, 12422, 5257, 10, 30, NA, 777024,  0*
7, 9.9, 160808, 37723, 23889, 16936, 21624, 18632, 6249, 2907, 24, 37, NA, 288768,  0*
8, 10.9, 237799, 86563, 27426, 11853, 5789, 12641, 5196, 798, 24, 23, NA, 388065,  0*
9, 11.9, 119517, 12447, 5284, 2986, 5625, 2136, 4410, 608, 26, 29, NA, 153013,  0*
10, 12.9, 431738, 166542, 115599, 9440, 26469, 22733, 12017, 9678, 27, 51, NA, 794216,  0*
11, 13.9, 768386, 66359, 10321, 6769, 15204, 11220, 13369, 5299, 11, 37, NA, 896927,  0*
12, 14.9, 9995, 6336, 2722, 1211, 1098, 4293, 2213, 542, 43, 35, NA, 28410,  0*
13, 15.9, 3315, 5781, 2359, 3433, 3124, 3019, 4473, 2037, 60, 37, NA, 27541,  0*
14, 16.9, 20606, 17393, 8614, 4268, 2898, 2572, 2116, 1713, 61, 35, NA, 60180,  0*
15, 17.9, 69014, 42617, 4003, 7086, 6041, 4559, 2790, 2562, 50, 37, NA, 138672,  0*
16, 18.9, 879543, 113374, 6120, 7333, 4925, 6462, 3619, 1186, 8, 20, NA, 1022562,  0*
17, 20.0, 165348, 7457, 1265, 2220, 1077, 1116, 904, 367, 1, 16, NA, 179754,  0*
18, 20.9, 358361, 22240, 4749, 14341, 3280, 2802, 3374, 1201, 1, 21, NA, 410348,  0*
19, 21.9, 121566, 45760, 9025, 13496, 14666, 12804, 5544, 4039, 11, 27, NA, 226900,  0*
20, 22.9, 45297, 85563, 14148, 12232, 6195, 6916, 4034, 1522, 16, 40, NA, 175907,  0*
21, 23.9, 18464, 8459, 4149, 8743, 4262, 4540, 4580, 1623, 30, 51, NA, 54820,  0*
22, 24.9, 95543, 7841, 6126, 1029, 2604, 4067, 2678, 969, 60, 44, NA, 120857,  0*
23, 25.9, 28247, 33297, 7523, 7632, 5621, 8187, 3662, 1859, 60, 47, NA, 96028,  0*
24, 27.0, 54068, 49070, 37059, 24640, 17009, 8877, 11351, 8216, 66, 64, NA, 210290,  0*
25, 27.9, 86564, 2840, 2436, 3073, 3750, 7033, 2452, 1262, 78, 54, NA, 109410,  0*
26, 28.9, 5857, 7708, 1182, 544, 3067, 4474, 4632, 1688, 78, 35, NA, 29152,  0*
27, 29.9, 915, 2637, 1788, 1368, 2726, 6216, 2057, 2277, 93, 30, NA, 19984,  0*
28, 30.9, 17769, 7223, 6808, 1806, 2474, 2494, 4130, 1474, 97, 29, NA, 44178,  0*
29, 31.9, 15627, 31697, 1800, 5432, 2480, 3098, 1867, 966, 63, 20, NA, 62967,  0*
30, 32.9, 15251, 16071, 16305, 5022, 3068, 6402, 4774, 3260, 44, 50, NA, 70153,  0*
31, 33.9, 20682, 2126, 425, 1345, 4191, 5322, 5851, 455, 44, 40, NA, 40397,  0*
32, 34.9, 7598, 11631, 7940, 3843, 3612, 4751, 2521, 1015, 48, 37, NA, 42911,  0*
33, 35.9, 8644, 17036, 6648, 2918, 3920, 7316, 3305, 691, 64, 47, NA, 50478,  0*
34, 36.9, 32855, 25776, 1214, 3241, 9176, 4312, 1892, 1992, 63, 16, NA, 80458,  0*
35, 37.9, 15770, 3899, 3022, 3386, 7624, 2148, 3716, 1275, 40, 34, NA, 40840,  0*
36, 38.9, 10929, 6461, 1114, 1553, 1685, 1423, 3749, 1661, 37, 21, NA, 28575,  0*
37, 39.9, 72167, 3657, 2530, 2710, 4638, 3538, 2091, 794, 40, 24, NA, 92125,  0*
38, 40.9, 23249, 14292, 853, 2550, 3483, 3726, 2922, 1578, 43, 29, NA, 52653,  0*
39, 41.9, 2898, 11635, 6716, 5298, 9649, 7637, 3360, 418, 50, 27, NA, 47611,  0*
40, 42.9, 77086, 9292, 2751, 606, 3082, 5973, 2193, 2128, 63, 21, NA, 103111,  0*
41, 43.9, 9891, 29591, 766, 11994, 5690, 4563, 1830, 2149, 47, 16, NA, 66474,  0*
42, 45.0, 56785, 56910, 16998, 2398, 5032, 3535, 2430, 685, 27, 26, NA, 144773,  0*
43, 45.9, 595725, 26514, 12924, 1482, 15750, 25858, 13178, 9890, 38, 16, NA, 701321,  0*
44, 46.9, 10355, 15933, 10940, 1160, 4341, 6056, 2644, 2678, 27, 29, NA, 54107,  0*
45, 47.9, 24393, 14406, 2153, 1706, 683, 8349, 2386, 720, 50, 21, NA, 54796,  0*
