obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
38, 42.0, 14122, 7864, 3587, 2983, 4238, 2062, 7612, 1130, 50, 43, NA, 43598,  0*
39, 43.0, 1454, 4374, 19462, 1599, 6549, 4593, 2494, 1685, 54, 53, NA, 42210,  0*
40, 44.0, 6260, 10701, 4393, 5597, 3647, 3370, 5530, 905, 50, 53, NA, 40403,  0*
41, 45.0, 11829, 4039, 4359, 4039, 3096, 1741, 3939, 1156, 47, 60, NA, 34198,  0*
42, 46.0, 8431, 2580, 4253, 5566, 4769, 2847, 2138, 727, 51, 69, NA, 31311,  0*
43, 47.0, 3936, 10511, 3545, 1750, 4381, 6532, 4081, 563, 60, 50, NA, 35299,  0*
44, 48.0, 2237, 3296, 11404, 7266, 3382, 2432, 2658, 1511, 56, 66, NA, 34186,  0*
45, 49.0, 6909, 5594, 12691, 4032, 6144, 4260, 2550, 866, 61, 67, NA, 43046,  0*
46, 50.0, 874, 5175, 8245, 3354, 8880, 2858, 2479, 1254, 57, 61, NA, 33119,  0*
47, 51.0, 29601, 5895, 9340, 9427, 3047, 3027, 1378, 860, 43, 84, NA, 62575,  0*
48, 52.0, 118829, 7745, 1509, 3511, 2311, 3302, 9212, 940, 53, 63, NA, 147359,  0*
49, 53.0, 2666, 4189, 7829, 14273, 9438, 6514, 6451, 1829, 54, 63, NA, 53189,  0*
50, 54.0, 6520, 5052, 2527, 2624, 2391, 3860, 2037, 1941, 64, 60, NA, 26952,  0*
51, 55.0, 853626, 33197, 6202, 15039, 6440, 2244, 2084, 2256, 53, 44, NA, 921088,  0*
52, 56.0, 4871, 3265, 9113, 5873, 2225, 3349, 1984, 3004, 50, 63, NA, 33684,  0*
53, 57.0, 1210744, 243791, 46389, 28156, 11679, 18276, 8946, 4949, 34, 47, NA, 1572930,  0*
54, 58.0, 105233, 17320, 5041, 6094, 5667, 4266, 1778, 2419, 23, 44, NA, 147818,  0*
55, 59.0, 257671, 97259, 73375, 1210, 18631, 22521, 5911, 1650, 35, 44, NA, 478228,  0*
56, 60.0, 752412, 387482, 158784, 142904, 40409, 28365, 23003, 13841, 17, 35, NA, 1547200,  0*
57, 61.0, 1065006, 118538, 115401, 50964, 54219, 48211, 33942, 15722, 29, 48, NA, 1502003,  0*
58, 62.0, 1342804, 142386, 19662, 21133, 24690, 14516, 17974, 10643, 21, 40, NA, 1593808,  0*
59, 63.0, 1018179, 107238, 29842, 48731, 18974, 32288, 11439, 19639, 24, 40, NA, 1286330,  0*
60, 64.0, 812033, 118967, 23660, 13861, 3107, 6201, 4863, 1823, 24, 29, NA, 984515,  0*
61, 65.0, 778990, 151573, 21648, 9718, 32079, 26102, 22530, 3922, 23, 10, NA, 1046562,  0*
62, 66.0, 2624, 2569, 3666, 5459, 3571, 1760, 2346, 1726, 29, 29, NA, 23721,  0*
63, 67.0, 415010, 57240, 11677, 12342, 14903, 11812, 13894, 2723, 27, 23, NA, 539601,  0*
64, 68.0, 113972, 14335, 3173, 8780, 3684, 5891, 2447, 1380, 48, 27, NA, 153662,  0*
65, 69.0, 91192, 21153, 2304, 2477, 4120, 4078, 4326, 1327, 50, 27, NA, 130977,  0*
66, 70.0, 8317, 5624, 5697, 1572, 10799, 4816, 3167, 1475, 61, 14, NA, 41467,  0*
67, 71.0, 75160, 9182, 9850, 674, 1293, 1222, 609, 214, 51, 29, NA, 98204,  0*
68, 72.0, 127610, 17696, 1822, 537, 3668, 3019, 1242, 524, 47, 11, NA, 156118,  0*
69, 73.0, 4383, 3146, 5657, 4322, 1628, 6014, 1281, 759, 57, 30, NA, 27190,  0*
70, 74.0, 24825, 16475, 2307, 3698, 5421, 3585, 1674, 1675, 50, 26, NA, 59660,  0*
71, 75.0, 11764, 4974, 5208, 2997, 8266, 4442, 2864, 2107, 69, 20, NA, 42622,  0*
72, 76.0, 69880, 33464, 19712, 10027, 11204, 9591, 13372, 6042, 69, 40, NA, 173292,  0*
73, 77.0, 9636, 8419, 8621, 1946, 5303, 3797, 891, 1203, 60, 35, NA, 39816,  0*
74, 78.0, 734367, 65193, 7288, 17601, 7178, 6919, 2407, 2673, 50, 38, NA, 843626,  0*
75, 79.0, 245037, 31708, 3918, 3589, 6357, 1682, 1094, 519, 26, 26, NA, 293904,  0*
76, 80.0, 20926, 12395, 1467, 1207, 7261, 2319, 1600, 740, 27, 10, NA, 47915,  0*
77, 81.0, 1380307, 181686, 53083, 21639, 53779, 35676, 22002, 15439, 23, 1, NA, 1763611,  0*
78, 82.0, 64459, 20268, 2025, 10030, 8516, 5311, 2470, 1529, 30, 1, NA, 114608,  0*
79, 83.0, 52377, 21130, 6120, 7542, 1965, 6244, 1871, 1509, 48, 10, NA, 98758,  0*
80, 84.0, 6512, 3951, 2471, 1185, 3448, 5229, 2228, 1432, 64, 20, NA, 26456,  0*
81, 85.0, 92049, 58530, 21740, 4288, 6014, 3217, 2006, 3251, 50, 24, NA, 191095,  0*
82, 86.0, 451440, 127816, 37812, 11964, 8117, 24452, 2998, 3697, 48, 24, NA, 668296,  0*
83, 87.0, 8187, 23156, 4976, 10071, 7610, 5643, 2275, 1333, 44, 24, NA, 63251,  0*
84, 88.0, 4983, 6711, 6070, 847, 5979, 6140, 1863, 364, 40, 27, NA, 32957,  0*
85, 89.0, 760459, 304579, 19166, 31417, 20171, 9477, 25915, 4869, 37, 16, NA, 1176053,  0*
86, 90.0, 32514, 41040, 8772, 3403, 13898, 10933, 3964, 554, 41, 8, NA, 115078,  0*
87, 91.0, 102336, 17655, 14322, 7777, 5624, 8604, 1888, 2426, 47, 13, NA, 160632,  0*
88, 92.0, 62017, 11177, 23994, 5717, 1484, 5854, 2377, 1401, 35, 30, NA, 114021,  0*
89, 93.0, 251286, 35319, 7504, 16386, 24694, 15875, 7954, 4118, 60, 41, NA, 363136,  0*
90, 94.0, 402527, 46915, 15572, 15091, 24178, 12048, 6662, 2186, 56, 50, NA, 525179,  0*
91, 95.0, 12044, 1742, 11501, 2414, 4583, 3417, 3484, 1224, 54, 60, NA, 40409,  0*
92, 96.0, 4668, 12808, 3838, 8369, 5047, 5036, 2630, 2979, 57, 47, NA, 45375,  0*
93, 97.0, 390800, 192020, 52363, 56852, 25641, 22383, 5743, 9613, 43, 51, NA, 755415,  0*
94, 98.0, 200913, 89976, 11371, 22017, 14601, 20260, 9906, 4036, 43, 48, NA, 373080,  0*
95, 99.0, 26287, 23875, 17000, 3234, 6812, 3390, 2850, 833, 30, 37, NA, 84281,  0*
96, 100.0, 737174, 21487, 5160, 20099, 27843, 19731, 9149, 6352, 40, 30, NA, 846995,  0*
97, 101.0, 20482, 13805, 995, 7493, 3490, 5418, 3711, 1122, 54, 29, NA, 56516,  0*
98, 102.0, 75703, 14814, 8223, 5914, 2970, 3031, 4818, 723, 50, 41, NA, 116196,  0*
99, 103.0, 388299, 38300, 23951, 21955, 10897, 9257, 9211, 9664, 54, 44, NA, 511534,  0*
100, 104.0, 20954, 25747, 8788, 6695, 8940, 2807, 1456, 367, 30, 48, NA, 75754,  0*
101, 105.0, 848068, 183655, 40462, 18369, 41705, 22988, 18074, 5149, 21, 41, NA, 1178470,  0*
102, 106.0, 27591, 14249, 6887, 12633, 9204, 5318, 5936, 1779, 26, 41, NA, 83597,  0*
103, 107.0, 396846, 156294, 32609, 14231, 26689, 32899, 33215, 8793, 30, 24, NA, 701576,  0*
104, 108.0, 874323, 45539, 15396, 4702, 5259, 8085, 10477, 4502, 38, 21, NA, 968283,  0*
105, 109.0, 39751, 128588, 16792, 38050, 18916, 29909, 11906, 15191, 44, 26, NA, 299103,  0*
106, 110.0, 583182, 42488, 48214, 11218, 23286, 28462, 24850, 11151, 51, 26, NA, 772851,  0*
107, 111.0, 463655, 197587, 8404, 34977, 46374, 61926, 13824, 12064, 56, 20, NA, 838811,  0*
108, 112.0, 94158, 28278, 6201, 3093, 6710, 5094, 2932, 2892, 57, 16, NA, 149358,  0*
109, 113.0, 14013, 6954, 5682, 4013, 4659, 3839, 6783, 937, 60, 24, NA, 46880,  0*
110, 114.0, 7423, 4696, 9217, 2002, 4389, 2981, 2555, 1263, 54, 27, NA, 34526,  0*
111, 115.0, 1928, 1879, 5945, 4109, 3550, 4613, 1599, 953, 60, 53, NA, 24576,  0*
112, 116.0, 262596, 175444, 28915, 12659, 20090, 16133, 16782, 3763, 54, 51, NA, 536382,  0*
113, 117.0, 4305, 4837, 5550, 799, 5801, 8481, 6205, 526, 69, 44, NA, 36504,  0*
114, 118.0, 5404, 3433, 3463, 7194, 5726, 3165, 1864, 546, 74, 43, NA, 30795,  0*
115, 119.0, 629459, 156945, 21736, 35573, 41817, 17739, 21641, 3183, 54, 26, NA, 928093,  0*
116, 120.0, 3510, 2912, 3761, 1257, 2817, 4177, 2420, 682, 77, 37, NA, 21536,  0*
117, 121.0, 8142, 2640, 2847, 3442, 2707, 2760, 3163, 1112, 64, 48, NA, 26813,  0*
118, 122.0, 27079, 10959, 4813, 3896, 2526, 2616, 1674, 1178, 60, 41, NA, 54741,  0*
119, 123.0, 199202, 4413, 3128, 1581, 1213, 1914, 709, 172, 69, 54, NA, 212332,  0*
120, 124.0, 291180, 88357, 17495, 4410, 3235, 6246, 2756, 677, 44, 44, NA, 414356,  0*
121, 125.0, 47468, 11187, 1265, 4898, 3235, 1415, 666, 262, 29, 35, NA, 70396,  0*
122, 126.0, 426879, 25170, 12346, 9416, 18589, 16343, 15770, 7640, 40, 29, NA, 532153,  0*
123, 127.0, 8521, 5457, 3752, 1017, 4324, 3230, 3435, 1225, 44, 23, NA, 30961,  0*
124, 128.0, 335331, 52978, 27854, 42073, 5537, 25872, 6376, 5888, 60, 40, NA, 501909,  0*
125, 129.0, 778276, 37959, 8585, 6081, 7392, 12904, 10602, 3497, 70, 35, NA, 865296,  0*
126, 130.0, 7220, 6718, 5947, 1903, 3917, 5024, 1310, 243, 70, 38, NA, 32282,  0*
127, 131.0, 5628, 5258, 2457, 972, 5081, 3791, 810, 879, 75, 34, NA, 24876,  0*
128, 132.0, 2864, 4844, 2850, 3490, 4735, 2789, 3267, 706, 77, 26, NA, 25545,  0*
129, 133.0, 8977, 3278, 1756, 5729, 5765, 4275, 1759, 791, 83, 37, NA, 32330,  0*
130, 134.0, 34954, 31529, 7624, 1744, 3212, 2468, 3136, 562, 64, 27, NA, 85229,  0*
131, 135.0, 96718, 113459, 34519, 6790, 20120, 21981, 4668, 7223, 51, 27, NA, 305478,  0*
132, 136.0, 450153, 18097, 15970, 16072, 10186, 27009, 7082, 6324, 60, 30, NA, 550893,  0*
133, 137.0, 11370, 2016, 6126, 4198, 1983, 3104, 1717, 1600, 54, 43, NA, 32114,  0*
134, 138.0, 17905, 12549, 9329, 3582, 6321, 2314, 1401, 413, 60, 54, NA, 53814,  0*
135, 139.0, 6985, 5752, 15845, 7798, 3711, 3201, 1995, 1221, 56, 78, NA, 46508,  0*
136, 140.0, 58150, 25439, 23469, 6546, 31171, 20216, 9630, 14176, 51, 74, NA, 188797,  0*
137, 141.0, 561937, 337324, 59979, 27733, 13018, 15128, 19448, 16916, 29, 50, NA, 1051483,  0*
138, 142.0, 11892, 10783, 743, 7624, 6358, 5115, 1790, 1348, 40, 44, NA, 45653,  0*
139, 143.0, 572729, 190302, 32548, 13347, 24046, 52376, 10239, 10367, 48, 14, NA, 905954,  0*
140, 144.0, 63442, 21438, 8522, 4087, 4326, 5741, 2008, 1312, 40, 14, NA, 110876,  0*
141, 145.0, 7984, 4448, 7254, 2283, 3839, 7777, 2978, 1396, 70, 26, NA, 37959,  0*
142, 146.0, 21649, 18059, 7343, 12157, 5284, 4742, 1004, 1279, 63, 34, NA, 71517,  0*
143, 147.0, 4092, 4811, 5686, 777, 3070, 5587, 4774, 2743, 70, 47, NA, 31540,  0*
144, 148.0, 149311, 57806, 28253, 11905, 23232, 19473, 20967, 5341, 75, 47, NA, 316288,  0*
145, 149.0, 268381, 30542, 21706, 36488, 40007, 11001, 7779, 6604, 56, 50, NA, 422508,  0*
146, 150.0, 4731, 6101, 3691, 4149, 6070, 4445, 3998, 3373, 67, 43, NA, 36558,  0*
147, 151.0, 463248, 41223, 21586, 17151, 22720, 23726, 10132, 7505, 63, 43, NA, 607291,  0*
148, 152.0, 13755, 14288, 3425, 8258, 1151, 2320, 3301, 902, 54, 50, NA, 47400,  0*
149, 153.0, 439936, 314394, 32892, 17410, 27301, 25250, 8182, 7460, 48, 27, NA, 872825,  0*
150, 154.0, 89237, 3776, 1973, 1443, 1784, 5015, 915, 1319, 54, 24, NA, 105462,  0*
151, 155.0, 175640, 8019, 2543, 3220, 16379, 7127, 3883, 1869, 61, 11, NA, 218680,  0*
152, 156.0, 113885, 36546, 17035, 12700, 46390, 14555, 23447, 3713, 69, 3, NA, 268271,  0*
153, 157.0, 499170, 123384, 25702, 14299, 27594, 20261, 8734, 2874, 77, 10, NA, 722018,  0*
154, 158.0, 3947, 3225, 6401, 1944, 3224, 2105, 1057, 888, 63, 24, NA, 22791,  0*
155, 159.0, 360132, 65153, 3649, 4645, 1517, 3763, 3475, 1018, 38, 20, NA, 443352,  0*
156, 160.0, 43941, 18836, 3657, 5378, 6369, 5407, 4040, 1181, 37, 17, NA, 88809,  0*
157, 161.0, 69185, 46094, 10042, 30677, 34487, 15592, 19726, 2877, 41, 26, NA, 228680,  0*
158, 162.0, 55640, 35115, 3036, 2485, 3386, 6370, 3175, 1089, 40, 1, NA, 110296,  0*
159, 163.0, 7780, 6343, 13093, 4904, 3596, 5079, 2229, 1448, 54, 27, NA, 44472,  0*
160, 164.0, 40108, 13161, 9678, 8362, 7085, 4399, 2881, 1026, 51, 40, NA, 86700,  0*
161, 165.0, 2773, 5086, 5964, 4011, 3298, 2384, 6334, 1613, 50, 50, NA, 31463,  0*
162, 166.0, 1840, 6046, 4159, 4228, 3075, 4430, 3452, 1034, 56, 69, NA, 28264,  0*
163, 167.0, 4108, 9002, 771, 3674, 3388, 5771, 2616, 969, 64, 50, NA, 30299,  0*
164, 168.0, 805404, 59702, 12971, 29362, 47046, 15376, 18258, 9256, 66, 41, NA, 997375,  0*
165, 169.0, 486838, 155516, 39952, 44281, 47372, 17163, 7545, 6918, 57, 30, NA, 805585,  0*
166, 170.0, 650312, 12543, 23054, 22014, 10141, 19497, 34283, 8552, 57, 38, NA, 780396,  0*
167, 171.0, 10161, 4833, 4172, 2694, 5432, 3353, 2604, 2012, 54, 47, NA, 35261,  0*
168, 172.0, 251224, 20533, 2793, 4249, 5151, 2254, 1327, 657, 47, 41, NA, 288188,  0*
169, 173.0, 1845215, 110700, 18384, 22358, 11635, 7458, 7691, 4191, 41, 38, NA, 2027632,  0*
170, 174.0, 86653, 4997, 3675, 1411, 4228, 3229, 1385, 516, 41, 24, NA, 106094,  0*
171, 175.0, 513412, 29016, 32888, 12307, 13249, 15622, 8160, 7913, 38, 30, NA, 632567,  0*
172, 176.0, 5800, 4148, 2659, 1697, 2724, 2633, 1237, 961, 53, 38, NA, 21859,  0*
173, 177.0, 15098, 2119, 7730, 2272, 8029, 5884, 2253, 642, 80, 47, NA, 44027,  0*
174, 178.0, 19500, 60183, 31010, 9798, 5184, 5469, 2921, 717, 57, 51, NA, 134782,  0*
175, 179.0, 4966, 10438, 2616, 1941, 5355, 4744, 1920, 1727, 63, 35, NA, 33707,  0*
176, 180.0, 9286, 3639, 5014, 4501, 2208, 1915, 3118, 1365, 54, 48, NA, 31046,  0*
177, 181.0, 206902, 225320, 10468, 9726, 30152, 22026, 13733, 5365, 37, 26, NA, 523692,  0
178, 182.0, 229559, 35170, 30152, 12936, 7444, 10637, 6706, 4500, 47, 30, NA, 337104,  0
179, 183.0, 616400, 106635, 15032, 18530, 17785, 20954, 6720, 9700, 38, 37, NA, 811756,  0
180, 184.0, 35978, 24397, 19999, 20077, 28146, 15333, 8895, 7345, 43, 27, NA, 160170,  0
181, 185.0, 811430, 68258, 83687, 22260, 13358, 13037, 9116, 4614, 40, 57, NA, 1025760,  0
182, 186.0, 402201, 52180, 9267, 11773, 25703, 20743, 8413, 5737, 50, 44, NA, 536017,  0
183, 187.0, 39081, 24298, 1191, 2040, 7050, 8873, 2650, 1087, 57, 30, NA, 86270,  0
184, 188.0, 452955, 40785, 27274, 8786, 6069, 13969, 17993, 8137, 54, 34, NA, 575968,  0
185, 189.0, 88746, 26940, 3849, 4714, 12020, 5473, 4234, 2265, 63, 14, NA, 148241,  0
186, 190.0, 152764, 23368, 4926, 7247, 1657, 4865, 7698, 2055, 54, 21, NA, 204580,  0
187, 191.0, 363298, 47110, 24075, 17780, 14412, 20155, 7929, 3836, 50, 43, NA, 498595,  0
188, 192.0, 209061, 165152, 66674, 72735, 54025, 26046, 12412, 8820, 41, 43, NA, 614925,  0
189, 193.0, 321676, 18353, 1089, 1007, 2868, 7228, 5025, 687, 51, 30, NA, 357933,  0
190, 194.0, 832220, 253020, 34238, 26501, 29246, 20765, 9767, 12890, 44, 24, NA, 1218647,  0
191, 195.0, 28325, 16189, 6259, 4348, 2983, 2767, 5155, 1342, 35, 23, NA, 67368,  0
192, 196.0, 370387, 57755, 14657, 12045, 3455, 3192, 3064, 2418, 24, 20, NA, 466973,  0
193, 197.0, 21056, 13120, 2315, 2433, 7076, 4035, 2245, 1147, 20, 29, NA, 53427,  0
194, 198.0, 34043, 19515, 11836, 2863, 7633, 8997, 4037, 1987, 35, 38, NA, 90911,  0
195, 199.0, 347286, 40934, 11411, 3115, 11512, 34675, 8977, 6668, 56, 27, NA, 464578,  0
196, 200.0, 177833, 32441, 8102, 7819, 4834, 16657, 2575, 977, 83, 23, NA, 251238,  0
197, 201.0, 832971, 429290, 18963, 47836, 70692, 55548, 9170, 1623, 75, 17, NA, 1466093,  0
198, 202.0, 57798, 26130, 7850, 3954, 3388, 10429, 3369, 575, 75, 14, NA, 113493,  0
199, 203.0, 8168, 7251, 5977, 6714, 4680, 4127, 2643, 1111, 63, 29, NA, 40671,  0
200, 204.0, 15613, 7433, 3290, 3307, 5628, 3149, 2136, 1403, 57, 34, NA, 41959,  0
201, 205.0, 352984, 89034, 31352, 23095, 8549, 4436, 7866, 1828, 43, 50, NA, 519144,  0
202, 206.0, 860011, 117888, 26914, 21053, 8710, 15636, 12609, 1128, 30, 50, NA, 1063949,  1
203, 207.0, 439097, 455570, 75591, 64866, 18620, 30071, 9331, 11894, 13, 38, NA, 1105040,  0
204, 208.0, 624151, 16429, 27881, 22672, 25558, 14117, 18730, 14513, 11, 48, NA, 764051,  0
205, 209.0, 482167, 67370, 31902, 18786, 7505, 12848, 7373, 3150, 24, 50, NA, 631101,  0
206, 210.0, 7524, 7055, 3967, 5710, 2926, 8914, 7288, 941, 44, 54, NA, 44325,  0
207, 211.0, 401338, 80065, 40962, 14583, 3460, 11331, 21106, 5104, 50, 63, NA, 577949,  0
208, 212.0, 224145, 20397, 20771, 12601, 10262, 42772, 19369, 16861, 66, 56, NA, 367178,  0
209, 213.0, 721389, 97805, 6920, 11300, 4837, 31188, 14496, 7711, 77, 38, NA, 895646,  0
210, 214.0, 319773, 42149, 4491, 1806, 4966, 3019, 5006, 7258, 53, 23, NA, 388468,  0
211, 215.0, 109509, 46426, 6883, 3163, 11079, 5632, 2252, 3341, 56, 8, NA, 188285,  0
212, 216.0, 84981, 57586, 11326, 8920, 5930, 5645, 3706, 974, 29, 1, NA, 179068,  0
213, 217.0, 78657, 9213, 2953, 4719, 5698, 5802, 2065, 1467, 30, 13, NA, 110574,  0
214, 218.0, 43131, 7602, 4077, 7690, 2723, 4915, 3449, 999, 48, 34, NA, 74586,  0
215, 219.0, 235520, 200495, 14914, 5832, 13662, 11692, 33368, 2961, 40, 27, NA, 518444,  0
216, 220.0, 1758979, 122411, 15575, 12114, 3041, 19679, 10185, 5876, 44, 24, NA, 1947860,  0
217, 221.0, 59253, 23124, 4578, 4816, 7655, 6744, 6783, 621, 40, 21, NA, 113574,  0
218, 222.0, 498926, 12908, 11589, 5399, 9046, 26225, 9326, 4542, 54, 13, NA, 577961,  0
219, 223.0, 58154, 16929, 10929, 1827, 5230, 5694, 3504, 1386, 69, 30, NA, 103653,  0
220, 224.0, 1497665, 297071, 95757, 47439, 42273, 60182, 41094, 13713, 69, 38, NA, 2095194,  0
221, 225.0, 1717891, 199779, 38630, 18217, 14015, 30331, 41273, 15267, 63, 37, NA, 2075403,  0
222, 226.0, 359020, 66165, 4136, 4923, 5770, 9276, 12120, 1337, 41, 23, NA, 462747,  0
223, 227.0, 95323, 14211, 44135, 33489, 32038, 17597, 7742, 11684, 41, 34, NA, 256219,  0
224, 228.0, 13197, 10254, 1936, 778, 2782, 7081, 2161, 999, 56, 23, NA, 39188,  0
225, 229.0, 1104441, 222731, 21884, 60600, 59350, 18900, 5595, 6888, 50, 24, NA, 1500389,  0
226, 230.0, 546806, 293155, 15905, 10036, 30347, 25028, 16622, 7195, 44, 20, NA, 945094,  0
227, 231.0, 701571, 81069, 7891, 29382, 13409, 15350, 15176, 2184, 40, 7, NA, 866032,  0
228, 232.1, 12855, 14920, 2524, 1860, 4118, 9149, 2766, 1414, 38, 8, NA, 49606,  0
229, 233.0, 17883, 10298, 14392, 2213, 4256, 4229, 1699, 918, 50, 21, NA, 55888,  0
230, 234.0, 11236, 16483, 8274, 3579, 7047, 3382, 2419, 2289, 54, 41, NA, 54709,  0
231, 235.0, 48530, 24727, 2430, 5030, 6886, 4634, 3693, 2214, 56, 35, NA, 98144,  0
232, 236.0, 9174, 17197, 1200, 3480, 7378, 3879, 2285, 1102, 47, 37, NA, 45695,  0
233, 237.0, 1712443, 119516, 27935, 21435, 8243, 19499, 27642, 13346, 41, 26, NA, 1950059,  0
234, 238.0, 2001055, 365745, 22656, 52253, 40681, 24533, 4681, 14309, 34, 16, NA, 2525913,  0
235, 239.0, 226938, 55467, 9939, 7915, 3578, 1820, 1120, 917, 13, 20, NA, 307694,  0
236, 240.0, 75853, 32395, 52676, 12664, 13773, 22572, 28256, 6918, 16, 38, NA, 245107,  0
237, 241.0, 117795, 13452, 1642, 719, 1062, 1083, 684, 804, 10, 27, NA, 137241,  0
238, 242.0, 229216, 115435, 70707, 14323, 17659, 30172, 13662, 12250, 21, 41, NA, 503424,  0
239, 243.0, 100995, 13927, 2471, 7153, 6398, 5180, 5292, 1728, 47, 43, NA, 143144,  0
240, 244.0, 36815, 11375, 3843, 3612, 2174, 1763, 569, 210, 35, 37, NA, 60361,  0
241, 245.0, 507118, 45373, 17390, 6818, 16091, 19013, 16452, 4062, 50, 44, NA, 632317,  0
242, 246.0, 9092, 14832, 10309, 11353, 2417, 4161, 5059, 847, 48, 51, NA, 58070,  0
243, 247.0, 13820, 6281, 9892, 2973, 5392, 4116, 3194, 791, 48, 57, NA, 46459,  0
244, 248.0, 1575, 4781, 3768, 665, 1278, 7134, 1241, 957, 74, 54, NA, 21399,  0
245, 249.0, 1475, 7137, 6655, 2854, 6556, 6455, 1603, 1743, 77, 61, NA, 34478,  0
246, 250.0, 378784, 32746, 12097, 19782, 21802, 18315, 13661, 1548, 84, 53, NA, 498735,  0
247, 251.0, 350568, 108946, 13620, 5348, 7804, 4882, 4971, 925, 64, 35, NA, 497064,  0
248, 252.0, 1206048, 69386, 15810, 22253, 10660, 5937, 3718, 2737, 34, 38, NA, 1336549,  0
249, 253.0, 77017, 22229, 7105, 4848, 3117, 5184, 4914, 3164, 23, 35, NA, 127578,  0
