obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.9, 92816, 11787, 1468, 4234, 7322, 2822, 841, 480, NA, NA, NA, 121770,  7*
2, 6.0, 15830, 14321, 12484, 3090, 6144, 2177, 4040, 639, NA, NA, NA, 58725,  7*
3, 6.9, 12941, 19803, 12053, 3773, 3921, 3372, 1602, 750, NA, NA, NA, 58215,  7*
4, 7.9, 20557, 27723, 4188, 6216, 1025, 4947, 1962, 603, 47, 34, NA, 67221,  7*
5, 9.0, 14136, 12541, 18786, 1944, 2967, 1307, 1541, 412, 27, 56, NA, 53634,  7*
6, 9.9, 18464, 2303, 8689, 4508, 3034, 1449, 3766, 568, 30, 80, NA, 42781,  7*
7, 10.9, 42848, 5781, 1670, 1502, 3599, 1434, 642, 677, 48, 70, NA, 58153,  7*
8, 11.9, 20217, 15829, 15054, 3839, 4781, 3835, 2180, 724, 47, 88, NA, 66459,  7*
9, 13.0, 62633, 19863, 28113, 2981, 4421, 2775, 849, 319, 54, 81, NA, 121954,  7*
10, 13.9, 9087, 19962, 1038, 3124, 3963, 3577, 1581, 894, 67, 40, NA, 43226,  7*
11, 14.9, 39994, 5508, 6851, 2544, 2458, 2339, 1048, 401, 67, 60, NA, 61143,  7*
12, 15.9, 53672, 10321, 3132, 5380, 4436, 2666, 1689, 970, 75, 50, NA, 82266,  7*
13, 16.9, 16245, 23638, 16218, 2914, 1755, 1795, 1028, 486, 69, 40, NA, 64079,  7*
14, 17.9, 128200, 92810, 12546, 23586, 11296, 10204, 11855, 4614, 53, 51, NA, 295111,  7*
15, 18.9, 48854, 19168, 10723, 10181, 3288, 3104, 2105, 437, 37, 50, NA, 97860,  7*
16, 20.0, 60505, 22996, 6571, 4165, 1554, 2413, 334, 606, 20, 44, NA, 99144,  7*
17, 20.9, 40879, 19819, 2493, 4132, 10377, 2786, 608, 399, 41, 21, NA, 81493,  7*
18, 22.0, 10357, 40353, 11381, 10756, 2665, 5660, 990, 711, 44, 26, NA, 82873,  7*
19, 22.9, 61457, 15091, 14815, 1780, 3000, 2353, 694, 1085, 43, 27, NA, 100275,  7*
20, 24.0, 32120, 8645, 7823, 2629, 1533, 2957, 1261, 1150, 61, 41, NA, 58118,  7*
21, 25.0, 44851, 25531, 13223, 3910, 1964, 2798, 648, 383, 50, 63, NA, 93308,  7*
22, 25.9, 58012, 23064, 6363, 7777, 3592, 1442, 1360, 428, 27, 64, NA, 102038,  7*
23, 26.9, 21857, 21533, 19785, 1427, 5414, 1681, 1517, 412, 13, 61, NA, 73626,  7*
24, 27.9, 51648, 15736, 6529, 2386, 2865, 4441, 1281, 399, 17, 48, NA, 85285,  7*
25, 28.9, 11659, 8250, 3720, 728, 3299, 2261, 1276, 662, 43, 38, NA, 31855,  7*
26, 29.9, 38452, 34170, 11755, 1606, 5422, 1390, 1040, 555, 43, 29, NA, 94390,  7*
27, 31.0, 33754, 12471, 2671, 3814, 5705, 6723, 1988, 835, 83, 11, NA, 67961,  7*
28, 31.9, 7011, 10211, 27481, 1224, 9057, 1598, 1225, 1507, 51, 34, NA, 59314,  7*
29, 32.9, 28908, 15278, 6265, 1957, 2586, 2346, 1688, 462, 35, 40, NA, 59490,  7*
30, 34.0, 11237, 26191, 1021, 13827, 2107, 4196, 1229, 1691, 57, 44, NA, 61499,  7*
31, 34.9, 1210172, 179272, 9098, 10848, 7117, 25131, 11101, 10367, 41, 38, NA, 1463106,  7*
32, 35.9, 27690, 8521, 1971, 5526, 3256, 8710, 1294, 1187, 77, 20, NA, 58155,  7*
33, 36.9, 8770, 21412, 23287, 8288, 3473, 3499, 2232, 842, 66, 37, NA, 71803,  7*
34, 38.0, 39756, 8997, 16752, 7404, 2656, 1394, 1606, 938, 48, 61, NA, 79503,  7*
35, 38.9, 13232, 17084, 8079, 2260, 2677, 3169, 3276, 1318, 43, 83, NA, 51095,  7*
36, 39.9, 71975, 4707, 3738, 5801, 4072, 2559, 1541, 423, 26, 94, NA, 94816,  7*
37, 41.0, 694657, 39696, 118997, 26701, 12780, 9139, 8613, 4575, 21, 100, NA, 915158,  7*
38, 42.0, 34011, 24024, 4083, 5086, 3405, 1719, 1072, 370, 24, 75, NA, 73770,  7*
39, 42.9, 28161, 24508, 3331, 7270, 3296, 3499, 1198, 1850, 23, 67, NA, 73113,  7*
40, 43.9, 22124, 34935, 19275, 4505, 2354, 2518, 730, 351, 1, 63, NA, 86792,  7*
41, 44.9, 189359, 23341, 9058, 5129, 4455, 4426, 3926, 930, 14, 40, NA, 240624,  7*
42, 45.9, 30466, 6303, 7904, 8702, 3247, 3432, 9121, 805, 29, 61, NA, 69980,  7*
43, 46.9, 19505, 11241, 8403, 9401, 2757, 4988, 2081, 1407, 37, 75, NA, 59783,  7*
44, 47.9, 469094, 136294, 32958, 56163, 5769, 13277, 7456, 2723, 41, 75, NA, 723734,  7*
45, 49.0, 20986, 31312, 17586, 12691, 5139, 6773, 1538, 991, 41, 81, NA, 97016,  7*
46, 49.9, 119797, 60355, 7807, 3252, 5432, 7385, 1996, 970, 37, 50, NA, 206994,  7*
47, 50.9, 21921, 21493, 5316, 754, 9857, 3181, 2876, 1259, 30, 26, NA, 66657,  7*
48, 51.9, 20446, 10906, 2744, 1821, 1757, 410, 801, 640, 21, 21, NA, 39525,  7*
49, 52.9, 70699, 4661, 420, 2387, 1818, 621, 380, 198, 20, 13, NA, 81184,  7*
50, 54.0, 24975, 35269, 2632, 7504, 3997, 3004, 922, 362, 13, 20, NA, 78665,  7*
51, 54.9, 332478, 180415, 3424, 32911, 24681, 12928, 6777, 3379, 4, 20, NA, 596993,  7*
52, 56.0, 92806, 35928, 1903, 448, 780, 2260, 1570, 614, 16, 1, NA, 136309,  7*
53, 57.0, 29087, 14375, 6513, 7325, 7772, 6312, 1274, 328, 30, 8, NA, 72986,  7*
54, 57.9, 78703, 14839, 2877, 11058, 2964, 3849, 1584, 496, 41, 24, NA, 116370,  7*
55, 58.9, 40763, 26702, 17715, 27216, 4703, 2620, 2877, 427, 35, 54, NA, 123023,  7*
56, 59.9, 30000, 21382, 8706, 5446, 2642, 1427, 1865, 791, 30, 80, NA, 72259,  7*
57, 60.9, 745668, 20505, 59867, 27322, 3422, 23285, 8111, 2499, 29, 94, NA, 890679,  7*
