obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
103, 106.0, 56346, 19545, 8913, 10256, 6684, 3569, 3120, 3817, 50, 61, NA, 112250,  3*
104, 106.9, 10376, 27891, 1796, 1461, 3433, 2833, 980, 257, 44, 24, NA, 49027,  3*
105, 107.9, 85711, 20372, 2548, 1323, 5549, 2836, 760, 2099, 47, 14, NA, 121198,  3*
106, 108.9, 228211, 74037, 24873, 6393, 9925, 3080, 866, 513, 44, 20, NA, 347898,  3*
107, 109.9, 25306, 7967, 3245, 8514, 1878, 3065, 2842, 932, 50, 24, NA, 53749,  3*
108, 110.9, 1855, 2422, 1695, 2001, 1063, 2578, 792, 1294, 63, 53, NA, 13700,  3*
109, 111.9, 23949, 9397, 8935, 4261, 1983, 1929, 2231, 949, 60, 81, NA, 53634,  3*
110, 112.9, 82781, 17709, 1464, 2900, 3401, 4049, 904, 1207, 75, 69, NA, 114415,  3*
111, 113.9, 14113, 17157, 7074, 5275, 3574, 4269, 1064, 357, 75, 61, NA, 52883,  3*
112, 114.9, 1180, 4020, 212, 418, 653, 3906, 2597, 1080, 80, 34, NA, 14066,  3*
113, 115.9, 5914, 10153, 4461, 3924, 1059, 1230, 1695, 485, 77, 29, NA, 28921,  3*
114, 117.0, 14052, 3800, 2586, 4662, 4826, 2785, 832, 845, 80, 48, NA, 34388,  3*
115, 117.9, 5457, 3754, 1930, 872, 1002, 3476, 1206, 811, 90, 41, NA, 18508,  3*
116, 118.9, 24887, 16171, 12278, 5362, 4750, 1125, 1395, 482, 63, 74, NA, 66450,  3*
117, 119.9, 64529, 14356, 1224, 3847, 2422, 2767, 879, 1447, 69, 60, NA, 91471,  3*
118, 120.9, 9830, 8804, 1286, 688, 1339, 1302, 285, 117, 63, 43, NA, 23651,  3*
119, 122.0, 235906, 32431, 16380, 9973, 4394, 5823, 2128, 2251, 50, 53, NA, 309286,  3*
120, 122.9, 4258, 7013, 1289, 5168, 1969, 3432, 2070, 719, 66, 47, NA, 25918,  3*
121, 124.0, 35997, 3313, 572, 9270, 901, 3849, 1098, 409, 74, 64, NA, 55409,  3*
122, 124.9, 5620, 5799, 2893, 3307, 2270, 2731, 2142, 1971, 78, 81, NA, 26733,  3*
123, 125.9, 86071, 34416, 4285, 13054, 4735, 3997, 2447, 1029, 77, 77, NA, 150034,  3*
124, 126.9, 817043, 36485, 18630, 27682, 6482, 8857, 3542, 2762, 69, 84, NA, 921483,  3*
125, 127.9, 242754, 26594, 2854, 28486, 21557, 26037, 10218, 3453, 74, 70, NA, 361953,  3*
126, 128.9, 98361, 264510, 46610, 4551, 2475, 7722, 9267, 6442, 54, 56, NA, 439938,  3*
127, 129.9, 748699, 69829, 5625, 10758, 13026, 18362, 6596, 4185, 63, 43, NA, 877080,  3*
128, 131.0, 143637, 17729, 1689, 4219, 635, 1544, 643, 121, 57, 29, NA, 170217,  3*
129, 131.9, 51252, 44981, 5033, 1655, 4828, 4666, 612, 289, 47, 14, NA, 113316,  3*
130, 132.9, 74743, 1775, 1830, 378, 1028, 370, 446, 297, 56, 30, NA, 80867,  3*
131, 133.9, 382805, 72267, 26448, 8446, 16180, 13396, 12001, 3669, 53, 41, NA, 535212,  3*
132, 135.0, 503982, 58803, 10525, 5677, 3554, 2064, 1354, 1252, 47, 40, NA, 587211,  3*
133, 135.9, 301143, 102131, 24594, 23119, 22747, 15675, 4980, 6879, 47, 51, NA, 501268,  3*
134, 136.9, 39104, 7551, 2931, 1193, 1939, 1273, 312, 326, 48, 44, NA, 54629,  3*
135, 138.0, 92589, 14259, 2489, 1880, 4391, 8066, 1484, 945, 57, 35, NA, 126103,  3*
136, 138.9, 53379, 47150, 3812, 2513, 3802, 6496, 1643, 635, 67, 24, NA, 119430,  3*
137, 139.9, 17628, 4776, 8441, 1462, 3322, 1801, 1220, 1076, 69, 38, NA, 39726,  3*
138, 140.9, 129177, 23560, 1305, 6036, 10031, 5862, 1246, 825, 75, 27, NA, 178042,  3*
139, 142.0, 114887, 3345, 4166, 10567, 2904, 3441, 1001, 890, 67, 56, NA, 141201,  3*
140, 142.9, 519174, 143895, 5159, 17496, 21711, 20284, 3206, 1711, 67, 60, NA, 732636,  3*
141, 143.9, 147324, 26308, 15334, 3576, 4170, 11673, 5694, 4340, 74, 50, NA, 218419,  3*
142, 144.9, 61864, 58788, 11890, 3648, 5038, 1256, 747, 624, 53, 53, NA, 143855,  3*
143, 145.9, 815297, 49696, 43116, 15274, 35603, 8384, 2924, 4095, 47, 41, NA, 974389,  3*
144, 146.9, 4319, 5921, 476, 899, 1599, 1834, 1414, 516, 53, 43, NA, 16978,  3*
145, 147.9, 94034, 6331, 1387, 4063, 1267, 414, 522, 209, 38, 48, NA, 108227,  3*
146, 149.0, 21342, 13579, 11782, 14095, 4865, 3615, 1834, 1427, 51, 66, NA, 72539,  3*
147, 149.9, 553921, 118208, 22627, 37694, 10625, 12971, 3372, 1951, 51, 61, NA, 761369,  3*
148, 150.9, 3684, 4506, 838, 1663, 947, 3434, 513, 386, 56, 69, NA, 15971,  3*
149, 151.9, 69197, 10320, 1246, 5869, 3525, 3423, 1186, 261, 70, 63, NA, 95027,  3*
150, 152.9, 471952, 32513, 5406, 3952, 1017, 4131, 919, 1595, 70, 44, NA, 521485,  3*
151, 154.0, 374709, 79164, 11533, 15845, 7781, 12299, 4724, 5521, 75, 38, NA, 511576,  3*
152, 154.9, 53448, 17664, 796, 2750, 1358, 2117, 972, 329, 63, 30, NA, 79434,  3*
153, 155.9, 848, 15228, 3129, 7702, 1943, 3762, 1033, 1018, 60, 35, NA, 34663,  3*
154, 156.9, 84588, 8126, 705, 2023, 5161, 1265, 770, 310, 61, 30, NA, 102948,  3*
155, 157.9, 59071, 20491, 14024, 4114, 3989, 1903, 992, 631, 54, 43, NA, 105215,  3*
156, 158.9, 4865, 13157, 2129, 4030, 2512, 2209, 1318, 679, 54, 53, NA, 30899,  3*
157, 160.0, 52306, 3553, 2475, 2089, 1204, 2896, 1332, 322, 61, 54, NA, 66177,  3*
158, 160.9, 6925, 5464, 2224, 902, 2796, 2165, 783, 688, 67, 61, NA, 21947,  3*
159, 161.9, 41727, 18706, 915, 1820, 1506, 2064, 821, 788, 75, 40, NA, 68347,  3*
160, 163.0, 26623, 8316, 4899, 7890, 1456, 1462, 1789, 1525, 69, 54, NA, 53960,  3*
161, 163.9, 40513, 23077, 5632, 2306, 3560, 2598, 804, 741, 57, 44, NA, 79231,  3*
162, 164.9, 289482, 69840, 4313, 2871, 3108, 3830, 1202, 1472, 44, 30, NA, 376118,  3*
163, 165.9, 44548, 14804, 4990, 1319, 1407, 3696, 659, 538, 50, 43, NA, 71961,  3*
164, 167.0, 2304, 2340, 7196, 2856, 1036, 3055, 703, 690, 60, 47, NA, 20180,  3*
165, 167.9, 1244760, 34235, 19066, 5390, 16204, 14229, 2725, 1298, 67, 50, NA, 1337907,  3*
166, 168.9, 14004, 27458, 1165, 4349, 4638, 2502, 539, 428, 69, 54, NA, 55083,  3*
167, 170.0, 23348, 13460, 1782, 1927, 756, 4147, 549, 1128, 74, 50, NA, 47097,  3*
168, 170.9, 19400, 51274, 2524, 9587, 6617, 2325, 718, 953, 57, 23, NA, 93398,  3*
169, 171.9, 76427, 18520, 2651, 4329, 1236, 1940, 722, 871, 50, 21, NA, 106696,  3*
170, 172.9, 57706, 9998, 6023, 1230, 1117, 2598, 1175, 250, 56, 38, NA, 80097,  3*
171, 174.0, 103371, 70320, 38640, 32828, 15860, 20575, 3979, 2627, 51, 53, NA, 288200,  3*
172, 174.9, 148962, 16145, 3699, 6728, 4677, 2834, 1912, 1235, 61, 63, NA, 186192,  3*
173, 175.9, 229348, 7061, 4210, 10709, 7111, 2870, 777, 536, 64, 77, NA, 262622,  3*
174, 176.9, 514582, 123540, 25927, 19370, 57482, 13361, 10342, 2291, 60, 66, NA, 766895,  3*
175, 178.0, 9796, 11673, 2910, 6135, 7508, 2039, 1110, 925, 56, 60, NA, 42096,  3*
176, 178.9, 5698, 3235, 6281, 1275, 1587, 2112, 1553, 445, 61, 70, NA, 22186,  3*
177, 179.9, 58703, 8512, 5479, 1881, 1073, 1660, 507, 479, 60, 69, NA, 78294,  3*
178, 180.9, 3116, 2569, 1402, 1267, 2277, 1943, 879, 645, 70, 75, NA, 14098,  3
179, 181.9, 26472, 13977, 2542, 9763, 7318, 7779, 962, 579, 81, 75, NA, 69392,  3
180, 182.9, 61771, 29490, 19180, 9015, 2305, 3756, 1785, 305, 70, 69, NA, 127607,  3
181, 183.9, 164012, 56912, 17032, 17936, 5242, 9409, 6096, 3819, 74, 66, NA, 280458,  3
182, 185.0, 44602, 20747, 7773, 4148, 2688, 1912, 904, 222, 56, 67, NA, 82996,  3
183, 186.0, 110831, 11544, 9255, 5416, 1813, 2053, 2282, 1002, 47, 78, NA, 144196,  3
184, 186.9, 533097, 119658, 13052, 8940, 1326, 4237, 2303, 1882, 41, 57, NA, 684495,  3
185, 187.9, 38300, 30997, 5684, 2363, 646, 1561, 193, 171, 34, 48, NA, 79915,  3
186, 188.9, 1797008, 1452939, 91888, 11166, 15257, 208837, 54058, 13161, 40, 24, NA, 3644314,  3
187, 189.9, 335337, 32557, 4586, 16678, 2876, 2343, 2256, 2250, 35, 17, NA, 398883,  3
188, 190.9, 23341, 14775, 5711, 1544, 4225, 2508, 1329, 380, 44, 29, NA, 53813,  3
189, 192.0, 25671, 7531, 4221, 4473, 1726, 3695, 679, 517, 60, 44, NA, 48513,  3
190, 192.9, 2909, 1042, 1445, 775, 985, 4326, 758, 933, 77, 66, NA, 13173,  3
191, 193.9, 49084, 11331, 4231, 3553, 1833, 2156, 1105, 1054, 83, 66, NA, 74347,  3
192, 194.9, 14133, 19029, 1795, 1733, 1543, 2009, 2772, 740, 80, 56, NA, 43754,  3
193, 195.9, 3703, 4082, 2747, 1252, 2082, 1466, 1114, 327, 77, 53, NA, 16773,  3
194, 196.9, 72716, 22303, 424, 431, 1028, 1918, 1015, 446, 54, 30, NA, 100281,  3
195, 197.9, 27621, 6098, 2773, 4249, 3331, 2358, 1034, 540, 60, 34, NA, 48004,  3
196, 198.9, 5444, 4950, 3276, 1414, 1067, 3014, 551, 1197, 67, 51, NA, 20913,  3
197, 199.9, 217124, 73697, 19046, 12861, 10703, 5353, 2487, 2918, 60, 50, NA, 344189,  3
198, 200.9, 79190, 26107, 4368, 623, 3164, 3466, 1039, 467, 61, 64, NA, 118424,  3
199, 202.0, 495520, 1305575, 159209, 390607, 410918, 304683, 552925, 345230, 60, 56, NA, 3964667,  3
200, 203.0, 252144, 39085, 1375, 4572, 2412, 2204, 1534, 1454, 47, 41, NA, 304780,  3
201, 203.9, 331699, 32008, 1870, 3277, 7088, 14368, 4059, 3064, 61, 27, NA, 397433,  3
202, 204.9, 105165, 32701, 13191, 5462, 783, 1753, 679, 270, 53, 41, NA, 160004,  3
203, 205.9, 403411, 30960, 14189, 2924, 2975, 2705, 1455, 366, 44, 48, NA, 458985,  3
204, 206.9, 97213, 18616, 1647, 1628, 4856, 3026, 1226, 1146, 53, 47, NA, 129358,  3
205, 207.9, 79611, 51978, 6669, 6192, 1937, 3009, 923, 569, 37, 54, NA, 150888,  3
206, 208.9, 80035, 51000, 17336, 12012, 1715, 1142, 1370, 1871, 29, 54, NA, 166481,  3
207, 210.0, 9690, 16573, 7397, 3101, 3669, 2429, 919, 544, 34, 54, NA, 44322,  3
208, 210.9, 162166, 109387, 2838, 9688, 29939, 13530, 4048, 1255, 30, 50, NA, 332851,  3
209, 211.9, 72592, 33366, 6431, 1264, 5614, 3456, 4040, 814, 37, 48, NA, 127577,  3
210, 212.9, 753453, 46617, 20277, 19892, 4924, 2088, 4123, 1097, 40, 51, NA, 852471,  3
211, 213.9, 303557, 31920, 68491, 7576, 9162, 16236, 8220, 2746, 44, 63, NA, 447908,  3
212, 214.9, 200550, 10334, 1376, 6086, 6490, 3036, 1120, 557, 47, 80, NA, 229549,  3
213, 215.9, 30491, 6264, 4990, 19909, 3194, 3253, 1730, 357, 48, 100, NA, 70188,  3
214, 217.0, 51545, 17846, 2674, 4814, 3174, 2832, 495, 1088, 60, 94, NA, 84468,  3
215, 218.0, 79136, 23061, 1066, 699, 1057, 457, 441, 147, 43, 63, NA, 106064,  3
216, 218.9, 49176, 15657, 2018, 3140, 1477, 1716, 960, 1190, 38, 60, NA, 75334,  3
217, 219.9, 73242, 63491, 7462, 4571, 2695, 2346, 1352, 500, 29, 35, NA, 155659,  3
218, 221.0, 74615, 15607, 3026, 2876, 1382, 1819, 1929, 450, 27, 35, NA, 101704,  3
219, 221.9, 11858, 4780, 1803, 4080, 2983, 1726, 1403, 1036, 44, 56, NA, 29669,  3
220, 222.9, 10978, 11050, 4488, 5328, 3739, 2435, 1956, 517, 47, 63, NA, 40491,  3
221, 223.9, 2214, 1768, 1399, 1067, 1793, 3179, 1146, 236, 70, 70, NA, 12802,  3
222, 224.9, 250430, 3635, 3665, 3598, 3575, 2052, 471, 467, 78, 81, NA, 267893,  3
223, 225.9, 31552, 9066, 6321, 3277, 1494, 3937, 1292, 457, 80, 81, NA, 57396,  3
224, 226.9, 70630, 13945, 6116, 1122, 894, 1898, 778, 704, 78, 80, NA, 96087,  3
225, 228.0, 26349, 9007, 7361, 2669, 2127, 2225, 2383, 1255, 64, 87, NA, 53376,  3
226, 228.9, 51889, 23512, 14665, 3282, 2344, 1421, 1002, 530, 50, 84, NA, 98645,  3
227, 229.9, 40000, 21834, 5896, 2525, 988, 1108, 298, 141, 37, 80, NA, 72790,  3
228, 230.9, 247587, 10140, 5004, 6330, 3789, 1453, 1096, 575, 35, 84, NA, 275974,  3
229, 231.9, 11058, 10597, 1915, 3482, 1267, 1965, 1709, 815, 35, 78, NA, 32808,  3
230, 232.9, 64948, 21025, 3615, 3174, 4147, 2563, 1335, 835, 43, 67, NA, 101642,  3
231, 234.0, 1214399, 118784, 47213, 12705, 11996, 11879, 4008, 2821, 48, 69, NA, 1423805,  3
232, 235.0, 2167854, 263832, 134943, 44229, 34073, 49818, 6257, 1698, 51, 66, NA, 2702704,  3
233, 235.9, 79205, 12597, 4808, 1325, 1081, 1173, 618, 74, 47, 66, NA, 100881,  3
234, 236.9, 37764, 16018, 15307, 2086, 5783, 2585, 422, 843, 44, 78, NA, 80808,  3
235, 237.9, 54234, 41854, 9973, 2430, 1345, 5393, 708, 1251, 47, 74, NA, 117188,  3
236, 238.9, 133033, 72804, 4910, 9837, 12552, 7929, 3464, 2306, 44, 61, NA, 246835,  3
237, 239.9, 65781, 19958, 5460, 4936, 4846, 5491, 1844, 821, 53, 60, NA, 109137,  3
238, 240.9, 48482, 21994, 11955, 8881, 2153, 2148, 1089, 557, 51, 61, NA, 97259,  3
239, 241.9, 26180, 9504, 6390, 3790, 1239, 3319, 684, 433, 54, 70, NA, 51539,  3
240, 242.9, 63485, 13786, 3461, 3353, 808, 1439, 625, 1698, 53, 81, NA, 88655,  3
241, 243.9, 2674, 6045, 2300, 1142, 3413, 2004, 2509, 704, 54, 80, NA, 20791,  3
242, 244.9, 86658, 14049, 22588, 14223, 8461, 9461, 5190, 1416, 64, 81, NA, 162046,  3
243, 246.0, 72299, 22254, 2582, 5315, 5829, 3269, 1962, 865, 61, 70, NA, 114375,  3
244, 246.9, 64530, 5458, 4198, 660, 2356, 2840, 788, 672, 70, 70, NA, 81502,  3
245, 247.9, 4405, 4617, 5598, 1514, 2201, 2566, 753, 821, 70, 81, NA, 22475,  3
246, 248.9, 50340, 8303, 6276, 2157, 2542, 2259, 1156, 860, 67, 77, NA, 73893,  3
247, 250.0, 78602, 30185, 1098, 1427, 1299, 2617, 1244, 330, 66, 63, NA, 116802,  3
248, 250.9, 20600, 8783, 3086, 1937, 1775, 2343, 1526, 960, 63, 61, NA, 41010,  3
249, 251.9, 11709, 4447, 1370, 1225, 2239, 1274, 1052, 999, 60, 53, NA, 24315,  3
250, 253.0, 5048, 11573, 376, 588, 1854, 3695, 362, 1104, 66, 26, NA, 24600,  3
251, 253.9, 78058, 11205, 2049, 1376, 864, 651, 330, 264, 60, 41, NA, 94797,  3
252, 254.9, 104335, 26344, 4870, 624, 1225, 1399, 1495, 538, 48, 34, NA, 140830,  3
253, 255.9, 27572, 20737, 12286, 7702, 5498, 2919, 1027, 364, 41, 40, NA, 78105,  3
254, 256.9, 44202, 30840, 13504, 2825, 2538, 3481, 1094, 802, 30, 61, NA, 99286,  3
