obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
19, 23.0, 2022, 3095, 7902, 4248, 1770, 2230, 704, 1502, 56, 100, NA, 23473,  X*
20, 23.9, 8812, 3444, 1424, 1810, 691, 2201, 1238, 1039, 60, 100, NA, 20659,  X*
21, 24.9, 5238, 8628, 5733, 1536, 4496, 2753, 1995, 911, 67, 80, NA, 31290,  X*
22, 25.9, 11968, 4836, 6403, 2484, 1608, 2642, 2871, 645, 87, 66, NA, 33457,  X*
23, 26.9, 4006, 4294, 1511, 5962, 2109, 1884, 1687, 1268, 87, 57, NA, 22721,  X*
24, 27.9, 6692, 2168, 3326, 4607, 835, 4523, 850, 1468, 91, 67, NA, 24469,  X*
25, 28.9, 10832, 6894, 13546, 4473, 4366, 2987, 1261, 1084, 87, 80, NA, 45443,  X*
26, 30.0, 632754, 103465, 20447, 33444, 13444, 18489, 15099, 2441, 80, 67, NA, 839583,  X*
27, 30.9, 9377, 6081, 2729, 3778, 4620, 2291, 1498, 2033, 81, 63, NA, 32407,  X*
28, 31.9, 14901, 14255, 4706, 7590, 1864, 1640, 2729, 1386, 53, 56, NA, 49071,  X*
29, 32.9, 5968, 8000, 4926, 5137, 814, 1522, 1545, 997, 47, 53, NA, 28909,  X*
30, 33.9, 4089, 6808, 2047, 6212, 2399, 1825, 1808, 1584, 47, 61, NA, 26772,  X*
31, 34.9, 198449, 12188, 2781, 1215, 1292, 5982, 3359, 1347, 57, 51, NA, 226613,  X*
32, 35.9, 655648, 133857, 23481, 34265, 16845, 18253, 10623, 4507, 63, 43, NA, 897479,  X*
33, 37.0, 571407, 65229, 8316, 9251, 18125, 6873, 8568, 3230, 63, 24, NA, 690999,  X*
34, 37.9, 112351, 46319, 7963, 3490, 2451, 3237, 2578, 1105, 51, 10, NA, 179494,  X*
35, 38.9, 73006, 36161, 19932, 9612, 1845, 3053, 3686, 753, 17, 23, NA, 148048,  X*
36, 39.9, 794118, 19989, 2435, 6286, 1233, 1799, 2753, 615, 11, 24, NA, 829228,  X*
37, 40.9, 447774, 16742, 5371, 1496, 2682, 2764, 793, 529, 17, 30, NA, 478151,  X*
38, 41.9, 426944, 41923, 2650, 8537, 14001, 9452, 6722, 1609, 37, 26, NA, 511838,  X*
39, 42.9, 349669, 102281, 55565, 9730, 28511, 7877, 12033, 5546, 40, 21, NA, 571212,  X*
40, 43.9, 207000, 17900, 4362, 3290, 1831, 1121, 669, 407, 34, 21, NA, 236580,  X*
41, 44.9, 96932, 5671, 9946, 16105, 7225, 3847, 1877, 1668, 35, 38, NA, 143271,  X*
42, 45.9, 23061, 6808, 6974, 861, 2473, 1671, 1262, 433, 27, 56, NA, 43543,  X*
43, 46.9, 42628, 9803, 8364, 4635, 2000, 2980, 1009, 1471, 41, 64, NA, 72890,  X*
44, 48.0, 30527, 31464, 7184, 7837, 9575, 3544, 1777, 407, 50, 64, NA, 92315,  X*
45, 48.9, 4987, 8157, 1772, 1445, 3100, 1717, 1183, 1708, 53, 43, NA, 24069,  X*
46, 49.9, 18999, 9960, 25312, 3647, 2248, 2830, 3042, 1725, 47, 54, NA, 67763,  X*
47, 50.9, 111184, 128419, 89468, 19254, 17370, 25197, 9313, 7875, 43, 51, NA, 408080,  X*
48, 51.9, 12456, 4809, 7529, 1219, 5073, 785, 1873, 415, 40, 61, NA, 34159,  X*
49, 52.9, 12866, 3646, 5208, 3197, 1432, 3254, 1169, 651, 48, 78, NA, 31423,  X*
50, 53.9, 122620, 14032, 9974, 4405, 2726, 2739, 530, 1455, 53, 67, NA, 158481,  X*
51, 54.9, 34732, 24314, 4873, 3887, 3095, 4022, 2160, 248, 53, 56, NA, 77331,  X*
52, 55.9, 112186, 30107, 2926, 2816, 4957, 3530, 692, 210, 61, 37, NA, 157424,  X*
53, 56.9, 24884, 15971, 2427, 10580, 1249, 2502, 1066, 701, 43, 30, NA, 59380,  X*
54, 57.9, 7378, 12144, 6397, 1385, 2814, 3495, 1094, 843, 51, 23, NA, 35550,  X*
55, 58.9, 24822, 9695, 4079, 3230, 3379, 1612, 1964, 325, 48, 30, NA, 49106,  X*
56, 59.9, 639435, 23985, 22522, 12746, 10997, 27901, 8543, 2616, 69, 47, NA, 748745,  X*
57, 60.9, 12271, 3011, 12478, 4313, 3204, 4005, 1376, 635, 84, 60, NA, 41293,  X*
58, 62.0, 70585, 13034, 4926, 3626, 1612, 2859, 2149, 737, 81, 61, NA, 99528,  X*
59, 62.9, 7906, 18379, 10454, 2191, 2903, 3095, 1562, 812, 83, 63, NA, 47302,  X*
60, 63.9, 564653, 20344, 10872, 4814, 6658, 20054, 3802, 1432, 83, 56, NA, 632629,  X*
61, 64.9, 3831, 9501, 1587, 4221, 1703, 1334, 1932, 834, 67, 40, NA, 24943,  X*
62, 66.0, 17693, 5806, 5262, 981, 721, 2455, 1190, 910, 74, 44, NA, 35018,  X*
63, 66.9, 8581, 4752, 3698, 3291, 1114, 2765, 1073, 793, 84, 48, NA, 26067,  X*
64, 67.9, 13410, 4654, 1660, 3394, 1493, 2522, 1036, 378, 75, 54, NA, 28547,  X*
65, 68.9, 24755, 4113, 5658, 8577, 3565, 2595, 3460, 477, 81, 66, NA, 53200,  X*
66, 69.9, 33785, 14495, 1080, 1724, 3278, 2075, 1260, 532, 74, 47, NA, 58229,  X*
67, 70.9, 1330669, 28542, 25428, 21068, 9610, 4769, 5975, 2332, 54, 51, NA, 1428393,  X*
68, 71.9, 282533, 84088, 11428, 5434, 10200, 3856, 2345, 1116, 29, 38, NA, 401000,  X*
69, 73.0, 1806109, 52258, 58584, 28738, 9867, 12146, 4745, 6854, 21, 37, NA, 1979301,  X*
70, 73.9, 16452, 41635, 6653, 651, 2412, 969, 2377, 350, 1, 40, NA, 71499,  X*
71, 74.9, 333249, 27916, 15600, 17579, 10315, 5444, 4689, 1847, 7, 37, NA, 416639,  X*
72, 75.9, 867055, 64118, 3305, 5234, 4759, 3895, 1849, 1196, 13, 30, NA, 951411,  X*
73, 76.9, 1188669, 124474, 8204, 21318, 26433, 19046, 5033, 885, 20, 8, NA, 1394062,  X*
74, 77.9, 53366, 68737, 28829, 9858, 10043, 11011, 11039, 3515, 40, 20, NA, 196398,  X*
75, 78.9, 92396, 12059, 871, 528, 856, 794, 403, 426, 34, 1, NA, 108333,  X*
76, 79.9, 3276, 7921, 13648, 4400, 2692, 2570, 1709, 524, 41, 23, NA, 36740,  X*
77, 80.9, 73275, 51387, 3710, 5081, 4349, 1653, 1102, 611, 21, 21, NA, 141168,  X*
78, 81.9, 3232, 4319, 4364, 803, 1749, 1811, 931, 397, 29, 26, NA, 17606,  X*
79, 82.9, 73906, 13243, 6878, 1191, 4722, 2022, 1881, 816, 37, 43, NA, 104659,  X*
80, 83.9, 42446, 11195, 7381, 15292, 3317, 1853, 718, 945, 27, 43, NA, 83147,  X*
81, 84.9, 212480, 94602, 12679, 16049, 20015, 10743, 4413, 3110, 43, 48, NA, 374091,  X*
82, 85.9, 72686, 17601, 32405, 34187, 13990, 7231, 3085, 2424, 30, 61, NA, 183609,  X*
83, 86.9, 793999, 42678, 19626, 10110, 17382, 11945, 5829, 4704, 38, 61, NA, 906273,  X*
84, 87.9, 153231, 153333, 162592, 37186, 18053, 15967, 33407, 10304, 38, 57, NA, 584073,  X*
85, 88.9, 67267, 49488, 16031, 3719, 10039, 3828, 5542, 2953, 30, 61, NA, 158867,  X*
86, 89.9, 10785, 10950, 2574, 3477, 2631, 2787, 1241, 485, 40, 41, NA, 34930,  X*
87, 91.0, 25324, 33627, 68623, 21012, 10333, 10598, 10050, 2556, 29, 56, NA, 182123,  X*
88, 91.9, 646203, 16092, 12181, 41920, 21769, 5258, 10095, 1856, 35, 60, NA, 755374,  X*
89, 92.9, 70017, 7237, 1379, 4297, 1702, 2145, 2512, 608, 51, 66, NA, 89897,  X*
90, 93.9, 113901, 35992, 3529, 4481, 2326, 1807, 1380, 1485, 35, 60, NA, 164901,  X*
91, 94.9, 25193, 20272, 4596, 8042, 2621, 1604, 927, 1116, 27, 48, NA, 64371,  X*
92, 95.9, 35412, 57996, 8538, 34777, 3341, 7172, 3942, 1666, 27, 38, NA, 152844,  X*
93, 96.9, 8776, 17393, 7098, 1570, 1540, 1013, 727, 297, 8, 37, NA, 38414,  X*
94, 97.9, 6528, 9637, 5488, 2388, 688, 2939, 1554, 407, 24, 50, NA, 29629,  X*
95, 98.9, 19840, 10589, 3587, 2560, 6634, 1781, 910, 320, 35, 43, NA, 46221,  X*
96, 99.9, 8365, 12812, 12385, 2216, 3348, 1382, 534, 1625, 29, 48, NA, 42667,  X*
97, 100.9, 30492, 18242, 5531, 1632, 2113, 1774, 945, 915, 37, 43, NA, 61644,  X*
98, 101.9, 124851, 19302, 5856, 12655, 2159, 1055, 969, 524, 14, 48, NA, 167371,  X*
99, 102.9, 25502, 2844, 2820, 2615, 1117, 3511, 1227, 633, 34, 56, NA, 40269,  X*
100, 103.9, 70823, 8536, 2537, 3381, 683, 3514, 1282, 498, 53, 50, NA, 91254,  X*
101, 104.9, 143572, 20217, 10794, 3923, 5155, 3097, 2688, 563, 56, 56, NA, 190009,  X*
102, 105.9, 1197253, 20936, 41564, 30026, 15359, 15035, 4934, 2354, 80, 61, NA, 1327461,  X*
103, 106.9, 3797, 2759, 17813, 2448, 3888, 2590, 746, 742, 63, 74, NA, 34783,  X*
104, 107.9, 3889, 3774, 3205, 4505, 2496, 2934, 822, 394, 64, 81, NA, 22019,  X*
105, 109.0, 63250, 44810, 17296, 17959, 6805, 7717, 8215, 7595, 66, 83, NA, 173647,  X*
106, 109.9, 47332, 31768, 1045, 2364, 2780, 1361, 335, 95, 47, 51, NA, 87080,  X*
107, 110.9, 4539, 6161, 11887, 1849, 268, 1706, 1258, 875, 43, 48, NA, 28543,  X*
108, 111.9, 3041, 17522, 14460, 1249, 1069, 2418, 2254, 501, 26, 47, NA, 42514,  X*
109, 112.9, 233313, 74821, 16830, 22196, 7201, 7511, 7388, 2042, 21, 43, NA, 371302,  X*
110, 113.9, 12531, 4052, 5870, 2632, 1573, 984, 1144, 331, 30, 77, NA, 29117,  X*
111, 114.9, 12639, 11870, 5679, 2777, 1585, 2177, 954, 470, 35, 63, NA, 38151,  X*
112, 115.9, 148134, 32342, 10886, 1450, 1977, 3342, 611, 677, 37, 51, NA, 199419,  X*
113, 116.9, 31252, 34945, 18437, 3486, 3916, 3009, 1199, 327, 34, 53, NA, 96571,  X*
114, 117.9, 98780, 70215, 30603, 6938, 6420, 7327, 5257, 1773, 30, 40, NA, 227313,  X*
115, 118.9, 24598, 14505, 6887, 12826, 7233, 6179, 1773, 601, 37, 43, NA, 74602,  X*
116, 119.9, 70411, 18986, 63248, 11160, 7506, 5361, 4320, 2388, 30, 66, NA, 183380,  X*
117, 120.9, 17894, 9039, 2743, 3618, 2264, 1657, 1252, 545, 40, 66, NA, 39012,  X*
118, 121.9, 34317, 7702, 4473, 3734, 8320, 1404, 575, 771, 43, 66, NA, 61296,  X*
119, 122.9, 31982, 6379, 11439, 1154, 3056, 3722, 1244, 495, 43, 70, NA, 59471,  X*
120, 123.9, 103225, 12191, 5296, 4667, 3386, 1999, 1217, 423, 51, 53, NA, 132404,  X*
121, 124.9, 404022, 48807, 34957, 34688, 11140, 7193, 3932, 1336, 44, 61, NA, 546075,  X*
122, 125.9, 16556, 10750, 9190, 3723, 2679, 1245, 1391, 865, 40, 67, NA, 46399,  X*
123, 127.0, 107123, 24226, 3583, 4264, 1818, 1223, 1222, 343, 16, 53, NA, 143802,  X*
124, 127.9, 45185, 13329, 885, 3312, 2142, 2028, 1638, 517, 20, 44, NA, 69036,  X*
125, 128.9, 256064, 152859, 103626, 17650, 11817, 8692, 6840, 2333, 10, 40, NA, 559881,  X*
126, 129.9, 15711, 17370, 3052, 7496, 2221, 2302, 1553, 1324, 16, 34, NA, 51029,  X*
127, 130.9, 36307, 8838, 7232, 1658, 2097, 1533, 1049, 503, 26, 44, NA, 59217,  X*
128, 131.9, 29246, 12407, 13907, 5860, 4688, 1826, 1222, 336, 16, 61, NA, 69492,  X*
129, 132.9, 33696, 7911, 4000, 3663, 1016, 2699, 1670, 383, 38, 60, NA, 55038,  X*
130, 134.0, 350624, 68700, 25352, 29366, 5942, 6941, 10186, 1868, 34, 64, NA, 498979,  X*
131, 134.9, 93012, 6463, 9697, 4508, 4498, 3119, 1881, 1440, 41, 67, NA, 124618,  X*
132, 135.9, 129582, 10423, 6881, 3387, 5188, 2786, 1167, 391, 51, 61, NA, 159805,  X*
133, 136.9, 979891, 24545, 12171, 16480, 9244, 2799, 1399, 1117, 37, 64, NA, 1047646,  X*
134, 137.9, 555048, 136059, 52942, 32117, 54023, 41882, 9087, 7919, 54, 56, NA, 889077,  X*
135, 138.9, 1357247, 69542, 8537, 23247, 3404, 9757, 6341, 2403, 48, 44, NA, 1480478,  X*
136, 139.9, 34045, 15615, 2899, 4290, 1926, 2042, 1476, 778, 43, 40, NA, 63071,  X*
137, 140.9, 174899, 4904, 1654, 1344, 1808, 487, 968, 200, 47, 30, NA, 186264,  X*
138, 141.9, 121469, 33385, 11946, 10727, 9570, 3287, 542, 273, 29, 35, NA, 191199,  X*
139, 142.9, 664783, 181650, 50982, 31924, 53130, 14131, 5639, 1761, 21, 34, NA, 1004000,  X*
140, 143.9, 17239, 14461, 12868, 3625, 4598, 1932, 1200, 672, 16, 43, NA, 56595,  X*
141, 144.9, 32075, 15159, 3032, 5242, 3930, 881, 1113, 394, 10, 44, NA, 61826,  X*
142, 145.9, 905015, 143141, 23274, 22012, 26743, 12271, 7050, 494, 10, 37, NA, 1140000,  X*
143, 146.9, 68962, 35786, 4480, 5272, 1431, 1386, 915, 485, 3, 34, NA, 118717,  X*
144, 147.9, 36541, 11672, 1120, 1813, 1170, 2199, 843, 312, 14, 14, NA, 55670,  X*
145, 148.9, 4837, 18574, 12331, 1940, 2379, 3768, 462, 233, 29, 17, NA, 44524,  X*
146, 149.9, 14866, 17172, 3682, 2181, 972, 2334, 769, 217, 37, 20, NA, 42193,  X*
147, 150.9, 56156, 45362, 11573, 998, 5431, 768, 376, 435, 34, 20, NA, 121099,  X*
148, 152.0, 12698, 25831, 6356, 6985, 3373, 1639, 1356, 945, 20, 27, NA, 59183,  X*
149, 152.9, 22690, 6111, 11724, 4321, 4875, 964, 1206, 739, 13, 40, NA, 52630,  X*
150, 153.9, 4964, 29233, 11836, 1281, 1590, 1331, 790, 99, 3, 43, NA, 51124,  X*
151, 154.9, 19918, 5565, 6926, 6614, 1711, 2626, 682, 437, 29, 64, NA, 44479,  X*
152, 155.9, 7690, 16069, 8254, 2027, 2817, 1947, 1855, 242, 38, 66, NA, 40901,  X*
153, 156.9, 5669, 6060, 7681, 3240, 1080, 1542, 661, 377, 44, 64, NA, 26310,  X*
154, 157.9, 21365, 166630, 15660, 3413, 3158, 2280, 1315, 230, 35, 50, NA, 214051,  X*
155, 158.9, 16684, 12280, 5583, 11085, 3469, 4690, 1893, 464, 37, 44, NA, 56148,  X*
156, 159.9, 17559, 14867, 8460, 5381, 2965, 2312, 325, 370, 37, 48, NA, 52239,  X*
157, 160.9, 6584, 4358, 10172, 6819, 771, 2099, 1529, 600, 38, 56, NA, 32932,  X*
158, 161.9, 10933, 8320, 6405, 4880, 2185, 2237, 2382, 479, 63, 81, NA, 37821,  X*
159, 162.9, 74562, 59583, 26003, 6061, 3847, 1602, 888, 339, 38, 75, NA, 172885,  X*
160, 163.9, 9667, 12025, 4584, 2648, 1852, 1899, 624, 374, 40, 69, NA, 33673,  X*
161, 164.9, 10976, 9014, 4493, 5722, 3677, 846, 866, 736, 30, 54, NA, 36330,  X*
162, 165.9, 13302, 9796, 9438, 2475, 2419, 1356, 663, 529, 24, 53, NA, 39978,  X*
163, 166.9, 154523, 49100, 27118, 7867, 5608, 8174, 8155, 2305, 43, 54, NA, 262850,  X*
164, 167.9, 52594, 90746, 15840, 6842, 4188, 1439, 734, 625, 21, 48, NA, 173008,  X*
165, 168.9, 10754, 5764, 11261, 2863, 5001, 2869, 1594, 595, 35, 51, NA, 40701,  X*
166, 170.0, 30091, 20777, 1126, 1877, 4538, 1414, 1567, 139, 35, 26, NA, 61529,  X*
167, 170.9, 12634, 7087, 14460, 2765, 2298, 1463, 719, 448, 29, 40, NA, 41874,  X*
168, 171.9, 12974, 21946, 23303, 1712, 1033, 2006, 2052, 258, 43, 56, NA, 65284,  X*
169, 172.9, 12984, 7804, 3371, 576, 1256, 1859, 2187, 272, 44, 44, NA, 30309,  X*
170, 173.9, 164389, 17492, 2418, 1300, 2813, 458, 105, 445, 34, 51, NA, 189420,  X*
171, 174.9, 652885, 35010, 53265, 35694, 9471, 9470, 7666, 1868, 35, 51, NA, 805329,  X*
172, 175.9, 20766, 12201, 6719, 8450, 3215, 2721, 441, 624, 43, 48, NA, 55137,  X*
173, 177.0, 36979, 53034, 24217, 3042, 6068, 3045, 840, 394, 26, 50, NA, 127619,  X*
174, 177.9, 1267504, 172408, 13912, 27075, 38899, 6829, 8222, 4751, 29, 51, NA, 1539600,  X*
175, 178.9, 4787, 11511, 3403, 3545, 2003, 1748, 919, 264, 34, 37, NA, 28180,  X*
176, 179.9, 7325, 5696, 1880, 3385, 2120, 2132, 562, 1222, 41, 30, NA, 24322,  X*
177, 180.9, 3053, 8208, 3545, 3986, 3713, 708, 1308, 306, 43, 35, NA, 24827,  X
178, 181.9, 64247, 10896, 3615, 850, 2500, 459, 391, 214, 41, 41, NA, 83172,  X
179, 182.9, 8300, 2076, 5751, 5468, 1844, 1698, 478, 844, 47, 60, NA, 26459,  X
180, 183.9, 11071, 6802, 2893, 4754, 1112, 785, 1138, 399, 30, 64, NA, 28954,  X
181, 184.9, 17464, 12837, 4803, 681, 787, 1925, 715, 335, 41, 56, NA, 39547,  X
182, 185.9, 70866, 62544, 9388, 4024, 1931, 1246, 1133, 494, 35, 51, NA, 151626,  X
183, 186.9, 7481, 8782, 7646, 1299, 1816, 1108, 989, 988, 26, 40, NA, 30109,  X
184, 187.9, 6293, 9705, 3423, 1851, 1973, 2409, 1065, 1030, 40, 29, NA, 27749,  X
185, 188.9, 11013, 4829, 3107, 1686, 2448, 2486, 1426, 625, 48, 35, NA, 27620,  X
186, 189.9, 22000, 8190, 3537, 2480, 2564, 1063, 686, 161, 66, 47, NA, 40681,  X
187, 190.9, 1747, 17308, 4439, 1747, 2118, 3013, 857, 424, 74, 35, NA, 31653,  X
188, 191.9, 13637, 11109, 3805, 833, 1564, 1221, 479, 678, 64, 34, NA, 33326,  X
189, 192.9, 134926, 53430, 38215, 6642, 18398, 11906, 3480, 2310, 56, 34, NA, 269307,  X
190, 193.9, 114379, 8265, 4212, 995, 894, 702, 188, 183, 51, 35, NA, 129818,  X
191, 195.0, 109678, 65810, 3224, 6535, 2887, 1700, 1061, 368, 30, 26, NA, 191263,  X
192, 195.9, 9303, 12683, 7445, 2655, 1809, 1755, 1066, 408, 30, 30, NA, 37124,  X
193, 196.9, 72505, 17338, 4462, 3714, 5681, 2725, 891, 488, 29, 26, NA, 107804,  X
194, 197.9, 371145, 165888, 39947, 36049, 9802, 20152, 4550, 2883, 37, 23, NA, 650416,  X
195, 198.9, 181290, 52756, 14706, 23127, 4264, 8297, 3353, 3110, 51, 41, NA, 290903,  X
196, 199.9, 1898290, 111796, 50972, 51278, 10487, 25410, 7418, 4175, 56, 43, NA, 2159826,  X
197, 200.9, 19652, 8063, 6334, 3998, 2643, 2437, 2607, 936, 60, 53, NA, 46670,  X
198, 201.9, 13416, 6098, 10585, 498, 3858, 2783, 2143, 518, 66, 61, NA, 39899,  X
199, 202.9, 23328, 23178, 9462, 6487, 5773, 4830, 1194, 654, 69, 60, NA, 74906,  X
200, 203.9, 9076, 7590, 13857, 8301, 6353, 3668, 991, 361, 69, 66, NA, 50197,  X
201, 204.9, 307320, 42389, 94644, 51493, 24954, 28204, 7113, 829, 70, 74, NA, 556946,  X
202, 205.9, 84310, 54931, 80838, 19411, 14723, 7763, 3625, 2256, 60, 80, NA, 267857,  X
203, 206.9, 11518, 3749, 5819, 2776, 2753, 1306, 1313, 533, 57, 90, NA, 29767,  X
204, 207.9, 144550, 9986, 4336, 1739, 2352, 580, 307, 85, 44, 78, NA, 163935,  X
205, 208.9, 3918, 13755, 10425, 5513, 3080, 1776, 548, 314, 34, 70, NA, 39329,  X
206, 209.9, 23412, 6104, 6632, 8364, 2607, 739, 662, 315, 29, 74, NA, 48835,  X
207, 210.9, 34018, 31024, 11987, 2211, 4638, 2035, 1297, 1392, 20, 60, NA, 88602,  X
208, 211.9, 9456, 5205, 2374, 2515, 1032, 993, 726, 906, 30, 63, NA, 23207,  X
209, 213.0, 8734, 13182, 20822, 1296, 1000, 1744, 1166, 706, 29, 67, NA, 48650,  X
210, 213.9, 88828, 57272, 5795, 8432, 3760, 2897, 898, 908, 30, 44, NA, 168790,  X
211, 214.9, 15915, 7902, 4991, 1170, 2772, 2724, 1307, 732, 47, 48, NA, 37513,  X
212, 215.9, 15468, 22111, 3441, 23385, 2025, 1539, 595, 405, 35, 54, NA, 68969,  X
213, 216.9, 16090, 11373, 1571, 2286, 1812, 1730, 1451, 452, 44, 35, NA, 36765,  X
214, 217.9, 52696, 9292, 3558, 4494, 1720, 2371, 1210, 547, 57, 48, NA, 75888,  X
215, 218.9, 15599, 11880, 12381, 3526, 3682, 1831, 766, 261, 47, 56, NA, 49926,  X
216, 219.9, 83070, 64079, 2456, 10267, 13721, 9132, 1223, 1113, 60, 30, NA, 185061,  X
217, 220.9, 26090, 16682, 7972, 1577, 6234, 1399, 853, 492, 51, 37, NA, 61299,  X
218, 221.9, 66327, 11028, 2383, 5271, 3779, 1291, 671, 1140, 43, 35, NA, 91890,  X
219, 222.9, 5049, 15177, 12344, 4947, 5787, 1733, 525, 298, 41, 30, NA, 45860,  X
220, 223.9, 9024, 32997, 5920, 5314, 978, 1903, 605, 304, 29, 40, NA, 57045,  X
221, 224.9, 25557, 16667, 2612, 1369, 5605, 2462, 758, 245, 40, 29, NA, 55275,  X
222, 225.9, 19260, 20688, 12397, 2739, 1790, 2766, 830, 373, 40, 30, NA, 60843,  X
223, 226.9, 7341, 19431, 6303, 1751, 1809, 1914, 842, 315, 43, 23, NA, 39706,  X
224, 227.9, 3148, 22681, 4271, 3985, 1692, 3527, 1192, 417, 51, 23, NA, 40913,  X
225, 228.9, 7903, 10258, 16766, 9036, 6717, 2864, 1205, 955, 48, 48, NA, 55704,  X
226, 229.9, 34939, 9711, 17826, 2033, 3568, 4192, 671, 478, 56, 56, NA, 73418,  X
227, 230.9, 86416, 15518, 5161, 9697, 2442, 4402, 913, 759, 64, 64, NA, 125308,  X
228, 231.9, 1575914, 138903, 4504, 26593, 18975, 7205, 2991, 1162, 54, 57, NA, 1776247,  X
229, 232.9, 21831, 7584, 1854, 6283, 2442, 2125, 2113, 848, 60, 51, NA, 45080,  X
230, 233.9, 6150, 11074, 4838, 7378, 1659, 1827, 943, 541, 54, 47, NA, 34410,  X
231, 234.9, 6170, 5049, 9294, 3908, 3426, 1322, 641, 467, 47, 54, NA, 30277,  X
232, 235.9, 12970, 11785, 6100, 9304, 1313, 2340, 1145, 737, 54, 74, NA, 45694,  X
233, 236.9, 556484, 61909, 20529, 12218, 10693, 12357, 3152, 3555, 54, 66, NA, 680897,  X
234, 238.0, 17874, 23061, 3396, 19642, 3392, 5582, 463, 496, 57, 64, NA, 73906,  X
235, 238.9, 7823, 3966, 1874, 3907, 4883, 1357, 610, 326, 64, 56, NA, 24746,  X
236, 239.9, 23444, 6507, 3211, 3983, 3880, 4167, 2250, 1217, 80, 48, NA, 48659,  X
237, 240.9, 14428, 6271, 10584, 6145, 2975, 2056, 769, 566, 77, 64, NA, 43794,  X
238, 241.9, 10617, 17894, 10601, 11110, 3684, 3958, 738, 440, 75, 66, NA, 59042,  X
239, 242.9, 18005, 2414, 21118, 2926, 1453, 1483, 357, 528, 64, 87, NA, 48284,  X
240, 243.9, 31276, 4589, 3731, 2120, 3796, 1245, 1895, 215, 53, 87, NA, 48867,  X
241, 244.9, 7726, 25511, 14319, 3516, 1367, 2127, 1205, 348, 47, 74, NA, 56119,  X
242, 245.9, 189048, 17097, 115147, 25616, 21062, 8624, 5161, 2577, 40, 84, NA, 384332,  X
243, 246.9, 17517, 24124, 1550, 3096, 2425, 2178, 1078, 242, 43, 48, NA, 52210,  X
244, 247.9, 19220, 34780, 3847, 2210, 4600, 1253, 1032, 390, 27, 34, NA, 67332,  X
245, 248.9, 8464, 5503, 726, 6984, 752, 2000, 1460, 374, 40, 38, NA, 26263,  X
246, 249.9, 12324, 11823, 9599, 8923, 1383, 1611, 588, 462, 40, 27, NA, 46713,  X
247, 250.9, 113506, 4566, 8039, 5530, 1988, 4096, 1294, 486, 53, 51, NA, 139505,  X
248, 251.9, 353289, 25995, 2513, 10614, 27163, 18211, 5056, 1514, 84, 53, NA, 444355,  X
249, 252.9, 122246, 27109, 4158, 4644, 6092, 3182, 1078, 593, 77, 40, NA, 169102,  X
250, 253.9, 237473, 107488, 39391, 46675, 31751, 17082, 8779, 6872, 83, 29, NA, 495511,  X
251, 254.9, 122854, 19494, 4255, 4530, 3154, 1362, 1020, 302, 64, 16, NA, 156971,  X
252, 256.0, 725120, 56501, 30650, 19900, 9995, 5818, 4663, 2430, 40, 30, NA, 855077,  X
253, 256.9, 706923, 32275, 22819, 39443, 7977, 10406, 4906, 1765, 43, 50, NA, 826514,  X
