obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
21, 23.9, 23864, 6647, 544, 6465, 4133, 2434, 2234, 1066, 50, 54, NA, 47387,  X*
22, 24.9, 18550, 11406, 3858, 1407, 3544, 1236, 2659, 1023, 44, 57, NA, 43683,  X*
23, 25.9, 9543, 12953, 2317, 1666, 1404, 2928, 3344, 1798, 54, 57, NA, 35953,  X*
24, 26.9, 2980, 3352, 3984, 7291, 2064, 2947, 3140, 1576, 64, 66, NA, 27334,  X*
25, 27.9, 7118, 4278, 12012, 3608, 2825, 2719, 1576, 752, 63, 81, NA, 34888,  X*
26, 28.9, 71565, 10414, 3316, 5635, 3148, 1367, 3444, 829, 63, 88, NA, 99718,  X*
27, 29.9, 43364, 42405, 22443, 13724, 10565, 5421, 2798, 1854, 54, 100, NA, 142574,  X*
28, 30.9, 17556, 29530, 1184, 2491, 4500, 2915, 4219, 1811, 47, 61, NA, 64206,  X*
29, 31.9, 7805, 4875, 3394, 3763, 3696, 3144, 2637, 2390, 53, 47, NA, 31704,  X*
30, 32.9, 3850, 2266, 9303, 827, 951, 2912, 4545, 2532, 64, 61, NA, 27186,  X*
31, 33.9, 18041, 5177, 734, 823, 1265, 1976, 4167, 1665, 78, 44, NA, 33848,  X*
32, 34.9, 905, 3499, 6459, 1491, 3363, 1350, 6805, 802, 80, 77, NA, 24674,  X*
33, 35.9, 79137, 63965, 15193, 2482, 3231, 1457, 3405, 2541, 54, 64, NA, 171411,  X*
34, 36.9, 677905, 32409, 6976, 9688, 20452, 17919, 20290, 4246, 57, 38, NA, 789885,  X*
35, 37.9, 25457, 5526, 3123, 2519, 9116, 7967, 4659, 813, 66, 43, NA, 59180,  X*
36, 38.9, 7521, 4639, 1663, 2143, 1988, 4068, 2034, 990, 80, 29, NA, 25046,  X*
37, 39.9, 33672, 13021, 2243, 10846, 6506, 7467, 2967, 1706, 100, 38, NA, 78428,  X*
38, 40.9, 4348, 5620, 8517, 4203, 6840, 3308, 1460, 1383, 97, 53, NA, 35679,  X*
39, 41.9, 697702, 61264, 715, 12416, 7635, 15323, 9944, 6467, 84, 47, NA, 811466,  X*
40, 42.9, 88829, 14782, 4220, 3889, 10949, 5841, 3466, 968, 80, 41, NA, 132944,  X*
41, 43.9, 117727, 112912, 16069, 2895, 2217, 6645, 3607, 1641, 61, 26, NA, 263713,  X*
42, 44.9, 14365, 5550, 2052, 3545, 3140, 4996, 3072, 894, 70, 16, NA, 37614,  X*
43, 45.9, 1437, 15793, 1392, 3005, 1642, 3338, 4023, 589, 69, 21, NA, 31219,  X*
44, 46.9, 8732, 13551, 2992, 5794, 2600, 2252, 4186, 2182, 61, 30, NA, 42289,  X*
45, 47.9, 5124, 8649, 4557, 1864, 1034, 3868, 1015, 649, 78, 47, NA, 26760,  X*
46, 48.9, 241103, 261861, 5354, 8309, 3478, 7103, 4201, 1338, 51, 24, NA, 532747,  X*
47, 49.9, 208165, 14618, 3215, 8703, 6086, 4282, 11405, 3474, 51, 40, NA, 259948,  X*
48, 50.9, 52848, 29522, 12979, 1579, 5012, 9668, 4411, 1917, 60, 40, NA, 117936,  X*
49, 51.9, 67300, 63236, 8381, 32475, 25620, 9326, 12196, 3863, 50, 43, NA, 222397,  X*
50, 52.9, 2083899, 26618, 14967, 33381, 5572, 18998, 8099, 2718, 70, 78, NA, 2194252,  X*
51, 53.9, 4552, 12647, 4556, 2136, 1246, 7084, 7416, 3628, 78, 74, NA, 43265,  X*
52, 54.9, 4457, 6763, 7093, 711, 3284, 2166, 4140, 541, 74, 81, NA, 29155,  X*
53, 55.9, 5369, 5028, 7168, 686, 2623, 6836, 3210, 1023, 90, 84, NA, 31943,  X*
54, 56.9, 4697, 16984, 1304, 3774, 3633, 2122, 4789, 999, 81, 67, NA, 38302,  X*
55, 57.9, 7840, 5808, 4712, 2703, 2851, 4410, 2466, 431, 81, 75, NA, 31221,  X*
56, 58.9, 15778, 13264, 14298, 1264, 11285, 4499, 2870, 376, 81, 70, NA, 63634,  X*
57, 59.9, 33681, 18087, 12722, 1732, 5888, 2857, 5851, 3062, 64, 70, NA, 83880,  X*
58, 60.9, 11241, 3552, 7680, 3605, 4510, 5019, 4427, 2580, 75, 90, NA, 42614,  X*
59, 61.9, 4140, 12293, 4316, 2933, 3778, 6876, 3297, 1408, 75, 83, NA, 39041,  X*
60, 62.9, 4765, 17608, 3449, 4785, 2489, 5402, 4845, 2434, 78, 77, NA, 45777,  X*
61, 63.9, 11691, 6931, 3935, 2618, 4542, 1963, 2459, 1177, 83, 75, NA, 35316,  X*
62, 64.9, 34485, 8099, 7894, 3495, 907, 474, 584, 214, 57, 78, NA, 56152,  X*
63, 65.9, 6023, 16039, 474, 1689, 4571, 8558, 2273, 1124, 61, 60, NA, 40751,  X*
64, 66.9, 5014, 6549, 7721, 6069, 1467, 2389, 3160, 1073, 56, 77, NA, 33442,  X*
65, 67.9, 6355, 5162, 9508, 355, 2055, 2062, 1015, 698, 56, 84, NA, 27210,  X*
66, 68.9, 11732, 8053, 3046, 2228, 3785, 8726, 1799, 1086, 88, 66, NA, 40455,  X*
67, 69.9, 3288, 6431, 12868, 7954, 2962, 4014, 3076, 1397, 77, 100, NA, 41990,  X*
68, 70.9, 5970, 11962, 1258, 2558, 2320, 1860, 1974, 1704, 75, 81, NA, 29606,  X*
69, 71.9, 2072, 13475, 343, 2625, 3680, 1748, 1785, 737, 70, 60, NA, 26465,  X*
70, 72.9, 2221, 19054, 9152, 2990, 6202, 5344, 2358, 1306, 57, 64, NA, 48627,  X*
71, 73.9, 1460, 3222, 2295, 1183, 2616, 3608, 2642, 540, 70, 47, NA, 17566,  X*
72, 74.9, 153367, 10353, 1994, 644, 412, 1725, 209, 356, 74, 44, NA, 169060,  X*
73, 75.9, 13218, 8074, 3066, 3943, 6338, 4456, 1447, 1414, 83, 56, NA, 41956,  X*
74, 76.9, 6221, 2333, 2664, 6362, 4512, 2524, 1514, 2020, 84, 66, NA, 28150,  X*
75, 77.9, 2961, 5528, 5114, 1766, 4162, 4591, 2725, 1207, 81, 69, NA, 28054,  X*
76, 78.9, 19404, 7237, 3148, 1257, 2759, 2129, 2419, 989, 84, 78, NA, 39342,  X*
77, 79.9, 5132, 6075, 2462, 4318, 1988, 6500, 2259, 740, 90, 81, NA, 29474,  X*
78, 80.9, 12553, 10658, 2437, 3945, 4021, 5969, 1277, 600, 93, 67, NA, 41460,  X*
79, 81.9, 254418, 48457, 20491, 10910, 17324, 14099, 17869, 4247, 87, 64, NA, 387815,  X*
80, 82.9, 195088, 119967, 4677, 1681, 9592, 12654, 3247, 1706, 80, 40, NA, 348612,  X*
81, 83.9, 89176, 13333, 2109, 1972, 4280, 1763, 2364, 1854, 64, 30, NA, 116851,  X*
82, 84.9, 13425, 10243, 8578, 2849, 4135, 4291, 2940, 1739, 61, 38, NA, 48200,  X*
83, 85.9, 33913, 52544, 23779, 37171, 2257, 6707, 4071, 4701, 51, 48, NA, 165143,  X*
84, 86.9, 1960, 2923, 1860, 5448, 1792, 4182, 1733, 965, 66, 81, NA, 20863,  X*
85, 87.9, 1175, 11047, 8094, 2113, 7620, 2535, 3721, 703, 67, 90, NA, 37008,  X*
86, 88.9, 1902, 4094, 2548, 1286, 2429, 3462, 1858, 815, 74, 84, NA, 18394,  X*
87, 89.9, 5153, 14942, 3445, 2166, 1507, 4895, 1967, 770, 87, 69, NA, 34845,  X*
88, 90.9, 1179, 5129, 2095, 5292, 3571, 1816, 1420, 1115, 75, 67, NA, 21617,  X*
89, 91.9, 839, 5938, 4713, 2376, 2071, 3425, 1395, 1520, 83, 70, NA, 22277,  X*
90, 92.9, 208147, 25248, 8392, 6566, 3914, 5916, 3245, 572, 75, 70, NA, 262000,  X*
91, 93.9, 2359, 2839, 4040, 1096, 4208, 3832, 1273, 1767, 80, 80, NA, 21414,  X*
92, 94.9, 3802, 3504, 2594, 2667, 2255, 2778, 2305, 581, 87, 78, NA, 20486,  X*
93, 95.9, 2847, 1529, 3844, 2936, 3171, 2453, 2472, 1659, 87, 83, NA, 20911,  X*
94, 96.9, 3986, 8902, 2452, 5529, 1746, 3508, 1634, 1379, 90, 88, NA, 29136,  X*
95, 97.9, 1332, 4062, 2117, 1859, 2228, 4027, 1943, 727, 91, 84, NA, 18295,  X*
96, 98.9, 4685, 5763, 6412, 4940, 2055, 1654, 1364, 977, 80, 93, NA, 27850,  X*
97, 99.9, 7556, 8501, 2756, 5238, 3273, 2338, 2222, 842, 75, 87, NA, 32726,  X*
98, 100.9, 118910, 93585, 25993, 6426, 7371, 5251, 2510, 1269, 60, 80, NA, 261315,  X*
99, 101.9, 10890, 8442, 2685, 5793, 1218, 733, 1305, 1313, 35, 88, NA, 32379,  X*
100, 102.9, 59012, 22027, 3480, 3236, 5381, 4969, 1975, 856, 41, 67, NA, 100936,  X*
101, 103.9, 107707, 63068, 11518, 1709, 2782, 3556, 963, 884, 29, 54, NA, 192187,  X*
102, 104.9, 2159, 10297, 5359, 3303, 9031, 8143, 2274, 2026, 53, 54, NA, 42592,  X*
103, 105.9, 31473, 7778, 1322, 4042, 1953, 4526, 1188, 1163, 74, 47, NA, 53445,  X*
104, 106.9, 882599, 318095, 25982, 56524, 19554, 21869, 16933, 11524, 63, 48, NA, 1353080,  X*
105, 107.9, 41258, 135388, 37965, 8805, 4592, 10208, 1850, 1653, 64, 54, NA, 241719,  X*
106, 108.9, 702023, 33431, 3805, 8897, 2798, 2210, 732, 365, 43, 54, NA, 754261,  X*
107, 109.9, 200540, 13739, 19870, 9138, 18768, 5159, 3463, 1224, 34, 61, NA, 271901,  X*
108, 110.9, 37364, 17986, 35808, 10160, 6415, 5018, 1194, 1001, 37, 83, NA, 114946,  X*
109, 112.0, 472619, 314996, 32682, 27619, 16406, 23676, 11801, 7192, 38, 77, NA, 906991,  X*
110, 112.9, 73721, 6953, 8822, 5248, 2228, 4606, 2357, 2266, 53, 90, NA, 106201,  X*
111, 113.9, 18350, 22013, 631, 7529, 3040, 1622, 2219, 1438, 44, 80, NA, 56842,  X*
112, 114.9, 3172, 10465, 13631, 2528, 1625, 5024, 1552, 3463, 53, 74, NA, 41460,  X*
113, 115.9, 13442, 9234, 3143, 884, 1839, 4602, 2150, 986, 69, 77, NA, 36280,  X*
114, 116.9, 28970, 8405, 2008, 4963, 2322, 3615, 1424, 1131, 69, 67, NA, 52838,  X*
115, 117.9, 409411, 22449, 1300, 8920, 3231, 3979, 2414, 933, 78, 69, NA, 452637,  X*
116, 118.9, 13939, 14673, 6685, 2881, 2586, 4999, 1991, 1916, 80, 61, NA, 49670,  X*
117, 119.9, 10885, 3465, 7598, 2279, 5569, 3926, 2363, 1561, 78, 75, NA, 37646,  X*
118, 120.9, 14896, 2674, 4565, 1148, 1851, 3220, 2287, 1128, 83, 80, NA, 31769,  X*
119, 121.9, 353083, 24611, 48088, 30672, 11645, 8208, 6658, 2582, 80, 97, NA, 485547,  X*
120, 122.9, 11737, 7665, 1009, 4507, 3913, 2503, 4272, 1338, 78, 96, NA, 36944,  X*
121, 123.9, 100189, 29412, 3032, 3970, 3083, 4919, 2719, 1464, 70, 80, NA, 148788,  X*
122, 124.9, 200334, 117365, 17016, 1451, 4050, 5595, 1422, 1515, 50, 61, NA, 348748,  X*
123, 125.9, 16780, 8126, 3498, 7672, 9405, 3156, 4772, 1113, 54, 48, NA, 54522,  X*
124, 126.9, 86351, 31771, 57607, 5585, 13835, 17166, 16735, 2264, 54, 57, NA, 231314,  X*
125, 127.9, 10122, 21408, 1644, 5273, 6654, 3386, 1384, 1136, 54, 60, NA, 51007,  X*
126, 128.9, 29102, 4624, 1691, 2946, 2752, 2682, 1399, 1216, 74, 74, NA, 46412,  X*
127, 129.9, 79789, 8595, 8320, 1204, 2006, 4772, 3758, 1627, 78, 77, NA, 110071,  X*
128, 130.9, 16610, 3340, 3482, 3277, 1558, 2904, 1711, 641, 83, 74, NA, 33523,  X*
129, 131.9, 6977, 13387, 2768, 1141, 4174, 1282, 3656, 631, 78, 74, NA, 34016,  X*
130, 132.9, 397620, 134138, 9189, 7806, 7758, 3048, 1747, 1139, 51, 57, NA, 562445,  X*
131, 133.9, 21744, 18552, 5381, 13225, 8318, 6180, 1182, 1060, 47, 56, NA, 75642,  X*
132, 134.9, 109890, 201261, 47157, 91246, 9886, 10986, 9122, 9974, 24, 54, NA, 489522,  X*
133, 135.9, 324211, 304230, 14486, 19882, 35574, 21355, 7683, 2975, 23, 44, NA, 730396,  X*
134, 136.9, 6939, 12847, 2920, 5651, 2936, 2561, 1385, 1308, 41, 61, NA, 36547,  X*
135, 137.9, 57934, 15938, 794, 567, 1989, 1485, 491, 224, 35, 37, NA, 79422,  X*
136, 138.9, 687171, 81234, 13606, 8673, 13379, 21491, 7914, 4587, 53, 23, NA, 838055,  X*
137, 139.9, 17624, 5525, 5803, 2088, 2678, 10827, 1819, 1074, 78, 40, NA, 47438,  X*
138, 140.9, 43382, 36845, 8568, 9783, 6134, 3428, 3216, 672, 70, 37, NA, 112028,  X*
139, 141.9, 26947, 32723, 4649, 10066, 4431, 3447, 4240, 889, 69, 56, NA, 87392,  X*
140, 142.9, 35585, 15026, 4620, 5593, 3899, 4239, 1991, 364, 67, 66, NA, 71317,  X*
141, 143.9, 44409, 28980, 2259, 7106, 3329, 3531, 1634, 1230, 48, 61, NA, 92478,  X*
142, 144.9, 166567, 37702, 8107, 16307, 16792, 14147, 11525, 3812, 60, 60, NA, 274959,  X*
143, 145.9, 55442, 9226, 6925, 3038, 1503, 2281, 2124, 974, 63, 66, NA, 81513,  X*
144, 146.9, 132654, 49493, 18367, 3192, 2594, 6133, 3315, 1038, 56, 64, NA, 216786,  X*
145, 147.9, 3046580, 339838, 113248, 73201, 12260, 49761, 12700, 10026, 56, 70, NA, 3657614,  X*
146, 148.9, 22137, 49382, 7999, 5843, 3522, 2910, 1939, 849, 41, 67, NA, 94581,  X*
147, 149.9, 5651, 11650, 4595, 1939, 1315, 1313, 2308, 923, 37, 63, NA, 29694,  X*
148, 150.9, 19373, 6048, 5944, 14547, 3004, 3736, 3834, 1274, 43, 80, NA, 57760,  X*
149, 151.9, 25782, 26504, 17542, 8985, 9913, 5679, 1783, 875, 44, 83, NA, 97063,  X*
150, 152.9, 451985, 42188, 12153, 6165, 6383, 5024, 4791, 1000, 51, 87, NA, 529689,  X*
151, 153.9, 74026, 44270, 13843, 23769, 6928, 2610, 1488, 5263, 43, 91, NA, 172197,  X*
152, 154.9, 18351, 11299, 1838, 4526, 5807, 2471, 2230, 1322, 43, 70, NA, 47844,  X*
153, 155.9, 282835, 11496, 5009, 5591, 7516, 2394, 1736, 1458, 43, 69, NA, 318035,  X*
154, 156.9, 109337, 145292, 9032, 34310, 6498, 9749, 9062, 1859, 38, 67, NA, 325139,  X*
155, 157.9, 26373, 27508, 23558, 5444, 2026, 5094, 3070, 1147, 48, 69, NA, 94220,  X*
156, 158.9, 11018, 19900, 5132, 6262, 2132, 2689, 4896, 664, 43, 75, NA, 52693,  X*
157, 159.9, 168384, 27406, 25405, 20389, 17692, 10710, 10800, 2730, 44, 80, NA, 283516,  X*
158, 160.9, 75801, 108154, 2377, 1633, 5056, 4463, 3144, 1242, 43, 60, NA, 201870,  X*
159, 161.9, 16146, 9855, 8353, 2940, 4679, 2895, 1895, 824, 47, 56, NA, 47587,  X*
160, 162.9, 111929, 56303, 19561, 3576, 7525, 3594, 1861, 1994, 41, 53, NA, 206343,  X*
161, 163.9, 3173740, 393094, 85564, 36610, 45384, 39108, 9810, 11649, 35, 40, NA, 3794959,  X*
162, 164.9, 55578, 44496, 4957, 6191, 4092, 2879, 3400, 1269, 38, 60, NA, 122862,  X*
163, 165.9, 11206, 6604, 4881, 1946, 816, 6701, 2380, 1250, 50, 56, NA, 35784,  X*
164, 166.9, 2904, 1867, 13296, 9976, 3742, 5879, 1638, 908, 64, 75, NA, 40210,  X*
165, 167.9, 4821, 9561, 4344, 7405, 3754, 4000, 3757, 1391, 75, 84, NA, 39033,  X*
166, 168.9, 7667, 15722, 4493, 4365, 3841, 3730, 824, 1969, 84, 91, NA, 42611,  X*
167, 169.9, 11581, 6355, 2918, 2492, 2290, 3333, 1053, 2008, 80, 90, NA, 32030,  X*
168, 170.9, 4149, 11372, 1240, 6209, 9324, 1544, 1385, 1197, 69, 74, NA, 36420,  X*
169, 171.9, 35175, 3792, 2967, 2492, 8069, 2120, 1522, 1343, 70, 66, NA, 57480,  X*
170, 172.9, 110374, 26071, 7443, 12612, 9276, 4582, 2875, 2983, 66, 69, NA, 176216,  X*
171, 173.9, 753244, 64606, 13151, 8672, 2826, 11807, 4115, 802, 60, 64, NA, 859223,  X*
172, 174.9, 593053, 24213, 16256, 4132, 4103, 10464, 8724, 4785, 69, 67, NA, 665730,  X*
173, 175.9, 331857, 162424, 8535, 10956, 5276, 6184, 5139, 2097, 51, 56, NA, 532468,  X*
174, 176.9, 5965, 14335, 2161, 1483, 1681, 7636, 830, 846, 66, 44, NA, 34937,  X*
175, 177.9, 7440, 1749, 6225, 3528, 2211, 3000, 2557, 1382, 70, 61, NA, 28092,  X*
176, 178.9, 115889, 101536, 36054, 1826, 4207, 6831, 1445, 1034, 56, 57, NA, 268822,  X*
177, 179.9, 3998, 9779, 1334, 1814, 831, 2776, 3762, 1164, 74, 64, NA, 25458,  X*
178, 180.9, 1907, 11036, 893, 2444, 2214, 5527, 3201, 1679, 70, 64, NA, 28901,  X
179, 181.9, 7391, 5807, 3947, 2471, 3560, 3332, 1554, 896, 74, 54, NA, 28958,  X
180, 182.9, 15752, 5422, 1615, 1680, 1964, 3749, 934, 821, 94, 53, NA, 31937,  X
181, 183.9, 3570, 3250, 657, 2051, 1644, 2835, 1041, 919, 100, 56, NA, 15967,  X
182, 184.9, 20061, 13125, 8526, 4198, 2613, 2702, 2404, 501, 91, 69, NA, 54130,  X
183, 185.9, 3568, 5062, 3934, 4596, 7113, 6344, 1545, 1102, 94, 69, NA, 33264,  X
184, 186.9, 9367, 11642, 5569, 2931, 2102, 1918, 2354, 1965, 81, 75, NA, 37848,  X
185, 187.9, 430849, 202748, 19816, 44874, 12112, 10337, 6025, 3533, 56, 75, NA, 730294,  X
186, 188.9, 1712, 7703, 3173, 3204, 2401, 4230, 1865, 1256, 66, 70, NA, 25544,  X
187, 189.9, 17977, 5809, 4330, 4397, 5214, 2998, 1815, 1242, 57, 75, NA, 43782,  X
188, 190.9, 102063, 10672, 3125, 1931, 1786, 914, 613, 605, 53, 69, NA, 121709,  X
189, 191.9, 60354, 106385, 3299, 6465, 14775, 4132, 762, 1754, 53, 54, NA, 197926,  X
190, 192.9, 30383, 15284, 1611, 3795, 5392, 4353, 1921, 1180, 50, 47, NA, 63919,  X
191, 193.9, 634108, 23668, 45954, 20235, 27790, 12454, 9240, 3318, 47, 53, NA, 776767,  X
192, 194.9, 6357, 6184, 7535, 215, 1915, 4709, 1208, 980, 64, 57, NA, 29103,  X
193, 195.9, 2793, 19584, 8349, 4599, 3299, 3090, 1367, 545, 74, 78, NA, 43626,  X
194, 196.9, 20582, 14930, 2147, 2061, 4415, 2206, 5273, 851, 67, 78, NA, 52465,  X
195, 197.9, 1112647, 454249, 21989, 65615, 31002, 16062, 16847, 8762, 51, 60, NA, 1727173,  X
196, 198.9, 2646, 7025, 3857, 9056, 2642, 4575, 2715, 586, 48, 63, NA, 33102,  X
197, 199.9, 8862, 19950, 2965, 3789, 1000, 1605, 2248, 1262, 43, 57, NA, 41681,  X
198, 200.9, 10733, 28272, 4908, 2808, 5207, 1863, 1530, 1742, 35, 57, NA, 57063,  X
199, 201.9, 167040, 42984, 14445, 9259, 23062, 17227, 8058, 2568, 56, 63, NA, 284643,  X
200, 202.9, 91045, 8698, 8323, 9773, 4765, 6287, 3496, 587, 56, 63, NA, 132974,  X
201, 203.9, 81928, 10043, 1596, 3750, 2592, 2557, 4915, 962, 64, 64, NA, 108343,  X
202, 204.9, 14178, 3488, 6902, 3801, 3915, 3925, 3512, 1015, 81, 80, NA, 40736,  X
203, 205.9, 813242, 194985, 38426, 5337, 18872, 11323, 6564, 4724, 66, 77, NA, 1093473,  X
204, 206.9, 50994, 25468, 11292, 6128, 4808, 5314, 1253, 693, 60, 69, NA, 105950,  X
205, 207.9, 25030, 26350, 3846, 5302, 5780, 9614, 3338, 2352, 66, 64, NA, 81612,  X
206, 208.9, 303821, 53292, 10695, 9064, 4304, 2870, 2247, 1461, 47, 53, NA, 387754,  X
207, 209.9, 58770, 64744, 20455, 11088, 5808, 1691, 2548, 1875, 38, 63, NA, 166979,  X
208, 210.9, 218217, 14704, 2821, 3161, 7422, 4195, 2812, 954, 43, 54, NA, 254286,  X
209, 211.9, 25486, 24258, 12240, 5747, 8560, 8675, 5183, 806, 40, 61, NA, 90955,  X
210, 212.9, 176549, 36723, 44474, 17996, 18512, 8697, 10029, 4849, 48, 74, NA, 317829,  X
211, 213.9, 10153, 3197, 1751, 4936, 4044, 6164, 3509, 2560, 81, 75, NA, 36314,  X
212, 214.9, 79163, 20636, 2636, 4459, 4619, 2637, 855, 954, 75, 77, NA, 115959,  X
213, 215.9, 2898, 1870, 10030, 2657, 2585, 3461, 4183, 788, 75, 90, NA, 28472,  X
214, 216.9, 69680, 70682, 12269, 1629, 4870, 3405, 1098, 410, 67, 70, NA, 164043,  X
215, 217.9, 23091, 9776, 6279, 4146, 1753, 3176, 2568, 341, 54, 75, NA, 51130,  X
216, 218.9, 20881, 4902, 1115, 5810, 4648, 1976, 1521, 734, 60, 83, NA, 41587,  X
217, 219.9, 10982, 8589, 1357, 4224, 1571, 1354, 2447, 783, 51, 70, NA, 31307,  X
218, 220.9, 56970, 109219, 11224, 1364, 2327, 4601, 3351, 457, 51, 66, NA, 189513,  X
219, 221.9, 3798, 2792, 3715, 1838, 1579, 1550, 2455, 567, 51, 67, NA, 18294,  X
220, 222.9, 7928, 4436, 831, 1001, 737, 2001, 1761, 1626, 57, 60, NA, 20321,  X
221, 223.9, 20228, 4594, 367, 1418, 501, 1448, 2897, 762, 66, 54, NA, 32215,  X
222, 224.9, 5143, 5255, 5924, 2151, 3368, 1366, 1796, 520, 75, 77, NA, 25523,  X
223, 225.9, 3957, 5864, 1671, 2453, 1087, 4234, 700, 1031, 84, 67, NA, 20997,  X
224, 226.9, 97092, 14053, 8417, 4521, 4008, 2347, 1712, 458, 70, 78, NA, 132608,  X
225, 227.9, 2801, 1465, 1320, 1705, 1200, 2575, 1604, 345, 81, 84, NA, 13015,  X
226, 228.9, 1334, 7784, 3375, 3816, 2527, 1606, 2783, 370, 81, 81, NA, 23595,  X
227, 229.9, 4813, 2967, 15472, 2436, 7653, 4500, 1202, 527, 75, 93, NA, 39570,  X
228, 230.9, 187354, 24335, 2778, 991, 3219, 1881, 1151, 366, 70, 75, NA, 222075,  X
229, 231.9, 83763, 53604, 7274, 4848, 4640, 13316, 2661, 1172, 61, 63, NA, 171278,  X
230, 232.9, 13493, 11219, 2468, 5350, 986, 2826, 2012, 459, 64, 61, NA, 38813,  X
231, 233.9, 3168, 3642, 1811, 4229, 4726, 4317, 1944, 1256, 70, 51, NA, 25093,  X
232, 234.9, 5862, 8102, 1177, 1751, 2574, 2502, 1709, 973, 83, 57, NA, 24650,  X
233, 235.9, 5059, 3058, 13774, 5254, 1567, 1939, 725, 782, 77, 83, NA, 32158,  X
234, 236.9, 67945, 53239, 1712, 6639, 5322, 3037, 1567, 790, 64, 66, NA, 140251,  X
235, 237.9, 14600, 20630, 2451, 3097, 1673, 4336, 2328, 1729, 56, 54, NA, 50844,  X
236, 238.9, 11782, 8833, 4577, 2320, 2365, 2207, 1829, 812, 51, 60, NA, 34725,  X
237, 239.9, 97784, 28397, 1636, 4123, 1758, 6672, 2181, 1221, 57, 34, NA, 143772,  X
238, 240.9, 7398, 8746, 5804, 1003, 3482, 2229, 1535, 468, 67, 44, NA, 30665,  X
239, 241.9, 8471, 10366, 3622, 2106, 2112, 1803, 920, 1627, 64, 51, NA, 31027,  X
240, 242.9, 7802, 12488, 3969, 1586, 2084, 4279, 2885, 1374, 69, 47, NA, 36467,  X
241, 243.9, 225507, 15648, 4147, 4273, 3770, 3444, 2155, 999, 67, 53, NA, 259943,  X
242, 244.9, 19684, 13297, 6555, 795, 5221, 3069, 1597, 968, 67, 51, NA, 51186,  X
243, 245.9, 581348, 81085, 21278, 21381, 42447, 12996, 9379, 9949, 66, 48, NA, 779863,  X
244, 246.9, 5329, 6724, 10648, 2183, 3442, 2702, 3189, 973, 60, 60, NA, 35190,  X
245, 247.9, 9993, 10775, 3170, 4239, 1580, 1815, 2018, 2438, 56, 63, NA, 36028,  X
246, 248.9, 241705, 127844, 7224, 24951, 25345, 13511, 16634, 13088, 53, 57, NA, 470302,  X
247, 249.9, 50325, 80030, 3533, 23496, 7352, 8446, 7937, 2927, 51, 57, NA, 184046,  X
248, 250.9, 56282, 16533, 10045, 2300, 2842, 4169, 2695, 363, 51, 53, NA, 95229,  X
249, 251.9, 125622, 79980, 10613, 27974, 12310, 6844, 1897, 946, 47, 50, NA, 266186,  X
250, 252.9, 19295, 12955, 911, 1627, 911, 3372, 2322, 930, 54, 47, NA, 42323,  X
251, 253.9, 6888, 33939, 3204, 2347, 9584, 5266, 3824, 3912, 60, 37, NA, 68964,  X
